@relation thedata

@attribute 10855 real
@attribute 138050 real
@attribute 23553 real
@attribute 2588 real
@attribute 2720 real
@attribute 2799 real
@attribute 2990 real
@attribute 3073 real
@attribute 3074 real
@attribute 3373 real
@attribute 3423 real
@attribute 3425 real
@attribute 411 real
@attribute 4669 real
@attribute 60495 real
@attribute 6448 real
@attribute 6677 real
@attribute 8372 real
@attribute 8692 real
@attribute DependentVariable {BRCA,Control}

@data
6.2876322555,5.85519127033,5.577437325,6.52916161,8.962381825,13.8269571,10.82235197,7.107010728,12.91155214,7.1813138755,8.441669559,9.116266707,6.18648217375,8.821208849,6.141397664,10.97854265,5.5131657705,6.961568708,7.40744293433,Control
5.74265151,5.96126980733,5.41126628,6.113748025,9.24060548533,13.24583793,10.97955044,7.267093607,12.58278655,7.317496405,8.66819761167,9.231161842,6.1697457535,9.220572483,5.148437177,11.3294966,5.122331128,6.720419132,6.91949253467,BRCA
5.7945633345,6.18322369933,5.024598103,5.894703343,9.31805038867,13.03029388,10.95973052,7.144329712,12.7645524,6.73438031975,8.31374078033,9.507874464,6.45674527675,8.541388151,5.126406353,11.56304622,5.9438144615,7.53165657,7.02852699233,BRCA
5.4738623325,5.912420162,5.637937129,6.143797084,9.324015298,13.20549015,10.980761,7.302047389,12.23971048,7.0732479715,8.59604361567,10.04271995,5.84220441,9.445801762,5.377480603,11.31253714,6.0323692365,8.167858571,6.734611796,Control
5.856430784,5.81078822233,5.710125382,5.816798875,9.32807961533,12.8619748,10.81892586,7.176525051,12.64120964,6.57417408025,8.613600338,9.325879453,6.09568592725,8.670409399,5.530141964,10.97310559,5.553005062,7.083535505,6.69840358867,BRCA
5.593150064,6.26469178467,5.943107442,6.289470818,9.41940201333,13.78998546,11.61638815,6.875169162,13.1958974,6.9855544905,8.87443405167,8.978067698,6.4376002175,8.563054308,5.853877943,11.11718547,5.6013470485,7.250680065,7.272311944,BRCA
5.849396275,6.40555929733,5.907137786,5.883749862,9.45580298333,12.74633592,10.39899511,6.888624921,11.98494007,6.9299309225,8.584257213,10.08776153,6.11147383525,8.929717871,7.81413561,11.41291396,5.5042031125,7.915074359,6.631493058,BRCA
5.8955611635,6.25811610933,5.567584424,6.279105026,9.46122339367,13.22427159,11.35119339,6.929261738,13.13613647,7.03294187175,8.23985807267,9.010990369,6.1864730555,7.901456932,5.914092825,11.08036472,6.1253154935,6.971661738,7.277677243,Control
6.163217703,5.78714939467,6.015254046,6.255694865,9.04965058333,12.94623653,11.13292398,7.03656137,12.50103733,6.83416059875,8.28629662733,9.100426551,6.274278696,8.802961484,5.89761028,10.83660293,5.7112352115,7.765171913,6.80483054867,BRCA
5.500030329,6.01826908567,5.894885198,6.511243174,9.121771254,13.58717103,10.84395463,7.095347239,12.53522562,6.811148142,8.41913262633,8.978553974,5.72536828375,9.154553037,5.472009433,11.33938254,5.7127322315,6.935639852,6.71739885767,BRCA
6.0716462845,5.70524934033,5.964982644,6.124127129,8.99843635,13.17957018,11.55255397,7.279241735,13.09870741,7.4600123775,8.656969342,9.449169865,5.90677048425,9.872567588,6.217623937,11.17512864,5.713431975,7.875228881,7.21777434667,BRCA
6.173212456,6.10650074267,5.017266367,5.926480582,9.19775566233,13.48222565,12.12614151,7.077032319,12.93044173,6.813610758,8.46822710367,9.067193079,6.38969878875,8.986710369,5.782022708,10.72254311,5.5695636665,6.949012868,6.74098989567,Control
6.0773050935,6.25661271533,5.620154746,6.706810683,9.00821636133,13.79334119,10.95930669,7.574709175,12.70456839,7.2375598925,8.35615770033,9.205378537,6.6790086455,9.129077628,5.984823581,10.77919838,5.7854299475,6.358963769,7.37744805367,Control
5.862006685,5.81809315,5.532169853,6.483256019,8.96940432,13.07191821,11.8233355,7.254558909,12.75033439,7.4624448875,8.525925799,10.41931796,6.08975663375,8.842021162,5.511287161,11.72725479,5.558370112,7.437109373,7.490658286,BRCA
6.0276887455,5.90861311133,5.661643617,6.676313694,9.52298533,13.57024711,11.59532989,7.650946042,12.88385376,7.28547432775,8.29043954,9.764088312,6.64549160225,9.361132921,7.406781383,11.95778233,5.5670006035,7.176774354,7.70143662033,BRCA
5.884430304,5.83636665767,5.72533984,6.272541727,9.190346321,13.07861622,12.44601199,7.613994069,12.84571551,6.82689226625,8.43687437367,9.865002896,6.22937928625,9.165221775,6.304424909,11.62476132,5.720573902,7.30433107,7.07027275267,BRCA
5.624971384,6.13748198833,5.589247584,5.994133479,9.45999956167,13.34981755,12.09904539,7.358741572,12.84903075,6.843821828,8.55511401167,10.54192934,6.0643383615,9.182345388,5.855809878,12.10010062,5.5290377995,6.903824995,7.60436906633,BRCA
5.5542044575,5.85008755967,5.766205052,6.801970606,9.332768548,13.15138292,11.76010461,7.772002946,12.71693524,7.17678445425,8.04495181667,9.536461479,6.45829288575,9.498061903,6.830360313,11.52400552,5.4675967535,8.107976972,7.12786010467,BRCA
5.6449222925,5.98357709967,5.970169897,6.760923241,9.41875965767,12.9979954,11.95691889,7.618552751,12.91933548,6.80676238275,8.10768623833,10.19577854,6.115396614,9.534955073,6.355135777,11.94205636,5.662392737,7.806776963,7.76130449,BRCA
5.6240444885,6.173201084,5.842294551,6.472573571,9.391958083,11.67059663,12.26503342,6.886279205,12.6473067,6.65041084,8.629396665,9.105896153,5.90554044925,9.292592616,6.396866433,12.29684318,5.774065587,6.295957723,7.36857096067,BRCA
