ID	683	6558	487	486	280	8671	489	488	482	483	480	481	22802	10136	886	8681	4218	30814	8398	8399	1080	3710	6548	5646	5645	5644	476	9545	478	477	64600	279	1811	1179	8766	109	1131	108	107	1504	1506	9635	123745	219931	51032	2776	2778	491	492	493	26279	23436	1056	81579	490	23439	7220	5330	114	23236	115	112	113	5579	5331	5578	111	5332	6262	6522	3778	387	50487	5582	5320	5321	5322	84647	196883	63036	3784	5874	5408	5407	5879	5406	5319	760	3708	3709	6344	5906	1361	5908	1360	952	391013	1357	1358	1359	DependentVariable
Instance1	6.992431746	8.452766178	5.21451269367	5.76249236625	6.473425294	5.6204611975	6.201923574	10.368230238	8.881298397	8.1654550638	5.171511767	11.0075662667	6.981713185	4.9558692135	5.739045575	9.970178212	11.68222884	5.346435058	5.9973155525	5.934641074	6.094875369	11.35799469	11.49398064	5.720012484	6.26913194	5.692518737	11.74617161	6.680046949	6.305838886	7.573838635	5.516024013	5.5159757575	6.507244111	5.309623002	12.67947906	12.63069834	6.499212576	7.149597572	8.2081635635	5.218063317	6.192791506	5.890331925	5.2037195755	8.247323644	6.248976526	9.668318219	8.533866741	5.08645408233	5.44705215567	10.711809069	7.445801364	5.26866948	6.227573227	6.001133	5.612179357	4.840477407	9.13253901	7.476788978	5.645450388	6.8772890085	8.748277668	10.327292123	7.377212971	6.21136540967	5.876585242	8.688181342	6.614529956	6.9141724395	5.689167221	8.694898579	7.20587596833	12.37603319	5.790192895	5.313256056	9.972804328	5.689167221	6.31084507	5.901658111	10.97207892	5.2209212	5.593684478	5.339756985	4.602195245	5.190230876	8.85850435833	5.692518737	5.368428976	10.963746465	10.99802289	9.844635599	6.089906589	7.005431822	5.234318606	6.582741757	10.48215278	5.927073476	5.110416751	6.18041208	6.057131398	7.91289102	Control
Instance2	6.1044474	9.120272962	5.07406475433	5.667460738	6.639653159	5.457316777	6.903734634	9.85838642367	8.993477034	7.6774776296	5.404814027	11.0786587633	7.919401353	5.321425448	5.115003321	10.89604874	11.75371412	4.937593039	6.074195938	6.353195907	5.648473532	12.08864757	11.84250171	5.234205502	5.171138007	5.636777762	11.7601478967	6.511440859	6.107327595	8.499737407	5.714802736	5.5577193315	7.097666426	4.61298674	12.53965448	13.03258307	7.270111035	6.461320332	6.3425008425	5.082621049	5.52873637	6.637136088	5.420625092	8.715825713	6.432128971	8.930930318	8.84345400733	5.53068421767	5.37157907167	10.514956205	8.180387697	4.893618555	5.737356364	5.644873832	5.65607024067	4.708480413	9.110745023	7.453231788	5.65593226	6.8906417385	8.080472632	10.2384186075	7.013074525	6.479820979	6.036839159	9.433471275	5.841225451	7.100683958	6.017928169	9.011647369	6.97755124467	12.57624761	5.821079567	5.115003321	6.6596432	5.663779561	5.804719114	5.899424146	10.9073904	4.443012817	5.442418216	5.4385523395	4.992554604	5.254944744	9.23532012167	5.7109519	5.473633714	9.558696607	10.75503384	9.525335383	5.932044187	6.434568757	5.081578289	6.355006684	9.361566127	6.35856824	5.398154738	5.424931532	5.76593995	7.659783886	BRCA
Instance3	5.329313116	9.203172904	5.44803807833	5.53236536425	6.1880275535	5.897498289	6.4085077895	10.260641451	8.935534242	7.590935683	5.6687672635	11.3381346567	7.924576673	5.217834802	5.403788568	10.58594865	11.77742394	4.838713892	6.225222865	6.403868968	5.766735111	12.01135666	12.09766027	5.079816751	5.161092822	5.383800396	12.3780996267	6.91701733	6.059188284	5.72110688	5.329313116	5.645976432	8.221515981	5.363969359	12.30490464	12.19349773	7.135045173	6.767195028	7.5711783515	5.1306681325	5.687068563	7.318454968	5.4820486345	8.543090924	6.015532832	9.213384421	9.29076107	5.630551509	5.51588902867	9.46678584833	7.6220252555	4.790265497	6.380249461	6.257770271	6.23649684267	4.991874681	8.713129681	7.462177348	6.0290173	6.771545835	8.026856932	9.769915947	7.338293201	5.889051372	5.98687237	8.48506563	6.323194968	6.8982166245	5.664561948	8.99655902	7.11850523933	12.07257321	6.193580184	5.434470814	5.760494586	5.682862067	5.173838258	6.376000002	9.496554786	5.359671604	5.829450757	5.630756882	4.303759001	5.283469238	9.280236709	5.496822826	6.004058206	9.1578235905	11.137683	10.74066222	5.838328613	6.699751273	4.70007887067	6.466000385	6.837000658	5.519330581	5.515393331	5.219566658	5.748602952	5.844744204	BRCA
Instance4	5.549369797	9.803902227	5.544400339	5.29784002825	5.8336716705	5.773682831	5.756546821	9.32155651667	9.524248408	7.1937672274	4.908661704	9.415136053	6.132222731	5.05781536	5.36300567	11.09339134	11.38023121	4.904979261	6.512188232	6.816507311	5.749541809	11.97218475	12.00568429	5.322298864	5.357737827	5.59291388	12.0413844233	6.97286817	6.037388399	5.460424154	5.193979903	5.251851209	11.97142151	5.442289366	12.20624983	12.23565236	7.91055448	6.763813641	7.0913602235	5.1772268595	5.994246645	7.279381043	5.275502987	9.258413586	6.988744679	7.435526765	8.629147321	5.10139122367	5.10145987467	9.36793236433	8.477277703	5.568952692	8.154072682	5.574564199	5.84054187167	5.229406468	8.448096813	7.601141445	5.876032641	7.226006717	8.120096744	10.3820872935	7.478529234	6.312672729	6.1476177	9.211511834	6.331145921	7.2768077175	5.432467779	8.696325232	7.26137170967	12.17972416	5.759562832	5.36790503	6.594776658	5.460424154	5.108536217	5.863140121	10.39270411	5.01682082	5.6207514905	5.57393957	5.233822166	5.372439586	9.422761191	4.151027186	5.432467779	9.7689666565	10.00164081	9.439182162	6.209020126	5.6556447465	4.92142771167	6.3700012095	5.682019293	5.693773551	5.499695432	5.30196368	4.667062321	5.82324701	Control
Instance5	6.067225269	9.0886782065	5.409370693	5.411301389	6.776795021	5.501472874	5.967628998	9.71733403867	8.886703411	7.6579137982	5.407338246	11.0671163433	8.59882588	4.930802394	5.140381174	9.802112873	11.93990341	5.541492575	6.518443469	5.925412759	5.361953639	11.58766984	11.58443655	5.455665247	5.221114603	5.249266367	12.0522698633	6.87098459	6.192791506	7.181900437	5.182107523	5.10800607	6.563276843	4.988243006	12.33362227	12.7347446	6.580602003	6.854560258	7.084991265	4.8809312505	5.773740066	6.824675979	5.416694716	7.858759848	6.281888889	9.924501194	9.35589447533	6.53015467367	5.347565136	9.855146835	7.8127938485	5.305251227	14.85435466	5.989826604	5.83725275933	5.636197729	8.352927454	6.773076963	5.824138541	6.848015995	8.28785217	9.671974648	7.297193996	7.50900425433	5.887775801	8.977409535	5.680472929	6.6548276045	5.601110562	8.854962736	6.58289058467	12.74633592	9.731989781	5.333791561	8.905673654	5.599028548	5.902080364	5.504788206	9.358629843	4.688199455	5.89924090925	5.5782743595	4.182400944	5.377654117	9.29741101033	4.980952113	5.83744581	9.6715876845	10.864964	9.689574849	5.856743757	6.4308542	5.75373909367	6.499527711	5.371568663	6.617471597	5.228252321	5.455665247	5.238033268	7.086616932	BRCA
Instance6	6.472573571	9.3234092765	5.35639246467	5.25698314425	7.193926466	5.9464134385	6.18973244	10.680999606	8.792953849	8.0926699198	5.3785945915	12.1145166367	9.954407582	5.2065054875	5.424175738	10.25398074	11.88820491	5.156043878	6.07383167	6.064587171	5.409400483	12.06588572	11.98277091	5.275017526	5.066316611	5.527329405	12.5635974	6.244178877	6.2181085	6.847624679	5.334685584	5.850204843	9.342986415	5.566519317	12.82636383	12.65857307	6.603185402	6.543500233	6.50402659	5.232316355	5.70895367	9.004375772	5.506526572	9.139833421	5.972756545	10.54993411	9.078168623	5.280177379	5.25956805367	10.448206756	6.8315434305	6.050290137	6.895366625	6.394896188	6.112848442	4.721662605	9.357079711	7.658927519	6.352798794	6.727722821	8.529822044	9.753034207	7.806535324	6.98490046733	5.94872421	8.467749328	6.872247394	6.9752829565	5.437137209	9.269361142	7.14062221833	13.08540943	5.353244986	4.940884687	7.21972788	6.376000002	6.024591871	5.093825554	10.16002932	5.283098773	5.5982912595	5.398824444	4.44414752	5.098043929	9.14697742367	5.057462456	5.14017664	9.993060077	11.45443311	9.814991395	5.840847932	7.3002942325	5.15242009567	6.8410633585	6.147821182	6.361510132	4.985513237	6.255789266	5.557510609	7.927542616	BRCA
Instance7	5.333433796	10.515467159	5.20944767433	5.3340312765	5.616430635	5.2510023165	6.2602490325	9.43648997933	8.710342497	7.77673562	5.4209960565	8.83242227333	5.405661632	5.248600781	4.805564985	10.63491565	11.5228538	5.438302209	6.0879165975	7.988231821	6.219367603	12.23463043	12.46971692	5.709711946	5.928850697	5.371568663	10.9018499343	6.272028439	7.481256805	5.682019293	5.201056716	5.701975355	11.70655442	4.970176368	12.5708958	13.34505663	8.018076529	6.456482249	6.201503818	5.1556291075	6.288871263	7.278707598	5.7231049945	9.409094477	6.90289097	7.39744174	8.46320594233	5.08308306267	4.97097523667	9.83469568533	8.4336189565	5.205168882	6.616038296	6.165867356	6.13374709867	4.567828407	8.390922492	6.111350232	5.779661087	7.4861886795	8.167494826	9.1297731835	7.967285529	6.81582852467	5.48205062	9.024558716	5.057462456	6.945356743	5.375918034	8.534916724	7.69304503333	12.27941189	7.230263367	5.832707292	6.139659422	5.333433796	4.77796061	5.626739362	9.341019005	4.675131059	6.073312922	5.6164190285	4.754902895	5.201056716	9.62804284167	5.477281673	5.014814152	9.670242546	9.557684409	7.511675823	5.520352508	7.2132301705	4.98954021233	7.062352436	5.689866096	6.488889022	5.014814152	5.993341073	5.779661087	5.551986008	BRCA
Instance8	6.051486983	9.1602042195	5.27433675933	5.71394497725	6.5008011985	5.825548677	6.092267507	10.2767326833	8.934251932	8.060705661	5.8222575895	11.6829085233	7.258450908	4.8751060715	4.590728995	10.04775483	11.67950002	5.023045997	5.8864404035	6.918538669	5.826809832	11.37383049	11.41027128	5.887897624	5.937939457	5.937939457	11.77433084	6.365014999	6.47143593	7.766961362	5.354038858	5.512207445	7.507876136	5.2209212	12.57347448	12.39966386	6.988971848	7.109938036	7.6188571805	4.679254387	5.130324729	6.193087311	5.852605391	8.723132848	6.140988854	9.665460782	8.875123686	5.33571378767	5.210388539	9.86699508667	7.178770695	5.920180882	6.056264462	5.392842236	6.107408106	4.908346081	9.315874762	6.898937271	5.862458365	6.719520862	8.80888466	9.643814388	7.667823176	6.87117032933	6.202570157	8.419813926	6.091811548	6.5861642735	5.563776856	8.709033072	7.39987593767	11.89259415	6.068354407	5.495064524	7.542337622	5.891304496	5.887897624	6.001358226	9.812386363	5.057679059	5.740905809	6.0305173435	4.632010888	5.619127766	8.82865486733	5.277995204	5.517599514	10.896852955	10.66388964	9.583290187	6.409989636	6.7375606535	4.84122798433	6.2456860685	9.301679735	5.865554662	4.867045482	5.69600164	4.903774919	7.868546526	Control
Instance9	6.116245828	9.8392008	5.12132283167	5.4692828215	6.731854231	5.301831852	6.099231096	9.858911688	9.169130251	7.891337482	6.229757997	11.8796742633	7.650946042	5.2353279765	5.38371401	10.06457475	11.73344556	4.742156708	5.700402949	6.077249008	6.000682441	11.74966846	11.72159494	6.095613938	5.298485344	5.522472662	12.3698481033	6.328859459	5.838328613	8.920911903	5.39361462	5.703368893	11.83377967	5.46083367	12.36089516	12.05932765	8.215303806	6.816347305	8.092918242	5.651557636	5.872096916	8.786482932	5.0692057385	8.391438147	6.203304562	9.303998235	9.29028807333	5.15924877967	5.12111428933	9.016815507	7.320817348	5.292976103	6.364927481	6.058214335	6.202317279	5.221694654	8.49064145	7.321975714	5.813403636	6.995146243	8.17986074	9.557649091	7.357466507	6.13414385767	5.352274105	8.419971893	6.099511534	7.024481502	5.253432694	8.812948295	7.22534794767	12.60350703	5.563776856	5.606746643	5.818908863	5.847816088	5.781235931	5.956585975	9.898586698	5.298485344	5.76130841175	5.0590880355	4.790265497	4.961636349	9.29235500067	5.835425946	5.801553978	10.349992835	10.78521972	10.67301333	5.922323489	6.6237057305	5.113354706	6.516538676	5.550909319	6.459846026	5.05203679	5.488973851	5.536838744	6.647606376	BRCA
