@relation thedata

@attribute 10000 real
@attribute 10211 real
@attribute 11184 real
@attribute 1380 real
@attribute 1445 real
@attribute 1605 real
@attribute 207 real
@attribute 208 real
@attribute 2319 real
@attribute 23368 real
@attribute 2885 real
@attribute 2931 real
@attribute 2932 real
@attribute 29760 real
@attribute 3635 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 4067 real
@attribute 4772 real
@attribute 4773 real
@attribute 5163 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 5336 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5594 real
@attribute 5595 real
@attribute 572 real
@attribute 5788 real
@attribute 5894 real
@attribute 596 real
@attribute 613 real
@attribute 6464 real
@attribute 6654 real
@attribute 6655 real
@attribute 6850 real
@attribute 695 real
@attribute 7409 real
@attribute 8431 real
@attribute 930 real
@attribute 933 real
@attribute 975 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,11.4712435,6.474070412,5.26175828033,10.35004996,11.37070935,9.746089281,7.466690585,12.8538437,10.66888523,9.4954151895,6.656643396,10.00381342,4.418782743,7.745155171,10.99802289,9.844635599,11.35799469,10.63456176,6.1646303325,5.358259724,7.374389909,6.685313404,8.467616885,7.0703331436,10.98014335,7.181967161,11.8054921,9.584314798,8.27215776867,11.634256725,7.546352606,5.552770925,10.11570732,8.4944607845,7.402056661,9.15105029633,8.001564595,7.867620258,9.65740828,7.342077169,6.878146348,5.011016147,5.792862671,5.583993803,15.05985438,Control
5.94776533325,11.07296681,7.698416725,5.354114245,10.84346202,11.95147243,9.68028616833,6.43012268,12.70768381,10.98935922,9.5539178325,6.263509238,10.79867858,4.856999696,7.742126034,10.75503384,9.525335383,12.08864757,11.67867508,6.4733698555,5.287134046,6.82117167,7.098719371,8.699078855,7.6111323212,10.64134532,7.328338472,11.54241539,9.028818534,7.85669691467,11.27623323,7.48196166867,5.761736804,10.34726733,7.97569312475,7.1289164645,8.42779587067,7.481398095,7.609956448,9.946928611,7.365668755,6.418236866,4.708480413,5.874189107,5.754895016,14.81202536,BRCA
5.52044016575,11.0249286,7.691529493,5.11576158533,11.26946293,12.10871075,9.69256516467,6.416760061,12.97428108,11.22308177,9.480270588,7.147411327,10.42204403,4.383188881,8.060129988,11.137683,10.74066222,12.01135666,11.59799678,6.05907682475,5.0508794315,6.742616386,6.212526175,9.063247518,7.448654099,10.4984955,7.238491368,11.24175993,8.789730168,8.11094053067,11.198356615,7.496409352,5.7813974245,10.45388564,7.84053328475,7.0926896005,8.45925672733,7.228580927,7.575257723,9.791985416,7.320667722,6.805650779,5.249645622,5.917677146,6.730983353,14.58875125,BRCA
5.58777326775,11.13481472,7.6894721935,5.131706317,11.31701417,12.23392978,9.98949733167,5.863140121,12.97428108,11.51613105,9.432546201,6.947903173,11.11828268,4.802724808,8.06060289,10.00164081,9.439182162,11.97218475,11.00452968,5.969107067,4.8161306655,7.875812501,5.584068992,8.649598507,7.6522265588,10.35580562,6.422323287,11.56978693,8.74769044,7.98209816267,11.274247985,7.166098701,5.1671536775,10.09500831,7.5957045875,6.88167523675,7.73867912133,6.648325671,6.838009842,9.638916035,7.813125618,6.327333135,4.978894894,6.299945779,5.805041697,14.61254488,Control
5.87271996825,11.18656944,7.3265682065,5.38339731633,11.32409911,11.96551025,9.506100771,6.860966288,12.74323457,11.09139921,9.66718229,6.836369559,10.40311354,5.03343539,7.919118257,10.864964,9.689574849,11.58766984,12.12951334,6.17905477475,5.183721743,7.242581369,7.405441727,8.565760069,7.950268865,10.43232295,7.7125980515,11.00452968,9.157246578,7.82991936767,11.21839075,7.33013335533,5.93158530625,10.22872886,7.8450723755,7.4523840255,8.10318445333,7.634958261,7.652900753,10.27897821,7.547899223,6.328276055,5.291135005,6.107798352,5.94146509,14.89547873,BRCA
6.0241266485,11.27871096,7.1742404065,5.35542542167,11.07168041,11.84561169,9.688092646,7.477052175,12.96626215,10.66999253,9.9164802245,6.770634576,9.953578497,5.628052686,7.186711317,11.45443311,9.814991395,12.06588572,11.79461296,7.79825655525,6.0739409315,6.583726382,7.460253403,8.146264608,7.4183463498,10.6767992,7.745704965,11.73619062,9.836169177,8.18650002,11.07534033,6.96976629,5.9022013445,10.624983,7.89616385625,8.244265727,8.70127661067,8.19601328,8.522033306,9.943244144,8.067624097,6.682787905,5.294814856,4.980495207,5.551217027,15.11026186,BRCA
5.88751933675,10.78457782,7.891445025,5.26577076433,11.3382407,12.01701203,10.0480993307,6.742953157,12.94803322,11.69149721,9.167523377,6.72267478,12.02630394,4.93712219,8.082270314,9.557684409,7.511675823,12.23463043,11.980959,5.88961529475,5.0860843655,8.139859715,6.662423158,8.302457433,8.3350079456,10.27409306,6.5896621115,11.41213066,7.747456426,8.451561107,11.151396135,6.54175895867,5.875906139,9.961088297,7.264331835,6.14302696,8.36198243367,7.292025067,6.760091594,10.45584633,6.816347305,5.926361974,5.046808884,7.278707598,6.11442494,15.01411749,BRCA
5.55851851825,11.28537059,6.8986588765,5.201833026,10.5789154,11.17361954,9.436876068,6.689303092,12.65135565,10.33398861,9.1611827995,7.289814009,9.584981814,5.139460541,7.46131803,10.66388964,9.583290187,11.37383049,10.68348837,5.9603886785,5.2291868665,7.255408968,6.020263967,8.452633655,7.757716558,10.75653988,7.480559564,11.39154181,9.508320259,8.171538624,11.40345044,7.84441516067,5.4118146555,10.12277013,8.05261194825,6.9500503585,8.53051419067,7.787382059,7.907583411,9.498226492,7.356058229,6.739851899,5.30196368,6.080130651,6.382758563,15.01411749,Control
5.650041658,11.36309182,7.1634039155,5.31378150867,11.11718547,12.04072818,9.58057105933,6.500527718,12.68048706,11.15889068,9.3657406255,6.70684521,9.460251675,4.805564985,7.57557919,10.78521972,10.67301333,11.74966846,11.06871466,6.02825469225,5.2554434645,7.076765168,7.205282841,8.407417683,7.6719006758,10.57213676,7.5245411315,10.77439198,9.212004536,7.91861634733,10.99057863,7.80894971567,5.575716739,9.9831294,7.87109163775,7.14309656525,8.16926655967,6.878728789,7.65031782,9.427680085,7.635901506,6.37387057,4.984374307,6.158463896,5.582188094,14.95604237,BRCA
5.56331123875,11.15310882,7.400487096,5.55001819667,11.00749006,11.58294888,9.75364579767,6.827314517,12.95548196,11.04825205,9.70078824,6.408334517,11.10846093,4.910985938,8.076790383,11.44285036,9.67905828,11.77144213,11.11942121,6.0078154565,4.4572839285,6.954839344,7.606018576,8.72987657,7.3060563712,10.09533805,7.3344224225,11.36752411,9.015945424,7.74245236133,11.551814785,7.79374473733,5.35829187075,10.28660429,8.23267903825,7.10464715825,8.39504068233,7.4960371,6.965931792,10.46083242,7.135404364,6.73809606,5.396956849,5.838328613,5.372961888,14.72963536,BRCA
