@relation thedata

@attribute 10000 real
@attribute 10211 real
@attribute 11184 real
@attribute 1380 real
@attribute 1445 real
@attribute 1605 real
@attribute 207 real
@attribute 208 real
@attribute 2319 real
@attribute 23368 real
@attribute 2885 real
@attribute 2931 real
@attribute 2932 real
@attribute 29760 real
@attribute 3635 real
@attribute 3708 real
@attribute 3709 real
@attribute 3710 real
@attribute 4067 real
@attribute 4772 real
@attribute 4773 real
@attribute 5163 real
@attribute 5290 real
@attribute 5293 real
@attribute 5295 real
@attribute 5336 real
@attribute 5530 real
@attribute 5532 real
@attribute 5533 real
@attribute 5594 real
@attribute 5595 real
@attribute 572 real
@attribute 5788 real
@attribute 5894 real
@attribute 596 real
@attribute 613 real
@attribute 6464 real
@attribute 6654 real
@attribute 6655 real
@attribute 6850 real
@attribute 695 real
@attribute 7409 real
@attribute 8431 real
@attribute 930 real
@attribute 933 real
@attribute 975 real
@attribute DependentVariable {BRCA,Control}

@data
5.4786784915,11.72826504,8.233561828,5.237742989,11.20477915,11.33767223,9.592833039,5.479142629,12.90048482,10.65416187,9.153599552,6.991610063,9.583290187,4.790265497,8.631178079,9.330368553,8.417642766,11.5968724,10.71430158,7.27521674725,5.077444067,6.732001603,6.657000843,9.15686751,6.9076540764,10.37037168,7.1793537375,11.41782366,9.789998625,8.06297051567,11.573459625,8.04104994467,5.0602911245,10.23292486,7.66150020625,7.69392134225,8.62624266567,6.507481989,7.055014278,9.687454914,8.067946709,7.487641348,4.649498512,6.434716308,5.779267108,15.04650697,BRCA
5.7708818765,10.74842792,7.3092094575,5.46853402633,10.56738599,11.43475867,9.66262953467,6.97372929,12.71111204,10.7998525,9.5256586835,6.58789422,9.857779317,5.024819696,7.791425228,10.4353997,9.772677934,11.78113439,11.07740677,6.19438472475,5.346357517,7.247265632,6.822223857,8.195422808,7.509195938,10.77070542,7.4303730355,11.31639767,9.291228915,8.197304519,11.32136754,7.56627437633,5.3468143985,10.11618835,7.69919135975,7.10276194725,8.601359139,8.512524314,7.958945778,9.311414064,8.017839982,7.188443271,5.321036278,6.610733738,6.040569875,14.77756767,Control
5.8854976,11.21374538,6.888946511,5.17548371233,10.51810261,11.66148208,9.935713008,7.400262798,12.66850837,10.67254493,9.597360232,6.962725777,9.894916689,5.006310647,7.924992273,10.86238187,9.630713575,11.47029296,10.59403555,6.7272117865,5.298679987,6.836053906,6.672535396,8.126576876,7.3656981534,10.77027594,7.50153016,11.73097541,9.562295439,8.151507585,11.488573795,7.59129591867,5.465254836,10.13087976,8.09596774125,7.04497527125,8.523978557,8.640083234,8.326250965,9.328361407,7.572133883,6.506450901,5.316336975,5.802588255,6.013915124,15.13382676,Control
5.6707063705,11.5761703,8.692567757,5.38469283233,11.10704394,11.9128857,10.2127518167,6.998819226,13.08056861,10.99212422,9.06038523,6.940170054,9.243632862,4.615340623,8.194979796,11.40394419,9.432772131,12.30526243,9.744102689,6.759633327,4.997642808,6.667222002,4.904979261,8.437316311,7.1534205814,10.48711175,6.8933171905,11.62683849,10.13925432,8.08129530567,11.695521545,7.66188804867,5.12336596575,10.76657469,8.2876995905,6.95072196525,9.16094315833,7.7584583,7.997872605,8.752398314,7.446217194,6.342168584,5.438302209,5.38371401,5.948373802,14.92253006,BRCA
5.6644220515,11.81694975,7.938179434,5.17995486067,11.19715849,12.34260121,10.3303371883,6.457877938,13.41513704,11.86989657,9.5800955565,7.146036874,10.71182636,5.257964097,8.236482005,10.55627639,10.64514978,12.12065594,11.47931054,6.23406257875,5.0933444835,6.746786795,5.472171943,8.637277967,7.0222287176,10.27293332,7.408146448,12.04715639,9.726252704,7.95451796533,11.206231375,7.66703628367,6.23823784275,10.37973064,7.76711974975,6.8465411235,8.789516499,7.8511886,8.051101686,9.846603446,7.719014193,7.404696936,4.693784032,5.808521004,5.649336125,14.88287635,BRCA
5.4935537865,11.62203593,8.3957564855,5.39980916,11.16642377,12.20475003,10.0295226957,6.272541727,13.11510467,10.79624673,9.0393998015,6.8817904,9.940739781,5.043313058,8.360837347,11.43117909,10.02677279,11.98934847,10.74565776,6.007950882,5.159575836,6.702522925,4.944168843,9.107714755,6.9209080238,10.41229492,7.1208014865,11.78825759,9.678499404,8.00665617633,11.49634678,8.02569258867,5.7894712835,10.55366796,7.94296329425,6.36958253925,8.419142242,7.192690117,7.815353072,9.401834759,7.671578438,6.749538038,5.01168711,6.854248561,6.15689776,14.8574397,BRCA
5.65532370625,11.97407764,8.3021809055,5.46157344467,10.99617883,12.29067992,10.1231177773,7.39763426,13.11366653,10.78864516,8.9731778835,6.725404178,9.388491534,5.277437357,7.506587513,11.63501532,10.62223972,11.82192354,9.93170563,6.538599406,4.8457210545,6.709639152,5.538546893,8.783359349,6.8965544166,10.07347253,6.752537335,11.72922572,10.00443156,7.86577453733,11.796022585,7.95110622133,5.2330931355,10.73881029,8.49738614725,7.09904829625,8.58330978467,7.688986551,7.672568764,8.411575733,6.933959475,6.730643776,5.31868854,5.838328613,6.220383769,14.96339624,BRCA
5.5028216445,11.70152102,8.359283725,5.39371541333,11.05496734,12.17175704,10.182290716,6.554209422,12.84571551,10.86989475,8.9213733295,7.049089233,9.946226836,4.586084011,8.303724962,10.51995589,10.68629503,11.43832419,10.28924692,6.491152042,5.0687373255,6.817882628,5.070616072,8.641727659,6.895239566,10.26509376,7.0698721725,11.42322901,9.577046919,8.01917131267,11.46459896,7.89435356167,5.380511539,10.51457134,8.0343733815,6.81036109175,8.49027171233,7.192172276,7.588473151,8.766761713,7.679833912,6.697180004,4.795729695,7.068835031,5.684966848,15.11026186,BRCA
5.267785966,12.09587508,8.194408215,5.30503171933,11.23824666,12.49713337,10.3257906717,7.681310676,13.00161496,10.87885198,9.111304808,6.900568353,9.355059844,4.776645376,8.375496855,10.92093732,9.595686927,11.71457622,9.513950163,6.4121055595,4.958492937,6.508829224,5.353156751,8.719338441,7.0040046146,10.00575124,6.9466844905,11.4712435,9.812915765,7.890844983,11.5411915,8.071594068,5.27831365375,10.54450111,8.36146716375,7.1247906185,8.95843216133,7.574595656,7.816841466,8.285819621,7.588285745,6.941461789,4.971786376,7.21271797,5.979917442,14.90075929,BRCA
5.47877633725,11.68222884,7.5562259225,5.03668394933,11.61491238,12.09425678,10.2867156497,5.687628504,13.71793344,11.58252909,10.2970447,7.891238603,10.72853303,5.002940155,8.848717702,10.58930965,10.11297736,8.747421913,9.580042347,5.81851615,5.2986916435,7.429032419,5.027033758,8.95253824,7.4112322548,8.105084975,7.9529606385,12.28769659,10.43684194,8.742530249,12.52079595,8.530428344,6.02382361625,5.97155002,6.96857569025,6.87914917925,8.67313689733,8.480033951,8.635646596,9.458448204,7.960988197,7.237164838,5.027033758,6.536717836,6.352798794,14.97508152,BRCA
