@relation thedata

@attribute 10 real
@attribute 10249 real
@attribute 10720 real
@attribute 10858 real
@attribute 10941 real
@attribute 11283 real
@attribute 113612 real
@attribute 116285 real
@attribute 119391 real
@attribute 120227 real
@attribute 124 real
@attribute 125 real
@attribute 126 real
@attribute 127 real
@attribute 130 real
@attribute 131 real
@attribute 1312 real
@attribute 1543 real
@attribute 1544 real
@attribute 1545 real
@attribute 1548 real
@attribute 1551 real
@attribute 1553 real
@attribute 1555 real
@attribute 1557 real
@attribute 1558 real
@attribute 1559 real
@attribute 1562 real
@attribute 1565 real
@attribute 1571 real
@attribute 1572 real
@attribute 1573 real
@attribute 1576 real
@attribute 1577 real
@attribute 1579 real
@attribute 1580 real
@attribute 1581 real
@attribute 1582 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1591 real
@attribute 1592 real
@attribute 1593 real
@attribute 1594 real
@attribute 1595 real
@attribute 191 real
@attribute 216 real
@attribute 217 real
@attribute 221357 real
@attribute 23169 real
@attribute 2326 real
@attribute 2327 real
@attribute 2328 real
@attribute 25830 real
@attribute 27233 real
@attribute 27284 real
@attribute 2729 real
@attribute 2730 real
@attribute 27430 real
@attribute 2937 real
@attribute 2938 real
@attribute 2939 real
@attribute 2940 real
@attribute 2941 real
@attribute 2944 real
@attribute 2948 real
@attribute 2949 real
@attribute 2950 real
@attribute 29785 real
@attribute 340665 real
@attribute 348158 real
@attribute 4051 real
@attribute 4128 real
@attribute 4129 real
@attribute 4143 real
@attribute 4144 real
@attribute 4257 real
@attribute 4258 real
@attribute 4259 real
@attribute 445329 real
@attribute 4548 real
@attribute 4837 real
@attribute 51302 real
@attribute 54490 real
@attribute 54498 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 54905 real
@attribute 55902 real
@attribute 56603 real
@attribute 5740 real
@attribute 5742 real
@attribute 5743 real
@attribute 57834 real
@attribute 64816 real
@attribute 66002 real
@attribute 6783 real
@attribute 6799 real
@attribute 6817 real
@attribute 6818 real
@attribute 6819 real
@attribute 6820 real
@attribute 6822 real
@attribute 6916 real
@attribute 7172 real
@attribute 7358 real
@attribute 7360 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 84532 real
@attribute 8529 real
@attribute 9 real
@attribute 9420 real
@attribute 9446 real
@attribute DependentVariable {BRCA,Control}

@data
5.040904755,8.222687919,6.6481657865,7.069103653,5.564691589,5.499695432,8.0242798075,5.316518,10.49633479,8.448437571,13.65917147,10.96541655,9.6928862,6.262508033,5.609704182,5.169936271,10.199895182,5.821079567,5.147928634,9.562295439,5.667190506,5.264922245,5.0553050655,4.8997521625,5.011016147,6.137611747,5.45451419,5.831251023,6.1045471795,6.68951277,5.316843255,8.877100909,5.081735071,6.026142315,6.328365825,8.7823019175,5.019047182,5.178526673,7.930502474,4.7654509215,5.626155278,5.499695432,5.15709054133,6.572931815,4.866921886,5.7562670555,10.7221503,5.968558082,6.879341631,11.20395376,10.137118032,13.0288437,5.45451419,5.641987591,9.230429477,11.38201077,6.833625349,4.645456687,6.482328491,5.069542407,6.782884272,9.160400096,8.56564794533,9.501827795,6.927822575,6.1592179755,5.3347520975,9.077737775,12.0912253167,7.6295674565,9.735649574,13.08977243,5.631870814,5.68566776,5.596804155,5.4682021915,13.1577646,9.957331028,4.899189228,12.80309841,9.78285419275,12.17707698,13.42453443,8.55400719933,7.735964025,12.08226725,6.456568394,5.745513828,7.15574284533,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,5.536217098,8.6154488574,10.23091542,11.21989318,6.9407233715,9.3930229045,6.461565904,5.1516093565,8.557943363,5.468103682,6.57051373067,7.761315719,7.36902425767,6.2491733745,7.39423259233,4.498041621,9.338959802,9.208795915,10.31612343,9.2403386986,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,9.442218403,5.183252225,6.01355275933,5.927073476,11.64633578,Control
5.40668228,7.32113315567,7.937870279,7.099981891,5.301232095,6.289378595,7.3399386995,5.25928308,11.10893295,8.60235659,12.45678569,10.78521972,9.225400943,6.19947933,5.946445035,5.301232095,9.9770209485,8.886611969,4.98710623,9.503697124,5.039150733,5.501288856,5.1448679035,5.2804050785,4.771900633,5.899424146,5.214524337,4.888269882,6.036831682,8.113873832,5.465835985,8.259591602,5.119990277,6.015254046,6.033319063,6.797461589,5.862210374,5.201056716,7.070285,4.8854495585,5.59724157,5.214524337,5.43543742333,6.379383241,4.789483203,5.92241252925,11.02832761,6.464101029,6.631326684,11.2444532,10.2706930805,11.95442182,5.558429323,4.998208198,8.49777314,10.93507131,8.0499627145,5.19572876,6.25432535,4.893618555,6.6712236715,9.1741527205,8.03048838,9.596921694,8.383669981,6.9126077685,5.066356174,8.852077767,10.2974941907,6.671253388,8.375627172,13.2092074,6.267025434,5.576228285,4.7980387455,5.2680027985,11.8442763,9.304694199,4.833916319,12.96419289,8.6339230885,12.37838706,12.52393564,8.255737209,7.662759375,9.996865754,6.445892764,6.918449222,6.418258258,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,5.415666779,8.4546626756,8.276811994,10.1567155,7.140230465,8.8139773665,7.421057314,5.3758344395,7.981954125,5.335400404,6.346233907,8.01730706425,7.27219891,5.242577926,7.080219934,4.647773112,8.92187152,9.452334495,9.963792397,8.5570668926,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,9.791114496,5.643108953,5.56362304467,5.394043544,12.028683275,BRCA
5.042218873,5.11323318267,5.9412922905,6.774659006,5.932280461,4.628224624,7.2006711255,4.443012817,11.68503795,8.838022945,10.37227772,8.439977457,6.558195394,5.1797990125,5.970630084,5.057354142,10.598358996,4.844123557,4.747402994,9.321038041,5.033215116,5.245658467,5.6510240955,5.2980693585,4.525994391,5.960124324,5.112503363,5.135874705,6.521229341,7.258945501,5.430688356,9.02903948,4.806596392,5.190428437,5.539167536,7.03298844,5.995434345,5.182504847,7.580562199,4.922826352,5.90202005,5.442952823,5.38759982333,6.362211787,5.001702332,7.67993413475,11.28307404,7.380766509,6.316874894,12.62301161,8.166738199,10.45871961,4.642441245,5.543349912,7.837424719,11.54965727,5.7362196345,4.834946498,5.403788568,5.10686257,6.631431695,8.869600657,8.229932063,9.912028972,8.2249849025,6.900797901,5.530313046,9.579429616,8.631588622,7.0252126395,7.679728371,13.47574423,6.0626441065,5.329313116,5.4271258205,4.9984634065,10.08093113,9.175325691,5.343595475,13.06098469,8.358401749,12.04001406,12.43921023,7.98791965567,7.57205807,10.47035412,7.029139294,5.001702332,7.21022588667,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,5.028581582,8.1184164756,6.981998527,7.940168402,7.072765053,8.056837029,7.760505606,4.715631588,6.869874875,5.823119603,6.31160857567,7.76401764125,6.80139266567,5.141600171,7.235542349,5.266984428,9.407427708,9.467045646,9.672182718,8.1375869088,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,10.09063551,5.516672551,5.812739593,5.383800396,12.058587635,BRCA
5.171138007,6.345366548,6.1921094465,7.252526182,5.062004299,5.82808014,6.834846364,4.577813708,11.93257475,9.099052616,11.67143283,9.933831202,7.149216488,5.3573935195,6.528106825,5.801553978,9.758461361,7.345363384,5.677798027,10.09354338,5.229406468,5.402254249,5.6412953675,5.437870183,4.92244912,5.633294061,5.144669712,5.460424154,6.0570922065,7.334946144,5.181175634,9.036723879,5.584068992,5.203995173,5.549369797,6.284975251,6.340211188,5.000914074,8.063854951,4.3905643155,6.381331506,5.574564199,5.510095752,7.080127653,6.605705905,7.01049456225,11.11355354,7.168674938,6.261818145,11.85143099,8.7478253225,11.12925744,5.21345543,4.628224624,8.18271852,11.77322176,5.371653937,5.185653058,5.182703468,4.962562035,6.7332348835,8.5508763985,7.633855302,9.811543731,8.828760558,6.855415235,5.1857278885,9.931240244,8.52781993467,6.894582447,7.752098143,13.34505663,6.294199749,5.273526379,5.0858834915,5.29068023,12.02630394,9.215327395,5.402254249,13.26600764,7.8486026845,12.28429355,11.79013272,8.05259039833,7.837046205,9.785085055,6.9302706035,5.460424154,7.42228359,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,5.963942952,8.3242083128,7.589016492,8.20904039,6.9325116935,7.8889224205,8.722244962,5.1616151485,7.514519035,5.402254249,6.15933275767,8.0871423745,6.96062749167,4.817295469,7.10305779833,5.093191733,8.769293322,9.689378285,10.4210605,7.9965682378,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,10.49616,5.3384361325,5.668606374,5.233822166,11.92464838,Control
4.841735742,6.35141382867,5.8896958225,6.062214149,5.518229233,5.412113573,7.2320908965,5.185877691,11.28752498,8.413650273,13.18229429,10.54993411,8.718559525,6.084648569,5.854002662,5.038053386,10.292968008,6.454345052,4.841735742,8.8794769,5.130324729,5.588723066,5.841531388,5.543792467,5.200272115,6.060539901,5.494584616,4.714811949,6.1063090835,6.64810992,5.0931555565,8.962217233,5.197326058,5.567432314,5.780579955,6.2237080395,5.415666779,5.326799101,7.910194676,5.3791610015,5.687908393,5.810386064,5.59586093667,6.603630517,5.476714818,5.84249806275,10.93731517,7.504801363,6.777719287,12.03603115,9.751713309,11.84647188,5.069542407,4.923875634,9.373507452,10.42395132,6.4440675505,4.9680202805,6.036399617,5.224591417,6.969733459,9.2555753585,8.12603863833,10.07615793,8.9384931055,7.473587174,5.480714815,9.799609925,11.32558223,7.180038406,8.056110832,13.18452521,5.8300268945,5.776374632,5.3450424455,5.0091304025,11.21616247,9.091145182,5.241660263,12.14617574,8.63665399675,12.21857089,12.64987931,8.06139164967,7.715191761,10.51367853,6.7706665135,5.185877691,6.99904950733,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,5.925412759,8.5402300052,8.411766376,8.695994791,7.0536377325,7.9471266005,7.457013745,5.041888608,6.850377908,5.524354632,6.20647360333,7.7930791,7.13136447667,5.7914633605,7.49678391567,5.170937787,9.12926442,9.367917655,10.08386525,9.0660444806,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,9.970480225,5.446280443,5.690988062,5.744774144,11.929301075,BRCA
5.51191964,6.51969094633,10.6100650295,6.590366699,5.79064906,5.673988298,7.6315761935,4.721662605,10.03681963,8.410834102,13.03513077,10.03551433,8.716211674,5.779174922,5.69000583,5.10518698,9.973521814,5.743764871,5.040904755,9.242996091,5.234397132,5.028139516,5.4400429355,5.113218362,5.861342069,5.679488016,4.519748404,5.377480603,5.9247114275,7.022259953,5.1821067405,9.238041109,5.342529189,6.100931012,6.153405728,6.8838399025,5.743764871,5.222467693,7.22451093,5.0492724515,5.823119603,5.577437325,5.10312416833,5.770572224,5.357033992,5.56123223425,11.89018267,7.095347239,7.098824623,12.00461736,10.1207332755,12.28941816,5.727111263,5.646098738,7.701135104,10.02243063,8.118509425,5.155076683,6.68159377,5.305798424,7.1624517795,8.7285952245,8.15278744733,9.881236778,8.2619037955,7.0151197195,4.9726665165,9.038233906,10.4094111123,6.6814181635,7.254795087,12.73839215,6.557170721,5.844869715,5.2244335065,5.375395078,12.05151325,9.616108215,5.298302041,13.88385421,8.476851787,11.09393927,11.90369558,7.86967123767,8.17040222,11.06552403,6.982590593,10.67589996,7.22409014567,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,5.443615974,8.5381748902,8.557780662,9.927193184,7.37406127,8.852128455,5.665201768,4.9272180185,6.989766657,5.268482349,6.14109141167,7.64131427575,6.92461777967,5.8938609465,7.102286024,5.167128322,9.457525103,9.571942743,11.03013967,8.716050116,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,9.266119565,5.1112105055,5.88016416333,5.413806667,11.81827797,BRCA
5.384059522,5.625774271,10.034899063,8.050339969,5.98687237,6.203793958,5.9946841285,5.434554214,11.81116605,8.093524689,9.616503414,7.873876433,6.194663913,5.4084174235,6.335440044,4.904497645,9.369944756,5.981059894,4.981180512,10.55561035,4.948613986,5.072332275,5.3621893625,4.864967766,4.904497645,6.488889022,5.219373048,4.342031665,5.923097401,8.564912682,4.5491187455,8.813172827,4.649642211,5.646674804,8.643748998,5.8495123165,5.836246857,5.630093262,8.641348343,5.1441596575,5.564234295,5.614644516,5.64127889433,6.742953157,4.976376524,8.147913393,10.84461576,6.757593772,6.816347305,10.23110449,9.6761316425,9.234794159,5.23363046,4.371290795,10.85319669,11.47374394,6.303990273,5.476261189,6.452575359,4.817637677,6.3601228645,8.5652738135,8.25348076967,9.64277427,6.9215225655,5.3408463765,5.16820929,9.670745253,8.85789537233,5.839433147,8.211512518,13.41082367,5.929658509,5.614644516,4.6990226585,4.754459499,11.45071911,8.706030693,4.877144537,12.9168993,7.04778603,11.64066985,11.08816233,7.352526977,7.919401353,10.11448127,6.01779139,9.510754836,7.35939696733,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,5.46859248,8.3440081242,5.654644083,9.274833037,6.1559204335,7.978764199,8.123579715,5.4155921825,6.725676834,5.744303238,6.36554223567,7.678685539,7.18674540633,4.4402173155,7.35432209967,4.993460669,7.40164993,10.1365686,11.19460776,8.259227047,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,9.382883972,5.298557779,5.28149094933,5.544509535,12.21670608,BRCA
5.193979903,7.10942781667,5.402536842,6.47143593,5.341462114,4.601155548,7.4208706425,4.823508981,10.8955187,8.664234931,13.10298289,9.812803484,9.137478628,5.379819241,5.757697518,4.918399651,10.7434536345,5.859479655,5.273526379,10.31838495,5.273526379,4.846005888,5.520568082,5.1632701255,6.007201809,6.190817922,4.607083101,5.506693372,5.410974137,7.459003511,5.0378674725,9.291090747,5.364932404,5.517599514,5.956063188,6.7759801765,5.808263565,5.528970731,7.359993557,4.882252345,5.859479655,5.865554662,5.60759746067,6.240415109,6.091811548,7.19551181575,10.92031584,6.031721187,6.353195907,11.99956504,10.5980063685,11.61805062,4.840729162,5.881671501,9.775841161,11.58069917,6.740968142,5.4817885845,6.761953818,4.607083101,6.749388218,8.586264101,8.767201181,9.575204119,7.898534063,6.780299108,5.832054464,9.500762785,8.74667273033,7.141308336,8.469785393,13.62077142,5.920545668,5.281894103,5.247034119,5.05252071,11.60131362,9.515168153,5.069327579,12.36549278,8.96544391575,12.29684318,13.27273406,8.68347414867,7.387675143,11.73344556,7.0861768335,5.167931151,6.99658925567,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,5.115211455,7.8220650316,8.320508512,11.29154789,7.1148430665,7.884541234,5.483018649,5.2353643615,6.986072764,5.585722157,6.57682243167,7.77221540475,7.117289081,5.5726279985,7.32141161633,5.238893118,9.777124244,9.505712886,10.27454155,8.6703653428,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,8.494986676,5.609278123,6.31143885267,5.439466268,12.158665655,Control
5.126612849,5.68718558633,9.5456637855,6.424171013,5.0188247,5.455665247,7.355927097,4.738243253,11.95350544,8.797321986,10.81594784,8.050530436,7.163325442,5.286166152,5.531234258,4.920187583,10.5473334345,5.167931151,5.241850906,11.19831015,5.391468086,5.686368332,5.724689425,5.0189983305,5.287261033,6.337091664,5.352274105,4.948613986,5.897486223,6.695997726,4.965573006,11.09023172,5.835425946,6.274732813,6.507997257,6.245092121,5.430796457,5.425183376,7.985615876,5.0970489625,6.089376987,5.39361462,5.40751594967,6.271841744,8.270226548,6.10094608225,11.30129057,7.433086984,6.83687446,12.58929307,9.0682075815,10.9270559,5.192205263,5.181511332,9.138438926,11.72223985,7.6464704015,5.60990917,5.963249407,4.549200114,6.6782896425,8.8761193325,8.420246819,10.20705738,8.5468693335,7.59287534,5.524897771,9.934575887,8.47914895033,6.8431552575,7.3361743,13.26600764,5.87304746,5.221694654,5.4915185285,5.0853477355,10.5650833,9.690059592,5.706952669,12.94483837,8.5929189175,12.29328779,12.51214052,8.64551980267,7.969258616,10.61935136,7.471796476,8.923536316,7.152575091,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,5.508596024,7.8515227798,7.481882409,8.713129681,6.969180441,9.7271422725,8.097822936,5.3230765195,7.008487799,5.596496342,6.71209357033,7.601365321,7.302592862,5.143397438,7.47034702767,5.30196368,8.946263807,9.54390236,9.99487707,8.08941919,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,10.28274128,5.8506081515,5.92515507033,5.886008211,12.11638337,BRCA
5.616189503,7.95116876867,7.292380092,7.861042112,5.2209212,5.696975347,6.854213905,4.256224861,11.76197512,8.595333135,12.68048706,10.51195055,7.703490296,5.5590900495,6.129803967,4.963487128,10.1931478575,5.856743757,5.542111953,8.197955209,6.009890885,5.787909903,5.267633249,5.511947247,5.246228736,6.152087694,5.32446073,5.408721412,5.867366683,7.517947124,5.058433046,9.540709807,4.854508448,5.970169897,5.411944154,6.103163209,5.303973626,5.622938584,7.921991334,5.4576375785,6.472573571,5.495064524,5.48548137333,6.627610941,5.149555339,5.74493773925,10.6623838,6.579395613,7.252526182,11.41676865,9.8389993355,12.50386679,4.219774039,4.704059729,7.693210109,11.39154181,6.946083848,5.602928487,6.184285874,4.656520763,7.0761650825,8.825644981,7.969398109,9.902729762,5.846367781,5.6989439535,5.187134224,9.837833335,8.74734237167,7.2051021795,7.254464427,13.57024711,5.787482428,5.871604195,5.465992028,5.0539765205,12.30758799,9.835174498,5.233822166,12.8619748,9.1299908475,12.32501877,12.87483063,8.40881755533,7.339050789,9.995340046,7.009118688,6.730983353,6.69351571733,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,5.748737112,8.4585073162,8.144506733,8.780376645,6.8642442865,7.7737994165,5.561105567,5.4861945155,7.439251456,5.476390801,7.041175849,7.9731510195,7.253013729,4.8195338345,7.61152564367,4.963487128,8.840700143,9.312021348,9.804115337,8.993405749,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,10.27274674,5.349190508,6.076831094,5.438884356,12.00064267,BRCA
