@relation thedata

@attribute 15 real
@attribute 1621 real
@attribute 1644 real
@attribute 1733 real
@attribute 1734 real
@attribute 1735 real
@attribute 389434 real
@attribute 438 real
@attribute 5409 real
@attribute 6528 real
@attribute 7054 real
@attribute 7166 real
@attribute 7173 real
@attribute DependentVariable {BRCA,Control}

@data
5.089382945,5.78110476,6.023427942,5.12979122267,6.861782807,5.97762982,5.006535067,5.243565552,4.972246049,5.26866948,5.5858837835,5.720012484,6.6685211385,Control
5.002940155,5.219566658,5.887288406,5.289029078,6.863966876,6.418236866,4.975688932,5.76593995,5.438135838,5.428620839,5.125650212,6.29655434,6.6888767345,BRCA
4.997530935,5.819930778,5.312711681,5.322851802,6.30451534,5.844744204,4.939944983,5.442952823,6.657715471,5.249645622,5.5904720335,5.609778043,5.1122915415,BRCA
4.989038216,5.291135005,5.357737827,5.13221139767,8.7884368785,6.335306046,5.066316611,5.249456007,8.841046241,5.446761787,5.8439838165,6.052574163,5.858600793,Control
5.163107462,5.249266367,5.297935366,5.05092626567,6.646810647,6.186714102,4.727936746,5.358792935,4.694341356,6.29131404,5.5701302945,5.947964885,5.905474916,BRCA
5.14017664,5.712053188,6.143337929,5.25623285567,6.85598397,6.601477856,5.275017526,5.360374153,5.391639926,5.353244986,4.992983245,6.338964187,6.1225401635,BRCA
4.987447357,5.447092526,4.720021333,5.31208021733,8.6974252945,6.537843983,5.041123858,5.610811697,7.655282277,4.927198693,5.8633026145,5.721927133,5.87122828,BRCA
4.894103816,5.89936372,5.665912346,4.97783181,7.517416261,5.517599514,4.613868688,4.912902804,6.336734717,5.102039992,5.423904716,6.119880723,5.673265489,Control
5.529517425,5.739855695,5.620154746,5.432740591,8.6793276615,6.524937838,5.38371401,5.241850906,7.859086107,5.057570761,5.73397804,6.095613938,6.2420282615,BRCA
5.476390801,5.764746385,5.154627002,5.44839904233,6.15198306,6.13976173,5.048771569,5.401230463,5.460424154,5.168332398,5.484697035,5.78136709,5.7454671095,BRCA
5.072117861,5.704879743,5.47558044,5.11241662667,7.2864072205,6.707777125,4.313881619,5.511287161,7.01892656,5.316518,5.1678288455,6.104971499,5.7404459635,BRCA
4.65680675,5.961629839,7.864930713,5.038903814,8.4650907885,6.634452146,6.026031625,5.089171051,8.469561566,5.172938736,5.5989541065,5.860721532,6.7434817425,Control
4.79482043,5.572140279,5.301049141,5.65787139267,7.576600038,6.26697916,5.154627002,5.494264588,6.732544377,5.546748832,5.5417165275,6.271981767,6.4854698055,Control
5.305068782,5.515077886,5.511287161,5.37747118433,6.362858678,6.256732941,5.776637824,5.731598207,6.775581064,5.18190882,7.5803338885,6.234966481,7.7218067495,BRCA
4.526932284,5.722063796,5.287261033,5.63287180633,8.519754638,6.560642837,5.224784328,5.564996371,7.204060303,5.342706958,5.66740394,5.979917442,5.9498462955,BRCA
5.097833303,5.520666802,8.906275159,5.761679771,6.748807505,7.038867218,5.647898183,5.428453347,6.116245828,5.492022402,5.3806743205,6.422153617,6.5120183345,BRCA
4.96994622,5.66903474,5.629437678,6.19648137433,6.430058163,6.345454592,5.503198645,6.335038012,6.324365654,5.364757352,5.8258654195,6.430582702,6.378283143,BRCA
5.186670157,5.617365526,5.69836522,5.50580685033,8.7830044785,6.617655251,5.36458228,5.55275458,8.26545228,5.259471408,5.651027307,6.12918576,5.8461738105,BRCA
5.000914074,5.662640784,5.567584424,7.99630663433,7.3196227575,6.338518569,5.463697036,5.890939859,5.691890921,5.238988625,6.2426448815,6.192002396,6.79999295,BRCA
4.671880991,4.686239521,5.687628504,5.094149974,7.198888021,6.174082407,5.388199225,5.178725843,5.852005861,5.088959125,4.9996117075,7.069372226,5.743253889,BRCA
