@relation thedata

@attribute 1432 real
@attribute 1845 real
@attribute 1846 real
@attribute 1848 real
@attribute 1849 real
@attribute 2002 real
@attribute 4205 real
@attribute 4208 real
@attribute 5515 real
@attribute 5516 real
@attribute 5518 real
@attribute 5519 real
@attribute 5528 real
@attribute 5594 real
@attribute 5595 real
@attribute 5598 real
@attribute 5600 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 9252 real
@attribute DependentVariable {BRCA,Control}

@data
7.09994864525,12.65135565,7.713639689,9.368411083,6.089906589,9.719046985,7.78313105,9.521659876,11.688477345,8.82094285433,12.47196608,8.486261975,7.96756283667,8.27215776867,11.634256725,7.03030591433,7.4995792045,6.75911088,7.65857270567,6.52702968625,7.256578464,Control
6.60639379225,12.87602003,7.9725748555,8.973347824,6.13986403,9.192268846,7.902708426,10.58265505,11.725137905,8.45745837133,12.56790862,7.037171767,7.44463675467,7.85669691467,11.27623323,7.157624222,7.383968157,6.746992115,7.51923145167,6.64235424625,7.931104142,BRCA
6.58493097,12.21350534,8.42336365,8.7236802925,6.064587171,9.676230874,7.507995028,9.044121624,11.639330205,8.297715334,12.66850837,6.469405549,7.775337819,8.11094053067,11.198356615,6.689778979,7.0833900895,7.136685014,7.197314467,6.2422901355,7.428122563,BRCA
6.0589973865,12.56946885,6.4582917475,8.5467491645,5.01682082,9.684192438,7.016310012,9.709937252,11.80875598,7.178084026,12.57347448,7.27396389367,7.15936184067,7.98209816267,11.274247985,7.046663354,7.0038486335,7.5978930125,6.97936211167,6.33404855075,7.4437513505,Control
6.730522711,12.40419699,8.0824437485,8.9107455465,6.188000892,9.981439248,7.945504008,10.17606751,11.458095575,8.52183209933,12.75620088,7.069555338,7.58979746267,7.82991936767,11.21839075,6.79859870533,6.931778481,7.021079646,7.28840672033,6.76922237325,7.794648318,BRCA
6.87151716925,12.89109452,9.518144322,8.7958369315,6.497057936,9.979768545,8.516705752,9.550766562,12.40345346,9.370871616,12.86342169,7.561705909,7.917623909,8.18650002,11.07534033,6.70524643733,7.4215310095,7.5246001185,7.361977291,7.19245125,7.69743404,BRCA
6.362735412,13.23377623,7.717614527,9.2109085805,5.263890047,9.212867878,7.842729237,10.64474883,12.072677105,7.46461112133,12.04072818,6.68902141267,7.05650117433,8.451561107,11.151396135,7.32404088833,6.239058915,6.923040761,7.46619594767,6.5621458705,7.844629794,BRCA
7.0975611175,11.86752597,8.2197528715,8.501125356,5.865554662,9.290572499,7.642631408,8.670303166,11.932399345,9.17209626933,12.30526243,7.08180120033,7.630858662,8.171538624,11.40345044,7.14839452233,6.487104221,6.824884907,7.49696018667,6.575528975,7.921844917,Control
6.41978303225,12.44264168,8.864788033,9.3886960075,6.047457275,10.01823535,7.29632232,8.626175475,11.55756824,8.63116965933,12.62816419,6.71771492967,7.539110223,7.91861634733,10.99057863,6.63685147833,6.9655385505,7.242305488,6.894570391,6.443440984,7.9904688245,BRCA
6.2012063225,12.83066776,8.0649007185,8.7461260365,5.372961888,9.726661428,7.098982487,9.596921694,11.593713005,8.44322777467,12.69546762,8.46005630567,7.42782175433,7.74245236133,11.551814785,6.691964128,6.9279187635,6.8978346455,6.81342298733,6.26822091,8.0356480365,BRCA
5.5612686795,12.5850741,7.4599929215,7.505336487,5.418705435,9.68790976,6.186218877,8.155224442,11.25085226,8.16934643067,12.7003986,8.21155236,7.76578908133,8.06297051567,11.573459625,6.87186987967,7.8209172285,7.288835508,7.09722914933,5.9896451145,6.9194271435,BRCA
6.791169903,12.44726543,8.6213007865,8.893380673,5.968673272,9.524248408,7.641421617,9.539333865,11.817863435,8.800541064,12.31595909,7.38821850733,7.47167449833,8.197304519,11.32136754,6.80618221367,7.3186471095,7.194930658,7.64534915633,6.67480979075,7.9433269225,Control
6.935865955,12.49153253,7.84222089,8.864748553,6.318954546,9.844219734,7.717524135,9.778192608,11.68167441,8.77440562733,12.40526256,8.586240551,7.97689047067,8.151507585,11.488573795,7.13682015067,7.67532014,6.833435745,7.42531964067,6.649787867,7.443962143,Control
6.23780006725,11.89889998,8.0986462275,8.251533121,6.330742691,10.24378721,7.653026194,8.108238405,11.736023615,8.70510697067,12.89109452,6.82775403067,7.67746532633,8.08129530567,11.695521545,7.63109708367,8.0652644275,7.428771926,7.18948982933,6.13687965425,7.4277413705,BRCA
6.155251749,12.27401999,7.0920435895,8.7714984645,6.137919084,9.913970625,8.24541143,9.473467881,11.7690989,8.474468248,12.63275562,7.51099557433,7.38802305667,7.95451796533,11.206231375,7.16731786533,7.6098380195,7.665607022,7.22974910533,6.3478008495,7.5290493795,BRCA
6.273689165,11.53735445,7.2787905755,8.9026152985,5.579701547,10.00415062,7.364180901,9.134080446,11.54137497,8.202123709,12.76004735,6.629468797,7.40432172967,8.00665617633,11.49634678,7.513620188,7.0284721055,7.3860315285,7.40587247233,6.2124689205,7.334669802,BRCA
6.46315116575,11.38730129,8.424245596,8.0854306625,5.96919151,10.22872886,7.200950391,8.150027916,11.71439964,8.527860513,13.06629278,6.60952083033,7.63460766867,7.86577453733,11.796022585,7.367541703,7.455521977,7.6297769445,7.49295514767,6.1028603775,7.6448167215,BRCA
6.3805448535,11.4706641,7.3687454405,8.945498463,5.371568663,10.30881145,6.776041872,8.700336649,11.698874855,8.05470427767,13.11037161,7.377204594,7.48674032467,8.01917131267,11.46459896,7.37085903833,6.6752901625,7.5643569095,6.76555037667,6.0448145055,7.6536816935,BRCA
6.522968526,11.33051934,7.609256218,8.812034044,6.2801264,10.45750942,7.392920835,7.013297895,11.60967717,8.62611672467,13.12486126,6.93058673833,8.00883452333,7.890844983,11.5411915,7.474173093,7.151868078,7.519177108,7.20381425033,6.08165818225,7.7716617215,BRCA
6.65967948325,12.11865571,7.4418007155,8.917194701,5.255700175,10.01669727,7.508688368,8.817064493,9.2723260095,9.02082982733,13.32349748,6.741190456,7.588837224,8.742530249,12.52079595,7.65359668867,7.830943777,7.7140739065,7.04919297067,6.424485401,7.9021186325,BRCA
