ID	1859	6469	2735	5577	2932	51684	5567	5568	2736	2737	5727	6608	5573	5576	5575	9149	DependentVariable
Instance1	7.97282671625	5.768456458	7.232999148	4.767140212	10.00381342	5.422410676	5.4829326402	5.48205062	7.431374588	9.83034927	7.71697568	7.53572469	9.78527191267	8.786482932	7.409181146	7.1760019905	Control
Instance2	8.01037145225	5.61353994	7.277522502	5.442455259	10.79867858	5.874189107	5.5428379012	5.804719114	7.931344923	10.72311933	8.485226676	8.178840509	9.789873514	8.66542575	7.391761545	7.3321325775	BRCA
Instance3	8.01002833825	6.18913825	7.091808574	5.112503363	10.42204403	6.666405549	5.4641368762	5.527329405	7.247787805	10.70667324	8.548167949	8.941760064	9.801472324	8.815320146	7.677704008	7.3445647205	BRCA
Instance4	7.333711095	5.129088497	6.848156962	5.7109519	11.11828268	5.863140121	5.1156792046	5.655216748	6.943573046	10.25669849	8.9807973	8.976493329	9.34823014567	8.115695415	6.105076296	8.0951461445	Control
Instance5	7.891825754	6.009890885	6.837442263	5.377654117	10.40311354	6.042212717	5.466218321	6.407145055	8.012179127	10.24783886	7.782082724	7.892711475	7.772929909	9.518791383	7.418993406	7.2035254665	BRCA
Instance6	8.281917054	6.26810275	7.539955806	5.316879984	9.953578497	6.314610999	5.6759717936	5.625863148	7.619194955	9.644000959	7.808161583	7.968884369	9.84054935	9.231287868	7.890402801	6.406954055	BRCA
Instance7	7.284704125	6.101508918	7.900989228	4.904497645	12.02630394	5.69405225	5.5322651396	6.430289978	9.683889902	10.87489706	9.382883972	9.00775693	9.55785931	8.344585666	7.572418149	7.8381765825	BRCA
Instance8	7.98282733275	6.082846929	7.606499831	5.023045997	9.584981814	5.709505183	5.3094441946	5.233822166	7.688427138	9.495266002	6.919939268	8.200139826	7.854087509	8.118825763	7.90344675	6.9863249485	Control
Instance9	8.09039857225	6.40165233	7.120059311	5.398154738	9.460251675	6.11956952	5.291675395	5.844493149	7.229254138	9.445501764	7.892544524	8.523063126	9.60954968233	9.026662535	7.548207573	6.9844299705	BRCA
Instance10	7.84192999825	5.495064524	7.207456398	5.778347403	11.10846093	5.946971318	5.3589494338	5.913135501	7.346604868	10.83762027	8.144506733	8.371037278	9.492243668	8.794173061	7.121070136	7.4160954265	BRCA
Instance11	7.65008501375	5.507882823	7.88859277	5.492182674	9.583290187	6.283556631	5.0578073466	6.287994543	7.383922678	9.107570921	7.57716656	9.140606848	9.08887684467	8.176760488	7.988004536	7.1826886045	BRCA
Instance12	8.08198269575	5.905935245	7.2512957	5.564539174	9.857779317	5.725271665	5.3421536938	5.822227442	7.002424408	8.652944547	6.880719575	7.765768643	7.99293009967	8.94526175	7.5453142	6.8591645955	Control
Instance13	7.9566751275	6.263509238	7.613699466	5.301049141	9.894916689	5.854002662	5.4913025734	5.416511492	6.930119699	9.119869136	7.47163686	7.786353156	9.194411155	9.004516227	7.626842693	6.9328336035	Control
Instance14	7.92528274875	6.077622879	7.577959591	5.268482349	9.243632862	6.083219352	5.4387987878	5.237842121	6.935197837	9.910485759	7.196776997	8.459924515	8.633415693	7.750842834	7.240984771	7.8083054	BRCA
Instance15	7.95826896325	6.514126699	7.30193311	5.287261033	10.71182636	6.26697916	5.8117429202	5.913135501	8.756632312	9.455286695	7.867620258	8.707498153	8.41487604833	8.335480939	7.292669322	7.2118585145	BRCA
Instance16	7.530104766	6.097511381	7.480590542	5.765409598	9.940739781	6.282537684	5.3283454926	5.754627826	7.806293644	10.31535936	7.690523822	8.432177657	8.30846996767	7.540595216	7.370450116	8.0650565785	BRCA
Instance17	7.7146288815	6.015923042	7.562015554	5.66903474	9.388491534	5.582263377	5.4065428568	5.634165776	6.986215012	10.04101607	7.330359238	8.584569017	8.24833877567	7.582482852	7.801516189	8.1753416845	BRCA
Instance18	7.58223928825	6.317327248	7.608404767	5.325990094	9.946226836	6.500687047	5.5295343186	5.620154746	7.400369547	9.266740358	7.431708874	8.788074828	8.653406271	7.646560735	7.587367101	7.736266013	BRCA
Instance19	7.69326303725	6.114789302	7.684540221	5.707781006	9.355059844	6.339855012	5.4814391052	5.341284192	6.921011149	8.653938789	7.318454968	8.990360083	7.64956818833	7.576259705	8.135646608	8.45386807	BRCA
Instance20	7.059693285	5.36773034	8.387340056	5.002940155	10.72853303	5.636777762	5.1210123436	6.445516183	7.992500966	9.925235871	8.493075988	8.594083007	8.42010759833	7.632470217	7.493457452	7.873076663	BRCA
