@relation thedata

@attribute 1282 real
@attribute 1284 real
@attribute 1285 real
@attribute 1286 real
@attribute 1287 real
@attribute 1288 real
@attribute 5034 real
@attribute 6513 real
@attribute 6515 real
@attribute 9962 real
@attribute 9963 real
@attribute DependentVariable {BRCA,Control}

@data
13.17957018,10.06394142,5.5662848295,5.323380202,8.7528568605,6.22269146867,12.49390804,8.66464383,12.16931758,6.27987345167,6.004972716,Control
12.03104303,9.662846866,5.521636581,4.783471516,8.456458626,5.50909937167,12.62461163,10.69176121,11.62934992,6.63417857533,5.7989104825,BRCA
10.65812692,8.511012465,5.6717042015,5.395243853,9.016602648,6.32727236533,12.95796723,9.826628375,9.970178212,6.49672219167,6.022446646,BRCA
12.43530962,9.841761329,5.6567520235,5.754627826,8.5825771995,6.12400306867,13.17957018,9.749233029,10.28488803,6.275384419,6.535365077,Control
11.48468963,9.517187651,5.406455813,5.806975681,8.0194344075,5.820521944,13.12486126,9.520845097,10.13846417,6.40331654833,6.1183543025,BRCA
12.15911615,9.981902989,5.372043052,5.80774855,9.089106031,5.81522003967,13.11754819,11.12792359,12.45384813,6.47651386233,6.107207767,BRCA
12.70613234,10.24008207,5.293021282,5.779661087,8.784683382,5.76016431267,12.79172868,10.06394142,10.8936127,5.936980141,6.387237168,BRCA
12.13864308,9.484486155,5.8644482025,4.923875634,9.583290087,6.17054467033,12.61931219,9.624905607,11.38319952,6.30557270867,6.168118681,Control
11.59733576,9.528835552,5.8691149425,5.641409649,8.916717513,5.627103762,12.93429355,9.281942267,11.4905076,6.39557410767,6.239291372,BRCA
12.32198735,9.798480357,5.873255617,5.853503721,8.383828745,5.95411342967,12.73729283,9.610619386,10.32699711,6.57464963833,6.6129230105,BRCA
12.04226139,9.95258151,5.790232062,6.1022441,7.5747111425,5.596975461,12.79544315,8.421603203,11.92978186,6.388898653,5.933177382,BRCA
12.57561022,9.847234001,5.573893621,5.137105138,8.892008195,5.920923915,12.75418295,9.886283826,10.11027486,6.681027825,6.161095682,Control
13.18229429,10.72100969,5.8254393855,5.397898131,8.6811245715,5.92918940233,12.63275562,9.442757511,11.10530635,6.667402475,6.3493243015,Control
11.83486615,9.637567286,6.076605462,5.057462456,10.4345005835,6.265588094,13.01334802,10.45321433,10.39534164,6.17167333867,6.2123600925,BRCA
13.95070399,11.14837189,6.0934717055,5.461570507,10.439916445,5.798142002,13.6548665,9.296882447,10.70167275,6.691192798,6.371147387,BRCA
11.78375755,10.08948727,6.4729748835,5.088535181,10.1133745185,6.33121760033,13.17297049,9.92732654,9.89030271,6.72175550933,6.159238712,BRCA
11.31092814,9.368283342,6.376176938,5.08439518,10.793897542,6.330944259,13.30220126,10.69010738,11.8471671,6.43393425433,6.294819439,BRCA
12.72627038,10.35265071,5.904154572,5.358089615,9.6697834825,6.250331092,13.78998546,10.22045122,11.16113206,6.716956748,6.303952209,BRCA
11.83178435,9.985152126,5.7549697005,5.196441066,10.2984544975,6.126459088,13.79334119,10.03270048,10.78342824,6.60314019933,6.3188577235,BRCA
12.59652762,10.20419243,5.8582799855,4.686239521,9.48299832,5.79939505,13.19781415,10.67176022,9.119292054,6.71017921533,6.3349816545,BRCA
