@relation thedata

@attribute 1234 real
@attribute 2833 real
@attribute 3458 real
@attribute 3592 real
@attribute 3593 real
@attribute 3594 real
@attribute 3595 real
@attribute 3717 real
@attribute 4843 real
@attribute 6775 real
@attribute 7297 real
@attribute 914 real
@attribute 915 real
@attribute 916 real
@attribute 917 real
@attribute 919 real
@attribute 920 real
@attribute DependentVariable {BRCA,Control}

@data
5.0969811815,5.673281687,5.676529235,6.597386379,4.636656248,5.355532094,5.706262025,8.378404463,5.496412483,8.010809379,11.21515091,8.049591461,7.280935014,6.11956952,6.720624337,8.7285712195,7.587142037,Control
5.199818081,6.006977493,5.277995204,6.147057976,5.272407006,5.72765369167,5.672079654,7.325982508,5.36548732067,8.022133529,11.36612562,9.713391295,8.193154688,6.912593359,7.355551793,9.701700705,7.564704211,BRCA
5.2580703925,6.389313513,5.336114869,6.608332915,5.379561399,5.931795749,5.539167536,7.458490947,5.691198038,8.172253881,11.54144891,10.35655132,8.37636907067,7.731643389,8.04094875,10.17915014,7.27775495,BRCA
4.8089754805,6.198794315,5.464840793,5.82808014,5.412113573,5.57351340967,5.780317481,6.114997467,5.37344951167,7.177023614,11.88081762,9.779251973,8.21299733433,7.627900667,7.285266093,10.0511208,7.757275197,Control
5.122460336,6.209020126,5.115211455,6.568568473,4.805822905,5.66629365167,6.169930636,7.364180901,5.24425162867,7.543266046,10.88698849,9.841195224,8.28606754333,7.904094356,7.74183962,9.3494460205,7.922110302,BRCA
5.7395753315,6.050290137,5.298302041,6.123713395,4.790265497,5.34904507967,5.588872948,8.052107626,5.431006781,7.740271759,11.4712435,8.416735391,6.930751522,6.389657687,6.529942434,8.381411497,7.239410274,BRCA
5.269756538,5.984140004,5.213941395,5.850631456,5.328236218,5.74894741633,5.978259278,6.705498046,5.26103280633,6.888624921,12.03158587,9.410706331,8.51372939333,7.380766509,7.791799626,9.811707063,7.114005486,BRCA
5.094001894,5.651777341,5.989996857,7.117464214,5.256643908,5.64360897533,5.808263565,8.158535374,5.32847452233,8.219823303,11.23283777,9.392951213,7.87859624933,6.876858011,6.566324756,9.1744218995,7.840024324,Control
5.5815958645,6.363088376,5.178725843,7.818711782,4.809043025,5.65647370033,5.545359333,7.011789475,5.32697615567,7.272352474,10.99013608,8.831086408,7.83390275633,6.663348622,6.735255184,8.5153541335,7.470071357,BRCA
5.494948245,6.189237109,5.114586962,5.69321599,4.314057196,5.65767448733,5.651490354,7.088605737,5.609631797,8.06708625,11.51681803,9.377341303,8.282150397,7.296207587,7.591674041,11.141348535,6.98547517,BRCA
5.476713145,6.537921615,5.77657203,6.371476641,5.211023147,5.604096053,5.836057457,7.660782339,5.58811651867,8.344585666,11.57353372,9.910778047,8.51785897267,7.570768631,6.995713808,9.612806537,7.572626574,BRCA
5.274553208,5.789345348,4.921497326,6.861865828,5.622060057,5.850726233,6.072647808,7.948076801,5.54010262667,8.075467283,11.18554156,8.611099628,7.581881758,6.88402128,6.472573571,9.0080471655,8.062317545,Control
5.44376233,5.713428617,5.303243061,6.342079669,4.997530935,5.680195824,5.704879743,7.573687183,5.381457097,7.959250151,11.45329393,8.211110933,7.36965209267,6.499212576,6.042212717,9.0364114565,7.324655646,Control
5.815593995,6.870738061,5.196047562,6.424674922,4.693784032,5.93979918167,5.423419547,8.115591386,5.24729020433,8.81259539,12.30980751,9.773259203,7.90980533,7.678848562,6.149448008,9.450971204,7.340030607,BRCA
5.3501798975,6.568492472,4.702259784,7.469094598,4.481826553,5.78814924433,5.673988298,8.41854957,5.659962881,8.167494826,12.32769025,8.744658219,6.772887585,6.107798352,6.777686415,9.327483072,7.504284952,BRCA
5.456655096,6.545046028,5.131765663,7.799671995,4.735808811,5.97635341167,5.703980549,7.821265561,5.78350582667,8.580165392,12.03792277,9.861374301,7.87435355567,7.259487003,7.154213379,10.315147335,7.060753003,BRCA
5.454992331,6.666405549,4.923400286,6.888746673,5.179920282,5.64105725767,5.710745315,8.145615208,5.48929581033,8.398830385,12.05450776,9.508765915,7.794650782,7.444975776,6.514442352,11.79381229,7.078260574,BRCA
5.4770915855,6.796010803,5.568952692,7.360761781,4.96464266,5.93240044933,5.609408701,7.912322211,5.788918829,8.123579715,11.744773,9.714503602,8.18961236433,7.680572483,6.785946496,8.947881972,7.628739198,BRCA
5.2824126215,6.905631069,5.682019293,6.876182709,5.246228736,5.77089980333,5.488973851,8.111841355,5.68083145433,8.305595673,11.59290561,9.312021348,7.67099175533,7.868808861,6.114789302,8.294422198,7.524289246,BRCA
5.4101039815,6.949129628,4.96556642,6.207019812,4.71233763,5.57438952633,5.505264734,6.034420016,5.42148128867,8.189751835,12.55486108,9.76786627,6.22075007433,6.848156962,7.653850253,7.8549590105,7.818200484,BRCA
