ID	4351	3098	3938	7167	5837	5836	5236	11181	3795	DependentVariable
Instance1	8.261943431	7.421314376	4.799582778	12.28113954	5.913614242	9.813452991	13.05207472	5.873451033	6.15243904733	Control
Instance2	7.772151447	7.25216743275	5.2286976985	12.207276755	5.817246707	8.91124301	12.4173608	5.87775115	6.002535857	BRCA
Instance3	8.308476836	7.24124136325	5.0049160775	12.76766683	5.336114869	7.478286534	12.5439804	5.379561399	6.595724638	BRCA
Instance4	8.097454264	6.9620171695	5.309062316	11.959395845	5.972354482	8.719783347	12.11865571	5.525294697	5.94498524233	Control
Instance5	7.975462708	7.11097001925	5.6793701525	12.58298471	5.764215595	9.268951958	12.73257984	5.452209317	6.19084665567	BRCA
Instance6	7.698810782	7.27924073425	5.597650725	12.57389598	5.722063796	9.435868748	13.00468928	5.515077886	6.53695309067	BRCA
Instance7	7.278707598	7.07306347475	4.9691380295	11.58436785	5.361953639	7.953674293	11.57190206	5.551986008	5.536501189	BRCA
Instance8	8.426328841	7.13942682425	4.7110207735	12.56799589	5.233822166	8.791131238	12.2754728	5.268856586	6.416573939	Control
Instance9	8.653795517	7.363162919	5.76109564	12.990043025	5.747394952	7.766779205	12.13760287	5.681878783	6.184482523	BRCA
Instance10	8.06060289	7.0345246175	4.7337701255	12.555839805	5.241850906	10.20981921	12.71973005	5.349269063	6.171232598	BRCA
Instance11	8.547088405	7.0127930545	4.8674357865	12.709175695	5.896944624	10.42942273	12.53965448	5.564234295	6.76448354967	BRCA
Instance12	8.223689368	7.20574551525	4.8640533005	12.55312885	5.963942952	9.399502844	12.55486108	5.725271665	5.85634563767	Control
Instance13	8.226052227	7.229572549	4.9923080935	12.45224766	6.139352456	10.14979827	13.09148337	5.394901009	6.05834715467	Control
Instance14	8.276811994	7.270700089	4.9326958435	12.7948595	6.312207384	7.950032561	12.26010515	5.979345877	6.58025808333	BRCA
Instance15	8.093339815	7.44888365275	5.3322934295	12.335373285	6.522782082	8.74994577	12.60813011	5.865430938	6.16906241433	BRCA
Instance16	8.443721766	7.3205492105	5.357560781	12.89503667	6.104237707	8.049278334	12.44988381	5.442455259	6.405660936	BRCA
Instance17	8.514971532	7.32107004825	5.064318068	12.883676395	6.364533585	7.726935283	12.12695617	6.034585086	6.686371373	BRCA
Instance18	8.745725683	6.87693023475	6.024095595	12.95196407	6.342079669	8.070538427	12.66507944	5.908699592	6.40351653367	BRCA
Instance19	8.743051332	7.4105530975	5.493683184	13.185500905	6.188050361	7.585866015	12.29242381	5.535906174	6.55118799567	BRCA
Instance20	8.809407309	6.4837760045	5.28392944	11.1259818395	6.049201232	7.923240007	12.51068142	5.696558124	6.35003104733	BRCA
