@relation thedata

@attribute 10000 real
@attribute 1017 real
@attribute 1026 real
@attribute 1027 real
@attribute 10488 real
@attribute 1147 real
@attribute 1385 real
@attribute 1387 real
@attribute 148327 real
@attribute 1499 real
@attribute 1869 real
@attribute 1870 real
@attribute 1871 real
@attribute 1950 real
@attribute 1956 real
@attribute 2033 real
@attribute 2064 real
@attribute 207 real
@attribute 208 real
@attribute 2260 real
@attribute 2263 real
@attribute 2308 real
@attribute 23533 real
@attribute 2475 real
@attribute 2885 real
@attribute 2932 real
@attribute 2950 real
@attribute 3265 real
@attribute 3320 real
@attribute 3326 real
@attribute 3479 real
@attribute 3480 real
@attribute 354 real
@attribute 3551 real
@attribute 3630 real
@attribute 3645 real
@attribute 367 real
@attribute 369 real
@attribute 3845 real
@attribute 4193 real
@attribute 468 real
@attribute 4790 real
@attribute 4792 real
@attribute 4824 real
@attribute 4893 real
@attribute 51176 real
@attribute 5154 real
@attribute 5155 real
@attribute 5156 real
@attribute 5159 real
@attribute 5170 real
@attribute 5290 real
@attribute 5291 real
@attribute 5293 real
@attribute 5294 real
@attribute 5295 real
@attribute 5296 real
@attribute 5594 real
@attribute 5595 real
@attribute 56034 real
@attribute 5604 real
@attribute 5605 real
@attribute 572 real
@attribute 5728 real
@attribute 5894 real
@attribute 5925 real
@attribute 595 real
@attribute 596 real
@attribute 5970 real
@attribute 64764 real
@attribute 6654 real
@attribute 6655 real
@attribute 6716 real
@attribute 673 real
@attribute 6932 real
@attribute 6934 real
@attribute 7039 real
@attribute 7157 real
@attribute 7184 real
@attribute 80310 real
@attribute 83439 real
@attribute 842 real
@attribute 84699 real
@attribute 8503 real
@attribute 8517 real
@attribute 898 real
@attribute 90993 real
@attribute 9134 real
@attribute 9586 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,9.26596478,11.459753229,9.994983337,6.490735075,9.004698798,10.707890538,9.174412855,6.869350546,6.94578590514,5.763286242,7.6916757,9.274157466,6.141397664,7.05035509475,9.886672502,7.90862600467,9.746089281,7.466690585,6.63167228267,5.703219255,11.59105257,6.033979735,10.40794251,9.4954151895,10.00381342,13.08977243,7.4423513115,11.0093826917,13.42222975,7.6246849295,7.634903824,5.72617692433,7.1307406325,5.169936271,5.545668226,6.61492678233,10.17550624,6.8286116825,5.4774530015,10.153974076,12.34771002,15.00532806,6.723494141,8.74899041,7.5908954075,6.70121473533,8.08474537867,10.73337264,12.86051578,7.1007852408,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,8.27215776867,11.634256725,8.660897184,10.49127719,11.44994835,7.546352606,10.48283344,10.11570732,8.976299993,13.0689563,8.4944607845,8.69026092,12.47296881,8.001564595,7.867620258,5.968558082,6.513534664,5.303029586,9.499816557,7.5001189985,8.333402628,13.36626624,10.086863984,9.014572276,7.924560768,4.993687096,6.660285205,10.2072374,5.7706733955,5.599623716,5.353672182,6.7355365388,Control
5.94776533325,8.958604237,8.288611166,9.7467670155,6.524350224,8.974945912,11.4528809893,9.719195242,7.470742495,6.96887473943,6.058322584,6.931656836,9.646289192,6.795134192,6.79791370075,10.41990782,7.97213650833,9.68028616833,6.43012268,6.761059759,5.672079654,10.97151861,6.539395847,10.37262599,9.5539178325,10.79867858,13.2092074,7.8897640555,11.030777654,13.65917147,6.947135646,7.713354077,5.23001387133,7.787354885,5.773212576,5.301232095,6.781465032,10.06599536,6.4300637355,5.63969746625,9.57262420067,12.34109771,13.91249272,7.563236558,8.474680533,7.9480842695,6.927342899,7.53677712533,10.73397278,12.72067933,7.4312568682,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,7.85669691467,11.27623323,8.433753511,9.559434991,11.52169626,7.48196166867,10.32512022,10.34726733,7.958452847,12.87039849,7.97569312475,8.669346719,12.30206775,7.481398095,7.609956448,5.549369797,5.99820185,5.5473183655,10.1669919,6.753678231,8.508984299,13.6548665,9.2562959815,9.552203712,7.7506065195,5.219566658,6.249592888,10.39985497,5.8681879535,5.478414715,5.877209297,6.2571731356,BRCA
5.52044016575,9.1433668585,8.320702773,9.760065891,6.786534696,8.986710369,10.8440250817,9.441990946,8.672903619,7.126093946,6.031886566,8.360672771,9.837470696,7.503172055,6.80402066425,9.740911174,8.06895283033,9.69256516467,6.416760061,6.26887747967,6.089429956,11.02198648,5.844744204,10.44466839,9.480270588,10.42204403,13.47574423,7.856102429,11.1437694107,13.91614961,5.9026635435,7.935549803,5.540074346,7.4532495275,5.870864797,5.173838258,6.53028510667,10.30533535,6.720661627,5.8602843415,9.80783744233,12.51631937,14.51605303,6.918270314,8.690112479,8.5167067915,6.43184992733,7.226160153,10.053395164,11.31253714,7.2445861642,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,8.11094053067,11.198356615,8.399610251,9.65317699,11.72288448,7.496409352,10.4297627,10.45388564,8.409052632,13.5121695,7.84053328475,9.073024297,12.38767549,7.228580927,7.575257723,5.48205062,6.84843868,5.2594447425,9.596027176,8.6060442205,9.660905593,13.50983997,9.1652272555,9.290572499,8.1061247785,4.571466258,6.638439986,10.04121461,6.213232041,5.011016147,5.7851863155,6.4740992638,BRCA
5.58777326775,7.7178678995,8.2000896335,9.344181055,6.976424143,8.742495656,11.337274206,9.0089772035,8.826152109,6.25068708814,5.460424154,8.162745192,10.27390663,7.0134654,6.3257817405,9.510601559,8.41389790167,9.98949733167,5.863140121,5.89010381667,5.475661496,10.90909074,5.341462114,10.39039231,9.432546201,11.11828268,13.34505663,8.398114105,10.6939344647,13.80946823,6.5710894325,7.68113495,5.52761433067,7.4011955135,5.793122872,5.545127619,6.33136576933,10.35265071,6.243898751,5.5016593965,9.12714489533,12.26985874,14.35403309,6.931745467,8.847629866,8.468887702,6.29958050633,7.314341457,9.4016975135,11.45985565,6.9971733014,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,7.98209816267,11.274247985,8.75727426,9.580847928,11.42772678,7.166098701,10.18190731,10.09500831,6.610216975,13.61588998,7.5957045875,7.67194989,11.98277091,6.648325671,6.838009842,5.91205775,6.723630657,5.361841212,10.09834176,8.2859047325,8.338826757,13.591191,7.583639434,9.512108899,7.389583129,5.249456007,7.411068419,10.50969117,5.99736739975,5.307438771,5.83079519,5.9052108054,Control
5.87271996825,9.123941273,7.875076566,10.049946495,6.189286535,8.684828488,11.0490871027,9.6688997565,8.057424717,7.18244667671,6.053008806,7.617800091,9.962375907,8.466587485,6.78190965925,10.27748534,8.097692024,9.506100771,6.860966288,6.706029596,6.216508824,10.63211394,6.042212717,9.62228117,9.66718229,10.40311354,13.18452521,7.697637374,11.2182175033,13.95556321,7.739494752,7.919550328,5.60240308167,7.5245616955,5.536217098,4.778486368,6.34890178367,10.14697308,6.8833304115,5.80954885825,9.608528428,12.37603319,13.73047547,7.846432395,8.770532686,6.8894093365,7.33859063467,7.39241541167,10.594310045,11.9729763,7.3395574808,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,7.82991936767,11.21839075,8.742748263,9.966174165,11.8471671,7.33013335533,10.27256013,10.22872886,8.022008655,13.04549694,7.8450723755,9.268495874,12.49559531,7.634958261,7.652900753,5.470546015,6.818713579,5.7593689035,10.14243933,7.8260671385,9.701150974,13.48222565,9.2346014295,9.488543691,7.637528126,5.119575355,6.561483187,9.78258103,6.29992863125,5.831124321,5.8087825485,5.8986169228,BRCA
6.0241266485,9.3759597995,10.112371314,9.5007422985,6.499332184,9.33884841,10.8002004453,9.509274839,7.892240927,7.271366378,5.770572224,7.123969084,10.05069253,7.455781587,7.10041818325,9.934575887,8.12132754867,9.688092646,7.477052175,7.05955089,6.631654085,11.37439849,5.759695977,10.04182378,9.9164802245,9.953578497,12.73839215,7.3388634815,11.374489615,14.03142469,7.375850429,9.087722135,5.723916978,7.5689740425,5.73607124,4.77953729,6.45232417833,10.77106872,7.019536675,5.889292139,10.5461605397,12.87483063,13.77694807,9.005190219,9.445243095,8.097828749,6.96108608367,7.26030069533,10.813430195,12.55918115,7.3955993004,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,8.18650002,11.07534033,8.441119412,10.23164154,11.5852209,6.96976629,10.16250498,10.624983,9.286795183,13.37610779,7.89616385625,9.673230059,12.42106423,8.19601328,8.522033306,5.572291894,6.520033725,5.46848766233,8.429543916,7.0683788045,8.868576523,13.78304532,9.6945443665,8.234483507,8.5459358775,4.44414752,6.446881172,10.54285319,5.7160804985,5.294814856,5.840659366,6.1394132438,BRCA
5.88751933675,7.9728052855,7.8281740715,9.015559992,6.998198677,8.17437786,11.1354255073,9.006275549,7.151831235,6.587592285,6.146803484,7.972134198,11.29154789,6.973327498,6.9842760015,10.17277787,8.122738224,10.0480993307,6.742953157,6.91813654967,5.583918611,11.02648906,5.942169184,9.710815526,9.167523377,12.02630394,13.41082367,7.9742866725,10.4929184813,13.34981755,10.349737175,7.203154957,5.624431146,7.550193916,5.705709271,5.123719213,6.66193385767,10.66411416,6.6232326,5.78129302475,8.68348982967,12.52075501,15.02279519,6.973327498,9.358008891,8.8341510175,6.89649601933,6.684352383,10.86366497,12.84338824,7.3536038904,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,8.451561107,11.151396135,7.5011826,8.977681421,11.16076662,6.54175895867,10.31455241,9.961088297,8.555107826,13.46367638,7.264331835,7.262755244,12.43390104,7.292025067,6.760091594,5.567888595,6.949071249,5.8858777265,11.59635064,6.4105816125,8.315445233,13.61588998,8.8788747695,9.001071145,6.9179834015,5.209854193,6.282259665,10.10111594,6.32124444525,5.832707292,5.8821083545,6.2350466806,BRCA
5.55851851825,9.321425499,9.436657679,10.6232973005,6.418279038,8.824657385,10.258386433,8.7304792815,7.757025122,7.12159637657,5.920180882,6.945271536,9.654399345,6.405231362,6.998917209,9.744439113,7.79389694967,9.436876068,6.689303092,6.477000624,5.808263565,11.33417845,6.015923042,9.922785491,9.1611827995,9.584981814,13.62077142,7.7095138065,10.7716702567,13.53466038,7.733044401,7.320803087,5.98635550333,7.4520617975,5.451879748,5.185481295,6.64458013767,10.26119615,7.0670465565,5.3501390665,10.3256012193,12.20475003,14.22362506,6.26697916,8.993477034,8.155621054,6.60636141433,7.606488298,11.03550101,12.5617021,7.0445753338,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,8.171538624,11.40345044,8.477425503,10.00443156,11.28922369,7.84441516067,10.71573921,10.12277013,9.023671978,12.73729283,8.05261194825,9.194320487,11.94573106,7.787382059,7.907583411,5.167931151,6.880413479,5.48916194417,9.218358063,8.009231702,8.92056956,13.54473631,10.257051615,8.191603516,8.3320404855,5.520745364,6.094030827,10.4077487,5.7012189585,5.120093989,5.6699833785,6.8237722894,Control
5.650041658,9.1526830635,8.6840196725,10.059640231,7.109990256,8.659854224,10.6759547673,9.1075112315,9.07478446,7.27824373014,5.598879718,8.258590913,10.12192882,7.872399588,6.85070537275,9.125801619,8.019000875,9.58057105933,6.500527718,5.68970163167,6.450184887,10.66032156,5.978888461,10.26710886,9.3657406255,9.460251675,13.26600764,7.94496816,11.3126835957,14.18150639,7.2965384015,7.809255459,6.744088178,7.530604743,5.541182786,5.617953179,6.714158992,10.30631839,6.5497902615,5.591806779,10.227199369,12.42766909,14.37348409,7.737604169,8.769533015,7.9414165605,7.743697197,7.45408843267,10.45062521,11.93257475,7.1591884674,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,7.91861634733,10.99057863,9.08121786,9.452231522,11.82274022,7.80894971567,10.36365325,9.9831294,8.717951507,13.81715158,7.87109163775,9.012625324,12.16730219,6.878728789,7.65031782,5.17573541,6.894518054,5.40220329333,9.080831598,9.2984794075,9.680166591,13.58717103,9.613363683,9.202332696,7.7930385845,5.048553625,6.225020007,9.861979055,6.42728370275,5.430796457,5.731781437,6.1964141492,BRCA
5.56331123875,8.766958367,8.5305745065,9.9202580165,6.732544377,8.645245129,11.1110274023,9.532397347,8.72987657,6.66799436186,5.672857555,6.888624921,9.387097072,6.79717879,6.30061577025,9.827664684,7.913761785,9.75364579767,6.827314517,6.59057193467,5.926361974,10.90549628,5.906897358,9.976514407,9.70078824,11.10846093,13.57024711,8.148239231,10.9901063043,13.74350963,6.6155769395,8.284894788,5.68463234467,7.6541093245,5.233822166,5.279296008,7.43355643367,10.44466839,6.1985753455,5.8421495495,9.523841594,12.09766027,13.54172225,7.625491737,8.271931157,7.841531879,6.83351091333,7.30480703767,10.182966585,11.42963442,7.3339069032,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,7.74245236133,11.551814785,8.409816389,9.69476318,11.64681981,7.79374473733,9.653830832,10.28660429,7.473200667,13.40233131,8.23267903825,8.33670864,12.29564706,7.4960371,6.965931792,5.408721412,6.877072814,5.292395849,9.445998278,7.1581465865,7.766597025,13.40015501,9.0638624115,8.92018991,7.6247556515,4.858741012,5.941347708,10.22738163,5.859119673,5.168332398,5.3856671345,5.7908224398,BRCA
