ID	2159	2621	2158	2677	5627	5045	5624	8858	2155	DependentVariable
Instance1	8.701749275	10.0911473073	5.443947436	8.116059456	12.29448586	8.461204311	4.850263431	4.884855828	5.74607311533	Control
Instance2	7.877531272	9.8802505615	5.956411734	8.033341951	12.39041358	8.201463713	4.06456111	4.377307433	5.580062646	BRCA
Instance3	6.401780305	9.89024327825	5.503993644	8.247145594	11.62074231	8.280957618	5.857490426	5.047245267	5.85758803233	BRCA
Instance4	5.763551833	9.496993845	5.243946308	8.170251981	11.6659178	7.976365247	4.845002284	4.916490079	5.71276030433	Control
Instance5	6.53056679	9.58722150125	5.391468086	8.073955593	11.67950002	8.4332945	4.906423146	4.62091844	5.407285048	BRCA
Instance6	7.484220974	10.6332608627	5.226326687	7.431102924	12.26341894	7.818472134	5.499695432	4.661373881	5.31970799833	BRCA
Instance7	8.609253665	9.06588790875	5.418536788	8.24541143	12.53522562	7.72720765	5.019714421	4.811100141	5.95868764667	BRCA
Instance8	9.342497592	10.132048191	5.212093857	7.830200053	12.41967063	7.679622822	5.555364666	4.531282674	5.49413051767	Control
Instance9	6.982426435	9.487018861	5.522472662	8.095187494	11.60505131	8.140562835	5.015037253	4.636656248	5.34907679233	BRCA
Instance10	6.842950948	9.451873703	5.34483848	8.171340859	11.24631027	8.434608552	5.28356184	4.953278335	5.582732178	BRCA
Instance11	9.362086899	9.93865256025	5.418705435	8.131138166	11.99760301	8.38999815	4.832651143	4.529579603	5.47682531867	BRCA
Instance12	7.774854787	9.9190056315	5.37574431	8.18271852	12.07828769	7.893060493	5.091923254	5.213358218	5.93528576467	Control
Instance13	8.226967397	10.118329645	5.346257748	8.179338273	12.10010062	8.601288997	4.944168843	5.178626261	5.29903190733	Control
Instance14	7.566817294	9.94048319325	5.592016873	8.138465245	11.32848436	8.436004724	4.700318863	5.196047562	5.70425736133	BRCA
Instance15	7.69122204	10.1265589305	4.939004665	8.105412415	12.22502371	7.518498011	5.31307462	4.582931491	5.98287074067	BRCA
Instance16	8.14949453	9.7232467975	5.933933296	8.098967853	11.78049682	8.340875026	4.795210185	4.783733416	5.89771809	BRCA
Instance17	7.591767528	9.8125510085	5.644152813	8.100414149	11.10215306	8.448705991	5.139767484	4.813795654	5.86989377867	BRCA
Instance18	8.503151056	9.56124647025	5.051166787	8.361144506	11.85977947	8.364332902	4.42789603	4.680625393	6.135404031	BRCA
Instance19	7.846792788	9.848242135	5.22439848	8.377884128	11.75128055	8.721869154	4.878003385	5.104558131	6.213186906	BRCA
Instance20	7.9096848	10.1117414233	6.049201232	8.345162513	11.36752411	8.554369289	6.114372881	4.867663307	5.691290732	BRCA
