@relation thedata

@attribute 1022 real
@attribute 2068 real
@attribute 2071 real
@attribute 22916 real
@attribute 25920 real
@attribute 2962 real
@attribute 2963 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 4331 real
@attribute 4686 real
@attribute 51497 real
@attribute 5430 real
@attribute 5431 real
@attribute 5432 real
@attribute 5433 real
@attribute 5435 real
@attribute 5436 real
@attribute 5437 real
@attribute 5438 real
@attribute 5439 real
@attribute 5440 real
@attribute 5441 real
@attribute 6827 real
@attribute 6829 real
@attribute 7469 real
@attribute 7936 real
@attribute 902 real
@attribute 9150 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,8.220113618,10.0776573,7.88145338567,8.71481121475,10.15511583,10.64948099,6.107234293,5.474931823,8.439499644,10.43957668,6.69676284,8.059859689,10.76402632,11.4871292,9.502643438,9.734545643,9.588630847,12.07353083,11.06244102,10.33896506,11.03306523,7.484019523,6.365977347,9.950818724,10.68956587,10.94111386,7.416293235,8.551430581,8.45525079,7.07162794567,Control
9.155780297,8.497094498,10.50841903,7.51004890567,8.54949965075,10.98225228,10.72254311,6.586162299,5.210049084,8.965352223,9.94572954,7.086882265,8.25492364,10.981471505,11.94573106,9.076489033,9.498501844,9.975440003,12.14356347,11.20928598,11.03103278,11.31379869,6.750074255,6.504704302,8.536044277,10.52231943,11.76903417,7.799979524,8.601288997,7.832012647,7.14929121367,BRCA
9.394656215,8.892012333,10.71269919,7.94825784867,8.83819816225,11.02694718,11.17512864,6.582656103,5.664561948,8.580466923,10.27514127,6.839081327,8.146621018,11.4799612,11.65775177,9.480992671,9.55547611,9.936402792,12.38193096,11.27344029,11.02625388,11.43055462,6.90941648,6.401780305,8.618450775,10.91737229,11.62135377,7.395536545,8.859830691,7.667131787,7.175120268,BRCA
9.99050151,8.85164062,10.43052602,7.58612819967,8.54354174375,11.21644291,10.8849167,6.970019164,6.002540089,7.704562712,10.44466839,7.265055029,8.803470139,11.162653415,11.94385185,8.607368346,9.5760667495,9.42569906,12.34948589,11.08706186,11.73846187,11.62261253,7.827852559,6.648325671,8.674016666,10.6002268,11.83833739,8.236482005,9.18800839,7.517316273,7.27769495633,Control
9.627078354,8.312657375,9.889641277,7.93509094333,8.9363143475,11.01557728,11.02198648,7.045217151,5.206341637,8.732388881,9.47543003,6.867961695,8.173353743,11.113912375,11.82274022,9.566592153,9.5036457565,9.787507202,12.13760287,11.3442156,10.79386361,11.5269639,6.693630261,6.908516092,7.919118257,11.07640162,11.44205205,7.400753782,8.729783122,8.195898639,7.32058660367,BRCA
9.01498366,8.645353223,10.75975321,8.084937371,9.0391301595,10.5362572,10.94132297,6.922969386,5.527329405,8.769772669,9.72642302,6.499332184,8.315298042,11.29505313,11.63953303,10.07813116,9.9366689445,10.20626383,10.92233559,10.31037169,9.875964751,9.599160216,6.361510132,5.738505243,7.686957644,10.71201129,10.73293927,7.048816858,8.627160965,8.0884774495,7.207519942,BRCA
9.547121611,8.838495753,10.0173308,7.31864934033,8.4061443345,10.47933595,10.21664921,6.719438847,6.082580853,8.357575234,9.822443813,5.895672973,9.040817876,10.41509076,11.94707994,7.728874776,9.310331427,8.931979298,12.15346979,10.67974863,11.62683849,11.33246195,6.933398915,6.973327498,8.661565351,10.00748325,11.538548,8.210952703,9.768523916,7.0980443305,6.984358523,BRCA
9.825825817,7.900747773,10.17798975,8.28694858433,8.39148310675,10.18342483,11.07640162,6.479895483,5.520745364,8.78938784,9.751904322,6.573196985,8.714478327,10.834701835,11.36417449,9.579754867,9.9425822725,9.659501442,12.42339047,11.18055585,11.02111204,11.33541843,5.975453214,7.098982487,8.961436038,11.09785784,10.35421112,7.431291005,8.793457915,8.2150115435,7.330917413,Control
10.15470456,8.755431019,10.24019539,8.102910264,8.71152100125,10.89238744,11.32848436,7.1126508515,5.082799703,8.620110863,9.751444107,7.327824597,8.472326439,11.46096842,11.48468963,9.777995431,9.5458512545,9.969027107,12.19349773,11.62550351,11.34089896,11.31701417,6.260971855,6.517673816,8.771812245,11.08076443,11.14107911,7.772382418,8.608754849,8.2231503775,7.209285101,BRCA
9.154553037,8.379801934,10.10676612,7.503244585,8.611721355,10.67333141,10.59878323,7.07342704,5.287630431,8.305344864,10.12301596,6.996504912,8.368136601,11.153986715,12.0199261,8.832954179,9.4451757265,9.532570767,12.31595909,11.31223081,11.14633337,11.64258438,6.154418781,6.645878602,9.146391192,10.88991099,11.61281105,7.845993534,8.919117419,8.1149854775,7.13411305333,BRCA
9.6014742,9.204131621,10.65722043,7.79970309167,9.11777579,10.79666855,10.90796116,6.858718118,5.171538364,7.676452764,10.34768534,7.173305173,8.627160965,11.162488095,11.4243108,9.486624446,9.636870305,9.720120732,12.18094263,11.4744083,11.13855038,11.42772678,6.402078871,6.755291951,9.66947024,10.82924727,11.63348356,7.76437589,9.036799417,8.174296834,7.37892838867,BRCA
9.65659519,7.815256994,10.16944939,8.12538379433,8.51521500375,10.27729935,10.82131183,6.7861813475,5.37574431,8.933248873,9.399502844,7.443588263,8.94526175,11.23150106,11.55629063,9.811543731,9.355641581,9.578863787,12.08367055,11.48188533,11.28537059,11.28199972,6.104971499,6.326074949,8.91062109,10.92743375,10.64202486,7.03452697,8.360672771,8.4740299995,7.05079206433,Control
9.597587563,8.343586732,10.08514084,7.94777078533,8.4743960065,10.38624004,10.75314175,6.421656707,4.988697465,8.832795987,9.933941823,7.108370574,8.413100175,10.74113891,11.66558698,9.493665908,9.6358129485,9.601752743,12.19128143,11.16768802,10.97608812,11.15088665,6.382499203,6.547978484,9.180550154,10.93958309,10.7304916,7.487359976,8.259214953,8.5940360615,7.08224194833,Control
9.617614907,9.167193021,10.93024227,7.86579001867,8.676235756,10.41629907,10.26546887,5.456076664,5.292792099,8.194979796,10.39216207,5.771628945,8.634194938,11.25158137,12.19128143,9.214775128,9.9907375325,9.330368553,12.38074251,11.36217961,11.73219511,11.33051934,6.185178351,6.114268757,9.410849402,11.21259383,11.65493594,8.246623189,8.455040631,7.1655308455,7.432896607,BRCA
10.07000053,9.101470918,11.10864878,7.92189120167,8.44966380175,10.04182378,10.46916384,5.544020716,4.788047896,8.73696091,10.23091542,5.902683368,8.7754466,11.382138615,11.14770754,9.426286314,9.683055312,9.259561518,11.50362218,10.87659774,11.25995523,10.16197619,6.723562401,6.092128797,8.426475613,10.76657469,11.02462046,7.784227701,8.782311189,7.126664761,7.17593437867,BRCA
10.12919321,9.228344402,10.88769302,7.704054153,8.47928568075,10.80422,10.49127719,5.44209646,5.258529523,8.461204311,10.54330281,6.196042028,8.217813694,11.451104685,11.96009799,9.136613813,10.0054039915,9.374426115,12.54548466,11.53262879,11.67585684,11.68597092,6.764676316,6.016480301,9.227195422,11.69812525,11.65981099,8.11647539,8.763263105,7.207971487,7.13802204433,BRCA
10.19591385,9.230129219,10.61346285,8.021174851,8.7950772585,10.86526952,10.32819838,5.5223939415,5.533727829,8.260097569,10.42417183,6.101719008,8.266787858,11.184368605,12.44988381,9.151492997,10.266338858,9.560027603,12.57220763,11.56134298,11.58990637,11.74803988,7.461215696,6.083857569,9.319763063,11.53538974,11.81532136,8.441762661,8.718842038,7.3753302775,7.21968344067,BRCA
10.21780056,9.21184032,10.55979796,7.97594459867,8.33016453525,10.72254311,10.85319669,5.5364636575,5.358089615,8.26545228,10.32995358,5.913853554,8.794043061,11.366034325,11.89363345,9.14242692,10.1308165865,9.353875227,12.69228318,11.72083647,11.66436963,11.77806492,6.773307786,6.67359573,9.38991153,11.49745034,11.36612562,8.231294544,8.958930467,7.5514060975,7.37319981933,BRCA
10.13564553,8.758440706,10.83660293,8.11810553467,8.99918270825,10.84822018,10.60533161,5.15457292,5.286429541,8.169525606,10.54869216,5.669530862,8.485971282,11.360219095,12.2142175,9.583727381,10.185310385,9.517335308,12.51339458,11.67615115,11.62683849,11.8267889,6.977855527,6.104132849,9.598481115,11.62333067,11.71081731,8.537219493,8.344585666,7.2303432025,7.40786895833,BRCA
8.777182254,9.785984134,10.83158062,7.85652075367,8.80146232775,11.03013967,6.387591412,5.321608753,5.052688948,8.512346531,10.32910148,5.781235931,8.170802781,9.3596569505,12.06768485,9.797410704,10.509973745,9.443980125,12.94317143,11.40065415,11.67585684,7.91898414,6.337002435,7.371212794,9.391867114,11.51581946,11.1581191,9.532570767,10.49423086,7.3442798615,7.68656767567,BRCA
