@relation thedata

@attribute 10376 real
@attribute 10381 real
@attribute 10382 real
@attribute 10383 real
@attribute 10471 real
@attribute 10517 real
@attribute 10528 real
@attribute 10564 real
@attribute 10574 real
@attribute 10575 real
@attribute 10576 real
@attribute 10694 real
@attribute 11328 real
@attribute 113457 real
@attribute 22803 real
@attribute 22948 real
@attribute 26190 real
@attribute 26224 real
@attribute 26234 real
@attribute 26270 real
@attribute 26272 real
@attribute 26985 real
@attribute 347733 real
@attribute 3801 real
@attribute 5201 real
@attribute 5202 real
@attribute 5203 real
@attribute 5204 real
@attribute 54461 real
@attribute 55294 real
@attribute 56604 real
@attribute 60 real
@attribute 63971 real
@attribute 6468 real
@attribute 6499 real
@attribute 6950 real
@attribute 7203 real
@attribute 7277 real
@attribute 7278 real
@attribute 7280 real
@attribute 7411 real
@attribute 7846 real
@attribute 81027 real
@attribute 8237 real
@attribute 83752 real
@attribute 84261 real
@attribute 84617 real
@attribute 84790 real
@attribute 8877 real
@attribute 908 real
@attribute DependentVariable {BRCA,Control}

@data
14.1941174,6.801873633,5.398154738,11.65291678,8.343664452,5.415835761,10.39698427,7.255267326,10.9812337763,8.254179615,11.5968724,12.04226139,6.404465174,7.121780497,7.904233081,7.254464427,9.214671934,6.7396064365,8.360575046,8.635846085,6.57599009767,8.341409173,11.80723024,5.197719213,11.26326937,5.676529235,6.490735075,13.04904063,7.08044101967,7.557410212,7.837046205,14.7883179233,5.461406798,10.37262599,10.08057144,7.67941659933,10.0866254,7.482104333,5.37574431,7.899660725,10.48739785,13.072443805,4.884855828,9.032948765,10.2794312205,8.294162511,10.718289445,13.41290062,7.5696123375,8.9592447695,Control
14.25434036,6.528419434,5.696558124,11.40523204,8.584681754,5.368428976,10.50577161,7.489569276,10.6481488367,8.140089864,11.858053,11.86526555,5.726293954,5.6994159315,7.6415879,7.113666969,9.016558388,6.74232787,7.707335883,8.607544043,6.71436669267,8.46903646133,11.30388933,5.533260613,10.82319627,4.856999696,6.303603253,12.847790325,6.91480793867,7.9259525615,7.418044703,13.8159086333,5.641409649,10.67427198,10.53666518,7.29204066367,9.8405878055,8.517473661,5.34066129,6.301135476,10.3257361685,12.79617952,5.576228285,9.538184627,10.8432877705,8.680580285,9.998851935,13.20290364,7.745070192,8.9431584325,BRCA
14.23655206,7.261603975,5.088959125,11.56729791,8.744817969,5.001702332,10.81637382,6.935698777,11.2557058533,9.132371922,12.19991163,12.70249961,5.557663769,6.1586145725,7.695347798,8.132681099,8.49903975,6.6222917205,7.81737698667,8.489166708,6.21633692333,8.72206431667,11.47795694,4.516306872,10.8129396,5.703911357,6.259466112,13.2755461,6.99163146967,7.9194651015,7.903823301,14.49928798,5.249645622,10.81594784,10.70541664,8.04052805067,10.388260875,8.770202293,5.122477305,6.615081971,10.2392944415,12.980355135,5.283469238,9.67578115,10.2896782985,9.539479273,8.8367880875,13.54762602,7.550108584,9.343737015,BRCA
14.29545473,7.465997159,6.555360353,11.48413324,9.13733773,5.423251451,10.67756558,6.882218507,10.504393796,9.301536849,11.82848969,11.77806492,4.667062321,6.995704449,6.878101604,8.613449811,8.456437714,6.8363976345,7.50348760567,8.866792965,6.43171383433,8.00359984333,11.48628211,6.022706945,10.45670378,5.332538997,5.673352364,13.03581095,7.38019391,7.82524806925,7.021399564,11.1284900313,5.916363929,10.97608812,11.22892405,7.230908781,10.7645152945,8.99094148,5.545127619,7.56639873,10.289399948,12.245734715,4.845002284,9.379005257,10.715892615,9.743404359,8.260153639,12.27296951,7.8570677945,7.859724353,Control
14.25942553,7.103002192,6.418532045,11.38910174,7.883759979,5.123305363,10.814741825,7.338137177,11.4055387167,8.801903231,11.67556248,12.14532727,5.371568663,6.1552991135,7.716501543,7.892711475,8.763694672,6.6704595835,7.89562523833,9.168052243,6.656603432,8.40558015333,10.56653005,5.617879735,10.93590557,5.876646629,6.158211409,13.066961605,7.141545553,8.10743541975,7.56287418,14.66759481,4.972360944,11.44004913,9.91920268,8.353033346,10.5054885265,9.298601687,5.185877691,5.806975681,10.14744157,12.856054365,5.418368122,9.166829108,10.3840777915,8.882277076,9.4396665595,13.71793344,7.4928839495,9.308188236,BRCA
14.5197155,7.468056067,5.641409649,12.7347446,6.974962666,5.360374153,11.05826118,7.971372727,11.61878886,8.510626838,12.65135565,12.71973005,5.749206573,6.307885276,8.0154542345,7.900989228,9.033520136,7.1426956,8.347670394,7.97381376,6.82668008467,8.77058568333,11.40976762,5.915766617,10.70238075,5.413806667,5.966713802,12.7573044,7.28130622533,7.445350942,8.074062668,15.0760746733,6.472573571,10.89468537,10.25166618,8.60374328633,10.6424486845,9.118098254,5.066316611,8.22222873,10.571012835,13.77264423,5.144465785,8.899977016,9.7949368965,8.540313208,11.162534375,14.37348409,8.1841381205,9.9597487725,BRCA
14.39263877,8.628446565,6.292326809,11.04525817,7.219510091,5.821334729,10.721249855,7.110851603,10.186606225,8.921179767,11.02648906,10.94417051,5.646674804,8.6539353945,7.3508459365,7.720554015,7.953674293,5.5375393875,8.27285039733,8.796405612,6.41593133067,8.09619035233,11.53930922,5.646674804,10.31535936,4.888756945,5.654644083,12.682447725,7.24955861367,8.1363201345,7.982781325,10.2940315303,5.516024013,10.56666085,10.99939073,6.74278970067,9.9903845185,9.185154884,5.682019293,6.365014999,10.1122009075,11.906436665,5.315069158,9.940893908,10.87879155,9.91920268,8.4261246795,11.9684077,7.1879549345,7.969467267,BRCA
14.07409548,7.60485179,5.655646098,11.34927862,8.278427533,5.07383228,10.2923654515,7.422655866,11.0599195603,9.027201837,11.89780776,12.28120423,6.309799758,6.80397072,7.474890718,7.128564388,8.926667463,6.5572461615,8.10998666933,8.594232333,6.801520642,8.63982013333,11.6923846,5.748602952,11.14333556,5.069327579,6.15689776,13.285191385,7.43730996,7.473068679,6.853313064,14.9143649833,5.604820987,10.46950983,9.969494854,7.93564784333,10.177963467,8.216698727,4.867045482,5.532793245,10.51490702,13.058642555,5.826809832,9.271638758,9.8244784515,8.88539219,10.304747614,13.73376056,7.1838077395,9.243270425,Control
14.40827668,7.156085921,5.46083367,12.26341894,8.516213288,5.197719213,11.01831775,7.518242268,11.65663926,8.73811855,12.21350534,12.56790862,5.572973961,6.4255607725,7.6152470645,8.290757434,8.653437275,6.789777128,7.937534881,8.655317053,6.88155112467,8.21259328833,10.97179879,5.785819429,10.89144978,5.729968205,6.678428044,13.458167915,7.02565664967,7.5782527675,7.795310977,15.0102008533,5.579701547,11.1461265,9.94254424,8.58884873467,11.016366487,9.111501597,5.758164072,6.943455835,10.43795475,13.136039135,5.139562862,8.962376314,9.991139496,9.654399345,9.317154837,13.88031822,7.626962933,9.791248384,BRCA
14.08845827,6.659179352,6.198941611,11.53000404,8.623754517,4.77031556,10.623145005,6.262194115,10.870456453,8.527663806,11.38382052,11.86723251,5.738505243,5.636546836,8.0490926795,8.105307642,8.517473661,6.540634886,7.82215071967,8.619835842,6.711863569,8.32695798467,11.08816233,5.229598736,10.58594865,5.057462456,6.13976173,13.3880359,7.09503970433,7.74964706725,7.646128672,14.4683583733,5.287630431,11.2167627,10.4516596,7.54642909467,10.2734501545,8.819932474,4.715635629,7.250680065,10.149705417,12.487072675,5.211996552,9.247239889,10.77015664,9.29541948,9.4820278265,12.98742218,6.9257214185,8.6080424065,BRCA
