@relation thedata

@attribute 11316 real
@attribute 1314 real
@attribute 1315 real
@attribute 22818 real
@attribute 22820 real
@attribute 372 real
@attribute 375 real
@attribute 55738 real
@attribute 8729 real
@attribute 9276 real
@attribute DependentVariable {BRCA,Control}

@data
10.657621645,12.13981521,11.07740677,11.2607492,10.91699926,11.68597092,9.435961159,8.177703181,9.254793094,11.29880451,Control
10.541049315,12.16828986,10.87563823,11.31896656,10.88402951,11.42649031,9.02931504067,9.043300581,9.499970984,11.11355354,BRCA
10.96654944,12.30980751,11.16975297,11.74803988,10.8590069,11.74533621,8.92200073633,8.5336614035,9.393380334,11.32233677,BRCA
10.633873625,12.32274087,10.94250372,11.17614527,10.47933595,11.09442761,9.036098299,9.1271838005,9.532073946,10.92031584,Control
11.206260475,12.28023003,10.89425716,11.67143283,11.33349936,11.93616504,9.30135474967,8.361477899,9.356529619,11.06028744,BRCA
10.59742198,12.20235811,11.20569569,11.55749974,10.58774028,12.09022832,9.44563937567,8.6807595895,8.343586732,11.54512148,BRCA
10.130317888,12.49990449,10.48141377,10.66068255,10.57985358,10.024773,8.593332009,8.810813116,9.321195924,11.06871466,BRCA
11.098591845,12.12504541,11.12236553,11.55255397,10.50240945,11.66377168,9.138314752,7.827331406,8.70989467,11.40394419,Control
11.16038515,12.16189092,11.13812156,11.72725479,11.11317258,11.8471671,9.39829013367,8.6141219015,9.206233641,11.15310882,BRCA
10.69498762,12.08449626,10.50876069,11.49993694,11.09442761,11.48747845,8.762425327,9.0113517305,9.616108215,10.8955187,BRCA
11.54431096,12.02547364,10.75691093,11.48849306,11.53830428,12.03215778,9.06733291667,9.50373666,9.642061229,11.32122928,BRCA
10.76652715,12.20870084,11.23522461,11.08706186,11.01901053,11.98934847,9.15885341667,7.9399211375,9.023353173,11.45443311,Control
10.77725033,12.11775357,11.06573943,11.2370368,10.78405837,11.90654314,9.02863103533,7.9029496665,9.333972157,11.41706941,Control
11.16358054,12.16288073,11.58990637,11.75625619,10.71381632,12.12152875,9.44034213133,9.531655345,9.956354783,11.68974045,BRCA
10.6096102,12.14356347,11.65104845,11.88284182,11.12745936,12.09904539,9.602992126,9.5964393685,9.251175332,12.07584355,BRCA
10.86331608,12.28676141,11.43905962,11.6449965,10.60252748,11.92203438,9.52585421467,9.1121465045,9.590110341,11.36999819,BRCA
11.40648093,12.31303756,11.55629063,12.03215778,10.48897012,12.1278268,9.454326801,9.3760633305,9.975214277,11.66436963,BRCA
11.334840655,12.63872105,11.79461296,11.89067669,10.79113869,12.14433968,9.73109120033,8.753912209,9.485125458,11.85055617,BRCA
11.65082772,12.2590489,11.83833739,12.33906368,11.11718547,12.18834321,9.70770383567,9.346038452,10.09896674,11.98839011,BRCA
11.484636695,11.90436283,10.88635983,11.57537865,11.08036472,11.96905199,10.165604926,9.479346166,9.788408852,11.7674087,BRCA
