ID	5330	2915	6655	114	23236	115	112	7846	5894	5579	113	5578	5331	111	5332	2911	983	10382	80310	10383	153	10381	5582	5159	7280	5605	3710	5604	5607	1902	196883	10376	4893	2885	5595	1812	2983	1813	5598	2982	5592	6654	56604	5593	5594	113457	3265	57369	1453	3708	347733	1956	3709	56034	3845	2767	79861	1950	5613	3356	2770	2697	2771	7278	3358	2977	347688	3357	51807	109	108	7277	107	84790	7082	6714	81027	5154	5155	5156	5566	2776	5567	5568	2778	2773	84617	203068	10746	112714	DependentVariable
Instance1	7.476788978	5.631985502	7.867620258	5.645450388	6.8772890085	8.748277668	10.327292123	13.072443805	10.11570732	6.21136540967	7.377212971	8.688181342	5.876585242	6.614529956	6.9141724395	5.2209212	5.5594032075	5.398154738	10.086863984	11.65291678	5.706262025	6.801873633	5.313256056	12.86051578	7.899660725	11.44994835	11.35799469	10.49127719	6.92162116733	8.8062482985	10.97207892	14.1941174	8.74899041	9.4954151895	11.634256725	5.382244661	7.789959259	5.47828977267	7.03030591433	10.1476658045	5.0951850405	8.001564595	7.837046205	5.081735071	8.27215776867	7.121780497	7.4423513115	5.238988625	9.5726450965	10.99802289	11.80723024	7.05035509475	9.844635599	8.660897184	6.8286116825	12.11539657	6.080503777	6.141397664	8.2742311235	9.720655169	7.1915641815	10.50676158	11.95442182	5.37574431	5.044843524	6.934372381	5.209464331	6.832577159	4.602195245	12.63069834	7.149597572	7.482104333	8.2081635635	13.41290062	10.712634375	6.75911734333	4.884855828	6.70121473533	8.08474537867	10.73337264	6.36946717	9.668318219	5.4829326402	5.48205062	8.533866741	8.056110832	10.718289445	12.44246648	7.5897722855	8.943043048	Control
Instance2	7.453231788	4.856999696	7.609956448	5.65593226	6.8906417385	8.080472632	10.2384186075	12.79617952	10.34726733	6.479820979	7.013074525	9.433471275	6.036839159	5.841225451	7.100683958	5.277995204	5.1000844475	5.696558124	9.2562959815	11.40523204	5.908699592	6.528419434	5.115003321	12.72067933	6.301135476	11.52169626	12.08864757	9.559434991	7.31862520433	8.6789887	10.9073904	14.25434036	8.474680533	9.5539178325	11.27623323	5.143343669	7.029069425	5.199514029	7.157624222	11.1310814055	5.0237059215	7.481398095	7.418044703	5.415666779	7.85669691467	5.6994159315	7.8897640555	5.039150733	9.7658327395	10.75503384	11.30388933	6.79791370075	9.525335383	8.433753511	6.4300637355	12.64178371	6.322474074	6.795134192	8.137035193	10.01043059	6.0573658185	9.915820059	11.95691889	5.34066129	4.398221634	6.86647878	4.708480413	6.639091494	5.214524337	13.03258307	6.461320332	8.517473661	6.3425008425	13.20290364	10.4216436375	6.586005659	5.576228285	6.927342899	7.53677712533	10.73397278	6.0929297895	8.930930318	5.5428379012	5.804719114	8.84345400733	8.621833133	9.998851935	12.42498107	7.254019895	6.833462944	BRCA
Instance3	7.462177348	5.93905684	7.575257723	6.0290173	6.771545835	8.026856932	9.769915947	12.980355135	10.45388564	5.889051372	7.338293201	8.48506563	5.98687237	6.323194968	6.8982166245	4.95444207	6.018363896	5.088959125	9.1652272555	11.56729791	5.149148835	7.261603975	5.434470814	11.31253714	6.615081971	11.72288448	12.01135666	9.65317699	7.23629484767	8.0937599985	9.496554786	14.23655206	8.690112479	9.480270588	11.198356615	5.535750687	6.509304419	5.418177565	6.689778979	10.892111464	5.39240058	7.228580927	7.903823301	4.495674434	8.11094053067	6.1586145725	7.856102429	5.028581582	9.921162789	11.137683	11.47795694	6.80402066425	10.74066222	8.399610251	6.720661627	12.18094263	7.192492866	7.503172055	9.1235010805	9.824513745	5.457103785	9.954407582	11.84327345	5.122477305	4.602937164	5.42627419	5.001702332	5.816734888	5.070616072	12.19349773	6.767195028	8.770202293	7.5711783515	13.54762602	9.7908854805	7.22912163867	5.283469238	6.43184992733	7.226160153	10.053395164	5.9034588485	9.213384421	5.4641368762	5.527329405	9.29076107	8.38961104	8.8367880875	12.862480425	7.099749051	6.480512034	BRCA
Instance4	7.601141445	5.763551833	6.838009842	5.876032641	7.226006717	8.120096744	10.3820872935	12.245734715	10.09500831	6.312672729	7.478529234	9.211511834	6.1476177	6.331145921	7.2768077175	4.707928514	6.0392399955	6.555360353	7.583639434	11.48413324	6.090118375	7.465997159	5.36790503	11.45985565	7.56639873	11.42772678	11.97218475	9.580847928	7.62681052767	9.275658927	10.39270411	14.29545473	8.847629866	9.432546201	11.274247985	5.739855695	6.97286817	5.033129867	7.046663354	10.3944951825	5.5176624715	6.648325671	7.021399564	5.655216748	7.98209816267	6.995704449	8.398114105	4.950364885	9.766847145	10.00164081	11.48628211	6.3257817405	9.439182162	8.75727426	6.243898751	12.07926902	6.771658241	7.0134654	9.2078924525	10.06652016	5.725019338	9.780614043	11.56304622	5.545127619	4.95653443	5.470383322	5.423251451	5.66903474	5.114378737	12.23565236	6.763813641	8.99094148	7.0913602235	12.27296951	8.76925178	6.91032494133	4.845002284	6.29958050633	7.314341457	9.4016975135	6.323322532	7.435526765	5.1156792046	5.655216748	8.629147321	8.480952861	8.260153639	12.463633735	7.2297368405	8.32993211	Control
Instance5	6.773076963	4.850263431	7.652900753	5.824138541	6.848015995	8.28785217	9.671974648	12.856054365	10.22872886	7.50900425433	7.297193996	8.977409535	5.887775801	5.680472929	6.6548276045	4.948613986	6.028693113	6.418532045	9.2346014295	11.38910174	5.78869305	7.103002192	5.333791561	11.9729763	5.806975681	11.8471671	11.58766984	9.966174165	7.30377612233	8.244390415	9.358629843	14.25942553	8.770532686	9.66718229	11.21839075	4.571466258	6.980399882	5.15800521967	6.79859870533	10.9859950995	5.633358346	7.634958261	7.56287418	5.502084908	7.82991936767	6.1552991135	7.697637374	5.546825987	9.519034593	10.864964	10.56653005	6.78190965925	9.689574849	8.742748263	6.8833304115	12.56435203	6.617471597	8.466587485	8.5157239865	9.999936995	6.8901006515	10.69662226	12.12850358	5.185877691	5.301780818	5.804912672	5.397641479	5.905694616	4.824273041	12.7347446	6.854560258	9.298601687	7.084991265	13.71793344	10.1686366885	6.72839437467	5.418368122	7.33859063467	7.39241541167	10.594310045	6.52394041	9.924501194	5.466218321	6.407145055	9.35589447533	7.944479462	9.4396665595	12.56996462	7.7935442875	7.551671977	BRCA
Instance6	7.658927519	5.79064906	8.522033306	6.352798794	6.727722821	8.529822044	9.753034207	13.77264423	10.624983	6.98490046733	7.806535324	8.467749328	5.94872421	6.872247394	6.9752829565	5.186075849	6.0648074825	5.641409649	9.6945443665	12.7347446	5.849568518	7.468056067	4.940884687	12.55918115	8.22222873	11.5852209	12.06588572	10.23164154	7.05307250933	8.739316478	10.16002932	14.5197155	9.445243095	9.9164802245	11.07534033	4.959319531	7.353634535	5.240621932	6.70524643733	10.6791897425	5.3156313315	8.19601328	8.074062668	6.052356793	8.18650002	6.307885276	7.3388634815	5.388199225	10.62802831	11.45443311	11.40976762	7.10041818325	9.814991395	8.441119412	7.019536675	12.03287579	6.190027732	7.455781587	8.0343196725	10.52692981	6.5536864175	11.19524625	11.63993091	5.066316611	5.159277237	6.500607385	4.867663307	6.505895394	4.856999696	12.65857307	6.543500233	9.118098254	6.50402659	14.37348409	10.65238272	6.38912935567	5.144465785	6.96108608367	7.26030069533	10.813430195	5.9174340255	10.54993411	5.6759717936	5.625863148	9.078168623	8.556449653	11.162534375	13.067456365	7.841849263	7.165387221	BRCA
Instance7	6.111350232	5.66903474	6.760091594	5.779661087	7.4861886795	8.167494826	9.1297731835	11.906436665	9.961088297	6.81582852467	7.967285529	9.024558716	5.48205062	5.057462456	6.945356743	5.009001383	5.427401159	6.292326809	8.8788747695	11.04525817	4.899068355	8.628446565	5.832707292	12.84338824	6.365014999	11.16076662	12.23463043	8.977681421	7.036661383	11.615720095	9.341019005	14.39263877	9.358008891	9.167523377	11.151396135	6.097827379	6.952074702	5.38081550367	7.32404088833	10.7570298015	5.746568874	7.292025067	7.982781325	4.932168974	8.451561107	8.6539353945	7.9742866725	5.989826604	9.8079983875	9.557684409	11.53930922	6.9842760015	7.511675823	7.5011826	6.6232326	12.83993603	6.754958049	6.973327498	8.079817226	10.30533535	5.366277458	10.91276982	11.48011881	5.682019293	4.987447357	8.282047205	5.155031965	5.219373048	5.197326058	13.34505663	6.456482249	9.185154884	6.201503818	11.9684077	8.692626511	7.54701473933	5.315069158	6.89649601933	6.684352383	10.86366497	6.330484187	7.39744174	5.5322651396	6.430289978	8.46320594233	8.162543804	8.4261246795	12.31689829	7.727730022	8.17951245	BRCA
Instance8	6.898937271	4.93252334	7.907583411	5.862458365	6.719520862	8.80888466	9.643814388	13.058642555	10.12277013	6.87117032933	7.667823176	8.419813926	6.202570157	6.091811548	6.5861642735	5.286521953	5.6375433755	5.655646098	10.257051615	11.34927862	4.5781157	7.60485179	5.495064524	12.5617021	5.532793245	11.28922369	11.37383049	10.00443156	6.796289882	9.14786961	9.812386363	14.07409548	8.993477034	9.1611827995	11.40345044	5.110625549	8.003660031	5.09895868433	7.14839452233	10.670447779	5.1029923355	7.787382059	6.853313064	5.268856586	8.171538624	6.80397072	7.7095138065	5.144465785	10.017162089	10.66388964	11.6923846	6.998917209	9.583290187	8.477425503	7.0670465565	11.35299256	5.956063188	6.405231362	8.116304847	10.01097599	6.2928801065	10.25654518	11.95442182	4.867045482	5.634891802	6.554209422	4.846005888	7.384699851	5.261917434	12.39966386	7.109938036	8.216698727	7.6188571805	13.73376056	10.38864548	7.00963552967	5.826809832	6.60636141433	7.606488298	11.03550101	5.9718598575	9.665460782	5.3094441946	5.233822166	8.875123686	8.2669635	10.304747614	12.522197665	6.266308923	7.995599168	Control
Instance9	7.321975714	5.596496342	7.65031782	5.813403636	6.995146243	8.17986074	9.557649091	13.136039135	9.9831294	6.13414385767	7.357466507	8.419971893	5.352274105	6.099511534	7.024481502	5.438135838	6.505547144	5.46083367	9.613363683	12.26341894	5.648042042	7.156085921	5.606746643	11.93257475	6.943455835	11.82274022	11.74966846	9.452231522	7.59891329933	8.4141415725	9.898586698	14.40827668	8.769533015	9.3657406255	10.99057863	5.714802736	6.948545732	5.61557416233	6.63685147833	11.101606195	5.0556268035	6.878728789	7.795310977	5.313256056	7.91861634733	6.4255607725	7.94496816	5.450725666	10.1947464435	10.78521972	10.97179879	6.85070537275	10.67301333	9.08121786	6.5497902615	12.07015459	5.993510911	7.872399588	9.095386554	10.18933693	6.2675959045	10.37922703	11.46383867	5.758164072	4.353022021	5.891790536	6.047457275	6.009387065	5.503993644	12.05932765	6.816347305	9.111501597	8.092918242	13.88031822	9.931861128	6.85674479767	5.139562862	7.743697197	7.45408843267	10.45062521	6.3825279205	9.303998235	5.291675395	5.844493149	9.29028807333	8.546914832	9.317154837	12.97769962	7.4878088285	7.715775208	BRCA
