@relation thedata

@attribute 10 real
@attribute 10249 real
@attribute 10720 real
@attribute 10941 real
@attribute 116285 real
@attribute 119391 real
@attribute 1312 real
@attribute 191 real
@attribute 221357 real
@attribute 23169 real
@attribute 25830 real
@attribute 27233 real
@attribute 27284 real
@attribute 2729 real
@attribute 2730 real
@attribute 27430 real
@attribute 2937 real
@attribute 2938 real
@attribute 2939 real
@attribute 2940 real
@attribute 2941 real
@attribute 2944 real
@attribute 2948 real
@attribute 2949 real
@attribute 2950 real
@attribute 348158 real
@attribute 4143 real
@attribute 4144 real
@attribute 4257 real
@attribute 4258 real
@attribute 4259 real
@attribute 445329 real
@attribute 4548 real
@attribute 4837 real
@attribute 54490 real
@attribute 54576 real
@attribute 54577 real
@attribute 54578 real
@attribute 54579 real
@attribute 54600 real
@attribute 54657 real
@attribute 54658 real
@attribute 54659 real
@attribute 6783 real
@attribute 6799 real
@attribute 6817 real
@attribute 6818 real
@attribute 6819 real
@attribute 6820 real
@attribute 6822 real
@attribute 7172 real
@attribute 7358 real
@attribute 7360 real
@attribute 7363 real
@attribute 7364 real
@attribute 7365 real
@attribute 7366 real
@attribute 7367 real
@attribute 9 real
@attribute 9446 real
@attribute DependentVariable {BRCA,Control}

@data
5.040904755,8.222687919,6.6481657865,5.564691589,5.316518,10.49633479,10.199895182,11.20395376,5.45451419,5.641987591,4.645456687,6.482328491,5.069542407,6.782884272,9.160400096,8.56564794533,9.501827795,6.927822575,6.1592179755,5.3347520975,9.077737775,12.0912253167,7.6295674565,9.735649574,13.08977243,5.596804155,4.899189228,12.80309841,9.78285419275,12.17707698,13.42453443,8.55400719933,7.735964025,12.08226725,5.745513828,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,5.468103682,6.57051373067,7.761315719,7.36902425767,6.2491733745,7.39423259233,4.498041621,9.208795915,10.31612343,9.2403386986,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,6.01355275933,11.64633578,Control
5.40668228,7.32113315567,7.937870279,5.301232095,5.25928308,11.10893295,9.9770209485,11.2444532,5.558429323,4.998208198,5.19572876,6.25432535,4.893618555,6.6712236715,9.1741527205,8.03048838,9.596921694,8.383669981,6.9126077685,5.066356174,8.852077767,10.2974941907,6.671253388,8.375627172,13.2092074,4.7980387455,4.833916319,12.96419289,8.6339230885,12.37838706,12.52393564,8.255737209,7.662759375,9.996865754,6.918449222,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,5.335400404,6.346233907,8.01730706425,7.27219891,5.242577926,7.080219934,4.647773112,9.452334495,9.963792397,8.5570668926,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,5.56362304467,12.028683275,BRCA
5.042218873,5.11323318267,5.9412922905,5.932280461,4.443012817,11.68503795,10.598358996,12.62301161,4.642441245,5.543349912,4.834946498,5.403788568,5.10686257,6.631431695,8.869600657,8.229932063,9.912028972,8.2249849025,6.900797901,5.530313046,9.579429616,8.631588622,7.0252126395,7.679728371,13.47574423,5.4271258205,5.343595475,13.06098469,8.358401749,12.04001406,12.43921023,7.98791965567,7.57205807,10.47035412,5.001702332,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,5.823119603,6.31160857567,7.76401764125,6.80139266567,5.141600171,7.235542349,5.266984428,9.467045646,9.672182718,8.1375869088,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,5.812739593,12.058587635,BRCA
5.171138007,6.345366548,6.1921094465,5.062004299,4.577813708,11.93257475,9.758461361,11.85143099,5.21345543,4.628224624,5.185653058,5.182703468,4.962562035,6.7332348835,8.5508763985,7.633855302,9.811543731,8.828760558,6.855415235,5.1857278885,9.931240244,8.52781993467,6.894582447,7.752098143,13.34505663,5.0858834915,5.402254249,13.26600764,7.8486026845,12.28429355,11.79013272,8.05259039833,7.837046205,9.785085055,5.460424154,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,5.402254249,6.15933275767,8.0871423745,6.96062749167,4.817295469,7.10305779833,5.093191733,9.689378285,10.4210605,7.9965682378,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,5.668606374,11.92464838,Control
4.841735742,6.35141382867,5.8896958225,5.518229233,5.185877691,11.28752498,10.292968008,12.03603115,5.069542407,4.923875634,4.9680202805,6.036399617,5.224591417,6.969733459,9.2555753585,8.12603863833,10.07615793,8.9384931055,7.473587174,5.480714815,9.799609925,11.32558223,7.180038406,8.056110832,13.18452521,5.3450424455,5.241660263,12.14617574,8.63665399675,12.21857089,12.64987931,8.06139164967,7.715191761,10.51367853,5.185877691,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,5.524354632,6.20647360333,7.7930791,7.13136447667,5.7914633605,7.49678391567,5.170937787,9.367917655,10.08386525,9.0660444806,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,5.690988062,11.929301075,BRCA
5.51191964,6.51969094633,10.6100650295,5.79064906,4.721662605,10.03681963,9.973521814,12.00461736,5.727111263,5.646098738,5.155076683,6.68159377,5.305798424,7.1624517795,8.7285952245,8.15278744733,9.881236778,8.2619037955,7.0151197195,4.9726665165,9.038233906,10.4094111123,6.6814181635,7.254795087,12.73839215,5.2244335065,5.298302041,13.88385421,8.476851787,11.09393927,11.90369558,7.86967123767,8.17040222,11.06552403,10.67589996,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,5.268482349,6.14109141167,7.64131427575,6.92461777967,5.8938609465,7.102286024,5.167128322,9.571942743,11.03013967,8.716050116,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,5.88016416333,11.81827797,BRCA
5.384059522,5.625774271,10.034899063,5.98687237,5.434554214,11.81116605,9.369944756,10.23110449,5.23363046,4.371290795,5.476261189,6.452575359,4.817637677,6.3601228645,8.5652738135,8.25348076967,9.64277427,6.9215225655,5.3408463765,5.16820929,9.670745253,8.85789537233,5.839433147,8.211512518,13.41082367,4.6990226585,4.877144537,12.9168993,7.04778603,11.64066985,11.08816233,7.352526977,7.919401353,10.11448127,9.510754836,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,5.744303238,6.36554223567,7.678685539,7.18674540633,4.4402173155,7.35432209967,4.993460669,10.1365686,11.19460776,8.259227047,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,5.28149094933,12.21670608,BRCA
5.193979903,7.10942781667,5.402536842,5.341462114,4.823508981,10.8955187,10.7434536345,11.99956504,4.840729162,5.881671501,5.4817885845,6.761953818,4.607083101,6.749388218,8.586264101,8.767201181,9.575204119,7.898534063,6.780299108,5.832054464,9.500762785,8.74667273033,7.141308336,8.469785393,13.62077142,5.247034119,5.069327579,12.36549278,8.96544391575,12.29684318,13.27273406,8.68347414867,7.387675143,11.73344556,5.167931151,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,5.585722157,6.57682243167,7.77221540475,7.117289081,5.5726279985,7.32141161633,5.238893118,9.505712886,10.27454155,8.6703653428,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,6.31143885267,12.158665655,Control
5.126612849,5.68718558633,9.5456637855,5.0188247,4.738243253,11.95350544,10.5473334345,12.58929307,5.192205263,5.181511332,5.60990917,5.963249407,4.549200114,6.6782896425,8.8761193325,8.420246819,10.20705738,8.5468693335,7.59287534,5.524897771,9.934575887,8.47914895033,6.8431552575,7.3361743,13.26600764,5.4915185285,5.706952669,12.94483837,8.5929189175,12.29328779,12.51214052,8.64551980267,7.969258616,10.61935136,8.923536316,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,5.596496342,6.71209357033,7.601365321,7.302592862,5.143397438,7.47034702767,5.30196368,9.54390236,9.99487707,8.08941919,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,5.92515507033,12.11638337,BRCA
5.616189503,7.95116876867,7.292380092,5.2209212,4.256224861,11.76197512,10.1931478575,11.41676865,4.219774039,4.704059729,5.602928487,6.184285874,4.656520763,7.0761650825,8.825644981,7.969398109,9.902729762,5.846367781,5.6989439535,5.187134224,9.837833335,8.74734237167,7.2051021795,7.254464427,13.57024711,5.465992028,5.233822166,12.8619748,9.1299908475,12.32501877,12.87483063,8.40881755533,7.339050789,9.995340046,6.730983353,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,5.476390801,7.041175849,7.9731510195,7.253013729,4.8195338345,7.61152564367,4.963487128,9.312021348,9.804115337,8.993405749,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,6.076831094,12.00064267,BRCA
