@relation thedata

@attribute 1234 real
@attribute 1432 real
@attribute 2185 real
@attribute 2353 real
@attribute 2776 real
@attribute 3725 real
@attribute 5335 real
@attribute 5578 real
@attribute 5579 real
@attribute 5599 real
@attribute 6347 real
@attribute 6351 real
@attribute 6387 real
@attribute 7852 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute DependentVariable {BRCA,Control}

@data
5.0969811815,7.09994864525,6.25614507167,14.72004222,9.668318219,14.72492149,7.6745180755,8.688181342,6.21136540967,5.939777752,12.18459653,4.821724589,12.2081083467,8.430868108,13.11037161,13.59313376,12.33572539,Control
5.199818081,6.60639379225,6.39478587333,13.75148289,8.930930318,14.11502538,7.862876923,9.433471275,6.479820979,5.0886580415,11.20148395,4.502465777,11.2339328333,7.282603072,12.75620088,13.5121695,12.47764072,BRCA
5.2580703925,6.58493097,6.332382502,14.33042537,9.213384421,14.41297137,7.7021225845,8.48506563,5.889051372,5.6701097255,9.033120888,4.939944983,10.069809966,8.62440485833,12.13760287,13.47944813,12.54827894,BRCA
4.8089754805,6.0589973865,6.660246028,12.01436934,7.435526765,14.08054111,8.054801422,9.211511834,6.312672729,5.7758281875,9.114152992,5.161495975,9.472194406,7.01915103033,12.20536419,13.35270561,12.76004735,Control
5.122460336,6.730522711,6.22310588433,12.40857396,9.924501194,13.43392773,7.930765467,8.977409535,7.50900425433,5.704258658,11.06078055,4.894103816,11.299237984,8.171365118,12.34682957,13.37889296,12.45248586,BRCA
5.7395753315,6.87151716925,6.30853884,13.96600025,10.54993411,13.80946823,7.6687152575,8.467749328,6.98490046733,6.517858181,13.10877685,4.812512701,11.5640730823,8.540582058,13.11510467,13.71343219,12.66384721,BRCA
5.269756538,6.362735412,6.20690718667,10.44201071,7.39744174,13.91249272,8.590203577,9.024558716,6.81582852467,5.6011167705,9.122738147,4.634915478,10.0317075027,7.443708709,12.34260121,13.29267684,12.61750082,BRCA
5.094001894,7.0975611175,6.16225577733,14.08516788,9.665460782,13.96294256,7.7549264415,8.419813926,6.87117032933,5.401013329,11.19005631,4.699347423,12.3700895033,9.188979403,12.57155186,13.44200721,12.74796537,Control
5.5815958645,6.41978303225,6.34899972867,14.82357723,9.303998235,14.44356588,8.1175343725,8.419971893,6.13414385767,5.8779809975,11.25995523,5.250403832,11.2101182433,8.49157371467,12.3148028,13.70458133,12.4865699,BRCA
5.494948245,6.2012063225,6.460940443,11.55023948,8.352640608,13.15952927,8.2287174245,8.01888328,6.39658479233,5.5839936855,10.0442852,5.622938584,10.3747071333,7.70676359567,12.71572616,13.30755735,12.57561022,BRCA
5.476713145,5.5612686795,6.64403477267,14.20597115,6.808774778,14.17314893,8.709822916,8.202296649,6.39932068633,5.9065229025,11.15310882,5.445769113,11.4707490367,7.52433658333,12.72208073,13.38150649,12.59449147,BRCA
5.274553208,6.791169903,6.47380877667,14.15265365,9.546605663,13.87385551,7.877739246,8.474558864,6.68769140167,5.767601547,11.70867451,4.853011634,12.3427728967,8.662151022,12.77087865,13.60583775,12.7232493,Control
5.44376233,6.935865955,6.29282598867,14.61254488,9.998851701,14.67256817,7.919144247,8.584390499,6.24070564267,6.1670985755,11.67671314,5.242898987,11.8230095967,8.46853633133,12.97797754,13.47298527,12.52742331,Control
5.815593995,6.23780006725,6.61150973733,13.61588998,9.061277435,13.48222565,7.988942668,7.646632733,6.35314852433,5.967633391,9.808852038,4.561139219,11.3110617733,8.46643887033,12.99135537,12.16391545,13.2860567,BRCA
5.3501798975,6.155251749,6.25544650767,12.35733627,9.803614982,13.17144427,7.9147536295,7.883225397,6.73899581333,5.329465727,9.567718992,5.23994335,12.5904258133,8.67410823533,13.22427159,12.44601199,13.16228672,BRCA
5.456655096,6.273689165,6.46065986433,13.96294256,8.90929393,14.09890062,7.7272309565,8.420129842,6.39469361333,5.656097949,10.68519142,5.716175548,10.7387244903,7.89103560467,12.53522562,12.2076581,13.15138292,BRCA
5.454992331,6.46315116575,6.65640928767,13.92451704,8.5896522,14.01211384,7.5975884795,7.621284726,6.135427533,6.071716146,12.2091488,4.93712219,10.4054540527,8.37938063133,12.56790862,12.15610687,13.15138292,BRCA
5.4770915855,6.3805448535,6.47103919267,12.40276968,8.886520521,13.34674991,7.531468856,7.779918143,6.82794277033,6.259376137,11.36056745,4.700735,12.12501408,7.96291278133,12.61931219,12.43207997,13.08540943,BRCA
5.2824126215,6.522968526,6.605324117,13.08977243,8.45292188,12.76004735,7.8558007155,7.098719371,6.69079792733,6.1648761405,10.16961223,4.8589896,11.9857697633,8.705908136,12.52524557,12.39881323,13.04201932,BRCA
5.4101039815,6.65967948325,6.21975276833,8.405238411,9.284894137,12.03663478,7.6793168875,7.791197286,6.127634878,5.593235253,9.266219144,5.290397907,10.9724144457,7.97141172567,12.50816376,8.929717871,10.82365605,BRCA
