@relation thedata

@attribute 1017 real
@attribute 1019 real
@attribute 10197 real
@attribute 10213 real
@attribute 1022 real
@attribute 1026 real
@attribute 10714 real
@attribute 1163 real
@attribute 1763 real
@attribute 2237 real
@attribute 23594 real
@attribute 23595 real
@attribute 23649 real
@attribute 3978 real
@attribute 4171 real
@attribute 4172 real
@attribute 4173 real
@attribute 4174 real
@attribute 4175 real
@attribute 4176 real
@attribute 4331 real
@attribute 4998 real
@attribute 4999 real
@attribute 5000 real
@attribute 5001 real
@attribute 5111 real
@attribute 51343 real
@attribute 51659 real
@attribute 5422 real
@attribute 5424 real
@attribute 5425 real
@attribute 5426 real
@attribute 5427 real
@attribute 5557 real
@attribute 5558 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 57804 real
@attribute 5925 real
@attribute 595 real
@attribute 5981 real
@attribute 5982 real
@attribute 5983 real
@attribute 5984 real
@attribute 5985 real
@attribute 6117 real
@attribute 6118 real
@attribute 6119 real
@attribute 6500 real
@attribute 6502 real
@attribute 7314 real
@attribute 7465 real
@attribute 81620 real
@attribute 8318 real
@attribute 84296 real
@attribute 84515 real
@attribute 8454 real
@attribute 890 real
@attribute 8900 real
@attribute 898 real
@attribute 902 real
@attribute 9134 real
@attribute 9491 real
@attribute 9837 real
@attribute 9861 real
@attribute 990 real
@attribute 993 real
@attribute 994 real
@attribute DependentVariable {BRCA,Control}

@data
9.26596478,10.36475876,9.5130720155,9.389707223,9.361681261,11.459753229,7.2083497295,11.44575279,6.8981231695,8.6356430945,9.9652661335,8.595435709,9.058425498,8.306085763,8.086681778,10.884339601,8.5947996215,9.155963663,10.54158093,7.993275958,6.69676284,5.790192895,8.8794769,6.798021749,6.47162143767,7.30666968733,7.295978093,7.746012271,7.122160823,7.558728975,12.66507944,7.905163024,7.168850407,7.9259666445,5.97561041567,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,8.824450546,8.976299993,13.0689563,8.7287213215,6.4996565905,6.65416022267,8.8069355085,7.105454747,10.83471386,11.61752958,10.66108355,8.3326087685,8.34029139833,14.001314075,10.19591385,5.957224679,6.299304767,7.00135506,8.00728757867,8.851515697,5.739045575,6.796886882,5.7706733955,8.45525079,5.353672182,8.2518409835,5.906055544,10.66538909,4.932168974,5.7113333935,8.3734885345,Control
8.958604237,10.22717101,9.4460828095,8.918073954,9.155780297,8.288611166,7.3078710955,11.425026115,6.8766851245,8.8318933355,10.6067005385,8.901380658,9.413279443,9.214775128,8.805543271,10.9670802135,9.53925189,9.501827795,10.45125262,9.089962561,7.086882265,5.868397398,9.341663989,6.6596432,6.35138548033,7.18042006333,6.853313064,8.444746903,6.409474951,7.88603356,12.99332148,7.56639873,7.041826475,7.9503875055,6.06639047267,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,8.865378449,7.958452847,12.87039849,8.46553658,6.4959528655,6.803627506,8.3511951665,7.5130075585,10.800436875,11.88379655,10.48441034,8.2971822775,7.753678639,13.81882705,10.02692145,6.483780011,5.648473532,6.985105106,8.600459581,9.109152314,5.943517738,6.077889871,5.8681879535,7.832012647,5.877209297,8.6470158575,5.601779143,10.285160686,4.948847562,5.580948299,8.122874722,BRCA
9.1433668585,11.04936549,10.021838884,8.923536316,9.394656215,8.320702773,7.33191487,11.75554025,6.9445841975,9.620597091,10.261247663,8.838747853,9.650235514,9.862320087,10.14873431,11.361670225,10.065924884,10.31119801,11.09109172,9.42760480833,6.839081327,6.760291233,9.113990271,7.16277178,6.817579064,7.63223048933,7.486435083,10.18798331,7.180493836,8.575114814,13.23568448,8.099283532,8.010949209,8.517100268,5.72399821567,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,8.72987657,8.409052632,13.5121695,8.908217113,7.0004963375,7.26523884267,9.396101263,7.613135391,11.330452225,12.02968073,10.72737618,8.6127798505,7.893025841,13.884698385,9.985543523,7.625491737,7.716204063,7.361398,8.39000280033,8.792189283,6.874400849,6.720350724,6.213232041,7.667131787,5.7851863155,8.6963432705,5.228252321,10.525857853,5.447257868,6.1523191905,7.833169232,BRCA
7.7178678995,10.81911353,9.9727633615,9.204339515,9.99050151,8.2000896335,6.472480484,11.53758354,7.4451283935,9.0906394765,10.6087782065,8.994142056,10.18060575,9.825110289,10.15416657,10.974153029,9.7613002345,10.38957787,10.85352421,10.2614579577,7.265055029,5.972354482,9.441502737,6.651773306,6.714916353,6.55166353833,7.958945778,10.17606751,7.023923823,9.123553123,13.52549699,8.251862414,7.627900667,8.4986833315,5.36854192167,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,9.24062507,6.610216975,13.61588998,8.594608411,6.4544177505,6.47039307033,8.859174667,7.7690752125,11.057611095,12.38193096,10.83441597,8.522296209,7.88025638267,13.10949585,9.827049342,8.354404912,8.225232898,7.051184805,8.72557625633,9.609927196,6.979113971,6.183293584,5.99736739975,7.517316273,5.83079519,8.687436261,5.337364334,9.7075407315,5.182703468,5.697363916,8.242668288,Control
9.123941273,10.92385505,9.670002224,9.125523977,9.627078354,7.875076566,7.2216641085,11.770218125,6.885292262,9.329909791,10.471142841,9.287309018,9.590110341,8.767556421,9.39316579,10.972083198,9.919961329,9.989394899,10.66574031,8.69428477733,6.867961695,5.712603517,9.666615087,6.921011149,6.839917773,7.35432909133,6.960584469,8.695403288,6.9330908945,7.821010387,12.73729283,7.31664612,7.098298285,8.3791173545,5.95280065933,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,8.91062109,8.022008655,13.04549694,8.8095545205,7.0312218105,7.072920173,8.74540583,7.403741513,10.93374845,11.96009799,10.45090222,8.478964386,7.56329023367,13.92393915,9.868004973,6.99492227,6.134329409,7.173030276,8.393809981,9.330659861,6.370125583,6.125780878,6.29992863125,8.195898639,5.8087825485,8.7242702675,6.058214335,10.5959512115,5.455665247,5.9046360085,7.873025333,BRCA
9.3759597995,10.4760984,9.9087425115,8.95814749,9.01498366,10.112371314,7.523174648,10.809279835,6.6341623465,9.476334725,10.338767298,9.318577337,9.225973251,9.430484502,9.344385311,11.3658813,9.3913479745,9.829620128,10.61958751,8.713813284,6.499332184,6.146803484,9.241638294,6.784605811,6.41271170433,7.408697217,7.058265416,8.699295794,6.8500213875,8.467973436,12.65702034,8.336909437,7.395150919,8.4061773715,6.237969269,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,7.992656742,9.286795183,13.37610779,8.81729114,7.138537016,7.68158217733,9.358156732,7.0064152045,11.641461875,11.54965727,9.132050545,8.648627771,7.44991218067,13.72048402,11.87540007,6.399090431,6.828996845,6.99802939,8.15974847467,9.684319572,6.893577983,6.672712173,5.7160804985,8.0884774495,5.840659366,8.4071374385,5.338256146,10.848082905,5.342529189,6.113079114,8.1285894485,BRCA
7.9728052855,10.77554879,9.738500574,8.944917819,9.547121611,7.8281740715,6.6588492955,10.93470576,7.7532903405,8.2961196055,11.251370817,8.337779235,9.935902096,8.95908991,8.860746456,10.2529778765,9.8864762635,9.718905756,11.31896656,10.761045422,5.895672973,5.301415026,9.669098149,5.968327676,6.868407698,6.44602920733,7.179513849,9.931871803,6.349361739,8.346005182,13.63244094,7.690279365,6.452575359,7.114956815,5.788693131,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,9.121676695,8.555107826,13.46367638,7.738491062,6.220650197,6.54805513767,7.4871109445,7.0904318015,10.3458464955,12.52245777,10.38702135,8.47178547,8.50044386867,13.157660585,9.557684409,7.423118274,7.527244602,6.773076963,8.69044413033,8.84970309,6.18408747,6.268944869,6.32124444525,7.0980443305,5.8821083545,8.4601267675,6.070610035,8.8728375605,4.998433881,5.5721428055,8.1527838655,BRCA
9.321425499,10.6537276,9.2760823915,9.321866737,9.825825817,9.436657679,7.325273656,11.698293945,6.773364932,8.609435701,10.1636613075,8.482577193,9.369358036,9.111501597,8.42352683,10.8098750475,8.483937859,9.461746027,10.45750942,8.35263474667,6.573196985,5.120093989,8.795261354,6.659429135,6.90348309733,8.02092389867,6.683068735,8.113352957,7.048256226,7.539955806,12.59766508,7.956610113,6.995289824,8.4155051985,6.32473713233,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,9.20124246,9.023671978,12.73729283,8.303306849,6.9810465865,6.93605146533,9.1247667975,7.5927585855,11.06229666,11.90810746,10.88785292,8.7601337405,7.73968605067,14.498215135,9.923803275,6.126245653,6.264072495,7.031828341,7.79524891633,8.496295686,6.544273338,6.986072764,5.7012189585,8.2150115435,5.6699833785,8.620017522,5.662783181,10.79613101,5.346169084,5.5654738825,8.2289934185,Control
9.1526830635,11.33166731,9.7701113155,9.43457148,10.15470456,8.6840196725,7.244781381,11.638889645,6.7731098095,9.642109982,10.517727571,9.139008401,9.357783524,9.394248914,10.16944939,11.446472425,9.9714342365,10.12722736,11.10430408,9.039656623,7.327824597,6.614640376,8.989182391,6.944217536,6.783116074,7.82590120133,6.850721692,10.26892824,7.4543940705,8.608200408,13.17297049,8.048106907,7.782983675,9.0643521695,6.02795948867,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,8.811664588,8.717951507,13.81715158,8.9257842175,7.2222320135,7.65912161233,9.70168359,7.7796863265,11.49735519,11.92126273,10.77226531,8.403286026,8.04826253967,14.242274775,9.902390614,8.000734017,7.900868506,7.472185401,8.29143898133,9.363686411,7.745155171,6.059891283,6.42728370275,8.2231503775,5.731781437,9.0434887545,4.931459981,10.937703845,5.620154746,6.648397732,8.048147446,BRCA
8.766958367,10.5411695,9.6858681675,9.153799716,9.154553037,8.5305745065,7.099785483,11.236168595,6.7659262955,8.75940589,10.3375133275,8.823646775,9.162543096,9.143141549,8.675799285,10.736889649,9.5799737185,9.648331121,10.32795428,8.80992016633,6.996504912,5.431298057,8.984704068,6.773670433,6.49954063167,7.315615812,7.489890348,8.801402107,7.011695558,8.45693048,12.92825655,7.391761545,6.840718531,8.3222045595,5.43016628233,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,9.25541878,7.473200667,13.40233131,8.7210455935,6.8236640905,6.42676862133,8.509561114,7.4371940695,10.656153568,12.52742331,10.47860813,8.7247164775,7.581904447,13.80215118,9.707877238,6.420975498,5.634020526,6.369515013,8.821606451,9.078305028,5.748737112,5.906897358,5.859119673,8.1149854775,5.3856671345,8.7916525815,4.842490216,10.2426533225,5.096358059,5.7118445555,8.3509543715,BRCA
