@relation thedata

@attribute 10747 real
@attribute 4153 real
@attribute 5648 real
@attribute 717 real
@attribute 718 real
@attribute 720 real
@attribute 721 real
@attribute 727 real
@attribute 729 real
@attribute 730 real
@attribute 731 real
@attribute 735 real
@attribute DependentVariable {BRCA,Control}

@data
4.91435600033,5.217435519,5.702474374,8.673575084,9.984080577,6.548787718,6.173532859,9.118734206,7.474316635,7.244818397,4.424648213,4.927435762,Control
5.186951856,4.863209057,5.2974858328,7.328004187,8.261532137,5.7109519,5.621180996,9.091660914,7.447953386,6.657501119,4.670607054,5.133410684,BRCA
4.95899230267,5.014814152,5.2469885464,6.421228033,9.077998072,7.321975714,6.531307861,9.298968193,6.40837698,5.948373802,4.976605648,5.047245267,BRCA
5.222893164,5.144669712,5.1420860782,7.084173582,7.478529234,5.59724157,5.182703468,9.796177999,5.776111392,5.327517838,5.29683478,4.893861206,Control
5.08995010033,5.115211455,5.2296592122,7.578374814,10.22558136,6.559649064,6.05474607,8.630058784,7.627900667,7.397078021,5.137105138,5.100779273,BRCA
4.806993404,4.989151782,5.6137205426,7.709361509,10.27605783,6.449648548,6.120295558,8.584211958,6.284297232,6.336020558,4.73377711,5.006983802,BRCA
5.17394369333,5.349799819,5.3934476678,7.186711317,5.442621133,5.361953639,5.887288406,9.778964625,5.278924469,5.532793245,5.169134558,4.915773338,BRCA
4.99305370267,4.709583584,5.572613708,8.913054791,10.32139858,6.167122676,7.209456107,8.838747853,7.7194592,7.638763741,5.125580074,4.937828406,Control
5.243037915,4.820703945,5.3250683426,7.160580214,9.687682355,6.104919098,5.771232765,8.902421187,6.001752288,6.29655434,4.517251297,5.004514032,BRCA
5.488490067,4.889243844,5.4176929334,7.170979399,7.986440979,6.112705996,5.524354632,9.801199537,6.090647705,6.232282407,5.081308998,5.272033689,BRCA
5.108431835,4.541969328,5.4778574062,9.202485753,10.13161943,6.120399247,5.338612717,9.094098227,6.189879523,6.663526528,5.557816912,5.590370909,BRCA
5.195554997,4.645902559,5.5325586518,7.790610985,10.28695653,6.240701309,6.267072826,8.994976437,9.27603198,7.805116889,5.364932404,4.327000131,Control
4.79497450133,4.822489599,5.5947367508,7.996531569,9.936741399,6.832703733,7.355331548,9.503095822,8.473138629,6.282259665,4.65680675,5.499695432,Control
5.203892012,4.961404834,5.2789079548,7.831973999,9.100032254,6.209166382,5.774135558,9.507299682,9.281014944,5.956237471,4.80453284,5.149758548,BRCA
5.12373846333,4.850638494,5.7051782334,8.593597591,9.202638794,6.472573571,5.224784328,9.933580429,7.126294382,6.26697916,5.488973851,4.702259784,BRCA
4.95714582967,4.762629799,5.4598011604,7.802356618,8.429700821,6.165716644,5.449157932,9.727627431,7.353766841,6.31764381,4.708204487,5.442455259,BRCA
5.390620698,4.688758955,5.325793402,7.440414751,8.501002294,5.984140004,5.551986008,9.47543003,6.948136864,5.589247584,5.908279272,5.22343341,BRCA
5.033824754,5.066101302,5.2999294774,8.219411924,9.230429477,5.782219336,5.242517955,9.214671934,7.178368875,6.025976276,4.82618143,4.542740612,BRCA
5.216817016,4.37083793,5.2013286924,7.768880894,9.226111776,6.81458607,6.09909068,9.024766466,7.213301407,5.675259326,4.92411325,5.377480603,BRCA
5.47215116333,4.779274646,5.670954472,8.423285204,9.522278016,6.924786158,6.924786158,9.68371449,7.069372226,5.244707519,5.167730486,4.891432858,BRCA
