@relation thedata

@attribute 10197 real
@attribute 10213 real
@attribute 10393 real
@attribute 11065 real
@attribute 246184 real
@attribute 29882 real
@attribute 29945 real
@attribute 4085 real
@attribute 51433 real
@attribute 51434 real
@attribute 51529 real
@attribute 5682 real
@attribute 5683 real
@attribute 5684 real
@attribute 5685 real
@attribute 5686 real
@attribute 5687 real
@attribute 5688 real
@attribute 5689 real
@attribute 5690 real
@attribute 5691 real
@attribute 5692 real
@attribute 5693 real
@attribute 5694 real
@attribute 5695 real
@attribute 5696 real
@attribute 5698 real
@attribute 5699 real
@attribute 5700 real
@attribute 5701 real
@attribute 5702 real
@attribute 5704 real
@attribute 5705 real
@attribute 5706 real
@attribute 5707 real
@attribute 5708 real
@attribute 5709 real
@attribute 5710 real
@attribute 5711 real
@attribute 5713 real
@attribute 5714 real
@attribute 5715 real
@attribute 5716 real
@attribute 5717 real
@attribute 5718 real
@attribute 5719 real
@attribute 5720 real
@attribute 5721 real
@attribute 64682 real
@attribute 701 real
@attribute 7314 real
@attribute 7321 real
@attribute 7324 real
@attribute 8697 real
@attribute 8881 real
@attribute 890 real
@attribute 8900 real
@attribute 9184 real
@attribute 9491 real
@attribute 983 real
@attribute 9861 real
@attribute 991 real
@attribute 996 real
@attribute DependentVariable {BRCA,Control}

@data
9.5130720155,9.389707223,9.513027356,5.946718082,11.33438519,6.6515261255,10.89969322,5.731890172,11.62074231,7.891633541,7.3510422728,8.68690091133,8.849890707,9.0509661315,10.773474255,11.45443311,12.01088989,6.854560258,13.16916718,12.00076422,12.5173582,12.3793121,11.63501532,12.8865864,12.69883927,8.79769619475,7.8586641855,12.26010515,13.19976669,11.75625619,11.29749826,9.52802259133,10.76621026,8.2415367635,10.75119697,10.88129775,8.320869495,9.99408498,9.139564862,11.29559693,11.16207045,8.474680533,9.08037601133,7.502913581,7.6478096268,7.1263324395,9.3046709605,10.57043948,7.6853955185,5.876585242,14.001314075,4.932168974,10.0092425685,10.18559438,11.5864322767,5.739045575,6.796886882,8.34512935675,8.2518409835,5.5594032075,10.66538909,7.553861805,6.396138612,Control
9.4460828095,8.918073954,8.972521155,6.04174069825,11.40859261,6.7379607485,11.39527989,5.9049096225,12.19704319,6.84856387,7.3426400302,8.564460088,8.687945234,8.663920189,10.448362625,11.70800194,12.096668015,6.785227259,13.26600764,11.8759414,12.82483353,12.13981521,11.39179686,12.81758135,12.80741335,8.9447929715,8.003615916,12.49390804,13.22888561,11.4706641,11.41436827,8.66293534567,11.05745385,7.999641059,10.11183374,10.53048708,8.224437221,9.75457026633,8.317719126,11.49325267,10.64810838,7.798165773,8.49440965167,7.829676956,7.6935621724,7.061510218,9.371998932,10.25218676,7.2170541915,6.192939416,13.81882705,5.03365563,9.6892558675,10.26616024,11.6338743833,5.943517738,6.077889871,8.52281951225,8.6470158575,5.1000844475,10.285160686,8.329169717,6.157756819,BRCA
10.021838884,8.923536316,9.108133102,6.74908509625,11.2089234,6.869178129,11.3989816,6.23860798,12.09904539,7.808660365,7.224976819,8.90620358967,9.15137249,8.7410247875,10.50004144,11.79340834,12.02999728,6.345720697,13.02126635,12.08449626,12.78740681,12.29328779,11.56454026,12.81545941,13.11183912,9.05267110725,7.9306158695,12.68497545,13.26600764,11.44340995,11.41436827,9.13019918967,10.82365605,8.1305872305,9.852580664,10.68183161,8.504323566,10.049331671,8.895644291,11.34727825,10.9447818,8.203655262,8.73865177933,7.058590127,7.6312576694,7.367369481,9.657715067,10.74375964,7.912831347,6.209848712,13.884698385,5.717135739,9.963199446,10.57151592,11.5702330533,6.874400849,6.720350724,8.49307755725,8.6963432705,6.018363896,10.525857853,9.925235871,5.844744204,BRCA
9.9727633615,9.204339515,8.316825834,7.33950241175,11.41853536,6.6715156405,11.32897515,5.556737863,12.48456748,5.73024,7.4878570166,8.06062747867,9.228182036,8.2768542615,10.45335816,12.05836733,11.55921065,5.846751073,13.30543127,11.77387079,12.79764436,12.28120423,11.41998139,13.13613647,12.80568549,8.8475481605,7.136446259,12.81400365,13.52332736,11.21903252,11.84795592,6.501491522,11.3345919,7.5951142215,10.1206141,10.97310559,8.773914859,9.861676143,8.699078855,11.25835125,10.95004389,7.961624956,7.931835366,7.779327238,7.8421414368,7.3093172695,9.7106639285,10.40029272,7.4581159765,6.244559471,13.10949585,5.249456007,9.0746207545,10.65722043,11.5606470833,6.979113971,6.183293584,8.57871707575,8.687436261,6.0392399955,9.7075407315,10.17005684,6.551443438,Control
9.670002224,9.125523977,9.237891778,6.54666819075,11.07799751,6.6164296375,10.88402951,6.4243852295,12.22983432,7.219219655,7.161221794,8.484101233,9.234303192,9.400933638,10.78654813,11.70232867,12.108842315,6.117700885,13.09561052,11.8407859,12.83066776,12.07828769,11.45657274,12.99332148,13.06098469,9.56101011525,8.101565847,12.58797677,13.05669872,11.83572685,11.30008097,8.92179205133,11.59208337,8.129256569,9.671351374,10.89071479,8.821105186,9.89827133933,8.485629214,11.22756798,10.76553912,7.495377629,8.806992301,8.209881145,7.9014979902,7.0417430505,9.527273459,10.51648826,7.543913831,5.828587949,13.92393915,4.615340623,10.1134177805,10.28274128,11.5806475867,6.370125583,6.125780878,8.3869920265,8.7242702675,6.028693113,10.5959512115,9.350851427,6.249545485,BRCA
9.9087425115,8.95814749,8.639323636,6.3652003555,10.65984455,7.342223526,11.46972335,6.2497596215,12.44988381,8.677068719,6.776792448,8.26577764633,9.000521984,8.8631824515,10.42774834,11.41892796,12.005052055,6.573651447,12.5801856,11.19443078,12.17902899,11.73846187,10.96486087,12.26689494,12.48456748,8.584152548,7.2109038415,11.77234975,13.24583793,11.8734596,11.24631027,9.583846924,10.94250372,8.3982787515,9.965402326,11.24345683,8.70989467,9.731642715,8.698601474,11.64123906,10.52858624,7.914237304,8.989253179,7.178518271,7.7061769544,6.9303711535,9.187016555,9.789085739,7.8529284555,5.612213331,13.72048402,5.499695432,9.996990863,10.50260587,12.1339918167,6.893577983,6.672712173,8.6810634895,8.4071374385,6.0648074825,10.848082905,8.530563498,5.767794645,BRCA
9.738500574,8.944917819,8.078179001,7.3058340285,11.9938814,6.3666374985,11.09109172,5.182332781,12.4173608,6.019930513,7.6351415802,7.627110972,9.48265729,7.3785163565,10.644018325,11.62934992,11.7354617665,5.765011707,13.15586736,11.15733448,13.1007987,11.31322333,10.89071479,13.20290364,12.56435203,8.5786057585,6.83554656,12.88210333,13.63630348,11.13455645,11.96287081,6.90693820733,11.56978693,7.4298346275,9.622015717,10.65680049,7.511675823,8.73350074767,8.039907589,10.82348291,10.5206165,7.950470054,7.89073473833,8.323506447,7.875467798,6.686317724,9.300249878,9.808852038,7.163018361,5.955365844,13.157660585,5.178725843,9.4235422705,10.71047093,11.5145750067,6.18408747,6.268944869,8.32276245325,8.4601267675,5.427401159,8.8728375605,10.62301752,6.731933742,BRCA
9.2760823915,9.321866737,9.549015053,6.26826666075,11.6188926,6.652433483,11.09993968,6.191610237,11.89117053,8.520992932,7.4572438276,8.898296117,9.291090747,9.1253842295,10.769831575,11.64258438,12.028265245,6.573196985,13.21631242,12.15122597,12.69358176,12.50318977,11.82808501,13.09426251,13.11366653,8.783384793,8.2246126895,12.21574693,13.00161496,11.70725139,11.45279735,9.79916599967,11.0497977,8.211239684,10.03091577,10.69844447,8.336351598,9.853346974,9.248106134,11.40859261,11.11113911,7.468178286,9.42022077033,7.77748732,7.6144880158,7.234214257,9.5777333365,10.40712464,7.6369717535,5.738505243,14.498215135,5.07383228,10.53697429,10.24516082,11.6136895433,6.544273338,6.986072764,8.2724292895,8.620017522,5.6375433755,10.79613101,8.015193578,6.353195907,Control
9.7701113155,9.43457148,9.367327993,6.96663888775,11.1161313,7.1812092455,10.99477083,6.7445377525,12.38250455,8.017366771,7.1618852434,8.88636976267,9.326081763,9.5892770755,11.171571995,11.79600727,12.202062635,6.4876838,13.25798962,12.05268701,12.70613234,12.32769025,12.04345466,12.64414927,13.2409799,9.38378296975,8.2093419145,12.7295762,13.12983363,11.69149721,11.52775569,9.37684093033,11.46641824,8.18494516,9.475936612,10.77621939,8.72948575,10.185042339,8.543090924,11.32669367,10.87349431,7.617451165,8.972024704,7.904907218,7.5683183254,7.654837992,9.713952053,11.33112984,7.3916087785,6.034089818,14.242274775,5.247558487,10.4854444445,10.48357425,11.79353655,7.745155171,6.059891283,8.8031293145,9.0434887545,6.505547144,10.937703845,9.716982805,5.835425946,BRCA
9.6858681675,9.153799716,8.797467904,5.7988888795,11.81218745,6.861446222,11.18792748,5.57811289,12.06681079,6.594851287,7.2458581842,8.19283079433,9.010990369,8.8337158815,10.75364457,11.47931054,11.91235316,5.980660139,13.283571,12.03287579,12.93429355,12.25199131,11.70928645,12.97797754,13.04382794,8.625664425,7.317170943,12.50251243,13.33363132,11.50843622,11.5798723,8.551578614,11.10029786,8.0296321255,10.32115896,10.99939073,8.330638085,9.840100938,8.590662948,11.35860878,11.21306793,8.383500319,8.73795495033,8.023866778,7.5810767716,7.3863176745,9.4034636305,10.61404749,7.704876591,5.828143626,13.80215118,4.73770262,9.894298353,10.05646198,11.7083151733,5.748737112,5.906897358,8.333393374,8.7916525815,5.4053195205,10.2426533225,8.42512265,5.850006293,BRCA
9.590603746,9.461459559,8.516213288,6.117138671,11.54912779,6.860202469,11.40035929,5.8170130865,12.26420808,6.836085475,7.1867571438,8.18064090833,9.242120816,9.4774367275,11.046464365,11.8759414,11.9258899,6.615670554,13.37355718,12.12322914,13.12486126,12.67639685,11.92020965,13.04382794,13.41920247,9.25143050475,7.916556046,12.78963253,13.33363132,11.87114877,12.05268701,8.97602061,11.66819594,8.0982242125,10.69342622,11.39453251,9.223954101,10.334183228,8.449521268,11.40579844,11.11880178,7.723969969,8.28615040767,7.705910749,7.531306061,8.11485924,10.00021257,11.21259383,7.614899535,6.051269448,14.083072915,5.681316606,9.4450322135,9.900855914,11.90066367,6.573727177,6.413717301,8.4486174155,8.556797319,5.220752803,10.577858394,8.260556316,6.076554418,BRCA
9.630875787,9.340262451,9.480331335,6.4127591625,11.17829777,6.693364887,11.22708057,6.156556378,12.08543106,7.835799558,7.1532987808,8.88005368833,8.998534812,9.685313076,10.93362771,11.69988051,12.17366339,6.566895523,13.2409799,11.90740908,12.75717127,12.32501877,11.88081762,12.91282298,12.99983714,8.9507337465,8.0106371615,12.35836419,13.13233509,11.80634431,11.23443143,9.57487227933,11.25407804,8.328537455,10.1126777,10.89883964,8.2669635,9.951140842,8.627881407,11.46972335,11.17235267,7.889977115,9.09427385867,7.292669322,7.6724419354,7.2086747845,9.521496672,10.83234438,7.7627964575,6.130730781,14.491124715,5.760760691,10.5384406405,10.4262965,11.6161679967,6.718399731,6.364446037,8.46816614475,8.8019921295,6.0055657725,10.984879545,8.115318276,6.227669487,Control
