@relation thedata

@attribute 1965 real
@attribute 1968 real
@attribute 1977 real
@attribute 1978 real
@attribute 207 real
@attribute 2475 real
@attribute 2932 real
@attribute 3479 real
@attribute 3480 real
@attribute 3636 real
@attribute 5164 real
@attribute 5170 real
@attribute 5290 real
@attribute 5295 real
@attribute 5515 real
@attribute 5728 real
@attribute 6194 real
@attribute 6198 real
@attribute 8893 real
@attribute 8894 real
@attribute DependentVariable {BRCA,Control}

@data
9.04464761,12.54698855,5.3832028615,6.891088384,9.746089281,10.40794251,10.00381342,7.6246849295,7.634903824,11.24851188,8.058886194,7.1007852408,6.685313404,7.0703331436,11.688477345,10.48283344,14.28777857,10.80480483,10.257176,8.011871746,Control
9.062600116,12.41355925,5.478418359,6.950471695,9.68028616833,10.37262599,10.79867858,6.947135646,7.713354077,11.64681981,7.765768643,7.4312568682,7.098719371,7.6111323212,11.725137905,10.32512022,14.277329135,10.83272413,10.52792683,8.206820391,BRCA
8.757715954,12.58650212,5.231526198,7.435172523,9.69256516467,10.44466839,10.42204403,5.9026635435,7.935549803,11.729846,7.82918539,7.2445861642,6.212526175,7.448654099,11.639330205,10.4297627,14.525874365,10.9243451,10.81229788,8.451284404,BRCA
9.881236778,12.32689017,5.0419966805,7.499688706,9.98949733167,10.39039231,11.11828268,6.5710894325,7.68113495,11.81694975,8.226570092,6.9971733014,5.584068992,7.6522265588,11.80875598,10.18190731,14.01633132,11.19937192,11.22557215,8.088365735,Control
9.021133451,12.61750082,5.609549966,7.662759375,9.506100771,9.62228117,10.40311354,7.739494752,7.919550328,11.05745385,7.822700078,7.3395574808,7.405441727,7.950268865,11.458095575,10.27256013,14.629290115,10.47933595,10.49650957,8.132963791,BRCA
9.234303192,12.56435203,5.428588795,6.493499734,9.688092646,10.04182378,9.953578497,7.375850429,9.087722135,11.4706641,7.408162266,7.3955993004,7.460253403,7.4183463498,12.40345346,10.16250498,14.408070605,11.22643043,10.37781545,8.582933341,BRCA
10.27966894,11.89363345,5.593019755,6.682577247,10.0480993307,9.710815526,12.02630394,10.349737175,7.203154957,11.5568558,7.933839821,7.3536038904,6.662423158,8.3350079456,12.072677105,10.31455241,13.397046395,11.68974045,11.08484843,7.481256805,BRCA
8.729128822,12.82346582,5.2934412195,6.606446392,9.436876068,9.922785491,9.584981814,7.733044401,7.320803087,10.87563823,7.4513783,7.0445753338,6.020263967,7.757716558,11.932399345,10.71573921,14.48710829,10.38915837,10.27966894,7.476667486,Control
8.943233566,12.62461163,5.6159439165,7.327824597,9.58057105933,10.26710886,9.460251675,7.2965384015,7.809255459,11.06986277,7.72431112,7.1591884674,7.205282841,7.6719006758,11.55756824,10.36365325,14.506684105,10.83540327,10.51763522,8.36573313,BRCA
9.041249229,12.52393564,5.59106726,6.268944869,9.75364579767,9.976514407,11.10846093,6.6155769395,8.284894788,11.41782366,7.754388358,7.3339069032,7.606018576,7.3060563712,11.593713005,9.653830832,14.439438795,10.84783275,10.80520803,7.620111894,BRCA
8.700908799,12.02694363,5.6362406355,7.601327189,9.592833039,10.36865954,9.583290187,7.5228200195,6.94204856,10.57043948,7.718860121,6.4696508394,6.657000843,6.9076540764,11.25085226,9.658595819,14.576325285,10.51995589,10.67427198,8.469917638,BRCA
8.798262085,12.34260121,4.9107340725,6.67299497,9.66262953467,9.964760013,9.857779317,8.087964069,7.723969969,10.97683637,7.599952116,7.150559257,6.822223857,7.509195938,11.817863435,10.53537772,14.25599975,10.94695398,10.36808656,7.889977115,Control
8.735937695,12.51631937,5.521543841,6.979857081,9.935713008,10.29122283,9.894916689,8.090572707,7.678848562,11.39078175,7.878788361,7.2121520398,6.672535396,7.3656981534,11.68167441,10.73844933,14.413640505,10.51147622,10.44585319,7.772530879,Control
7.356850554,12.65253473,5.296964961,6.928136739,10.2127518167,11.20290453,9.243632862,5.899641789,7.84580541,12.07288802,7.414814438,6.5523992454,4.904979261,7.1534205814,11.736023615,9.656380672,13.95530667,10.31178269,10.95523962,8.091145926,BRCA
8.580617665,12.26795863,5.107609878,6.685803961,10.3303371883,11.0078229,10.71182636,8.452876529,7.737992796,12.11092378,7.647100631,6.8318493608,5.472171943,7.0222287176,11.7690989,10.45510657,14.16842824,10.97955044,11.15442592,8.334453331,BRCA
7.698359359,12.94317143,5.2643122405,7.355551793,10.0295226957,10.76808942,9.940739781,5.929829729,7.440414751,11.88705885,7.810926842,6.9033787788,4.944168843,6.9209080238,11.54137497,9.799419701,14.05339857,10.24904266,10.72626524,8.11816389,BRCA
7.382107644,12.89271362,4.7722227,7.137660093,10.1231177773,10.72173602,9.388491534,5.5987233425,8.081511566,11.85977947,7.680255999,6.5092008916,5.538546893,6.8965544166,11.71439964,9.411691645,13.91533815,10.35443153,10.76332881,8.043931078,BRCA
7.86996565,13.02126635,5.5008898215,7.761021136,10.182290716,10.52528127,9.946226836,7.409838005,7.606499831,11.47374394,7.295863332,6.667640262,5.070616072,6.895239566,11.698874855,9.922525358,13.943996395,10.70897201,10.68336774,8.28785217,BRCA
7.437629589,12.90226493,5.5432517045,7.431583526,10.3257906717,10.75721104,9.355059844,6.4844522785,8.357443276,11.68597092,7.299393782,6.6051129444,5.353156751,7.0040046146,11.60967717,9.905613067,13.599646315,10.08429722,10.4984955,8.063477494,BRCA
8.730980488,12.90606669,5.0158799165,7.975462708,10.2867156497,7.276057213,10.72853303,6.797392804,7.732169334,12.19466615,8.926163377,6.5489813434,5.027033758,7.4112322548,9.2723260095,9.850777208,11.871924085,10.88129775,11.2089234,8.704639545,BRCA
