@relation thedata

@attribute 10000 real
@attribute 10297 real
@attribute 1499 real
@attribute 1630 real
@attribute 207 real
@attribute 208 real
@attribute 2353 real
@attribute 23533 real
@attribute 26060 real
@attribute 2932 real
@attribute 2956 real
@attribute 324 real
@attribute 332 real
@attribute 369 real
@attribute 3725 real
@attribute 3845 real
@attribute 387 real
@attribute 4087 real
@attribute 4088 real
@attribute 4089 real
@attribute 4292 real
@attribute 4436 real
@attribute 4437 real
@attribute 4609 real
@attribute 51176 real
@attribute 5290 real
@attribute 5291 real
@attribute 5293 real
@attribute 5294 real
@attribute 5295 real
@attribute 5296 real
@attribute 54205 real
@attribute 5594 real
@attribute 5595 real
@attribute 5599 real
@attribute 5601 real
@attribute 5602 real
@attribute 5604 real
@attribute 572 real
@attribute 581 real
@attribute 5879 real
@attribute 5880 real
@attribute 5881 real
@attribute 5894 real
@attribute 5900 real
@attribute 595 real
@attribute 596 real
@attribute 673 real
@attribute 6932 real
@attribute 6934 real
@attribute 7040 real
@attribute 7042 real
@attribute 7043 real
@attribute 7046 real
@attribute 7048 real
@attribute 7157 real
@attribute 8312 real
@attribute 8313 real
@attribute 83439 real
@attribute 836 real
@attribute 842 real
@attribute 8503 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,5.492342928,6.94578590514,5.68566776,9.746089281,7.466690585,14.72004222,6.033979735,7.191826946,10.00381342,10.60821349,4.172021977,5.678018658,10.17550624,14.72492149,6.8286116825,12.37603319,6.170533443,10.68629503,11.0532575,8.475592726,4.8903302385,12.025269328,11.83974258,7.5908954075,6.685313404,7.339184439,8.467616885,6.299304767,7.0703331436,11.7240492,8.464342681,8.27215776867,11.634256725,5.939777752,7.621649748,6.7523535558,10.49127719,7.546352606,7.63009585267,8.85850435833,9.146785748,8.243782269,10.11570732,9.6517073415,13.0689563,8.4944607845,6.513534664,5.303029586,9.499816557,5.682300273,6.78103548,9.289875449,6.451380618,11.1277065827,8.333402628,7.9896357,10.43185304,9.014572276,7.931813168,7.924560768,6.660285205,Control
5.94776533325,5.349976695,6.96887473943,5.779267108,9.68028616833,6.43012268,13.75148289,6.539395847,7.461461285,10.79867858,10.62017425,5.814301269,4.844195356,10.06599536,14.11502538,6.4300637355,12.57624761,6.372627633,10.45921159,10.8409276,8.917537021,5.161419364,12.088200086,10.569760214,7.9480842695,7.098719371,6.741201091,8.699078855,7.09127967,7.6111323212,12.12504541,8.779925425,7.85669691467,11.27623323,5.0886580415,7.563421716,6.347242776,9.559434991,7.48196166867,7.28221449733,9.23532012167,9.807552605,8.678284212,10.34726733,9.5949501985,12.87039849,7.97569312475,5.99820185,5.5473183655,10.1669919,5.101199635,6.166218956,9.578863787,6.425850025,10.8486273113,8.508984299,8.095297936,10.36063893,9.552203712,8.1988449165,7.7506065195,6.249592888,BRCA
5.52044016575,5.773740066,7.126093946,5.297018269,9.69256516467,6.416760061,14.33042537,5.844744204,7.766298862,10.42204403,11.18554156,5.788040457,5.382572296,10.30533535,14.41297137,6.720661627,12.07257321,6.60179747,10.2807653,11.02832761,8.780622706,5.793960614,12.074863134,11.54593261,8.5167067915,6.212526175,6.813047234,9.063247518,6.323194968,7.448654099,12.67203307,8.42928237,8.11094053067,11.198356615,5.6701097255,7.8060539105,5.84197348,9.65317699,7.496409352,7.63291516533,9.280236709,10.53833958,9.330839099,10.45388564,9.3783225215,13.5121695,7.84053328475,6.84843868,5.2594447425,9.596027176,5.014814152,5.995434345,9.330514214,6.18913825,10.3325384797,9.660905593,8.60625187,9.981439248,9.290572499,8.03923302,8.1061247785,6.638439986,BRCA
5.58777326775,6.327333135,6.25068708814,6.239937982,9.98949733167,5.863140121,12.01436934,5.341462114,7.611026873,11.11828268,11.45733998,5.072117861,6.6617383855,10.35265071,14.08054111,6.243898751,12.17972416,6.7426452755,10.1682337,10.65863127,8.912141698,5.3213334975,12.0356730075,10.2570662725,8.468887702,5.584068992,6.506054132,8.649598507,6.299945779,7.6522265588,12.52623397,8.584211958,7.98209816267,11.274247985,5.7758281875,6.9189611885,6.4393043462,9.580847928,7.166098701,7.33493823133,9.422761191,10.65628209,9.868360018,10.09500831,9.3120333535,13.61588998,7.5957045875,6.723630657,5.361841212,10.09834176,4.808914358,5.797150007,10.06419075,5.673352364,9.576518828,8.338826757,8.148918672,10.32215382,9.512108899,8.049352819,7.389583129,7.411068419,Control
5.87271996825,5.84386532,7.18244667671,5.461734198,9.506100771,6.860966288,12.40857396,6.042212717,7.861522945,10.40311354,11.07296681,5.687908393,5.536270395,10.14697308,13.43392773,6.8833304115,12.74633592,6.7719424625,9.769929197,11.06244102,9.230429477,5.224654037,12.602137775,11.50644256,6.8894093365,7.405441727,6.944393257,8.565760069,7.300126299,7.950268865,11.96427598,8.435838088,7.82991936767,11.21839075,5.704258658,8.1880407455,6.3743216144,9.966174165,7.33013335533,6.91556020333,9.29741101033,10.3594479,8.752532121,10.22872886,9.6541939785,13.04549694,7.8450723755,6.818713579,5.7593689035,10.14243933,4.828848945,6.737352562,9.272076349,6.53056679,10.893048167,9.701150974,8.3176887345,9.681155435,9.488543691,8.040914571,7.637528126,6.561483187,BRCA
6.0241266485,5.37052286,7.271366378,5.409400483,9.688092646,7.477052175,13.96600025,5.759695977,7.523309315,9.953578497,10.97395222,5.770572224,5.35053385,10.77106872,13.80946823,7.019536675,13.08540943,6.996606232,10.22471354,11.60575973,9.274011827,5.792966208,12.086391329,12.17961768,8.097828749,7.460253403,7.80732453,8.146264608,6.725540512,7.4183463498,12.02694363,9.008765532,8.18650002,11.07534033,6.517858181,8.3174977465,6.511764621,10.23164154,6.96976629,6.71227636133,9.14697742367,10.47450477,7.941137313,10.624983,10.930540346,13.37610779,7.89616385625,6.520033725,5.46848766233,8.429543916,5.321216715,7.238598499,9.540317507,6.537921615,11.242027743,8.868576523,8.878606654,9.288341906,8.234483507,8.276164252,8.5459358775,6.446881172,BRCA
5.88751933675,6.579810423,6.587592285,5.689866096,10.0480993307,6.742953157,10.44201071,5.942169184,8.19761126,12.02630394,11.21226855,5.801553978,6.260970353,10.66411416,13.91249272,6.6232326,12.27941189,6.786368352,10.43082915,10.12003731,8.656300723,5.5482477715,12.0889553545,10.2032142635,8.8341510175,6.662423158,5.996847001,8.302457433,7.476910459,8.3350079456,13.11366653,6.998198677,8.451561107,11.151396135,5.6011167705,6.747341416,5.495877927,8.977681421,6.54175895867,7.38616007233,9.62804284167,10.71717755,9.25803663,9.961088297,9.7207434685,13.46367638,7.264331835,6.949071249,5.8858777265,11.59635064,4.73770262,6.518854253,11.79415195,7.387675143,10.2865973123,8.315445233,8.0529570665,10.53694681,9.001071145,8.3070644095,6.9179834015,6.282259665,BRCA
5.55851851825,5.281894103,7.12159637657,5.380600673,9.436876068,6.689303092,14.08516788,6.015923042,7.801516189,9.584981814,10.87636943,6.180461809,5.315033534,10.26119615,13.96294256,7.0670465565,11.89259415,6.47982421,10.42491714,10.90767581,8.942852506,5.2588618955,11.710081478,11.820520445,8.155621054,6.020263967,7.162847292,8.452633655,6.726903149,7.757716558,12.07897478,8.819732939,8.171538624,11.40345044,5.401013329,7.762308173,6.3190254744,10.00443156,7.84441516067,7.43240197667,8.82865486733,10.03012262,8.339650867,10.12277013,9.2094695665,12.73729283,8.05261194825,6.880413479,5.48916194417,9.218358063,5.167931151,7.822174254,10.56613044,6.018039483,10.851322655,8.92056956,7.9479377265,10.6073352,8.191603516,8.3666695385,8.3320404855,6.094030827,Control
5.650041658,5.034426206,7.27824373014,5.341462114,9.58057105933,6.500527718,14.82357723,5.978888461,7.59784981,9.460251675,11.14476675,5.838328613,6.149706324,10.30631839,14.44356588,6.5497902615,12.60350703,6.895004248,10.30035288,11.18856429,9.436597623,5.460696118,11.9234652495,12.140966635,7.9414165605,7.205282841,7.428655643,8.407417683,6.426437217,7.6719006758,12.20624983,8.738583034,7.91861634733,10.99057863,5.8779809975,8.3694050275,6.1710283688,9.452231522,7.80894971567,7.18054352333,9.29235500067,10.26043183,8.940035402,9.9831294,9.550898016,13.81715158,7.87109163775,6.894518054,5.40220329333,9.080831598,5.46083367,6.303694572,9.938499406,6.385953509,10.487156052,9.680166591,8.183861137,10.1138532,9.202332696,8.288078818,7.7930385845,6.225020007,BRCA
5.56331123875,5.582714993,6.66799436186,5.450890591,9.75364579767,6.827314517,11.55023948,5.906897358,7.505059499,11.10846093,10.71074211,4.883390185,5.471861677,10.44466839,13.15952927,6.1985753455,12.28213433,6.7272770485,10.53162541,10.84298691,8.95170808,5.2798671515,12.10801346,9.975804059,7.841531879,7.606018576,6.850940421,8.72987657,6.76752611,7.3060563712,12.27296951,8.85611511,7.74245236133,11.551814785,5.5839936855,7.524249938,6.6645194764,9.69476318,7.79374473733,7.481413311,9.23513699733,9.886672502,8.620294181,10.28660429,9.179039416,13.40233131,8.23267903825,6.877072814,5.292395849,9.445998278,5.062004299,6.274406692,9.642061229,6.276734513,10.2302503277,7.766597025,8.1695430465,9.615184128,8.92018991,7.806017873,7.6247556515,5.941347708,BRCA
