@relation thedata

@attribute 10975 real
@attribute 126328 real
@attribute 1327 real
@attribute 1329 real
@attribute 1337 real
@attribute 1340 real
@attribute 1345 real
@attribute 1349 real
@attribute 1350 real
@attribute 1351 real
@attribute 1537 real
@attribute 2108 real
@attribute 2109 real
@attribute 2110 real
@attribute 27089 real
@attribute 29796 real
@attribute 374291 real
@attribute 4694 real
@attribute 4696 real
@attribute 4697 real
@attribute 4698 real
@attribute 4701 real
@attribute 4702 real
@attribute 4704 real
@attribute 4705 real
@attribute 4706 real
@attribute 4707 real
@attribute 4708 real
@attribute 4709 real
@attribute 4710 real
@attribute 4711 real
@attribute 4712 real
@attribute 4713 real
@attribute 4714 real
@attribute 4716 real
@attribute 4717 real
@attribute 4718 real
@attribute 4719 real
@attribute 4720 real
@attribute 4722 real
@attribute 4723 real
@attribute 4724 real
@attribute 4725 real
@attribute 4726 real
@attribute 4728 real
@attribute 4729 real
@attribute 4731 real
@attribute 51079 real
@attribute 54205 real
@attribute 54539 real
@attribute 55967 real
@attribute 6389 real
@attribute 6390 real
@attribute 6391 real
@attribute 6392 real
@attribute 7381 real
@attribute 7384 real
@attribute 7385 real
@attribute 7386 real
@attribute 7388 real
@attribute 9377 real
@attribute DependentVariable {BRCA,Control}

@data
7.747456426,12.30758799,14.49088818,13.16637029,11.73774813,12.84571551,13.34981755,10.45921159,14.26291555,13.20290364,12.14165544,12.1875331,9.975163508,10.09998588,13.32090986,9.285060279,11.74966846,13.94018008,12.47123454,12.83066776,5.162704759,10.53560858,12.31128435,10.97053395,9.172372188,11.31449844,6.915404749,12.52524557,11.50437774,4.6430482585,12.73839215,10.868720825,12.68048706,13.40746897,11.17866503,9.853185215,6.473832056,7.519559841,7.237929634,11.90894245,11.79340834,12.11865571,13.26439572,5.558582385,12.01315176,11.81116605,6.698858381,11.92269971,8.464342681,12.23392978,11.93317805,11.154907255,12.2142175,10.3568056905,9.760229732,8.005113529,10.82290958,9.140447083,13.10298289,10.047759677,12.41833894,Control
7.201293545,12.40591135,14.39776555,13.08801473,11.75034492,12.35583566,13.29472201,10.20351353,14.08054111,13.03363813,12.45867582,11.1007545,9.36715211133,9.924501194,13.12983363,8.72671111967,11.92604216,13.57945564,12.01315176,13.13613647,4.752897783,10.95861817,12.26689494,11.25078414,8.807499938,11.35464901,6.241654902,12.01512763,11.290161035,5.571452547,11.95778233,10.446391725,12.3953307,13.37889296,11.24502395,9.841761329,5.34066129,7.56639873,6.541797943,12.23093318,12.16189092,12.11321645,13.09148337,5.376786337,11.966264,11.66377168,6.7583558515,11.97597342,8.779925425,12.17902899,11.30927755,10.560368665,12.08367055,9.82763426,9.655696684,7.6557243485,11.09023172,8.916537197,12.81938184,9.828224401,12.38307791,BRCA
7.509005213,12.44601199,14.46406102,13.25798962,11.90502978,12.73346456,13.19114487,10.1371324,14.12961268,13.21631242,12.49390804,11.55993163,9.648012249,9.763690056,13.29995283,9.110259363,11.91738897,13.73047547,12.36194933,13.04989878,5.019269629,10.80248428,12.35836419,11.20858205,9.2501880275,10.98733883,6.391935766,12.4670082,11.365204705,5.0795625235,12.53699151,10.754477035,12.59087361,13.34055118,11.31755975,10.01421619,5.730783436,7.64800001,6.970252957,12.12850358,12.20870084,12.10196099,13.14975193,5.511128997,11.88820491,11.77876926,6.794213641,11.85634588,8.42928237,12.69740967,11.44400817,10.883063585,12.2091488,10.11292087,9.385178158,7.555905996,11.21588197,9.184070187,13.04549694,10.2591473,12.60350703,BRCA
7.408841599,12.53119874,14.81202536,13.11754819,12.10791023,12.4375493,13.7606441,10.41142654,14.21563464,13.41920247,12.95175557,10.48441034,9.71352200767,9.066237977,13.08056861,9.04317350067,12.27401999,13.64744159,12.20235811,13.21631242,4.645326303,11.44094715,12.45835798,11.44205205,9.26298826,11.53999494,5.937586419,12.38876812,11.4332353,5.6883117935,12.08543106,10.377605685,12.83735302,13.66590217,11.86027624,9.812386363,6.427443278,7.632470217,6.629251419,12.71973005,12.2610269,12.07584355,12.98945487,5.754627826,12.2754728,11.97837451,6.2328353235,12.32890637,8.584211958,12.82483353,10.90509007,10.4176076465,11.84868564,10.43563763,9.478800518,7.6266591185,11.42258795,9.177899811,12.71111204,10.1840151705,13.00646289,Control
7.342610577,12.36089516,14.80269307,13.31043176,12.04429858,12.41617348,13.03363813,10.48635768,14.17756905,13.14975193,12.65135565,11.48919834,9.82538100867,9.69406232,13.10298289,9.10905419467,11.51317502,13.57024711,12.09712198,13.00320258,5.406342144,10.95259222,12.25622352,11.56274102,9.7073308025,11.46565582,5.658790765,12.51631937,11.14646843,5.2010194865,12.36451643,10.454074535,12.55220564,13.27043919,11.75296609,9.793587511,5.892154959,8.042591161,6.747726834,12.30321003,11.86184501,12.09766027,13.1577646,5.846249617,11.81753744,11.77465953,7.3627640425,11.99074406,8.435838088,12.62645517,11.2564654,10.730971655,12.12695617,9.776279834,10.07437602,7.9209228735,11.28988649,9.920282552,13.01183005,10.272590527,12.41967063,BRCA
6.956176112,11.02068851,14.33991264,11.92269971,10.92031584,11.47712595,12.35583566,9.108283416,12.88542666,11.91354778,12.06323168,11.41166472,9.307390171,10.47788501,11.82192354,7.75971465667,10.63715491,12.00076422,10.25848981,12.28769659,5.011016147,9.298074671,11.43055462,11.2089234,9.4854659265,10.60376104,5.76368461,10.62174996,9.679239065,5.26565597,12.02547364,9.1345567295,11.27294773,12.75033439,10.21278244,8.829152778,6.225357483,7.801871815,6.802099894,11.69911488,12.14165544,10.88635983,11.45329393,5.230079295,10.81892586,11.09488611,7.2728509035,10.67206752,9.008765532,11.00228078,9.818031326,11.431973905,11.61592857,9.6268401555,10.37262599,7.080451259,11.21588197,9.505246433,13.0474759,9.1399697385,11.80723024,BRCA
6.773076963,11.93616504,14.88287635,12.63422915,11.34599024,11.96210624,13.19976669,9.950483405,13.77286407,12.78522262,12.63069834,9.656023072,8.86931288767,8.506060705,13.02719506,8.69641745333,12.18670552,12.86051578,12.13262834,13.58212966,5.273339877,11.23283777,12.2610269,11.6964048,9.214595809,12.12389031,5.532793245,11.71243039,10.864450265,5.159732007,11.2910039,9.2419689165,12.29564706,13.80581744,11.96427598,10.07411507,5.964751666,7.643587688,6.893972281,12.63275562,11.24026381,11.37897501,12.96626215,4.85650179,12.64987931,11.80723024,6.080205989,12.31403378,6.998198677,11.82848969,9.838077671,9.616722269,11.15682591,10.1547483045,9.020376578,7.0333324975,10.58354379,8.334218666,12.35836419,10.1715746905,12.56946885,BRCA
7.422655866,12.69546762,14.67256817,13.46969908,11.80723024,12.98372673,13.36098494,10.61564829,14.39776555,13.43573605,12.09587508,11.95147243,9.886186684,10.09739389,13.37355718,9.416761553,12.01512763,13.89601165,12.42766909,13.04382794,4.93252334,10.67427198,12.54269462,10.86690047,9.662430478,11.26946293,6.742953157,12.5801856,11.646882,5.2096583685,12.93429355,11.03260789,12.6125864,13.51771248,10.95861817,10.07904508,6.350634813,7.336464439,6.112601751,12.06834846,11.68503795,12.30206775,13.59822064,4.661088802,11.80267601,11.5225547,7.021810128,11.7987959,8.819732939,12.53699151,12.00076422,11.06002129,12.40276968,10.123027836,9.999683363,7.8770741765,10.73861188,9.041851538,13.00956452,10.48781148,12.3915122,Control
7.337356807,12.3377697,14.81202536,13.37610779,11.88448737,12.65578567,13.25344278,10.68230579,13.99263349,13.23175973,12.6014308,11.60282424,9.785718214,9.366448513,13.05207472,8.81700115467,11.64626856,13.47298527,11.86370244,13.11037161,5.117810604,10.70754056,12.48048484,11.63413504,10.1084788385,11.45792732,5.577437325,12.47906411,11.43046727,5.311489257,12.44819383,10.485047375,12.43809276,13.29995283,11.53391627,9.694384497,6.346430072,7.647658312,7.089426976,12.45867582,12.46365343,12.20536419,13.34981755,5.338434442,11.99463462,11.84647188,7.4207540845,12.21264541,8.738583034,12.71834242,11.37964115,11.04452459,12.33572539,10.0813852025,10.32819838,8.241908736,11.42903544,10.10111594,13.14975193,10.3686758525,12.77884208,BRCA
7.39972893,12.59449147,14.57158262,13.44751595,11.98839011,12.81400365,13.29472201,10.65168433,14.00655359,13.39262134,12.44065386,11.45279735,10.1205630447,9.821032966,13.37131522,9.27869698033,12.11709445,13.77694807,12.58797677,13.03363813,5.308713308,10.99848485,12.55486108,11.38201077,9.458651842,11.66632289,5.980660139,12.75717127,11.58432977,4.9168412395,12.16391545,10.3233437,12.98945487,13.55093015,11.75371412,10.23748518,6.416886703,7.055746423,6.6758199,12.21510531,12.13138765,12.04072818,13.074006,5.977400858,12.40276968,11.86608512,7.293306816,12.41967063,8.85611511,12.50816376,11.29285667,11.007896885,12.00748646,10.4631639765,9.583172639,8.1329287235,11.39527989,9.743273911,12.92133986,10.1259960625,12.4173608,BRCA
