@relation thedata

@attribute 10327 real
@attribute 124 real
@attribute 125 real
@attribute 126 real
@attribute 127 real
@attribute 128 real
@attribute 130 real
@attribute 130589 real
@attribute 131 real
@attribute 160287 real
@attribute 1737 real
@attribute 1738 real
@attribute 2023 real
@attribute 2026 real
@attribute 2027 real
@attribute 217 real
@attribute 218 real
@attribute 219 real
@attribute 220 real
@attribute 2203 real
@attribute 221 real
@attribute 222 real
@attribute 223 real
@attribute 224 real
@attribute 226 real
@attribute 229 real
@attribute 230 real
@attribute 2538 real
@attribute 2597 real
@attribute 26330 real
@attribute 2645 real
@attribute 2821 real
@attribute 3098 real
@attribute 3099 real
@attribute 3101 real
@attribute 3939 real
@attribute 3945 real
@attribute 3948 real
@attribute 441531 real
@attribute 501 real
@attribute 5105 real
@attribute 5106 real
@attribute 5160 real
@attribute 5161 real
@attribute 5162 real
@attribute 5211 real
@attribute 5213 real
@attribute 5214 real
@attribute 5223 real
@attribute 5224 real
@attribute 5230 real
@attribute 5232 real
@attribute 5236 real
@attribute 5313 real
@attribute 5315 real
@attribute 55276 real
@attribute 55902 real
@attribute 57818 real
@attribute 669 real
@attribute 7167 real
@attribute 80201 real
@attribute 83440 real
@attribute 84532 real
@attribute 8789 real
@attribute 92483 real
@attribute DependentVariable {BRCA,Control}

@data
9.67274817933,13.65917147,10.96541655,9.6928862,6.262508033,7.868808861,5.609704182,9.462599978,5.169936271,5.564691589,9.261978018,9.213761077,13.80581744,8.622089465,7.0297312535,13.0288437,6.49377991,6.4032298225,10.673781165,9.817791564,6.55532521,7.21985370467,13.90556143,10.485252783,9.302910139,6.633943811,11.16600002,5.09861497,12.6844159467,4.973491563,5.30303857733,11.56304622,7.421314376,8.5486277015,6.873785904,13.34674991,11.21708242,6.30281690133,7.5484266845,11.42353215,6.6011960975,8.17760709933,9.49066094,5.4847177185,12.12695617,7.7293581395,9.305241607,10.31880295,10.2392001365,6.953093871,10.338390488,5.259462074,13.05207472,5.3128980706,9.07409354333,8.461204311,8.6154488574,5.342127098,6.22979458567,12.28113954,4.993687096,9.563425638,9.442218403,4.721115721,5.485933392,Control
9.48730933467,12.45678569,10.78521972,9.225400943,6.19947933,7.350146089,5.946445035,9.514507509,5.301232095,5.44742319,8.866630714,8.711943205,13.91614961,9.599439206,6.95254361,11.95442182,8.012835586,6.056583232,11.969121125,9.705218147,6.70539325,8.221370482,13.59555882,10.019264947,9.05009466275,6.015254046,11.56061002,4.9415322205,12.91939868,4.9607302205,5.53179062767,10.75019637,7.25216743275,7.2752951695,6.491216266,12.74918966,10.97105152,5.79308330333,7.8569914225,11.38356241,6.243050775,7.58182517267,9.103209852,4.9360874755,12.06924173,7.6284568965,9.506050226,10.51017103,9.246767501,6.58267313,10.27250685,4.756371482,12.4173608,5.0997063766,9.11365583033,8.200838696,8.4546626756,5.38534669667,6.03280125567,12.207276755,5.272407006,9.386358915,9.791114496,5.007208117,4.9998410805,BRCA
10.0707327307,10.37227772,8.439977457,6.558195394,5.1797990125,7.012460079,5.970630084,8.456345302,5.057354142,5.098043929,8.82150385,8.729281802,14.36769016,8.809576125,7.4917674455,10.45871961,7.897121091,6.112002883,11.543692005,11.01447057,5.9520009225,7.99531562067,13.83149977,9.46395718933,9.2216218775,6.347404892,11.30927755,5.0246144115,13.45214513,5.371577087,5.131792113,10.62223972,7.24124136325,7.4405797005,5.458620899,12.65578567,11.32897515,6.25455083167,7.662989518,12.194507085,4.9437518165,7.737379153,8.960697854,5.738222109,12.10963326,8.025686068,9.787507202,10.63394452,9.457144404,5.976026323,10.0744231775,4.571523322,12.5439804,5.105550821,9.46470574533,8.457135749,8.1184164756,5.14106431567,6.250801215,12.76766683,5.73478497,9.512908878,10.09063551,5.641120592,5.026218311,BRCA
9.79074534567,11.67143283,9.933831202,7.149216488,5.3573935195,6.513100351,6.528106825,8.121716271,5.801553978,5.464840793,9.233003119,8.239194094,14.42653276,9.001310457,7.5775286035,11.12925744,8.355550554,6.548599416,10.9735793315,10.55781096,6.112273416,7.63547782267,14.26291555,9.60250727633,8.72951368675,5.633294061,11.64123906,4.868678918,13.3430374267,5.041684185,5.41224549733,11.00318779,6.9620171695,7.744375252,5.78869305,12.62461163,11.31322333,5.58264868933,6.9844923825,12.319046675,5.411271404,7.29196366133,9.709342822,5.4247326165,12.1006805,7.864109809,9.825825817,10.727993,7.5216111065,6.480229268,9.908934117,5.2592351835,12.11865571,5.020910304,9.417448674,8.602996767,8.3242083128,5.12548806733,5.86264993233,11.959395845,5.264171629,9.584831527,10.49616,5.322298864,4.8555114345,Control
10.150820744,13.18229429,10.54993411,8.718559525,6.084648569,6.877379619,5.854002662,9.880142578,5.038053386,6.026142315,9.017637407,9.505246433,14.29545473,8.518260836,7.17264948,11.84647188,7.237929634,6.81576014,12.419934235,9.992853784,6.522064276,7.319924328,13.57945564,9.31012465333,9.2267888725,5.673988298,11.09066178,4.969105223,13.5577100067,4.7650865215,5.381060378,10.69578097,7.11097001925,7.708490746,5.48205062,12.63275562,11.8054921,5.67186819433,8.0275349605,11.80913255,6.487691694,8.07156570167,9.866278672,5.614453824,11.98934847,8.020338248,9.423531492,10.59491265,9.8878031485,5.513025813,10.232792699,5.1478252585,12.73257984,5.5222750642,9.345289786,8.369075052,8.5402300052,5.36637566267,5.975337572,12.58298471,5.287630431,9.118526579,9.970480225,5.084076226,4.2992318645,BRCA
9.70397243633,13.03513077,10.03551433,8.716211674,5.779174922,7.695265054,5.69000583,9.797224244,5.10518698,5.670735019,9.861979055,10.04101607,14.66897057,8.960350342,7.0959895645,12.28941816,7.322516605,7.224949571,13.47778484,10.73619497,6.7644955215,8.604694593,13.83559602,10.2091594633,9.674859359,6.300403471,11.05254447,4.996658248,13.38763503,5.314477714,4.78029427967,10.84878354,7.27924073425,8.2776170305,8.361890192,13.34674991,11.07836451,5.66491256067,7.5936521135,11.679923925,6.3510124755,7.67560415833,9.569818176,4.8087685705,11.62476132,7.9038572805,9.909466033,10.59454415,10.675590878,5.81083589,10.836185255,4.921497711,13.00468928,5.278206775,9.18855636267,9.459688332,8.5381748902,4.90271696,6.368864008,12.57389598,4.997982479,9.329281228,9.266119565,4.715910134,4.8914047755,BRCA
9.52506304367,9.616503414,7.873876433,6.194663913,5.4084174235,5.86196234,6.335440044,9.065962091,4.904497645,6.272028439,8.347622614,7.325532861,13.98232431,8.386661295,7.369407483,9.234794159,6.944393257,6.265901599,10.5644352525,10.35594598,6.24958932,8.44327070033,13.96600025,8.441678221,8.4091391935,6.009555025,10.75224706,5.3906557965,12.7194158033,4.9229992715,5.24441804267,10.50240945,7.07306347475,6.820861544,5.69405225,12.29328779,11.03470976,6.061761426,7.4518768055,12.374971035,5.0486747065,7.10096244633,9.023671978,5.5418023855,12.045241,7.727224778,10.15138482,10.5358394,8.181704127,5.832707292,9.5119033295,5.1032265,11.57190206,5.3893093744,8.978490321,8.110210699,8.3440081242,5.440760277,5.515130336,11.58436785,5.499615714,9.132211242,9.382883972,4.713162871,5.0049477195,BRCA
9.86564909733,13.10298289,9.812803484,9.137478628,5.379819241,7.793800193,5.757697518,8.996417789,4.918399651,6.238171237,8.893893904,9.130455455,13.83906107,8.567633975,6.629421509,11.61805062,7.126784799,6.2403037255,11.82649119,10.49325532,5.893283963,7.26190433267,13.93264756,9.756458509,9.4386490915,6.789080796,11.4091179,5.5340522185,12.9823389233,4.475268063,5.44014183767,10.36033166,7.13942682425,7.287694177,6.59332062,12.76570158,10.95206435,5.74430319833,7.946934068,11.9777839,6.034652891,7.17891887367,9.394463297,5.461571185,12.31194418,7.761687468,10.1150993,10.51059634,10.413939738,6.206043042,10.4821506555,4.7048661665,12.2754728,5.1581699328,9.65468838467,8.761568788,7.8220650316,5.198709621,6.26260167333,12.56799589,5.368952732,9.740392623,8.494986676,5.447753778,4.957878909,Control
10.0784559203,10.81594784,8.050530436,7.163325442,5.286166152,7.384915658,5.531234258,9.141098813,4.920187583,5.889723735,9.030143702,9.439182162,14.46406102,8.524131399,7.624277507,10.9270559,6.989255759,6.926570309,11.30983503,10.59030193,6.10688938,8.58381873133,14.24390588,9.25164354567,9.2676526785,5.976026323,11.08348284,5.0975948055,13.7230500567,5.40757463,5.20127672467,10.91468805,7.363162919,8.1547705925,5.425183376,13.03973478,11.9524629,5.34137042367,7.792416859,12.239160505,5.1194799475,7.64453556567,10.1276143,5.403268465,11.94385185,7.9598679655,9.912478141,10.57966976,9.9792781645,5.947555852,10.4653746555,5.031119876,12.13760287,5.1628675654,9.130174211,8.758657228,7.8515227798,5.239130909,5.89118844933,12.990043025,5.442455259,9.484878832,10.28274128,5.218598349,4.7447056715,BRCA
9.59790920433,12.68048706,10.51195055,7.703490296,5.5590900495,6.839333325,6.129803967,9.4656486,4.963487128,5.492022402,8.439811279,8.94941173,13.91975024,8.940578709,7.5993496495,12.50386679,7.191037308,6.43527559,10.2589970025,11.95147243,5.850080124,9.57564639733,13.83559602,10.3875623913,9.06991468275,6.773670433,11.9729763,4.8765822255,13.0016920567,5.348476342,5.52820953933,11.07513166,7.0345246175,8.182674481,5.938292408,12.78963253,11.50276234,5.79122837667,7.596560729,11.5195314,6.044721811,7.79989988667,9.420113456,5.077709411,11.58824628,8.0230743065,9.573775512,9.932285307,9.242925143,6.65292069,10.1579811735,4.8909905585,12.71973005,5.3102028742,9.39173719667,7.73787453,8.4585073162,5.37731992767,5.91464617633,12.555839805,5.641120592,9.323714085,10.27274674,4.748476814,4.454080782,BRCA
