ID	941	128312	942	940	9555	221613	3013	3012	92815	2209	126961	317772	735	1511	8294	2215	2212	731	8290	730	2214	733	2213	732	3126	3127	3125	729	727	1991	121504	721	720	3113	3115	83740	3117	3118	3119	3018	8370	3014	3015	3017	717	716	3021	718	713	85235	712	3020	715	714	85236	88	3123	89	3122	8969	3111	3112	8968	7124	8360	9103	8362	55506	8361	94239	8364	8363	8366	3109	8365	3108	81	8368	8970	87	8367	8369	158983	2903	8349	2904	6738	6737	8351	440689	8350	8355	8354	8352	8359	3586	6741	8358	8357	286436	8356	474382	440093	8338	8339	6634	474381	55766	8340	3458	8346	8345	8348	8347	8342	8341	8344	8343	959	958	6628	8329	653604	8337	8336	8335	6632	8334	644950	8331	8330	255626	DependentVariable
Instance1	4.757305356	5.118745153	6.79245448633	6.411176756	9.51752427725	5.190230876	5.174537499	6.080503777	7.938552104	5.801622311	5.50383468	5.911039136	4.927435762	10.18933693	5.536217098	6.129473518	7.22509133975	4.424648213	5.197719213	7.244818397	5.498515035	5.980374532	6.512039405	4.963024656	10.872628553	4.927435762	8.455307825	7.474316635	9.118734206	7.256282119	5.823629162	6.173532859	6.548787718	12.55918115	7.781935242	4.330946554	11.54630621	5.298302041	9.05221557	5.155031965	6.917524621	7.8736305755	12.06323168	7.428939017	8.673575084	11.452979635	12.84903075	9.984080577	11.58695951	5.698087352	9.493065415	14.592922175	8.4275444275	12.10196099	12.04345466	6.68951277	5.209464331	5.69544494	13.17461947	5.165051598	8.653437275	6.986698549	5.507248571	8.519696323	5.257964097	5.182504847	8.127196202	10.58727148	5.169936271	7.018592797	14.05593823	6.059945345	5.68566776	11.71707458	7.01480474	12.53699151	11.86027624	4.668481241	9.079385528	13.43392773	6.730643776	4.279905707	4.538261362	5.73309076	8.440029384	5.765475903	9.74363755625	8.91124301	6.215878161	6.578414679	6.922498552	5.802717488	6.468262051	5.002265111	5.952107108	8.621509826	8.1776753015	5.805622164	5.957224679	5.931807875	5.478900032	5.213358218	8.9746602705	10.76039169	6.680046949	8.814022522	5.9172644285	8.756366615	4.871364705	5.676529235	4.708204487	5.264922245	5.261729425	5.568040657	6.49377991	5.279853137	5.139767484	6.139557107	5.703219255	7.8256296225	11.684749985	5.79507289	6.035630095	10.55455797	5.309623002	5.434637608	6.720624337	8.487007054	5.831251023	5.394558084	6.051867589	4.663367841	Control
Instance2	5.244897759	5.096779711	6.92323968	5.313618859	9.405930909	4.584732512	4.964758163	5.730104109	8.405589443	5.8698563925	5.115003321	5.368428976	5.133410684	10.52922583	5.157863534	6.441791117	7.2482562735	4.670607054	4.981180512	6.657501119	5.5359696935	5.707366897	6.218007435	5.372787809	11.272491057	4.805564985	10.05747773	7.447953386	9.091660914	6.327737319	5.808134829	5.621180996	5.7109519	13.34981755	8.649032592	4.771900633	11.98934847	5.536838744	10.20167708	5.110416751	6.546165695	7.8908509875	12.24301336	6.353301929	7.328004187	10.281570014	12.8865864	8.261532137	11.52103369	5.305433649	9.107570921	14.737138445	8.1681794175	11.70094695	11.42963442	6.68426165	6.166218956	5.483179924	13.80159564	5.4299831305	9.739840141	7.281144442	5.810964386	7.177920594	4.689877288	4.937593039	6.839868676	10.96639029	5.268108014	7.501958814	13.96600025	5.817246707	5.919108385	12.24572955	5.776374632	12.64414927	12.21133327	4.881923051	7.646272708	13.88775422	6.170531632	5.576228285	4.144969646	5.420053896	8.322132227	5.287261033	9.738826682	9.111736315	6.020930644	7.148682803	5.915587375	5.776374632	6.093502736	5.605858198	5.385785842	9.0225626735	7.710494314	4.998208198	5.46091556	5.41126628	4.584732512	4.663367841	8.9359681765	9.674329611	5.789606185	9.640606977	5.3373817945	8.749969044	5.323740468	5.277995204	4.905220009	5.076613872	5.124960054	5.70044752	6.432128971	5.331285345	5.076613872	5.36458228	5.355449107	7.1910294905	11.82023805	5.380600673	6.48510929	8.9788285505	5.536838744	5.580530872	7.177920594	6.276594949	5.124960054	5.171138007	5.576228285	4.173910121	BRCA
Instance3	4.516306872	4.628224624	6.76904778167	6.037388399	9.42250517675	4.98710623	4.558389106	6.272308437	9.324079895	5.9364032425	5.407702206	5.568952692	5.047245267	7.615925915	4.720021333	6.208711893	7.21481773975	4.976605648	4.628224624	5.948373802	5.65446729	6.186615071	5.654806936	5.741339733	11.203772912	5.616777635	9.645289663	6.40837698	9.298968193	5.316879984	5.583918611	6.531307861	7.321975714	13.42453443	8.937801287	4.558389106	12.03603115	6.236545833	10.70468636	5.16953547	7.132579734	8.4900776405	12.53965448	7.52248330367	6.421228033	9.0656610875	12.77284039	9.077998072	11.76843466	5.527329405	9.137228846	14.75973063	7.66975539825	11.93859466	12.29684318	6.570846646	6.220528877	5.014814152	13.830710045	5.7167528625	10.36525103	7.608404767	6.056156059	8.414834386	5.144669712	4.742291468	7.800286988	11.84964955	5.066316611	6.749605076	14.10257573	5.395243853	5.598879718	12.12389031	6.079650777	12.41967063	12.03758051	5.245658467	8.797792112	13.69550076	5.995434345	4.411281128	4.579318777	6.089429956	8.532999807	5.469732364	9.63163019525	8.822173358	6.153101673	7.172180266	6.272308437	5.690704299	6.311708018	5.59156816	5.042218873	8.5481499285	7.864794796	5.028581582	5.403788568	5.868397398	5.312711681	4.419595675	8.7726918225	9.896635567	6.451215749	9.846936382	5.4953481145	8.3866277525	4.919591852	5.336114869	4.47893856	4.919591852	5.001702332	4.971786376	6.236545833	5.202624638	4.933585915	5.583918611	6.511322251	7.2054038215	12.218859	5.605858198	6.165314669	9.582685718	5.16953547	5.757030749	7.594476004	8.190863129	4.757305356	5.098043929	5.316879984	4.950248224	BRCA
Instance4	5.660003917	5.693773551	6.47797389533	5.706538322	8.93746772175	5.268575917	4.916490079	6.528106825	8.404376424	5.703920468	5.254944744	5.189242669	4.893861206	7.252526182	5.689726348	6.5427937845	6.670983197	5.29683478	4.766080198	5.327517838	5.8400894345	6.44717055	5.74940585733	5.854439094	10.460565705	5.99820185	9.452334495	5.776111392	9.796177999	6.882218507	5.332538997	5.182703468	5.59724157	12.65253473	8.826152109	4.227686882	10.73799536	6.235732444	10.52975779	4.766080198	7.152338403	8.530230259	12.30321003	6.90529433767	7.084173582	8.3691132825	13.2433667	7.478529234	11.63953303	4.978894894	9.128942349	14.722206265	6.4755983955	11.41529827	12.79374357	7.162091995	5.78869305	5.346612346	13.10958531	4.9676766085	9.910005977	7.829676956	5.78869305	8.370459788	4.814821191	5.238988625	8.863443805	11.45478009	5.352274105	6.661924586	14.49088818	5.850631456	5.916363929	12.44264168	6.090118375	12.73729283	12.42457843	4.366293438	4.92244912	14.12961268	6.701137054	5.383195587	5.119160314	5.327517838	9.896446364	4.645326303	9.3275220375	9.103072126	6.943573046	7.00203053	6.629251419	5.776111392	6.217042247	4.910026549	5.554290497	8.7223001635	7.9528696475	4.893861206	5.391983545	5.797150007	5.579475285	4.748208435	8.347676549	10.88094205	6.311526388	9.370829667	5.746201173	8.450624919	5.438135838	5.464840793	4.608266403	5.450890591	5.01682082	4.938534277	5.89251929	5.229406468	5.377480603	5.438135838	6.235732444	6.308850296	12.086046165	6.11187183	7.123296633	10.5173890535	5.291135005	5.182703468	7.774014657	6.408122185	5.490579154	5.123512303	5.859106883	4.667062321	Control
Instance5	5.661216049	5.406342144	6.589569865	5.593959684	9.628745168	5.400889039	5.057679059	5.776374632	8.073366542	6.255067907	4.805822905	5.502084908	5.100779273	10.09721281	5.297935366	6.2006426915	6.89687530375	5.137105138	5.447836413	7.397078021	5.6339076525	6.1817045	5.98301973567	4.261102729	9.409379341	5.56971228	11.12211636	7.627900667	8.630058784	6.076394081	6.139403622	6.05474607	6.559649064	13.40746897	8.252229158	5.294355387	11.62550351	5.561716584	9.840864894	5.17473722	7.365100051	8.185466732	12.39294532	6.983161939	7.578374814	9.912890601	12.78963253	10.22558136	11.58929079	4.708756286	9.096030618	14.78905083	8.47468736675	11.27819405	11.858053	6.308617188	12.58150432	5.468103682	13.67035693	5.650230466	9.620316579	7.554207264	5.749273627	6.675961001	5.241660263	5.283839608	6.890693297	11.32669367	5.133924369	6.883379873	14.08054111	5.403788568	4.870871734	11.97837451	5.148335483	12.54078076	12.28676141	5.213747029	8.821312505	13.52549699	5.759829109	5.741744206	4.833916319	5.588723066	8.186907968	5.518229233	9.877497792	9.072247268	6.352798794	6.925231373	6.391506215	5.908039034	5.866173125	5.718917257	4.972360944	8.63491322	7.712167334	5.014814152	5.391468086	5.111669081	5.249266367	4.927672792	9.6029335865	9.72142441	5.957921126	9.998054828	5.4821679595	8.681490445	5.025484272	5.115211455	4.734183662	4.649642211	5.297935366	6.022207581	6.718844926	5.689866096	5.029244428	5.65593226	6.303968491	7.0635894335	11.749004515	5.761957556	5.930034295	9.383214294	5.403788568	4.985285523	7.643930351	7.142926798	5.340305225	5.057679059	5.291135005	4.91887665	BRCA
Instance6	5.443615974	5.36773034	7.12296279167	6.062214149	9.75931363925	4.812512701	4.900638916	5.545359333	7.100665295	5.8559405745	4.980495207	4.905220009	5.006983802	9.421265976	5.163308771	6.5984499465	7.541032529	4.73377711	5.127025752	6.336020558	5.190440571	5.800130634	6.31612803667	5.527329405	9.4130184875	13.23175973	10.51325413	6.284297232	8.584211958	6.73488275	5.214330049	6.120295558	6.449648548	12.82188064	7.960568361	5.473633714	11.3294966	5.78110476	6.358348455	4.972360944	6.331549038	7.6042942415	12.29242381	6.330174048	7.709361509	11.0768842915	13.44437567	10.27605783	10.7357001	4.774802056	7.73643766	14.16263594	8.7833907645	10.66068255	10.93481154	6.448203566	12.50251243	5.694818396	13.80707185	5.1746691875	9.126537434	7.231847873	5.673988298	6.320264091	4.925775462	4.292184127	6.326794047	10.93133239	5.447257868	7.929822244	12.24753009	5.080669653	5.804912672	11.80634431	6.261065912	12.60891324	11.86752597	4.985513237	7.866569768	13.39262134	5.109685724	5.206341637	4.877267261	5.70895367	8.772645411	4.569953748	9.80802141225	8.587722324	5.226326687	6.670376976	6.224296576	5.857863615	5.424175738	5.148742216	4.862465343	8.5984358945	8.2255549345	5.377480603	5.492182674	5.700170054	5.313256056	5.401742447	9.2477650745	8.508201951	6.195057794	9.46837006	5.6937109295	8.437438459	5.241850906	5.298302041	5.062436111	5.075972442	5.515077886	5.625863148	6.237741162	5.234397132	5.249266367	5.440131024	5.453691444	7.223262653	11.405244945	5.749206573	5.943107442	8.316796841	5.040904755	5.427783188	7.912531798	7.455781587	4.83277771	4.357563839	4.769786816	5.46712559	BRCA
Instance7	4.932168974	5.36650691	7.111896621	6.314112464	8.9088676905	4.877144537	4.732013908	6.194663913	6.819671775	5.8137488125	5.567888595	5.850631456	4.915773338	9.708299824	5.149758548	6.7376724395	6.69929235425	5.169134558	5.164113728	5.532793245	5.6035564115	5.797798494	5.49544892467	5.938762876	8.787562717	11.67464041	9.4537342	5.278924469	9.778964625	5.869940017	6.053334703	5.887288406	5.361953639	11.51045032	8.154072682	4.759703782	9.519577839	5.920240442	7.503032882	5.744303238	6.893972281	8.160140768	11.25779165	7.23571497	7.186711317	9.5784932405	12.61604227	5.442621133	10.93590557	4.342031665	8.355902877	14.920806015	6.93556862625	10.36292765	13.074006	6.401567006	10.54658128	6.038980014	12.56767587	4.9680306715	9.037218243	8.219678124	5.135259094	6.423120638	5.114586962	4.93712219	8.740068382	11.54446475	4.93712219	6.952074702	14.7817055	6.149549624	6.62585904	12.38541089	7.246291987	13.03029388	13.01183005	5.139972076	6.097827379	14.57543497	8.870627591	5.077041333	5.032113243	5.832707292	8.33257494	5.188253784	9.7816449135	8.877223636	6.933398915	7.246291987	6.046584505	6.883746426	6.430289978	6.239078755	5.077041333	9.1479749325	7.7555833455	5.920240442	5.579701547	5.22439848	5.337721125	5.046808884	8.539454331	10.66841992	6.5560888	9.915409278	5.2190131985	7.993576451	4.595204309	5.213941395	5.213941395	5.650629048	5.460260315	5.899484569	5.971607496	6.117700885	5.579701547	6.13566376	5.665201768	6.3213830765	11.57380198	5.401230463	5.814301269	9.692660621	6.234822818	5.391983545	6.769246515	6.658144078	4.85101346	5.229406468	6.488889022	4.867169068	BRCA
Instance8	5.212093857	5.844744204	6.889955486	5.651777341	9.60510548975	4.668481241	5.2209212	6.264072495	9.329281228	5.5469070515	5.517599514	5.513657531	4.937828406	10.32396703	5.047681518	6.3709421115	7.71369658525	5.125580074	4.703782956	7.638763741	5.677099914	6.213644369	7.22104467367	5.064162066	10.614422057	5.464350722	9.770623066	7.7194592	8.838747853	7.134583224	5.929442617	7.209456107	6.167122676	13.04549694	7.851001152	4.829610187	12.09119909	5.651777341	8.982538116	5.346169084	7.831435711	7.787027341	12.45804007	8.36211980967	8.913054791	11.64558419	12.24439068	10.32139858	12.00461736	5.042218873	10.24459905	14.71973806	8.784989627	12.21264541	12.29242381	6.884418198	11.59208337	5.853628472	13.646442645	5.6731583795	9.091403071	7.56483756	6.058647282	6.14308278	4.898947471	4.801431976	8.533603375	11.09630685	5.540872931	6.890298101	13.7210223	6.211553127	5.256643908	12.15504123	7.126784799	12.60023009	11.29220962	4.688059546	9.433126963	12.86342169	5.716175548	4.947679304	4.749817907	5.54798282	8.732490639	5.185481295	9.569462627	8.625828568	6.316241362	6.951987311	6.664060114	5.943283297	5.996056084	5.741879005	5.154424477	8.2346108605	8.021513207	5.467940713	5.745379368	5.198308745	5.767529834	4.81315432	8.6408990135	10.17096442	6.9557694	9.019494215	5.427275568	8.7663150285	5.163308771	5.989996857	4.918399651	5.193979903	5.479142629	5.313437469	6.272261775	5.002490161	5.277995204	5.638081984	6.597423627	7.3111102725	11.90487657	5.510179653	6.276594949	10.0318327905	5.185481295	4.983234478	7.087386262	9.946928611	4.818404856	5.317422789	5.93470004	4.835559392	Control
Instance9	5.028581582	5.419801156	6.54146572467	5.802975918	9.74319676975	5.194570965	5.255700175	5.993510911	9.555615411	6.1451870755	5.54798282	5.705018031	5.004514032	8.22564262	5.570167841	5.946229943	7.555325194	4.517251297	5.032113243	6.29655434	5.8288154675	6.130576354	5.95571488033	4.611660232	9.5314758395	12.95548196	10.89786457	6.001752288	8.902421187	6.029900759	5.751417692	5.771232765	6.104919098	13.32090986	7.884523325	4.950948046	12.05538931	5.841225451	9.306774385	5.233246971	7.621669354	8.5057825605	12.89900003	7.731063702	7.160580214	9.6121607825	13.07564465	9.687682355	11.21413864	5.048553625	8.92274875	14.902030635	8.102397265	11.43208526	12.3968015	6.341457111	12.10466109	5.529517425	13.92629211	5.2099235515	9.779514641	7.754087662	5.738099861	8.252974189	5.545359333	5.071045314	7.364881259	11.59444371	5.178725843	6.866787846	13.31043176	5.69600164	5.117810604	11.79378019	6.715691352	12.23971048	11.8267889	4.497725104	8.876387348	13.11510467	5.936526788	4.931459981	5.028581582	6.068139401	9.982822895	5.511603435	9.87570602	8.74698545	6.167925508	6.609995449	6.242988873	6.059891283	5.91379373	5.863264042	5.662925563	8.326192676	8.274441892	4.820703945	5.274272145	5.688817657	5.292976103	5.511603435	9.21366938	10.68693842	6.853562589	9.731989781	5.608307943	8.8395686345	4.715361226	5.178725843	4.672729652	5.250403832	5.229983196	5.763950127	6.314610999	5.700724934	5.144669712	6.316060301	5.849756153	7.191795379	11.970529085	5.593959684	6.011904408	10.549058171	5.596496342	5.427950757	7.848311718	8.894060699	4.980952113	5.126612849	5.839966671	4.897254041	BRCA
