@relation thedata

@attribute 10092 real
@attribute 10093 real
@attribute 10094 real
@attribute 10095 real
@attribute 10096 real
@attribute 10097 real
@attribute 10109 real
@attribute 10552 real
@attribute 387 real
@attribute 5058 real
@attribute 5156 real
@attribute 5290 real
@attribute 5295 real
@attribute 5879 real
@attribute 8976 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
10.89786457,9.499690458,11.71972476,10.09238094,7.791685689,12.46600514,8.15422259167,12.1820747,12.37603319,9.037678125,10.73337264,6.685313404,7.0703331436,8.85850435833,11.4461297,7.16387589625,Control
11.05968771,9.417554013,11.47931054,9.837261744,7.92222926,12.72627038,8.15676343467,12.12614151,12.57624761,9.447476465,10.73397278,7.098719371,7.6111323212,9.23532012167,11.4951169,7.17118701125,BRCA
10.9723177,9.38985602133,11.78498046,9.537097584,7.849031477,12.35101106,7.847913727,12.20235811,12.07257321,9.822754492,10.053395164,6.212526175,7.448654099,9.280236709,11.70577504,7.03238297825,BRCA
11.11140976,8.56583278567,10.5789154,7.800869372,7.622401694,12.03029651,8.030097108,11.976813,12.17972416,10.03852848,9.4016975135,5.584068992,7.6522265588,9.422761191,11.19831015,6.55593589375,Control
11.43117909,9.710707035,12.001308,9.705036667,8.570881384,12.40979539,8.34836942533,12.26795863,12.74633592,9.507874464,10.594310045,7.405441727,7.950268865,9.29741101033,11.62848212,6.99171327025,BRCA
11.83572685,9.555607159,11.44205205,10.63394452,9.208161871,12.84338824,8.00584487167,12.07225833,13.08540943,9.3312535,10.813430195,7.460253403,7.4183463498,9.14697742367,12.05670215,7.00999639125,BRCA
11.68668229,9.01311569333,10.27097304,7.950470054,8.635746344,12.88542666,8.45268306967,11.42040518,12.27941189,9.354305108,10.86366497,6.662423158,8.3350079456,9.62804284167,10.73380366,7.10702874775,BRCA
11.27693876,9.50779215367,12.28941816,10.25218676,7.924992273,12.3064449,8.14682343433,12.31403378,11.89259415,8.901176988,11.03550101,6.020263967,7.757716558,8.82865486733,11.5141002,7.09973287325,Control
11.35175104,9.783309259,11.7987959,9.467045646,8.559186941,12.39411974,7.95081237733,12.11639279,12.60350703,9.625618044,10.45062521,7.205282841,7.6719006758,9.29235500067,11.6557522,7.18183415025,BRCA
10.87489706,9.42874441367,11.39008041,9.076816348,7.749066799,12.22715872,8.07697553667,12.25102085,12.28213433,9.599773923,10.182966585,7.606018576,7.3060563712,9.23513699733,11.21515091,7.09000222,BRCA
11.40976762,9.63517401367,11.57272404,10.09607968,8.349901664,11.7674087,8.19163985167,12.33696264,12.64120964,9.29724939,10.661861475,6.657000843,6.9076540764,8.92818876867,11.13901746,6.604948967,BRCA
11.33646766,9.682366387,12.05538931,10.15068061,8.130108627,12.44389288,7.98327024567,11.9984636,12.30040269,9.270109064,10.824399575,6.822223857,7.509195938,8.97755484267,11.46239505,7.351535111,Control
11.2302278,9.802191077,11.77742394,10.12134609,7.710550109,12.25801543,8.12673103967,12.23093318,12.38074251,9.21638279,10.677614845,6.672535396,7.3656981534,8.882604615,11.54782732,7.359104133,Control
8.856706512,9.52966629533,11.81023031,9.742570969,5.876769396,12.05450776,8.08286271633,12.55314694,11.64892389,10.06933601,9.297859121,4.904979261,7.1534205814,8.867882958,11.68740205,6.6884391885,BRCA
9.820243246,9.41345497133,11.58824628,10.32819838,5.7540933,12.55486108,7.99121878267,12.77284039,11.744773,9.423032438,10.2596695795,5.472171943,7.0222287176,8.552349278,11.89929188,6.843482732,BRCA
9.061277435,9.36519067067,11.85055617,8.994976437,5.682019293,12.10010062,7.893098062,12.44726543,11.37964115,9.880142578,9.9400371915,4.944168843,6.9209080238,8.787767491,11.68740205,7.08107622375,BRCA
8.643748998,9.46700273333,11.9684077,9.085134568,5.840596198,11.55095369,8.07816647433,12.52245777,11.16916418,10.12536217,8.6710485955,5.538546893,6.8965544166,8.934366304,11.93028653,6.38540810175,BRCA
9.110431842,9.345838972,12.001308,8.928474794,5.994529519,12.04611629,8.09984965433,12.58150432,11.66819594,10.00810682,9.7923303465,5.070616072,6.895239566,9.01840760867,11.85473021,6.7911300605,BRCA
8.728100036,9.56515745633,12.40979539,9.68790976,6.20007038,11.89018267,7.88796205733,12.70456839,11.52630619,10.13367562,9.3331986965,5.353156751,7.0040046146,9.258466301,11.89117053,6.67358924525,BRCA
9.122466386,9.68666966833,11.90436283,10.04973324,4.990286948,11.96009799,6.668898234,12.15504123,9.38829779,9.841965701,9.8106380045,5.027033758,7.4112322548,8.91017192567,7.695456468,6.6605798635,BRCA
