@relation thedata

@attribute 10928 real
@attribute 329 real
@attribute 330 real
@attribute 3725 real
@attribute 4215 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 4794 real
@attribute 4795 real
@attribute 4796 real
@attribute 6416 real
@attribute 6885 real
@attribute 7124 real
@attribute 7128 real
@attribute 7132 real
@attribute 7133 real
@attribute 7182 real
@attribute 7186 real
@attribute 836 real
@attribute 841 real
@attribute 8517 real
@attribute 8717 real
@attribute 8737 real
@attribute 8772 real
@attribute 8837 real
@attribute 9530 real
@attribute DependentVariable {BRCA,Control}

@data
9.377872676,10.1203149015,9.50184663267,14.72492149,7.727140233,12.34771002,6.613275006,15.00532806,6.709066159,6.748330821,6.192791506,5.201056716,8.585478725,9.487800372,8.519696323,10.89735788,12.08918571,8.084942721,6.322383937,7.722570406,7.931813168,5.6639776582,10.2072374,8.13891188267,9.943694688,9.964760013,11.98737426,7.2304857115,Control
9.253115391,9.6275956935,9.90022641533,14.11502538,7.609246281,12.34109771,6.847355026,13.91249272,6.373840507,7.391761545,6.22776574,5.648473532,8.106593131,9.4310771815,7.177920594,9.536461479,12.001308,7.532124306,7.151552216,8.156008632,8.1988449165,5.8528914586,10.39985497,7.57672874133,10.07879165,10.15158143,12.5292244,7.646662423,BRCA
9.361132921,9.7717912665,10.2655236773,14.41297137,7.4638150875,12.51631937,6.882157689,14.51605303,6.74855168667,7.403653582,6.053334703,6.234487549,8.6701660175,8.9013859115,8.414834386,10.07659888,11.63162057,7.074920481,6.690001901,8.551997661,8.03923302,5.7897319854,10.04121461,7.91175192233,9.929872764,10.64474883,11.86027624,7.1997887055,BRCA
9.850210723,9.477837206,10.2724422663,14.08054111,6.539903837,12.26985874,7.43686989633,14.35403309,6.91424652367,8.142746712,6.605705905,6.056697995,8.231806127,8.417672848,8.370459788,9.301536849,11.41027128,8.059386544,8.078352484,9.141437341,8.049352819,5.6257131728,10.50969117,7.18497456933,10.01119619,10.26616024,12.50251243,7.656293033,Control
9.356210469,9.3861165135,9.404843943,13.43392773,7.0459737065,12.37603319,6.867992672,13.73047547,6.52162721267,7.427105645,6.823052312,5.699476154,8.6043275615,9.2133861525,6.675961001,8.967688197,11.76197512,7.497654525,6.506054132,8.106250323,8.040914571,5.7767472574,9.78258103,7.786651762,9.484878832,10.77308997,12.26224618,7.499193841,BRCA
9.291666361,10.3317089185,9.51612918533,13.80946823,7.516631177,12.87483063,6.82836121733,13.77694807,6.160625593,7.759191003,6.248027763,6.068676855,8.9337864765,9.9163703245,6.320264091,10.31472516,11.96720294,8.260238737,6.678498469,7.922110302,8.276164252,6.1557894346,10.54285319,8.01981551,10.12499078,10.34100757,11.64430934,6.775472276,BRCA
9.991267129,10.214895946,10.4052109017,13.91249272,6.6799591085,12.52075501,7.129972705,15.02279519,6.344653246,7.435068318,6.003271234,5.654644083,8.457614913,8.575344218,6.423120638,9.257317784,11.42772678,7.800739973,8.246765682,8.283761058,8.3070644095,5.645039366,10.10111594,6.84780819533,9.601752743,9.911339974,12.89557628,8.589382972,BRCA
8.685494426,10.0771995225,9.25162105967,13.96294256,7.490035246,12.20475003,6.370347138,14.22362506,6.20271008933,6.971661738,6.744434014,6.220915761,8.519260169,8.9471097785,6.14308278,10.35735437,11.92850738,7.711014946,6.211553127,7.748127633,8.3666695385,6.1264922834,10.4077487,8.008015864,9.671351374,10.36365325,11.28307404,6.780637691,Control
9.697254787,9.6996756995,9.76997316367,14.44356588,7.0317903905,12.42766909,7.15645079333,14.37348409,6.496869675,7.718706032,6.729828466,5.950124992,8.505661469,9.204869818,8.252974189,10.15313434,11.36056745,7.59152445,6.792989118,8.550151431,8.288078818,5.8838277246,9.861979055,7.927182045,9.108531726,10.67652155,11.75034492,7.2078722295,BRCA
9.657095607,9.526270562,8.98711892533,13.15952927,6.992861854,12.09766027,6.83844174133,13.54172225,6.537366551,7.388170429,6.427443278,5.825538406,8.616861979,8.9430429875,6.105390642,8.773379189,11.57911804,7.286837552,6.593283266,8.509301078,7.806017873,5.7581840748,10.22738163,7.73106613,9.863923404,10.1525514,12.5617021,7.8772033795,BRCA
