@relation thedata

@attribute 10000 real
@attribute 1017 real
@attribute 1027 real
@attribute 1029 real
@attribute 10298 real
@attribute 10488 real
@attribute 10682 real
@attribute 10971 real
@attribute 1385 real
@attribute 1647 real
@attribute 2066 real
@attribute 207 real
@attribute 208 real
@attribute 2151 real
@attribute 23368 real
@attribute 2549 real
@attribute 2810 real
@attribute 2885 real
@attribute 2931 real
@attribute 2932 real
@attribute 3429 real
@attribute 3479 real
@attribute 3484 real
@attribute 3636 real
@attribute 3667 real
@attribute 4233 real
@attribute 4609 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 50855 real
@attribute 5163 real
@attribute 5290 real
@attribute 5293 real
@attribute 56288 real
@attribute 56924 real
@attribute 57144 real
@attribute 572 real
@attribute 5728 real
@attribute 5747 real
@attribute 57580 real
@attribute 5770 real
@attribute 598 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6198 real
@attribute 6464 real
@attribute 6517 real
@attribute 6654 real
@attribute 6655 real
@attribute 7248 real
@attribute 7249 real
@attribute 7529 real
@attribute 7531 real
@attribute 7532 real
@attribute 7533 real
@attribute 7534 real
@attribute 8471 real
@attribute 8660 real
@attribute 9221 real
@attribute 9586 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
5.4786784915,8.5614408535,10.1640382545,5.712608247,6.668976943,7.173305173,9.563520973,13.32746778,11.005151922,8.873106035,7.108213734,9.592833039,5.479142629,6.16998656,10.65416187,5.95116306267,8.415309872,9.153599552,6.991610063,9.583290187,13.18602605,7.5228200195,5.521935748,10.57043948,9.072521955,6.179665925,10.829470512,9.29724939,7.58494976267,5.761026747,7.650487663,6.732001603,6.657000843,9.15686751,6.113175002,7.641511935,5.850933908,8.04104994467,9.658595819,8.7160245685,7.818807631,10.57445661,8.478052396,7.288835508,7.09722914933,5.9896451145,10.51995589,8.62624266567,5.641698649,6.507481989,7.055014278,7.782313495,7.5150055545,10.689313351,6.42883852133,9.361293612,13.27043919,9.2919000485,6.413717301,10.77336613,8.410834102,6.6511921908,6.604948967,BRCA
5.7708818765,8.893995041,10.0441681905,5.99415791867,6.91179159267,6.230458223,9.59619028,13.45687162,10.78322175,10.33052152,6.890845266,9.66262953467,6.97372929,6.4406476485,10.7998525,6.216767413,8.257648453,9.5256586835,6.58789422,9.857779317,13.11183912,8.087964069,5.628991416,10.97683637,10.04292168,6.375000864,11.023407075,9.270109064,7.93261710267,5.8796514,6.5455490395,7.247265632,6.822223857,8.195422808,6.455783898,6.818777479,6.0725711085,7.56627437633,10.53537772,9.5799510855,7.330919398,10.69259831,9.3012466535,7.194930658,7.64534915633,6.67480979075,10.94695398,8.601359139,6.239651629,8.512524314,7.958945778,7.83297538875,7.0080930265,11.1506836145,6.52215771867,9.156716071,13.19781415,10.340569346,6.081303006,11.64562254,8.954051688,6.1810404658,7.351535111,Control
5.8854976,9.195934583,9.813364775,5.68078141,6.88726016867,6.891483363,9.079192165,13.37355718,10.4041484903,10.3523372185,7.040347606,9.935713008,7.400262798,6.1576359465,10.67254493,5.92866327233,8.252714063,9.597360232,6.962725777,9.894916689,13.36626624,8.090572707,5.869973768,11.39078175,10.43052602,6.090224257,11.5313713,9.21638279,7.94302709167,5.178626261,7.043668604,6.836053906,6.672535396,8.126576876,6.162699096,7.235298947,5.944323571,7.59129591867,10.73844933,9.807955308,6.98911381,10.93430845,9.2475715835,6.833435745,7.42531964067,6.649787867,10.51147622,8.523978557,6.314792241,8.640083234,8.326250965,7.80621293675,7.1460675305,10.921528441,7.410209695,9.4850268925,13.03258307,10.243054827,6.045328972,12.0344036,8.869671817,6.2641767912,7.359104133,Control
5.6707063705,9.7479615385,8.716991196,5.986607541,7.10358658867,7.034031682,9.546745518,12.98137289,10.5074705227,10.288105725,6.56544914,10.2127518167,6.998819226,6.49116438,10.99212422,5.81419016733,9.483967456,9.06038523,6.940170054,9.243632862,13.23871974,5.899641789,6.674620337,12.07288802,10.35004996,6.016257423,9.689899517,10.06933601,7.87233796567,5.682862067,7.7260197415,6.667222002,4.904979261,8.437316311,6.212623443,8.547261958,6.5271583745,7.66188804867,9.656380672,9.6749751715,8.608754849,11.37859847,10.160659071,7.428771926,7.18948982933,6.13687965425,10.31178269,9.16094315833,6.070449036,7.7584583,7.997872605,7.59638411825,7.550712611,10.7254236375,7.75918708867,7.1421030915,13.58717103,10.695078548,6.109993193,11.29880451,9.289454752,6.4680598564,6.6884391885,BRCA
5.6644220515,9.3160147545,8.4863279555,6.04954423267,6.941697034,6.866664227,8.789192187,13.46017433,9.90083481867,9.747476713,7.031111531,10.3303371883,6.457877938,7.532768914,11.86989657,5.68293841733,6.765803652,9.5800955565,7.146036874,10.71182636,12.92825655,8.452876529,8.01995518,12.11092378,9.905109092,5.837193482,10.043318064,9.423032438,7.52928093467,5.582263377,7.066012019,6.746786795,5.472171943,8.637277967,6.502239591,7.369905099,6.130916478,7.66703628367,10.45510657,9.2641454985,8.760937063,11.03430052,8.9891806855,7.665607022,7.22974910533,6.3478008495,10.97955044,8.789516499,5.764082867,7.8511886,8.051101686,7.92036271475,7.16160132,10.2594135915,6.58181998633,7.3575656335,13.1958974,10.37185721,5.793708154,11.1371034,8.742091394,6.2731222318,6.843482732,BRCA
5.4935537865,9.532128788,8.9933055285,5.98239616367,7.152093931,6.915763256,9.958817714,13.03363813,10.2584479883,8.883844879,7.077406246,10.0295226957,6.272541727,6.209177438,10.79624673,5.788274463,9.813452991,9.0393998015,6.8817904,9.940739781,12.48456748,5.929829729,6.500531553,11.88705885,10.1431986,5.524197895,9.7187563365,9.880142578,7.75599573933,5.6227922,7.466814708,6.702522925,4.944168843,9.107714755,6.641730707,9.370644433,6.2546153975,8.02569258867,9.799419701,9.278094081,7.704268742,11.22557215,9.423520902,7.3860315285,7.40587247233,6.2124689205,10.24904266,8.419142242,5.997919695,7.192690117,7.815353072,7.7012155005,7.4861186035,10.5808051515,7.562768804,7.10891775,13.23568448,9.9558578525,6.311798825,10.99802289,8.721399256,5.9699885564,7.08107622375,BRCA
5.65532370625,9.817272827,8.896381156,5.58848003267,7.44371655133,6.82683803,9.877790685,12.8538437,10.0323493423,9.2531399105,6.400115736,10.1231177773,7.39763426,6.152558154,10.78864516,5.65355368433,9.411691645,8.9731778835,6.725404178,9.388491534,12.55918115,5.5987233425,7.125023166,11.85977947,10.02243063,5.720012484,9.654362623,10.12536217,7.607699735,5.443947436,7.326084489,6.709639152,5.538546893,8.783359349,6.078210195,9.269968858,6.655277743,7.95110622133,9.411691645,9.5786882385,8.334118084,11.6020262,10.2211742005,7.6297769445,7.49295514767,6.1028603775,10.35443153,8.58330978467,5.903768142,7.688986551,7.672568764,7.98706931475,7.34171602,10.4220281465,7.571187274,7.05551157,13.28849775,10.492065071,5.825665599,11.5269639,8.961436038,6.149615173,6.38540810175,BRCA
5.5028216445,9.1966010805,8.753016755,6.30118840567,6.99125126167,7.30834159,9.783907232,12.80365393,9.692770319,9.264019416,6.783984095,10.182290716,6.554209422,6.764090003,10.86989475,5.456942846,8.853856214,8.9213733295,7.049089233,9.946226836,12.77884208,7.409838005,7.318315015,11.47374394,10.25917864,6.015700078,10.1255478285,10.00810682,7.474927603,5.37574431,7.4030363185,6.817882628,5.070616072,8.641727659,6.309026649,7.893879593,6.473526085,7.89435356167,9.922525358,9.21652246,8.135646608,10.92591806,9.52090632,7.5643569095,6.76555037667,6.0448145055,10.70897201,8.49027171233,5.835804886,7.192172276,7.588473151,7.23429106825,7.2558065975,10.774455608,7.440021985,7.5363665025,13.34981755,10.1694945775,6.011233546,11.09109172,8.827105378,5.8423494772,6.7911300605,BRCA
5.267785966,9.742178486,9.089847459,5.94716203467,7.58098573433,6.941461789,10.15541314,12.71275703,9.570767933,9.097803495,6.16551567,10.3257906717,7.681310676,6.5583762725,10.87885198,5.79947823233,9.462104032,9.111304808,6.900568353,9.355059844,12.78522262,6.4844522785,9.186314283,11.68597092,10.57522277,5.878793533,9.668764921,10.13367562,7.58342234833,5.410164055,7.103946414,6.508829224,5.353156751,8.719338441,6.11114154,7.733390145,6.257271368,8.071594068,9.905613067,9.337026401,9.954407582,11.22643043,10.1528186875,7.519177108,7.20381425033,6.08165818225,10.08429722,8.95843216133,5.706331104,7.574595656,7.816841466,7.578121022,7.6189136335,10.6742105895,8.02059184133,7.296704193,13.33171827,10.9285934085,6.185079214,11.26511118,9.217994719,6.3082972356,6.67358924525,BRCA
5.47877633725,9.453635543,8.921795507,6.439666078,6.97610052433,6.918031734,10.44623067,10.04563037,10.2933462963,8.805566555,7.287022318,10.2867156497,5.687628504,6.609358486,11.58252909,5.17455334633,9.131690517,10.2970447,7.891238603,10.72853303,13.78998546,6.797392804,5.192343244,12.19466615,7.724140554,5.790127717,8.9745205145,9.841965701,7.32187888267,6.157049396,6.995053331,7.429032419,5.027033758,8.95253824,5.762422735,8.635646596,6.318826387,8.530428344,9.850777208,9.6546657745,7.048353701,7.591767528,7.5182568945,7.7140739065,7.04919297067,6.424485401,10.88129775,8.67313689733,5.398154738,8.480033951,8.635646596,7.37965143875,7.146158321,9.266249858,6.529136167,5.471743705,13.17478142,10.2334657675,6.46344723,11.38620755,9.313099074,6.0107537932,6.6605798635,BRCA
