@relation thedata

@attribute 10000 real
@attribute 1017 real
@attribute 1027 real
@attribute 1029 real
@attribute 10298 real
@attribute 10488 real
@attribute 10682 real
@attribute 10971 real
@attribute 1385 real
@attribute 1647 real
@attribute 2066 real
@attribute 207 real
@attribute 208 real
@attribute 2151 real
@attribute 23368 real
@attribute 2549 real
@attribute 2810 real
@attribute 2885 real
@attribute 2931 real
@attribute 2932 real
@attribute 3429 real
@attribute 3479 real
@attribute 3484 real
@attribute 3636 real
@attribute 3667 real
@attribute 4233 real
@attribute 4609 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 50855 real
@attribute 5163 real
@attribute 5290 real
@attribute 5293 real
@attribute 56288 real
@attribute 56924 real
@attribute 57144 real
@attribute 572 real
@attribute 5728 real
@attribute 5747 real
@attribute 57580 real
@attribute 5770 real
@attribute 598 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6198 real
@attribute 6464 real
@attribute 6517 real
@attribute 6654 real
@attribute 6655 real
@attribute 7248 real
@attribute 7249 real
@attribute 7529 real
@attribute 7531 real
@attribute 7532 real
@attribute 7533 real
@attribute 7534 real
@attribute 8471 real
@attribute 8660 real
@attribute 9221 real
@attribute 9586 real
@attribute 998 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,9.26596478,9.994983337,6.348705253,6.78184004567,6.490735075,8.69026092,13.50065522,10.707890538,10.62754363,6.95704725,9.746089281,7.466690585,5.7820869215,10.66888523,6.11877664633,8.516429993,9.4954151895,6.656643396,10.00381342,13.46017433,7.6246849295,8.1194355205,11.24851188,10.10813927,5.899182429,11.83974258,9.037678125,8.225782395,6.572931815,6.8014918265,7.374389909,6.685313404,8.467616885,5.994133479,7.228436626,6.06101575,7.546352606,10.48283344,9.55016911,7.464221286,11.09785784,9.8313225965,6.75911088,7.65857270567,6.52702968625,10.80480483,9.15105029633,5.689167221,8.001564595,7.867620258,7.68702726675,7.102536626,11.115513174,7.09786273433,9.3985942475,13.24583793,10.0952864045,6.521683367,12.08367055,8.296619294,6.7355365388,7.16387589625,Control
5.94776533325,8.958604237,9.7467670155,5.79053164567,6.96341635667,6.524350224,8.707705204,13.29267684,11.4528809893,9.28877759,7.043905282,9.68028616833,6.43012268,5.9553677195,10.98935922,5.87580800833,8.608616259,9.5539178325,6.263509238,10.79867858,12.86518429,6.947135646,5.526443797,11.64681981,10.01141636,6.1044474,10.569760214,9.447476465,8.658878356,5.989031828,6.737760397,6.82117167,7.098719371,8.699078855,5.919108385,7.918686056,5.9152182985,7.48196166867,10.32512022,9.45642471,7.664111461,10.92233559,9.2628993675,6.746992115,7.51923145167,6.64235424625,10.83272413,8.42779587067,5.667687262,7.481398095,7.609956448,8.008767961,7.8100749315,10.8888014215,6.614172522,8.4722738185,13.03973478,9.889935938,6.213741562,11.11317258,8.283599024,6.2571731356,7.17118701125,BRCA
5.52044016575,9.1433668585,9.760065891,5.34429371167,7.053848853,6.786534696,8.992018573,13.56248158,10.8440250817,10.689909005,6.961134568,9.69256516467,6.416760061,5.460683325,11.22308177,5.489172308,9.055378109,9.480270588,7.147411327,10.42204403,11.35066867,5.9026635435,6.1137081595,11.729846,9.532322378,6.482691508,11.54593261,9.822754492,7.83784169,6.451215749,7.290014311,6.742616386,6.212526175,9.063247518,6.234487549,8.388922588,6.471963415,7.496409352,10.4297627,8.9981409465,6.699055749,10.94914844,9.6706944665,7.136685014,7.197314467,6.2422901355,10.9243451,8.45925672733,5.690704299,7.228580927,7.575257723,7.89762192425,7.3984048785,11.252028628,6.83129561633,8.230995629,12.90606669,9.9154335515,6.053334703,11.22600587,8.583911209,6.4740992638,7.03238297825,BRCA
5.58777326775,7.7178678995,9.344181055,5.62556244233,7.29161173667,6.976424143,8.396884223,13.18898907,11.337274206,8.5101240955,8.068094548,9.98949733167,5.863140121,5.22672559,11.51613105,5.427851752,9.574508914,9.432546201,6.947903173,11.11828268,11.89968368,6.5710894325,5.7058474765,11.81694975,9.129946971,5.838328613,10.2570662725,10.03852848,7.70770520067,6.212477538,7.9321150915,7.875812501,5.584068992,8.649598507,6.708398067,7.666368043,5.970444851,7.166098701,10.18190731,9.0133211855,8.649598507,10.74552751,8.999297312,7.5978930125,6.97936211167,6.33404855075,11.19937192,7.73867912133,5.801553978,6.648325671,6.838009842,7.22646478075,7.6503556025,9.6891460585,6.28271338533,8.3727076055,12.89668817,9.348023424,6.175580113,10.31178269,7.968553223,5.9052108054,6.55593589375,Control
5.87271996825,9.123941273,10.049946495,5.72645123933,7.17942935133,6.189286535,9.961088297,13.29757193,11.0490871027,8.93817669,6.876182709,9.506100771,6.860966288,5.762619543,11.09139921,5.95688781033,9.045569331,9.66718229,6.836369559,10.40311354,12.29785924,7.739494752,5.388810209,11.05745385,9.959676393,5.978202066,11.50644256,9.507874464,8.07563913267,6.54048116,6.559059008,7.242581369,7.405441727,8.565760069,6.114372881,7.235083497,6.436155389,7.33013335533,10.27256013,9.0250253645,7.356190313,11.08348284,9.819947042,7.021079646,7.28840672033,6.76922237325,10.47933595,8.10318445333,5.981630781,7.634958261,7.652900753,7.77948640775,7.4082400825,11.277560598,6.57751783767,9.100624738,12.87894279,10.0235137525,5.828587949,11.49594259,8.544134814,5.8986169228,6.99171327025,BRCA
6.0241266485,9.3759597995,9.5007422985,5.244334811,7.13014571033,6.499332184,8.443897851,14.10257573,10.8002004453,10.2133474445,6.800838843,9.688092646,7.477052175,6.0651547395,10.66999253,6.364237361,8.739562185,9.9164802245,6.770634576,9.953578497,11.14152621,7.375850429,5.849630117,11.4706641,10.00182726,6.638801971,12.17961768,9.3312535,8.35808952433,6.491536971,6.9946221675,6.583726382,7.460253403,8.146264608,6.246603446,7.486435083,6.593782925,6.96976629,10.16250498,9.420287121,7.322516605,11.71457622,9.444171974,7.5246001185,7.361977291,7.19245125,11.22643043,8.70127661067,5.889480387,8.19601328,8.522033306,7.8254115435,7.2581526215,10.678516145,6.67180329633,9.290985796,13.51771248,10.8386970845,6.216799806,11.69149721,10.00764092,6.1394132438,7.00999639125,BRCA
5.88751933675,7.9728052855,9.015559992,5.81224373133,7.12335323067,6.998198677,8.127763684,12.51339458,11.1354255073,10.24418129,8.039907589,10.0480993307,6.742953157,7.3808563405,11.69149721,5.846801913,10.03996125,9.167523377,6.72267478,12.02630394,12.51214052,10.349737175,5.913357003,11.5568558,8.873183485,6.272028439,10.2032142635,9.354305108,8.02893851733,6.952074702,6.700055644,8.139859715,6.662423158,8.302457433,5.682019293,6.609404545,6.309891817,6.54175895867,10.31455241,8.8796586,8.485800258,10.92879244,9.718924317,6.923040761,7.46619594767,6.5621458705,11.68974045,8.36198243367,6.082580853,7.292025067,6.760091594,7.0136583735,7.399969872,10.2755669945,6.349076575,8.2565850245,12.11865571,9.2605399885,6.662423158,9.882139059,7.802615113,6.2350466806,7.10702874775,BRCA
5.55851851825,9.321425499,10.6232973005,6.476135957,6.600449015,6.418279038,9.172571974,13.71343219,10.258386433,11.003760265,7.407227659,9.436876068,6.689303092,6.4700891925,10.33398861,6.14872126967,8.630450181,9.1611827995,7.289814009,9.584981814,13.21954598,7.733044401,8.0264688,10.87563823,10.47490271,5.651777341,11.820520445,8.901176988,7.68379282967,5.447753778,7.0758149195,7.255408968,6.020263967,8.452633655,6.007201809,6.453069445,6.192045554,7.84441516067,10.71573921,9.585335464,7.364684318,10.68230579,9.632114784,6.824884907,7.49696018667,6.575528975,10.38915837,8.53051419067,5.931807875,7.787382059,7.907583411,7.39410609925,7.055090386,11.313560577,7.28095493367,8.636048659,13.15586736,10.193168701,6.220915761,11.73537632,8.832795987,6.8237722894,7.09973287325,Control
5.650041658,9.1526830635,10.059640231,5.35894690833,7.157131823,7.109990256,9.50346856,13.52549699,10.6759547673,9.09608678,6.640032041,9.58057105933,6.500527718,6.184315282,11.15889068,5.98389700833,8.752398314,9.3657406255,6.70684521,9.460251675,12.30040269,7.2965384015,8.335359875,11.06986277,9.964760013,5.995038554,12.140966635,9.625618044,7.77701585767,6.517673816,7.145255335,7.076765168,7.205282841,8.407417683,6.440873838,7.520699455,6.4383506835,7.80894971567,10.36365325,9.2675642675,8.178554217,10.78374334,9.7227322955,7.242305488,6.894570391,6.443440984,10.83540327,8.16926655967,5.950124992,6.878728789,7.65031782,7.73151595125,7.327968466,10.898757498,6.842406496,8.93960735,13.13820464,9.9899662245,6.095613938,11.64430934,9.050175926,6.1964141492,7.18183415025,BRCA
5.56331123875,8.766958367,9.9202580165,5.788030138,7.26601424567,6.732544377,9.140300084,13.21182067,11.1110274023,8.880544262,7.229566594,9.75364579767,6.827314517,5.342023225,11.04825205,5.85947821333,9.030143702,9.70078824,6.408334517,11.10846093,12.65578567,6.6155769395,6.1869628445,11.41782366,10.08180334,5.819036642,9.975804059,9.599773923,7.95022355167,6.373044025,6.9288984445,6.954839344,7.606018576,8.72987657,6.536368163,8.381198053,6.3266587065,7.79374473733,9.653830832,8.984597332,8.683407961,11.13901746,9.564546958,6.8978346455,6.81342298733,6.26822091,10.84783275,8.39504068233,6.047566334,7.4960371,6.965931792,7.874571879,7.271314855,10.8706706855,6.90458015633,9.2874717905,12.77284039,9.7911964135,6.088741207,11.1050886,7.99361935,5.7908224398,7.09000222,BRCA
