@relation thedata

@attribute 1440 real
@attribute 3383 real
@attribute 3458 real
@attribute 3552 real
@attribute 3576 real
@attribute 3683 real
@attribute 3684 real
@attribute 3689 real
@attribute 5175 real
@attribute 6402 real
@attribute 6403 real
@attribute 6404 real
@attribute 7124 real
@attribute 727 real
@attribute DependentVariable {BRCA,Control}

@data
6.47579111167,5.250214317,5.676529235,5.428620839,9.6189422155,6.893001507,7.99361935,11.423270155,12.12241722,5.913614242,7.545024544,4.82618143,8.519696323,9.118734206,Control
5.45065757067,5.652207716,5.277995204,5.19062597,6.7790147065,7.712339773,7.61467511,11.4456095,11.52829551,5.61353994,6.458780312,6.239603899,7.177920594,9.091660914,BRCA
5.37552042867,5.724112195,5.336114869,5.173838258,7.352992936,7.905749702,7.849031477,11.82795379,10.40487575,6.092445976,6.451215749,5.451055498,8.414834386,9.298968193,BRCA
5.02824661567,6.125832527,5.464840793,5.28559757,6.039562885,8.08212392,8.17437786,11.954544835,9.922525358,4.342813605,6.015142517,5.73024,8.370459788,9.796177999,Control
5.14660261833,5.190230876,5.115211455,5.488491912,6.0044384665,7.843106264,7.090221279,11.664734205,10.6953025,6.088105148,7.347712434,5.852630158,6.675961001,8.630058784,BRCA
5.90057271633,5.923750128,5.298302041,5.388199225,8.452055235,6.814297663,9.003996476,13.379465115,11.90810746,5.964982644,7.45762943,5.508912889,6.320264091,8.584211958,BRCA
5.05878049733,5.229406468,5.213941395,4.765549899,6.8963072275,7.851001152,7.49197557,11.636086735,9.176011741,5.754494213,6.452575359,6.082580853,6.423120638,9.778964625,BRCA
5.23336336333,4.759970032,5.989996857,5.193979903,7.9782570685,6.876858011,8.280192097,11.69409393,11.48554018,6.613204258,6.809675295,5.632130956,6.14308278,8.838747853,Control
5.02918243733,5.659076304,5.178725843,5.872096916,8.04737784,6.901292687,7.748010194,11.5577866,10.8590069,5.991301456,6.575921614,5.749206573,8.252974189,8.902421187,BRCA
5.44629653933,5.391983545,5.114586962,5.376786337,5.9031564735,7.699539704,7.162394161,10.97266949,10.25957296,5.578947201,6.894093582,5.894885198,6.105390642,9.801199537,BRCA
5.20646567367,6.278129404,5.77657203,5.038053386,6.926763588,8.083640375,7.841880566,11.530394835,10.85352421,6.52642539,6.888746673,5.372961888,6.992205122,9.094098227,BRCA
5.36752405833,5.65306808,4.921497326,5.557051033,8.7833788245,7.288638004,8.411956995,12.19832114,11.85099365,7.049797169,7.202983612,5.812248716,7.871691396,8.994976437,Control
5.463782277,6.003552345,5.303243061,5.524354632,7.1443881845,6.995431166,7.931344923,11.42839688,12.01909212,6.335440044,7.310297228,5.790388412,6.162699096,9.503095822,Control
5.47926853333,5.726293954,5.196047562,5.292792099,6.1489128,8.137837934,7.658516996,11.88734111,11.31701417,7.313157687,6.136433016,5.190823476,5.841225451,9.507299682,BRCA
5.47228789033,6.147312423,4.702259784,5.03365563,7.8549517575,7.298133898,8.468217878,12.562740285,11.25022455,7.938390374,6.418700692,4.772692515,5.923868951,9.933580429,BRCA
5.42868180033,5.870618247,5.131765663,5.65607532,6.814024793,7.850469917,8.093432255,11.681747475,10.0970317,6.63376222,6.07692847,5.748737112,7.264445239,9.727627431,BRCA
5.68501652033,6.067010094,4.923400286,6.161591078,6.874510871,7.978912229,7.412995553,11.055174395,10.56535468,6.300037329,5.965386767,5.337899487,6.665268844,9.47543003,BRCA
5.48595179367,6.381807349,5.568952692,5.213649836,7.2343726315,7.88932314,8.044026739,11.80706946,10.32215382,7.395150919,5.835804886,5.43213367,7.183985468,9.214671934,BRCA
5.45787780567,6.298892537,5.682019293,5.214135735,6.843036893,7.960988197,7.836809583,11.67906498,11.22396264,7.673293394,5.593959684,5.501288856,6.778573689,9.024766466,BRCA
5.19311127833,6.482691508,4.96556642,4.817893448,6.3321564655,8.527849483,7.747456426,11.705440355,11.51195041,6.591900502,6.396866433,5.312983894,5.97155002,9.68371449,BRCA
