@relation thedata

@attribute 222545 real
@attribute 2550 real
@attribute 2911 real
@attribute 2912 real
@attribute 2913 real
@attribute 2914 real
@attribute 2915 real
@attribute 2916 real
@attribute 2917 real
@attribute 2918 real
@attribute 80834 real
@attribute 80835 real
@attribute 83756 real
@attribute 846 real
@attribute 9568 real
@attribute DependentVariable {BRCA,Control}

@data
5.811991941,6.97630176433,5.2209212,6.411176756,5.5025914675,5.800130634,5.631985502,4.967873236,5.468209953,5.651059765,5.2366989675,5.0879954165,5.113299864,5.2209212,5.564691589,Control
6.107327595,7.18969067,5.277995204,7.80883731,5.6874247585,5.442455259,4.856999696,4.795210185,5.320930962,5.513973286,4.9243011055,5.394009725,4.5623941755,5.201056716,5.44742319,BRCA
5.766735111,7.45349611167,4.95444207,7.099876723,6.0299735315,5.503993644,5.93905684,4.818404856,5.03032988233,5.832137623,5.35693299,5.728878907,4.8441795325,4.933585915,5.79507289,BRCA
6.078210195,7.429583837,4.707928514,7.302047389,6.151697187,5.651059765,5.763551833,5.249456007,5.28966638567,5.903768142,5.1198663105,5.856029676,5.175474931,5.238988625,5.584068992,Control
5.885825234,7.081929129,4.948613986,7.036726196,5.425491877,5.734310791,4.850263431,4.932168974,5.059874101,4.854508448,5.109026043,5.615395846,5.253799858,5.349976695,5.412113573,BRCA
6.275198572,7.24659062433,5.186075849,7.291265398,5.3223073375,5.582714993,5.79064906,4.569953748,5.16524170767,4.915295312,5.0452111135,5.542590378,5.013283732,5.505423541,4.555946662,BRCA
6.579810423,7.86330735667,5.009001383,7.367548257,6.232767355,5.836246857,5.66903474,5.532793245,4.92707017833,6.299579521,5.2451510805,5.3161324345,5.2881528655,5.238033268,5.38008113,BRCA
6.107798352,7.257280506,5.286521953,6.642344626,5.1149376505,5.07383228,4.93252334,4.93252334,5.01220373933,5.172738766,5.2570287685,5.695850578,4.8618501755,5.110625549,5.6227922,Control
5.563776856,7.14588717567,5.438135838,7.479378365,5.131770429,5.65478727,5.596496342,5.244897759,4.93039644267,5.380427513,4.8669004955,5.7678311105,5.2390949815,5.201056716,5.648042042,BRCA
6.29866347,7.29403277533,4.35562555,7.555818311,5.4987246975,4.854508448,5.312893162,5.308713308,4.95673649633,5.707228834,5.0865951605,5.70183395,5.220685612,5.328236218,5.388199225,BRCA
6.099301122,7.42023038467,4.928502089,6.977855527,5.7057907255,5.112086282,5.71081418,5.564234295,5.318776946,5.923036985,5.698681181,5.5093804625,5.3863147905,5.057245821,5.414990652,BRCA
5.877137632,7.30580728267,5.163711306,6.762286105,5.3330482725,5.887897624,5.75402647,4.921497326,5.34439414933,5.615454001,5.2063371995,5.3153840005,4.8687883475,5.264734628,5.882772183,Control
5.846751073,7.190009597,5.269043668,7.08974475,5.3096305665,5.741339733,5.97717186,5.266422307,5.03728557767,5.494264588,5.105787873,5.578794909,5.4286705385,5.513025813,4.981865493,Control
6.180561264,7.71296776267,5.078643187,7.474701951,4.836007053,5.558735431,5.779332779,4.46547938,5.30844086067,5.280781207,5.2304569825,5.215538938,5.36297438,5.40889121,5.09930704,BRCA
5.757564188,7.553693349,5.30196368,6.819320511,4.490885708,5.65306808,6.319315918,4.600710013,5.61488154967,5.383886777,5.2689788865,5.5657483715,4.9732726955,5.456979618,5.229790979,BRCA
6.319586888,7.51003360567,5.307438771,6.811667297,5.345289379,5.313800226,5.971837379,5.047899594,5.03946166433,5.401571806,5.142324294,5.309982843,4.957819641,5.2515404,6.529825337,BRCA
5.769514729,7.44646134867,5.404129306,7.297744257,5.234054595,5.612508238,5.922204539,5.549831826,5.15199959933,4.949548063,5.540682887,5.5803367345,5.8496096405,5.554904406,5.176533465,BRCA
5.805041697,7.096649664,4.931459981,7.10418233,4.8948125815,5.810900139,6.303055223,4.96464266,5.53071663233,5.460751776,5.1570367225,5.430539192,5.315267327,5.08524538,5.669459997,BRCA
5.668041984,7.22449953033,5.098675623,6.951433713,5.034703099,6.002202513,6.070878328,5.069757204,5.09641045,5.766470106,5.160768375,4.9020850745,5.1778993985,5.132999605,5.072332275,BRCA
6.981855863,7.638173044,4.537176254,8.85164062,5.150672428,5.088959125,5.279110251,4.364995254,5.513277102,5.441376616,5.145853769,4.5140543785,5.3199884585,4.977521783,4.616223203,BRCA
