ID	4023	338	19	213	649	3339	1071	336	949	337	3990	335	3949	9619	116519	8029	344	345	5034	348	26119	2	51128	4547	81693	6382	3931	DependentVariable
Instance1	11.99463462	7.52571875	12.45954952	7.7376573975	6.0298151165	7.792629466	8.889390992	5.468103682	11.30621853	5.434637608	5.7166994375	5.287261033	12.20235811	6.392629699	4.682873814	7.919550328	5.447588494	4.816742118	12.49390804	12.94803322	7.938552104	10.82735881	8.019125198	4.858492381	5.586773185	6.69339494667	7.496456607	Control
Instance2	11.04153957	6.348379055	12.05538931	9.7870700585	6.18064851233	7.267093607	6.2726805215	5.34066129	10.61404749	4.435394156	5.1836945115	4.752897783	10.86989475	6.37037950017	5.049534115	7.936109529	5.549369797	4.800655715	12.62461163	12.2590489	8.008262107	10.62424969	7.67650563433	5.185877691	5.558429323	6.80248407133	7.526344936	BRCA
Instance3	9.774869866	5.194176951	11.04074197	12.62697937	5.76918688333	6.884998114	5.7998928815	4.757305356	10.89094843	4.707652488	5.756177829	5.161092822	10.64577575	6.13300330383	4.402621796	7.169627227	6.012463221	5.206732344	12.95796723	12.39966386	8.39528898	10.57075254	7.717854219	5.507645012	4.558389106	7.01954666733	6.862392884	BRCA
Instance4	10.80850192	6.832450574	12.08226725	7.930471455	6.03280924233	6.898090799	7.191166476	5.051166787	10.69485433	5.530298057	5.413543535	5.62000808	11.0791816	6.4767955785	5.391983545	6.269599511	6.730847532	4.802724808	13.17957018	12.63275562	8.775594747	10.69680263	7.747769209	4.640273621	5.412113573	6.84715873633	7.497774262	Control
Instance5	11.76903417	5.764215595	11.60731657	8.015173999	5.65116879483	6.345898074	6.563567921	5.278366982	10.71141341	5.297935366	5.0551792235	5.368603583	11.61281105	6.30970002733	5.959776674	7.722348399	5.682581197	5.375136114	13.12486126	12.48048484	7.694795113	11.11355354	8.31538202333	5.538857248	4.734183662	7.26605911	6.5434229	BRCA
Instance6	11.72497433	5.663352625	11.53683014	6.9824236295	5.81176730417	7.612022762	6.6908352675	5.46712559	10.14979827	4.846131289	5.0942909245	5.202134845	13.42739342	6.460135469	4.83277771	6.579810423	4.769786816	4.596397442	13.11754819	12.61931219	7.954532403	11.29285667	7.84336096967	5.118745153	5.563776856	7.75935687733	6.740526653	BRCA
Instance7	9.421602612	5.761026747	11.80411298	6.9516337875	6.334130236	6.252670753	6.811449438	5.447092526	10.08948727	4.981180512	5.2577259055	5.472984221	11.77742394	6.11845512083	4.437513198	7.224969077	6.456482249	5.149758548	12.79172868	13.52549699	8.428329942	11.54241539	7.85281846467	4.817637677	4.993460669	7.208733561	7.894910391	BRCA
Instance8	10.32819838	5.862458365	12.38431166	10.79455209	6.17341368417	7.248309789	7.288587071	5.206732344	10.51584792	4.756238089	5.778081135	4.29432028	10.69807978	6.514451936	5.741879005	6.252481536	5.202820508	5.908579513	12.61931219	13.17700839	7.356058229	11.04352823	8.02591584067	5.106025018	5.224977213	7.17661645	7.347180908	Control
Instance9	9.424439853	5.589022814	10.88698849	6.0114515715	6.10087196383	6.512152304	5.703705677	5.661287319	10.43324145	4.839217974	5.416921946	6.078850631	11.73846187	6.41830668367	5.077041333	6.000682441	6.239937982	4.574493453	12.93429355	12.16093036	7.983308773	11.15565329	8.18419788033	5.26866948	5.292976103	6.98821417	6.763315709	BRCA
Instance10	11.33290385	6.161087152	12.00937212	13.31266958	5.5598803805	6.752819242	7.0893783125	5.582714993	10.93507131	5.340750292	4.877901287	5.630093262	11.15889068	6.3845957115	4.937593039	7.391761545	5.78136709	5.144669712	12.73729283	12.48456748	8.775594747	10.83188538	7.84272787833	4.900880389	5.168332398	6.95405461767	7.217839285	BRCA
Instance11	11.69812525	6.516728771	11.77387079	8.503724095	6.06219788817	7.023674317	7.1258621505	5.427950757	10.42312146	5.259471408	5.612474002	6.073719165	10.18422484	6.63254305467	5.38371401	8.247501672	5.297385178	5.14385383	12.79544315	13.22427159	8.428329942	10.43600385	7.803610284	5.182703468	5.312711681	7.31734329433	7.781525491	BRCA
Instance12	11.56134298	5.970630084	11.9861319	6.912791493	5.828070846	6.818777479	7.2610379	5.678079829	10.47331538	4.983234478	5.4952979855	5.563166712	11.33349936	6.2848763315	5.087262599	7.059293418	6.495899486	5.377654117	12.75418295	13.12816518	7.458675491	11.40257259	8.431124864	5.436471072	5.792862671	7.37930132533	6.897183312	Control
Instance13	12.13627672	8.400389696	12.33201704	10.133388387	6.26139842667	8.20072837	8.5957486965	5.416511492	10.91242928	5.006310647	5.461503349	5.612950486	11.34542758	6.57357815567	4.868404346	7.08220527	6.006753142	4.257413203	12.63275562	12.70943395	7.784783892	10.96622084	7.87933236833	5.556438037	5.465820435	7.33828880233	6.734171472	Control
Instance14	7.572133883	5.787779337	11.13926213	8.53871716	6.27200161483	6.904668111	6.5004309085	5.558735431	11.22643043	5.163510053	4.890433616	5.363706598	12.21756405	6.35564620267	5.38008113	7.184977282	6.070449036	4.998433881	13.01334802	12.75620088	9.203318099	8.501599494	7.571114731	5.548676475	5.078643187	7.17739670667	8.519883028	BRCA
Instance15	9.636896969	5.850631456	12.09842044	11.72191125	6.173620165	7.493057094	8.219818784	5.12102706	11.01901053	4.835685705	5.4633784805	5.007208117	11.64198185	6.69598160233	5.001814906	7.023203016	6.26697916	4.966374225	13.6548665	13.34055118	8.525326145	8.361407734	7.662994498	5.203016352	4.974312765	7.31804841833	8.101189293	BRCA
Instance16	7.612815293	5.777361355	11.39958517	10.791425545	5.88413880583	6.123713395	6.264872564	5.06588596	10.38197038	5.335936286	5.386867144	5.264922245	11.28537059	6.54039026783	5.589622123	6.864684887	6.847562044	5.243946308	13.17297049	13.54043264	9.245874202	8.5296659	7.34603514267	5.985962156	5.561792943	7.49084680567	8.315298042	BRCA
Instance17	7.733796852	6.026142315	11.09785784	8.1667364795	6.070314945	6.653923902	6.462291828	5.422747045	10.81469083	4.779011934	5.2427761415	5.638733653	11.96720294	6.62308572983	5.10140977	7.205698268	6.233049795	4.631137894	13.30220126	12.42907592	9.169875611	8.104482291	7.56706898767	4.635931227	5.495384375	7.34674096067	8.20347174	BRCA
Instance18	9.420287182	6.553095983	11.10430408	10.57128421	5.75437398167	6.550058455	6.5996420225	5.424931532	11.07588374	5.075544663	5.421633703	5.530766234	12.05342543	6.52150418933	5.346612346	6.627246137	5.714390638	5.424931532	13.78998546	13.16411975	9.180550154	8.211512518	7.74813468167	5.449323037	5.35439155	7.53243475733	7.339184439	BRCA
