@relation thedata

@attribute 107 real
@attribute 108 real
@attribute 109 real
@attribute 111 real
@attribute 112 real
@attribute 113 real
@attribute 114 real
@attribute 115 real
@attribute 196883 real
@attribute 5566 real
@attribute 5567 real
@attribute 5568 real
@attribute 5573 real
@attribute 5575 real
@attribute 5576 real
@attribute 5577 real
@attribute 55811 real
@attribute DependentVariable {BRCA,Control}

@data
8.2081635635,7.149597572,12.63069834,6.614529956,10.327292123,7.377212971,5.645450388,8.748277668,10.97207892,6.36946717,5.4829326402,5.48205062,9.78527191267,7.409181146,8.786482932,4.767140212,4.917445181,Control
6.3425008425,6.461320332,13.03258307,5.841225451,10.2384186075,7.013074525,5.65593226,8.080472632,10.9073904,6.0929297895,5.5428379012,5.804719114,9.789873514,7.391761545,8.66542575,5.442455259,5.091500179,BRCA
7.5711783515,6.767195028,12.19349773,6.323194968,9.769915947,7.338293201,6.0290173,8.026856932,9.496554786,5.9034588485,5.4641368762,5.527329405,9.801472324,7.677704008,8.815320146,5.112503363,5.515393331,BRCA
7.0913602235,6.763813641,12.23565236,6.331145921,10.3820872935,7.478529234,5.876032641,8.120096744,10.39270411,6.323322532,5.1156792046,5.655216748,9.34823014567,6.105076296,8.115695415,5.7109519,5.224205518,Control
7.084991265,6.854560258,12.7347446,5.680472929,9.671974648,7.297193996,5.824138541,8.28785217,9.358629843,6.52394041,5.466218321,6.407145055,7.772929909,7.418993406,9.518791383,5.377654117,6.212477538,BRCA
6.50402659,6.543500233,12.65857307,6.872247394,9.753034207,7.806535324,6.352798794,8.529822044,10.16002932,5.9174340255,5.6759717936,5.625863148,9.84054935,7.890402801,9.231287868,5.316879984,5.294814856,BRCA
6.201503818,6.456482249,13.34505663,5.057462456,9.1297731835,7.967285529,5.779661087,8.167494826,9.341019005,6.330484187,5.5322651396,6.430289978,9.55785931,7.572418149,8.344585666,4.904497645,6.381677589,BRCA
7.6188571805,7.109938036,12.39966386,6.091811548,9.643814388,7.667823176,5.862458365,8.80888466,9.812386363,5.9718598575,5.3094441946,5.233822166,7.854087509,7.90344675,8.118825763,5.023045997,6.222848625,Control
8.092918242,6.816347305,12.05932765,6.099511534,9.557649091,7.357466507,5.813403636,8.17986074,9.898586698,6.3825279205,5.291675395,5.844493149,9.60954968233,7.548207573,9.026662535,5.398154738,5.287261033,BRCA
7.599297253,7.016310012,11.61491238,6.072647808,10.0619138165,7.247645413,5.659004925,8.633940747,9.608828239,6.3457281585,5.3589494338,5.913135501,9.492243668,7.121070136,8.794173061,5.778347403,5.312893162,BRCA
6.45574924,7.091120961,12.17610621,6.551751032,10.29987056,7.499250204,6.134894093,8.179201405,10.90371263,6.5859397695,5.0578073466,6.287994543,9.08887684467,7.988004536,8.176760488,5.492182674,6.104971499,BRCA
6.928720816,7.103762836,12.72821502,5.868767777,9.8796694575,7.346604868,6.137304345,8.316509092,10.62174996,6.027160675,5.3421536938,5.822227442,7.99293009967,7.5453142,8.94526175,5.564539174,5.698920794,Control
6.6365159435,7.148098063,12.31128435,6.993564335,10.337719898,7.516962875,6.679413681,8.597597398,10.76919343,6.4244788405,5.4913025734,5.416511492,9.194411155,7.626842693,9.004516227,5.301049141,5.252865266,Control
7.5681815995,6.757360421,12.08630553,6.859476161,10.5431463085,7.537142914,5.930152602,9.210044899,12.10567621,6.619283011,5.4387987878,5.237842121,8.633415693,7.240984771,7.750842834,5.268482349,5.961629839,BRCA
8.248473233,6.790319577,12.52742331,6.528184984,10.581626049,7.828646059,5.826428522,8.774277353,10.84257057,6.1288615465,5.8117429202,5.913135501,8.41487604833,7.292669322,8.335480939,5.287261033,5.545977053,BRCA
7.7603213985,7.210990588,11.98243759,6.908335947,9.8093092945,7.272725709,5.809164401,9.115954722,10.00516175,6.5537420015,5.3283454926,5.754627826,8.30846996767,7.370450116,7.540595216,5.765409598,5.579701547,BRCA
8.9607456695,6.696275996,11.37035382,6.506728574,10.2967908845,6.904728314,5.495384375,9.223803305,10.70640129,6.61609541,5.4065428568,5.634165776,8.24833877567,7.801516189,7.582482852,5.66903474,5.967636237,BRCA
8.247227253,6.830360313,12.05450776,6.567237875,10.2833042595,7.245317684,5.626885346,8.75759096,10.12880025,6.6313943815,5.5295343186,5.620154746,8.653406271,7.587367101,7.646560735,5.325990094,5.799353673,BRCA
9.5775018565,6.904427271,11.82446468,6.427820369,10.2474442945,7.331949525,5.584068992,9.221769032,10.77554879,6.8628717035,5.4814391052,5.341284192,7.64956818833,8.135646608,7.576259705,5.707781006,5.984140004,BRCA
6.364286878,7.048353701,8.501728854,7.081832585,10.35590611,8.493075988,5.980260273,9.31063614,12.03158587,6.2169798845,5.1210123436,6.445516183,8.42010759833,7.493457452,7.632470217,5.002940155,6.520033725,BRCA
