ID	7189	6868	83464	55851	5970	5664	5663	23385	4804	4790	51107	DependentVariable
Instance1	7.37822060033	9.1095367405	9.28073663	7.85418446	8.69026092	9.287368939	5.97550771	12.35200901	5.934641074	12.34771002	9.8034507165	Control
Instance2	7.05787236967	9.726639909	8.990792608	8.007365293	8.669346719	8.958634886	5.96330215025	12.3915122	6.734171472	12.34109771	10.373161202	BRCA
Instance3	7.01943370733	9.5152483625	8.572833904	8.046293407	9.073024297	8.766965673	5.86020366425	12.49206041	6.822829314	12.51631937	10.55788277	BRCA
Instance4	6.46814411567	8.928652119	8.780237192	8.565864767	7.67194989	8.721959205	5.477997281	12.29564706	6.822733732	12.26985874	10.6562416645	Control
Instance5	7.059741909	9.618544825	8.22395478	8.24340147	9.268495874	8.682355131	5.78268625175	12.07584355	6.25333282	12.37603319	10.5270256435	BRCA
Instance6	7.331943975	9.5847414925	8.226052227	7.116710762	9.673230059	9.2630948055	6.565515535	12.40979539	5.569408493	12.87483063	10.36141071	BRCA
Instance7	6.42166024533	9.7491525045	8.968869163	8.304922952	7.262755244	8.2969169135	5.6355146775	12.22777395	6.682577247	12.52075501	10.053243219	BRCA
Instance8	7.018808194	9.077068497	9.223061158	8.14845259	9.194320487	8.3767629335	6.26570107825	12.51068142	5.956063188	12.20475003	10.2539369065	Control
Instance9	7.05702786333	8.7968379665	8.243603782	8.126008927	9.012625324	8.676345731	5.95599859375	11.97218475	6.599024363	12.42766909	10.6600607145	BRCA
Instance10	6.71155131933	9.5600599955	9.411500991	8.586221609	8.33670864	9.0032099535	5.81416326725	12.00461736	6.367550714	12.09766027	10.526586781	BRCA
Instance11	6.56440695667	7.977180979	9.310499818	8.273400639	8.687254178	8.9970047755	5.51524345425	11.4905076	6.482005732	12.2590489	10.4808254045	BRCA
Instance12	6.78874329567	8.809705751	9.026247551	7.872984353	8.875473781	8.699927465	6.0186927045	12.32990291	6.69104948	12.38541089	10.1499503605	Control
Instance13	7.02586490967	9.14209333	9.026455058	7.848812458	8.978067698	9.186872249	6.37093082475	12.41466417	6.333741815	12.24889125	9.948206306	Control
Instance14	7.215576291	8.840527739	8.84910881	8.234722994	9.226388785	9.080600238	5.9011386295	12.37838706	7.432565127	12.29388695	9.364328005	BRCA
Instance15	6.78915135733	9.362598027	8.526402526	7.38530403	8.761435816	8.8414528825	5.53542732525	12.68387193	6.958700964	12.41257918	9.253215985	BRCA
Instance16	7.091595276	8.6517274715	9.068416299	8.374116947	8.629266563	8.892368949	5.8757640215	12.42627007	7.683522992	12.40655986	9.4198164235	BRCA
Instance17	7.36477082733	8.3307117015	9.327003038	8.137261592	9.515749664	9.054738506	5.93850058825	12.64414927	7.254180944	12.32574401	9.3788844875	BRCA
Instance18	7.06833791633	8.6527229385	9.265123395	8.396445439	8.496794995	8.9906623545	5.5046755875	12.8865864	7.355397625	12.39966386	9.374679717	BRCA
Instance19	6.99678506233	8.6101836085	9.438719677	8.411575733	9.61434228	9.103584235	6.1245275735	12.66081938	7.534460714	12.00382718	9.4793211155	BRCA
Instance20	7.079701867	9.418326648	9.391867114	9.789346622	9.315772892	9.3538118845	5.94066521875	12.95454627	8.170802781	12.05629403	9.4943029505	BRCA
