ID	805	801	7299	90993	8321	8322	8323	8324	8325	10488	1387	51176	8326	5443	7484	7483	1385	7482	7481	1906	7480	4893	1910	3845	5613	2770	2771	109	51806	108	107	84699	81029	815	816	817	818	5566	5567	2776	5568	2778	2773	2775	51384	810	1638	808	5330	114	115	23236	112	113	5579	5894	5331	5578	5332	111	148327	434	4254	5582	4157	89780	1857	1856	5605	5604	3815	7976	1855	196883	7306	54361	80326	5595	6932	5594	6934	3265	7471	2033	2932	7476	7477	7478	7479	7472	7473	7474	1499	7475	11211	64764	7855	83439	4286	2535	163688	DependentVariable
Instance1	13.59313376	13.11037161	4.835685705	5.599623716	8.4127934705	12.92825655	6.628121512	9.781251189	8.129954133	6.490735075	9.174412855	7.5908954075	7.522230622	6.17142705	5.361953639	6.21830228	10.707890538	6.293385	8.050720878	11.64198185	5.568040657	8.74899041	7.2130622655	6.8286116825	8.2742311235	7.1915641815	11.95442182	12.63069834	9.095911979	7.149597572	8.2081635635	4.993687096	6.958304858	4.967873236	6.3931703428	6.71763387475	8.533227316	6.36946717	5.4829326402	9.668318219	5.48205062	8.533866741	8.056110832	5.32399731333	6.0174776375	7.680836167	5.379041481	12.33572539	7.476788978	5.645450388	8.748277668	6.8772890085	10.327292123	7.377212971	6.21136540967	10.11570732	5.876585242	8.688181342	6.9141724395	6.614529956	6.869350546	7.518340636	6.88517282	5.313256056	7.383922678	5.019047182	9.401989375	9.243210363	11.44994835	10.49127719	10.826347985	8.286605263	6.255785137	10.97207892	4.651938437	6.536989745	6.221109164	11.634256725	5.303029586	8.27215776867	9.499816557	7.4423513115	5.105815554	9.886672502	10.00381342	5.461406798	5.96163024	5.1257211795	4.195262102	6.801873633	7.070982613	6.978971021	6.94578590514	6.035630095	6.106961344	12.47296881	7.552824933	9.014572276	6.77978384933	8.156868221	5.118745153	Control
Instance2	13.5121695	12.75620088	4.398221634	5.478414715	7.970974812	11.95883643	6.469157955	9.9445751115	8.674016666	6.524350224	9.719195242	7.9480842695	7.524935635	6.1866653115	4.998208198	5.703911357	11.4528809893	6.3775425145	6.954781196	10.55781096	5.853378958	8.474680533	6.2093410795	6.4300637355	8.137035193	6.0573658185	11.95691889	13.03258307	6.451092084	6.461320332	6.3425008425	5.219566658	6.24364539	5.03365563	6.9553527598	6.8818081325	8.715636586	6.0929297895	5.5428379012	8.930930318	5.804719114	8.84345400733	8.621833133	5.80333317067	6.386601371	7.335080175	5.549369797	12.47764072	7.453231788	5.65593226	8.080472632	6.8906417385	10.2384186075	7.013074525	6.479820979	10.34726733	6.036839159	9.433471275	7.100683958	5.841225451	7.470742495	6.322474074	6.55129256467	5.115003321	8.443027573	5.629656239	9.575728848	9.534955073	11.52169626	9.559434991	12.309986695	10.23351816	6.33859375367	10.9073904	5.171138007	6.708673956	5.899424146	11.27623323	5.5473183655	7.85669691467	10.1669919	7.8897640555	5.044843524	10.41990782	10.79867858	5.488009811	6.5420415765	5.3490236965	4.107208013	6.015254046	7.58331058	8.003125914	6.96887473943	6.017928169	6.301135476	12.30206775	6.443942775	9.552203712	6.23895994067	9.139008401	5.98658799	BRCA
Instance3	13.47944813	12.13760287	4.806596392	5.011016147	8.9020220415	10.66919979	6.461893267	10.3791014185	9.326666054	6.786534696	9.441990946	8.5167067915	7.582708643	5.8836651175	5.832137623	5.403788568	10.8440250817	5.94640926	5.371568663	11.980959	5.14017664	8.690112479	6.11099970075	6.720661627	9.1235010805	5.457103785	11.84327345	12.19349773	8.606850376	6.767195028	7.5711783515	4.571466258	7.481342095	5.935819934	8.109608713	6.405921396	8.2596790005	5.9034588485	5.4641368762	9.213384421	5.527329405	9.29076107	8.38961104	5.697396068	6.2636479175	10.35235277	5.84800395	12.54827894	7.462177348	6.0290173	8.026856932	6.771545835	9.769915947	7.338293201	5.889051372	10.45388564	5.98687237	8.48506563	6.8982166245	6.323194968	8.672903619	6.488286537	6.29027548567	5.434470814	8.193600666	5.098043929	9.888302279	9.673698244	11.72288448	9.65317699	12.63635133	9.746254447	6.47447631133	9.496554786	5.028581582	6.94477391	6.289378595	11.198356615	5.2594447425	8.11094053067	9.596027176	7.856102429	5.430127385	9.740911174	10.42204403	5.228252321	6.2859438955	5.597986393	4.596993252	6.16058305	7.909009687	8.217486565	7.126093946	5.375570566	6.174432011	12.38767549	5.784511344	9.290572499	5.66192300333	8.941760064	5.757030749	BRCA
Instance4	13.35270561	12.20536419	5.423251451	5.307438771	8.301028863	11.24400418	5.651059765	10.4243668365	9.130687109	6.976424143	9.0089772035	8.468887702	8.287101846	5.826429837	5.259471408	5.884360575	11.337274206	6.525127691	6.583162235	12.15837941	5.931571523	8.847629866	6.189703719	6.243898751	9.2078924525	5.725019338	11.56304622	12.23565236	9.664661106	6.763813641	7.0913602235	5.249456007	7.099714536	5.198898037	8.725184586	6.1456479	7.7082282335	6.323322532	5.1156792046	7.435526765	5.655216748	8.629147321	8.480952861	5.12699757367	6.557150138	9.938977155	5.038931331	12.76004735	7.601141445	5.876032641	8.120096744	7.226006717	10.3820872935	7.478529234	6.312672729	10.09500831	6.1476177	9.211511834	7.2768077175	6.331145921	8.826152109	6.221350881	5.60520712767	5.36790503	8.586878364	4.932877618	8.627005886	9.844427681	11.42772678	9.580847928	11.75533744	9.135068667	5.97755783033	10.39270411	4.989038216	9.607256848	6.480229268	11.274247985	5.361841212	7.98209816267	10.09834176	8.398114105	4.65909244	9.510601559	11.11828268	4.97385375	6.3290375325	5.2926478335	5.357737827	6.340211188	8.31872483	6.034364988	6.25068708814	6.848156962	6.848156962	11.98277091	5.994246645	9.512108899	5.15529064333	8.857282118	6.492979261	Control
Instance5	13.37889296	12.34682957	5.092134744	5.831124321	8.160096299	11.24903656	7.072805548	10.218524836	9.079885486	6.189286535	9.6688997565	6.8894093365	7.458244852	6.1219312495	4.665926218	5.65593226	11.0490871027	6.3892088105	6.019930513	11.79269688	5.305251227	8.770532686	6.64626420825	6.8833304115	8.5157239865	6.8901006515	12.12850358	12.7347446	6.345898074	6.854560258	7.084991265	5.119575355	6.7795235205	5.062220221	6.9100805066	7.045711086	8.3252183155	6.52394041	5.466218321	9.924501194	6.407145055	9.35589447533	7.944479462	5.43099958733	6.141871814	7.089109133	5.423923718	12.45248586	6.773076963	5.824138541	8.28785217	6.848015995	9.671974648	7.297193996	7.50900425433	10.22872886	5.887775801	8.977409535	6.6548276045	5.680472929	8.057424717	5.291135005	6.667922269	5.333791561	7.372366939	5.305251227	8.875635041	9.333972157	11.8471671	9.966174165	12.646626615	9.68543261	6.38015555967	9.358629843	5.029244428	6.628559001	6.502915818	11.21839075	5.7593689035	7.82991936767	10.14243933	7.697637374	5.580832327	10.27748534	10.40311354	5.108327117	6.528179593	5.31991114	5.218210843	6.29655434	7.647208586	7.516174992	7.18244667671	5.939585825	5.971837379	12.49559531	6.805650779	9.488543691	6.26453381967	8.899010276	4.93618003	BRCA
Instance6	13.71343219	13.11510467	5.118745153	5.294814856	8.8413044935	11.81385744	7.764773957	10.2149243505	8.003378941	6.499332184	9.509274839	8.097828749	8.27508986	5.74631893	4.963718308	6.147821182	10.8002004453	6.322112195	7.179961635	9.452983057	4.851513263	9.445243095	6.481902885	7.019536675	8.0343196725	6.5536864175	11.63993091	12.65857307	5.930448326	6.543500233	6.50402659	4.44414752	6.7122212035	5.093825554	6.3166102882	7.03324440275	8.4054699995	5.9174340255	5.6759717936	10.54993411	5.625863148	9.078168623	8.556449653	5.06825095367	5.981941758	5.996451597	5.617292053	12.66384721	7.658927519	6.352798794	8.529822044	6.727722821	9.753034207	7.806535324	6.98490046733	10.624983	5.94872421	8.467749328	6.9752829565	6.872247394	7.892240927	5.641409649	7.81089306333	4.940884687	8.487137729	5.925887445	9.799419701	9.168196442	11.5852209	10.23164154	12.920986245	9.687454914	7.01539003567	10.16002932	5.202134845	6.314610999	6.149651232	11.07534033	5.46848766233	8.18650002	8.429543916	7.3388634815	5.331285345	9.934575887	9.953578497	5.316879984	6.7096565605	5.522063219	4.985513237	6.649547651	7.076257446	7.323192435	7.271366378	6.202961886	6.004058206	12.42106423	6.2694125	8.234483507	6.52594554267	8.597597398	5.660645761	BRCA
Instance7	13.29267684	12.34260121	5.139972076	5.832707292	7.9387998355	9.729417293	6.085982922	10.7153715	9.196074082	6.998198677	9.006275549	8.8341510175	7.542028015	5.964404679	5.297201735	5.507803557	11.1354255073	7.6792712795	6.156291057	12.5093322	5.614644516	9.358008891	6.618324161	6.6232326	8.079817226	5.366277458	11.48011881	13.34505663	9.276724119	6.456482249	6.201503818	5.209854193	7.350022204	5.754494213	9.356122659	6.55286557675	7.7168387545	6.330484187	5.5322651396	7.39744174	6.430289978	8.46320594233	8.162543804	5.72716198833	6.181744451	10.40794251	5.938762876	12.61750082	6.111350232	5.779661087	8.167494826	7.4861886795	9.1297731835	7.967285529	6.81582852467	9.961088297	5.48205062	9.024558716	6.945356743	5.057462456	7.151831235	7.536346549	6.20872212967	5.832707292	8.952028549	5.544509535	8.541049291	9.649157865	11.16076662	8.977681421	11.130403795	9.356848698	5.675294266	9.341019005	5.219373048	10.10422562	6.460337629	11.151396135	5.8858777265	8.451561107	11.59635064	7.9742866725	5.246418775	10.17277787	12.02630394	5.560264997	6.005130752	5.255997126	5.388199225	8.60580462	8.658881899	5.887288406	6.587592285	6.268944869	5.328236218	12.43390104	5.910919251	9.001071145	5.49151255567	10.67558245	5.548136995	BRCA
Instance8	13.44200721	12.57155186	5.013474821	5.120093989	9.4795098715	11.56819616	6.861958852	10.168160634	8.942852506	6.418279038	8.7304792815	8.155621054	7.021149678	5.404807758	4.636656248	5.920180882	10.258386433	6.0879494895	7.075909955	11.17261832	6.028906829	8.993477034	6.94778246125	7.0670465565	8.116304847	6.2928801065	11.95442182	12.39966386	9.164543144	7.109938036	7.6188571805	5.520745364	6.8666681815	5.619127766	7.580338669	6.064234489	8.729778512	5.9718598575	5.3094441946	9.665460782	5.233822166	8.875123686	8.2669635	5.32302536333	5.639734946	9.572823899	5.078322959	12.74796537	6.898937271	5.862458365	8.80888466	6.719520862	9.643814388	7.667823176	6.87117032933	10.12277013	6.202570157	8.419813926	6.5861642735	6.091811548	7.757025122	7.066442082	6.99881217567	5.495064524	7.831435711	5.431465218	9.42208113	9.307952776	11.28922369	10.00443156	11.77757979	8.882827291	6.27415792233	9.812386363	5.887897624	8.009312352	5.917199751	11.40345044	5.48916194417	8.171538624	9.218358063	7.7095138065	4.835559392	9.744439113	9.584981814	6.007201809	5.6952999385	5.5709618885	5.154424477	7.44476877	7.059834177	7.743893804	7.12159637657	5.682019293	6.001358226	11.94573106	5.78751817	8.191603516	6.58788563667	8.944537203	5.655646098	Control
Instance9	13.70458133	12.3148028	5.54798282	5.430796457	9.2720875485	10.63456176	7.375346026	10.3979483055	8.239957816	7.109990256	9.1075112315	7.9414165605	8.065471505	6.2184456665	5.338434442	5.735529792	10.6759547673	6.2086577505	5.998653184	12.02968073	5.508596024	8.769533015	6.37554938625	6.5497902615	9.095386554	6.2675959045	11.46383867	12.05932765	9.148261195	6.816347305	8.092918242	5.048553625	7.1606421125	5.662925563	7.4789113804	6.4879534175	8.057131251	6.3825279205	5.291675395	9.303998235	5.844493149	9.29028807333	8.546914832	5.793978829	6.289543783	8.367000914	4.689877288	12.4865699	7.321975714	5.813403636	8.17986074	6.995146243	9.557649091	7.357466507	6.13414385767	9.9831294	5.352274105	8.419971893	7.024481502	6.099511534	9.07478446	5.926124729	6.48243364867	5.606746643	7.522112898	5.706952669	9.166176345	9.0839188	11.82274022	9.452231522	12.9101455	8.876978171	6.39219749433	9.898586698	5.028581582	8.103682692	6.150616157	10.99057863	5.40220329333	7.91861634733	9.080831598	7.94496816	5.524354632	9.125801619	9.460251675	4.778749175	5.4468612975	5.548760095	5.250403832	6.476183696	7.258003273	7.196481948	7.27824373014	6.479825221	6.167925508	12.16730219	6.388711011	9.202332696	6.26089478967	8.612961657	5.375570566	BRCA
