@relation thedata

@attribute 10000 real
@attribute 1026 real
@attribute 1027 real
@attribute 1147 real
@attribute 117145 real
@attribute 1385 real
@attribute 207 real
@attribute 208 real
@attribute 2308 real
@attribute 2309 real
@attribute 23239 real
@attribute 2475 real
@attribute 253260 real
@attribute 2931 real
@attribute 2932 real
@attribute 3164 real
@attribute 3667 real
@attribute 387 real
@attribute 4193 real
@attribute 4303 real
@attribute 4803 real
@attribute 4914 real
@attribute 5170 real
@attribute 5290 real
@attribute 5291 real
@attribute 5295 real
@attribute 5296 real
@attribute 572 real
@attribute 5728 real
@attribute 57761 real
@attribute 6199 real
@attribute 64223 real
@attribute 7249 real
@attribute 79109 real
@attribute 842 real
@attribute 84335 real
@attribute 8660 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,11.459753229,9.994983337,9.004698798,6.743323514,10.707890538,9.746089281,7.466690585,11.59105257,8.65713445933,8.525639357,10.40794251,5.817758343,6.656643396,10.00381342,7.80231742467,10.10813927,12.37603319,5.4774530015,9.212004536,7.388170429,5.19152344233,7.1007852408,6.685313404,7.339184439,7.0703331436,11.7240492,7.546352606,10.48283344,8.468095662,9.8141439395,8.366847964,7.102536626,8.334523256,7.924560768,6.934372381,12.08367055,Control
5.94776533325,8.288611166,9.7467670155,8.974945912,6.178023026,11.4528809893,9.68028616833,6.43012268,10.97151861,8.61943654367,8.210794454,10.37262599,5.887288406,6.263509238,10.79867858,6.52289608033,10.01141636,12.57624761,5.63969746625,9.251175332,7.536346549,5.505510586,7.4312568682,7.098719371,6.741201091,7.6111323212,12.12504541,7.48196166867,10.32512022,8.994354232,9.498162056,8.842626225,7.8100749315,7.842049506,7.7506065195,6.845117176,11.11317258,BRCA
5.52044016575,8.320702773,9.760065891,8.986710369,6.947055725,10.8440250817,9.69256516467,6.416760061,11.02198648,8.11911474133,8.990643721,10.44466839,6.223234887,7.147411327,10.42204403,6.15853337533,9.532322378,12.07257321,5.8602843415,8.82901003,7.765321119,5.26733198233,7.2445861642,6.212526175,6.813047234,7.448654099,12.67203307,7.496409352,10.4297627,9.791114496,10.2425466365,9.630577078,7.3984048785,8.09744639133,8.1061247785,6.923330828,11.22600587,BRCA
5.58777326775,8.2000896335,9.344181055,8.742495656,7.239410274,11.337274206,9.98949733167,5.863140121,10.90909074,7.89001782067,9.016746404,10.39039231,6.082580853,6.947903173,11.11828268,5.52976592467,9.129946971,12.17972416,5.5016593965,10.06056798,7.799736743,5.99442656267,6.9971733014,5.584068992,6.506054132,7.6522265588,12.52623397,7.166098701,10.18190731,10.14854685,9.9489026305,10.00278026,7.6503556025,7.59615406733,7.389583129,7.356366407,10.31178269,Control
5.87271996825,7.875076566,10.049946495,8.684828488,5.894824582,11.0490871027,9.506100771,6.860966288,10.63211394,8.43841214667,9.082229642,9.62228117,5.44461013,6.836369559,10.40311354,6.08433296333,9.959676393,12.74633592,5.80954885825,9.04746554,7.144329712,5.547936593,7.3395574808,7.405441727,6.944393257,7.950268865,11.96427598,7.33013335533,10.27256013,9.421265976,9.731993461,9.484878832,7.4082400825,8.19961830567,7.637528126,7.543266046,11.49594259,BRCA
6.0241266485,10.112371314,9.5007422985,9.33884841,6.847624679,10.8002004453,9.688092646,7.477052175,11.37439849,8.37121987433,7.879094802,10.04182378,6.162799782,6.770634576,9.953578497,8.36641248067,10.00182726,13.08540943,5.889292139,8.339762197,7.044998189,5.422961591,7.3955993004,7.460253403,7.80732453,7.4183463498,12.02694363,6.96976629,10.16250498,8.755431019,10.1743432895,8.90097329,7.2581526215,8.96012964167,8.5459358775,5.947029782,11.69149721,BRCA
5.88751933675,7.8281740715,9.015559992,8.17437786,6.773076963,11.1354255073,10.0480993307,6.742953157,11.02648906,8.43731510867,8.440081308,9.710815526,5.495384375,6.72267478,12.02630394,5.61863853467,8.873183485,12.27941189,5.78129302475,9.180127421,8.198753346,6.52639166833,7.3536038904,6.662423158,5.996847001,8.3350079456,13.11366653,6.54175895867,10.31455241,10.39297237,9.6883434395,9.95563942,7.399969872,8.17914310267,6.9179834015,7.986995525,9.882139059,BRCA
5.55851851825,9.436657679,10.6232973005,8.824657385,6.416168916,10.258386433,9.436876068,6.689303092,11.33417845,8.18545797233,8.912381254,9.922785491,6.08693831,7.289814009,9.584981814,7.134000206,10.47490271,11.89259415,5.3501390665,8.872275583,8.277683912,5.618990182,7.0445753338,6.020263967,7.162847292,7.757716558,12.07897478,7.84441516067,10.71573921,9.038034948,9.8900263955,9.017533022,7.055090386,8.49577643867,8.3320404855,6.734035951,11.73537632,Control
5.650041658,8.6840196725,10.059640231,8.659854224,6.458739307,10.6759547673,9.58057105933,6.500527718,10.66032156,8.21589430233,8.963128094,10.26710886,7.016922821,6.70684521,9.460251675,7.56621495767,9.964760013,12.60350703,5.591806779,8.632069254,7.431458167,5.580399701,7.1591884674,7.205282841,7.428655643,7.6719006758,12.20624983,7.80894971567,10.36365325,9.783440744,10.173879045,9.695411499,7.327968466,8.31359507267,7.7930385845,7.048898576,11.64430934,BRCA
5.56331123875,8.5305745065,9.9202580165,8.645245129,7.409075047,11.1110274023,9.75364579767,6.827314517,10.90549628,8.183937528,8.751779294,9.976514407,6.038266749,6.408334517,11.10846093,5.38469059467,10.08180334,12.28213433,5.8421495495,9.629630344,7.109833592,5.61823474067,7.3339069032,7.606018576,6.850940421,7.3060563712,12.27296951,7.79374473733,9.653830832,10.3235449,9.8976062935,9.099374852,7.271314855,8.02412086467,7.6247556515,7.440414751,11.1050886,BRCA
5.4786784915,8.836754421,10.1640382545,8.670710349,6.86802345,11.005151922,9.592833039,5.479142629,11.12353964,7.53120278467,8.73696091,10.36865954,6.311798825,6.991610063,9.583290187,6.823946074,9.072521955,12.64120964,5.125223824,9.030874784,7.593430574,5.82521094467,6.4696508394,6.657000843,6.80536058,6.9076540764,11.73774813,8.04104994467,9.658595819,9.576229762,10.0985898065,9.467392148,7.5150055545,7.96196954367,8.198860636,7.697873054,10.77336613,BRCA
5.7708818765,9.0515115425,10.0441681905,8.807082076,6.996504912,10.78322175,9.66262953467,6.97372929,11.03306523,8.066354955,8.397697225,9.964760013,5.994246645,6.58789422,9.857779317,6.33025045733,10.04292168,12.30040269,5.5617899825,9.043410897,7.536560251,5.741424473,7.150559257,6.822223857,7.215390118,7.509195938,12.16093036,7.56627437633,10.53537772,9.057342719,9.9276756755,8.49777314,7.0080930265,8.35948529433,7.692121379,6.856678017,11.64562254,Control
5.8854976,9.93093261,9.813364775,9.155780297,7.22451093,10.4041484903,9.935713008,7.400262798,11.53060643,8.55696415067,8.781606528,10.29122283,6.187555595,6.962725777,9.894916689,7.38864896367,10.43052602,12.38074251,5.7278366545,8.575786096,7.908033966,5.65673537333,7.2121520398,6.672535396,7.548207573,7.3656981534,11.89182747,7.59129591867,10.73844933,8.781606528,9.9225039835,8.822380524,7.1460675305,8.41008196433,7.8122716905,7.290413172,12.0344036,Control
5.6707063705,9.024549301,8.716991196,9.260861404,7.889231864,10.5074705227,10.2127518167,6.998819226,11.71011775,8.37001555233,8.671329755,11.20290453,5.88130442,6.940170054,9.243632862,6.18594528567,10.35004996,11.64892389,5.53215868525,9.919347951,6.930918032,6.076211705,6.5523992454,4.904979261,8.158055634,7.1534205814,12.03287579,7.66188804867,9.656380672,9.31002259,10.572813026,9.353169505,7.550712611,8.276027599,8.7262881565,6.843076615,11.29880451,BRCA
