@relation thedata

@attribute 10298 real
@attribute 2817 real
@attribute 4690 real
@attribute 5058 real
@attribute 5062 real
@attribute 5063 real
@attribute 56924 real
@attribute 57144 real
@attribute 5879 real
@attribute 6091 real
@attribute 6654 real
@attribute 6655 real
@attribute 8440 real
@attribute 9353 real
@attribute DependentVariable {BRCA,Control}

@data
6.78184004567,8.113352957,10.98495975,9.037678125,8.225782395,6.572931815,7.228436626,6.06101575,8.85850435833,5.33883171233,8.001564595,7.867620258,8.433473539,11.0443909,Control
6.96341635667,8.164028381,10.84149381,9.447476465,8.658878356,5.989031828,7.918686056,5.9152182985,9.23532012167,5.12516718933,7.481398095,7.609956448,8.724393685,12.20870084,BRCA
7.053848853,8.208894121,10.64831289,9.822754492,7.83784169,6.451215749,8.388922588,6.471963415,9.280236709,5.78784169733,7.228580927,7.575257723,8.9589157885,9.780925661,BRCA
7.29161173667,8.856262983,10.73945599,10.03852848,7.70770520067,6.212477538,7.666368043,5.970444851,9.422761191,5.22759732733,6.648325671,6.838009842,8.508698179,9.914441615,Control
7.17942935133,7.938816713,10.86805107,9.507874464,8.07563913267,6.54048116,7.235083497,6.436155389,9.29741101033,5.48920602567,7.634958261,7.652900753,9.1700397085,11.47971474,BRCA
7.13014571033,8.308272042,10.69407078,9.3312535,8.35808952433,6.491536971,7.486435083,6.593782925,9.14697742367,5.54615480933,8.19601328,8.522033306,9.2483995865,10.91815534,BRCA
7.12335323067,8.54193016,10.66366508,9.354305108,8.02893851733,6.952074702,6.609404545,6.309891817,9.62804284167,4.99405917633,7.292025067,6.760091594,8.534541428,13.27043919,BRCA
6.600449015,7.941592183,10.92270353,8.901176988,7.68379282967,5.447753778,6.453069445,6.192045554,8.82865486733,5.25074098267,7.787382059,7.907583411,8.850359256,11.10547497,Control
7.157131823,7.80790408,10.77967445,9.625618044,7.77701585767,6.517673816,7.520699455,6.4383506835,9.29235500067,5.10150383,6.878728789,7.65031782,9.2112986685,10.77140304,BRCA
7.26601424567,8.47707128,9.980729078,9.599773923,7.95022355167,6.373044025,8.381198053,6.3266587065,9.23513699733,5.238091788,7.4960371,6.965931792,8.5559283345,10.91468805,BRCA
6.668976943,8.283228592,9.913346139,9.29724939,7.58494976267,5.761026747,7.641511935,5.850933908,8.92818876867,5.44651041933,6.507481989,7.055014278,8.0600477795,11.35299256,BRCA
6.91179159267,7.309115066,11.21967391,9.270109064,7.93261710267,5.8796514,6.818777479,6.0725711085,8.97755484267,5.50737084067,8.512524314,7.958945778,8.918160343,11.17080781,Control
6.88726016867,7.716204063,10.74699733,9.21638279,7.94302709167,5.178626261,7.235298947,5.944323571,8.882604615,5.197189397,8.640083234,8.326250965,8.8377540625,11.22708057,Control
7.10358658867,8.368769576,10.29596436,10.06933601,7.87233796567,5.682862067,8.547261958,6.5271583745,8.867882958,5.17387797233,7.7584583,7.997872605,8.317589219,9.603014797,BRCA
6.941697034,7.829676956,10.7059911,9.423032438,7.52928093467,5.582263377,7.369905099,6.130916478,8.552349278,5.37863055033,7.8511886,8.051101686,8.900431662,11.84647188,BRCA
7.152093931,8.530895078,10.50280226,9.880142578,7.75599573933,5.6227922,9.370644433,6.2546153975,8.787767491,5.12159632233,7.192690117,7.815353072,8.315797454,10.90118767,BRCA
7.44371655133,8.848952379,10.1942401,10.12536217,7.607699735,5.443947436,9.269968858,6.655277743,8.934366304,5.35185683433,7.688986551,7.672568764,8.229519109,9.761227556,BRCA
6.99125126167,8.282220999,10.61424078,10.00810682,7.474927603,5.37574431,7.893879593,6.473526085,9.01840760867,5.57002835367,7.192172276,7.588473151,8.5810329915,10.68440919,BRCA
7.58098573433,8.730318239,10.04445598,10.13367562,7.58342234833,5.410164055,7.733390145,6.257271368,9.258466301,5.15494949733,7.574595656,7.816841466,8.522137342,9.269828638,BRCA
6.97610052433,8.786074471,10.80162574,9.841965701,7.32187888267,6.157049396,8.635646596,6.318826387,8.91017192567,5.204860323,8.480033951,8.635646596,8.5114746565,10.44796168,BRCA
