ID	4799	11051	79869	1477	1479	1478	8106	51692	10978	10921	29894	6431	9939	6432	53981	51585	4686	6430	4116	51362	8683	9295	7307	11338	10914	22916	6429	6428	10250	10189	9785	6427	65109	6426	DependentVariable
Instance1	8.4534954625	7.4301684585	5.911039136	5.836226757	8.19142420125	8.635846085	11.59799678	10.33656266	8.270226548	9.9478443525	9.810427489	12.88068749	6.253994582	11.23443143	9.2305254975	9.856674954	8.059859689	13.848465345	9.727453002	10.3428528	12.74918966	5.988236614	8.7822184145	9.244195928	10.61564829	7.88145338567	12.58929307	7.627945878	12.08138533	7.68568542933	8.301085877	12.73346456	8.6072752645	11.09170663	Control
Instance2	9.07906105725	7.330037277	6.319767507	5.80826957975	8.8739982955	8.486142286	12.00382718	10.31685598	8.643748998	10.093905887	10.32614888	13.23568448	6.615927983	11.50067275	9.1057552085	10.20308524	8.25492364	13.59674589	9.831165155	10.11313043	12.70613234	6.541797943	8.915199928	9.1768267945	11.15959405	7.51004890567	12.87483063	8.057792791	12.49828211	7.68395159167	8.93858068	12.8619748	8.471305704	11.25593456	BRCA
Instance3	8.61427691625	7.6857215995	6.405912077	5.439084264	9.05785640175	8.720518853	11.98494007	10.36324806	8.897861429	10.401239976	10.69998038	13.32947056	6.58267313	11.64933041	9.172370206	9.757873796	8.146621018	13.470225715	10.11027486	10.43095979	13.14374197	6.5729697	8.906940563	9.5030130075	10.93447616	7.94825784867	12.30758799	7.937337889	12.36549278	8.10018244867	8.881474302	12.74633592	8.3376210945	11.37562067	BRCA
Instance4	8.64235270975	6.920599959	6.198794315	5.82423629975	8.935929424	8.961580736	12.13138765	10.67359642	8.305173834	9.583438812	11.0108954	13.45429804	5.664988526	11.74892461	9.16673823	9.735361871	8.803470139	13.56614457	9.921722365	9.975966561	12.25336009	6.269599511	8.4785009665	9.4116827515	10.91544642	7.58612819967	12.44389288	6.8495687005	12.21133327	6.61701775967	9.308186063	12.28299001	8.629813818	11.4318764	Control
Instance5	8.61426475575	7.5545922225	5.721517065	5.71295492525	8.98399562275	8.319774985	11.69454954	10.59236386	8.754354011	10.4211467505	9.782101824	12.7295762	6.268757774	11.32802988	8.9599315355	9.895348494	8.173353743	13.129297275	10.03996125	10.15068061	12.9851927	6.858357554	9.342502189	9.2509596	11.02431225	7.93509094333	12.58278655	8.158823234	12.07125127	8.20578410567	8.660014728	12.24154982	8.2900423145	11.27871096	BRCA
Instance6	8.513375705	7.918896776	6.261065912	5.8378556905	8.63642267375	8.701879202	10.97348951	10.66951428	8.964023935	10.73015353	10.04796267	13.75481291	7.302047389	11.980959	8.7195690835	10.47269874	8.315298042	14.01322491	9.265615706	10.37102002	12.81153531	6.964979397	8.702197063	9.088103637	11.37640504	8.084937371	12.84430567	8.4547314975	12.34904213	7.83899154967	9.239217295	13.09561052	8.2818032125	11.59105257	BRCA
Instance7	9.23137616525	6.389561675	5.72962839	5.807070815	8.48733146575	9.208960477	11.80942059	10.51017103	7.826232466	8.942353879	11.3345919	13.50703833	7.141854563	10.80184598	9.0017728385	9.682880991	9.040817876	13.01406235	9.632550476	9.468797688	11.92604216	6.413421135	8.802359285	9.2549460155	11.48849306	7.31864934033	12.46600514	6.3765728385	12.38193096	6.63745606467	8.533476842	11.62135377	8.229011899	10.50969117	BRCA
Instance8	8.47004252	7.5438600955	6.206043042	5.95745323	9.40585671375	8.414432742	11.79683874	10.05540484	8.400795268	9.933206313	9.783440744	13.074006	6.187357641	11.29816872	8.712978988	9.449448466	8.714478327	13.52447045	10.21330509	10.39785406	13.12983363	6.218786615	8.955194463	9.58057121	10.57213676	8.28694858433	12.47764072	7.905385112	11.78748237	8.09826930367	8.56474124	12.68199828	8.661250497	11.20049729	Control
Instance9	8.571999336	7.7700664335	5.69600164	5.8381559375	9.10287896675	8.639323636	11.96905199	10.67862239	8.802121408	10.567171401	9.957893248	13.34320241	6.638729582	11.72497433	8.96045285	10.11282428	8.472326439	13.63707531	10.18746996	10.35235277	13.02126635	6.667115534	9.199840675	9.47220228	11.23083122	8.102910264	12.25336009	8.074104295	12.02464979	8.44827411533	8.593410849	12.77284039	8.428272906	11.9866439	BRCA
