ID	5873	4218	5862	9367	5861	5870	58	5867	5868	7879	8766	5864	DependentVariable
Instance1	6.47869938225	11.68222884	8.80369615	11.50362218	9.974156834	7.104199351	6.569556123	9.027609637	9.963792397	13.06629278	12.67947906	5.723156638	Control
Instance2	6.74927616575	11.75371412	7.730760727	11.41577096	9.675384217	7.8395964145	5.19062597	8.676883662	9.369641578	12.78228677	12.53965448	5.672079654	BRCA
Instance3	6.80880809875	11.77742394	8.277939575	11.45329393	9.901512226	7.161362738	5.283469238	9.216952625	9.804663915	12.98945487	12.30490464	5.066316611	BRCA
Instance4	6.40929110325	11.38023121	8.163890053	11.1471733	9.772286167	7.3540378505	6.563810693	8.549102258	8.905402895	13.14374197	12.20624983	6.360369215	Control
Instance5	6.97529292125	11.93990341	8.502683773	11.44536424	9.783674007	7.5204937705	5.301780818	8.885895474	10.18714825	12.57561022	12.33362227	5.653784658	BRCA
Instance6	6.9340525595	11.88820491	8.620862319	11.52103369	9.931029662	7.97781751	5.802329755	9.304334849	10.79917457	12.90048482	12.82636383	5.499695432	BRCA
Instance7	6.48641234975	11.5228538	8.517473661	10.5787857	9.573941152	6.939037565	5.472984221	7.254369939	8.36573313	12.67768778	12.5708958	5.447092526	BRCA
Instance8	6.580893642	11.67950002	9.04464761	11.88017861	9.833428205	7.229478286	5.551370856	9.286350482	10.11844835	12.99983714	12.57347448	5.487205952	Control
Instance9	6.919616031	11.73344556	8.241793865	11.49113672	9.870642568	7.7877876645	5.771232765	9.079192165	9.9479076	12.78522262	12.36089516	6.143184845	BRCA
Instance10	6.45725762075	11.56978693	8.720698396	11.19187368	10.00680332	7.512385075	5.608965365	8.386661295	9.286477553	12.88816775	12.31194418	5.177231401	BRCA
Instance11	6.04842933325	11.8054921	8.178666251	11.36752411	9.906440106	7.9833949235	5.541492575	8.201463713	8.941327257	12.74796537	12.01207986	5.606154407	BRCA
Instance12	6.648140112	11.65143532	9.045064165	11.75128055	10.09998588	7.444149015	6.167122676	8.956696408	10.16589345	12.95454627	12.59230526	5.503198645	Control
Instance13	6.46501169075	11.50023704	9.335714771	11.45963412	9.937786163	7.3259511825	6.079490783	8.982994377	9.674898929	12.95454627	12.69883927	5.612950486	Control
Instance14	6.78959642175	12.00937212	8.94526175	10.63866242	9.983528472	7.063315871	6.848689049	9.15104263	8.971961016	13.21419392	12.71111204	5.673281687	BRCA
Instance15	6.4730425085	12.10354363	8.672311411	10.96083116	9.819836252	7.3842467425	5.812184526	8.955374654	9.378252108	13.32090986	12.93836212	5.985791427	BRCA
Instance16	6.563913699	12.16391545	8.492455221	10.84149381	9.678499404	7.1591215355	7.824005841	9.271183522	8.723286465	13.11936595	12.71693524	5.890696716	BRCA
Instance17	6.6502201405	11.98210419	8.710471653	10.76155147	9.699139113	6.9901210545	7.461993252	8.844094608	8.961436038	13.00646289	12.64987931	6.257911667	BRCA
Instance18	6.45851396775	12.14617574	8.701272777	10.94132297	10.24008207	7.2668384425	6.011233546	8.963691671	9.013016321	13.25089354	12.44601199	6.017928169	BRCA
Instance19	6.428969823	12.26010515	9.088471	10.7998525	9.806243943	7.4687716955	5.243755943	9.298968193	9.075560123	13.12983363	12.39294532	6.088635217	BRCA
Instance20	6.93737468575	9.657792328	9.807017204	8.760105424	10.3906422	6.6975851795	5.290397907	8.711702352	9.549015053	13.46969908	12.2610269	5.54782863	BRCA
