@relation thedata

@attribute 1017 real
@attribute 1019 real
@attribute 1021 real
@attribute 1026 real
@attribute 1029 real
@attribute 10912 real
@attribute 1111 real
@attribute 11200 real
@attribute 143686 real
@attribute 1643 real
@attribute 1647 real
@attribute 25898 real
@attribute 27113 real
@attribute 27244 real
@attribute 2810 real
@attribute 317 real
@attribute 3479 real
@attribute 3486 real
@attribute 355 real
@attribute 3732 real
@attribute 4193 real
@attribute 4194 real
@attribute 4616 real
@attribute 472 real
@attribute 50484 real
@attribute 5054 real
@attribute 51246 real
@attribute 51512 real
@attribute 5268 real
@attribute 5366 real
@attribute 54205 real
@attribute 545 real
@attribute 55240 real
@attribute 55367 real
@attribute 56475 real
@attribute 5728 real
@attribute 575 real
@attribute 581 real
@attribute 595 real
@attribute 6241 real
@attribute 637 real
@attribute 63970 real
@attribute 64065 real
@attribute 64326 real
@attribute 64393 real
@attribute 6477 real
@attribute 651610 real
@attribute 7057 real
@attribute 7157 real
@attribute 7161 real
@attribute 7249 real
@attribute 836 real
@attribute 83667 real
@attribute 841 real
@attribute 842 real
@attribute 8493 real
@attribute 85417 real
@attribute 8795 real
@attribute 891 real
@attribute 894 real
@attribute 896 real
@attribute 898 real
@attribute 900 real
@attribute 901 real
@attribute 9133 real
@attribute 9134 real
@attribute 9538 real
@attribute 9540 real
@attribute 983 real
@attribute DependentVariable {BRCA,Control}

@data
8.5614408535,11.20375193,9.62214845,8.836754421,5.712608247,8.416851482,6.638874358,6.98895926133,6.834474605,6.839081327,8.873106035,6.1794298785,5.628781795,10.80140547,8.415309872,7.7410235595,7.5228200195,11.504086915,6.208641296,9.1707681385,5.125223824,6.44911201,9.178628207,7.27735742025,5.99710475,8.338492524,12.16002117,7.142467367,9.190393326,5.8598119135,9.025071112,5.02130020225,6.85936096467,7.582507979,5.941758505,9.658595819,5.61299423525,7.20416888733,13.46367638,5.659219053,6.963748587,5.9825416995,7.886307978,8.97424272367,11.3896960945,8.14866125225,5.236694705,10.80286793,8.06060289,5.596496342,7.5150055545,8.021098551,7.293842046,5.3816807882,8.198860636,7.875228881,5.05927308767,7.35490904933,5.842357415,11.625566415,12.43207997,6.179762227,7.701051096,7.791310248,7.043905282,4.956437318,9.9403103645,7.829909142,5.220752803,BRCA
8.893995041,10.68360899,9.837833335,9.0515115425,5.99415791867,8.941760064,6.776897268,6.76139862367,6.603370883,6.0664182,10.33052152,6.7003654155,4.95444207,10.32564307,8.257648453,7.693481461,8.087964069,11.858454705,6.375481896,9.532370156,5.5617899825,8.176224428,9.392618557,7.3263622655,7.2353025745,7.282372907,11.72874546,5.804654588,10.0270701,5.60110425,8.530173307,5.28315010425,6.47305652833,6.61223894833,7.967631374,10.53537772,5.41209807525,6.94434709133,12.99332148,6.273894067,7.32208299633,5.9185732725,8.489909284,8.97634119667,11.31928678,8.86069519775,5.011910695,12.02131498,9.069960645,5.061140288,7.0080930265,8.158617651,6.150362292,6.0308489854,7.692121379,8.718910517,5.42320015933,7.348979802,5.585571947,11.59706918,12.41967063,6.16318161475,8.064802879,9.20071759,6.913371526,5.8926450975,10.2087622165,7.489256148,6.0055657725,Control
9.195934583,10.23700709,9.342986415,9.93093261,5.68078141,8.833563055,6.72451769,6.11691885167,6.61574411,6.141806358,10.3523372185,6.752057735,5.532793245,10.22091671,8.252714063,7.5169319435,8.090572707,11.81902331,5.903314583,9.605847619,5.7278366545,7.935962253,10.3940878,7.01677338075,6.669606693,7.813622686,11.88705885,6.389442588,10.47490271,5.429342029,8.84381204,5.69480086275,7.03268294367,6.62693035433,6.350236994,10.73844933,5.22143605425,7.12759723067,13.31043176,5.781629373,6.91536080067,5.8998634975,7.300812696,9.01684391333,11.6314181,8.84889439275,5.21588362,11.69988051,8.376018051,5.716930037,7.1460675305,8.264536249,6.889476965,5.9638642464,7.8122716905,8.512879813,5.38632573367,7.113716681,5.639963781,11.855013655,12.53119874,5.667146432,7.396905348,8.8297882025,6.734171472,5.76232492,10.106606087,7.7826550895,6.0129300215,Control
9.7479615385,10.96383915,9.335714771,9.024549301,5.986607541,7.753770191,6.864034824,6.30220446233,6.278733439,6.132068463,10.288105725,7.081603816,5.892094228,11.084503,9.483967456,7.2583026115,5.899641789,11.191749175,5.6600815695,9.349293107,5.53215868525,7.599189687,9.649651887,6.9924584855,6.633069002,8.129439032,12.30040269,5.953970144,11.27107504,5.263485931,9.447156147,4.95871165175,6.718851708,7.89419863567,5.292792099,9.656380672,5.704623264,7.73389730333,13.18898907,6.107798352,6.671794109,7.779895269,6.58079041,8.39773924967,11.844975725,8.62252955,4.976720197,10.71932916,8.641980482,5.62600922,7.550712611,7.961727034,6.869196295,6.0564723368,8.7262881565,7.10972914,5.334448504,7.23292539733,5.135464327,11.12952345,13.11936595,6.11855449125,6.9060322825,7.2930763835,6.434049052,5.9750921845,9.3926590345,8.0746578675,5.5090344575,BRCA
9.3160147545,10.80365511,10.89385156,8.423284332,6.04954423267,7.523642566,7.29489898,6.58740276067,7.793718923,6.023317043,9.747476713,6.9606827845,6.026031625,11.18352391,6.765803652,7.491349902,8.452876529,11.98489388,6.0033585645,9.0812764135,5.59239170375,7.615337436,8.551228685,7.02110039825,6.44757129,9.028169309,12.05151325,6.418700692,10.18025763,5.0004128385,8.66705043,5.32376425875,6.94416667033,7.637958238,5.701972633,10.45510657,5.26358069275,6.94164396633,14.23655206,6.966133735,7.95391026267,6.76842818,6.782674344,8.48088391667,11.126044715,8.57914253825,5.083225336,12.4254245,7.522171761,4.988243006,7.16160132,8.3844099225,6.5117571,5.9408978668,8.6813768815,8.332865804,5.214079987,7.23694732533,5.666480557,12.551416785,13.00646289,6.4922561955,7.244385579,8.2594958315,8.02048154,6.339199616,9.118310549,7.782194706,5.6287591775,BRCA
9.532128788,11.19882886,9.82934264,8.254945825,5.98239616367,7.203840136,7.016031376,6.20170171033,6.56110127,6.340211188,8.883844879,6.767096002,5.837698095,10.75842751,9.813452991,7.314781926,5.929829729,10.968637415,5.5939594105,9.5927022045,5.290656016,7.200607156,8.830119917,7.00400791525,5.868528857,6.464468661,12.21350534,6.337626919,11.14549296,5.423334422,9.108133102,5.18875274825,6.52531389667,7.451779602,6.351915928,9.799419701,5.184073348,7.79771900533,13.61588998,6.198401453,7.15183151733,7.1626410615,6.684682444,8.265573467,11.48771756,8.67814162575,4.944168843,11.06672345,8.151525421,5.882772183,7.4861186035,8.1522695415,7.209456107,5.9484693628,8.248373031,7.38331792,5.28273747967,6.65956480333,5.51460459,11.093729415,13.06098469,6.27371824275,6.768827993,7.9144982745,7.738600872,5.978608276,9.336456602,7.2651035005,5.441586912,BRCA
9.817272827,10.83893427,9.506506502,9.9223698205,5.58848003267,8.019550595,7.104889949,6.11466003267,6.023372494,6.2849912,9.2531399105,6.94828159,5.730783436,10.47137321,9.411691645,7.439190284,5.5987233425,10.542737915,5.620415832,9.8128529225,5.601343453,8.014886839,11.21306793,6.79451584725,6.2950685615,7.549401807,11.70800194,5.985791427,10.82774384,5.1057473415,9.377341303,5.39494822925,6.77212406767,7.72656565133,5.838328613,9.411691645,5.4339278985,7.605231151,13.2267238,5.998653184,7.28907497567,7.095144167,6.418447714,7.992329374,11.657867535,8.6249446815,4.405435104,11.47029296,8.650083401,5.86196234,7.34171602,8.071465941,7.307043949,5.7945629282,8.6068554675,7.546414365,5.69101620067,7.04234394233,5.524354632,11.108364475,12.5708958,6.19627768275,6.8882581825,7.8901684865,6.918359771,5.9935611775,9.2716487915,7.56675417,5.6210469815,BRCA
9.1966010805,11.23443143,10.33792321,8.2659789275,6.30118840567,7.749066799,7.423160304,6.61070424367,6.667896115,6.258901053,9.264019416,6.58276355,5.980317403,10.69375725,8.853856214,7.49765713,7.409838005,10.91416968,5.7709950315,9.667059405,5.51402988,6.452822423,9.21638279,6.9124972055,5.946247797,8.152362331,12.23971048,6.590404128,10.95708773,5.170802094,9.400581223,5.2700602015,6.91857949367,7.03787251433,8.560018584,9.922525358,5.3718288985,7.74259440933,14.16199356,6.503830209,7.62046501267,6.9738512455,6.609109003,8.48303661867,11.34404735,8.5682732905,5.394901009,11.52315285,8.873068105,4.980495207,7.2558065975,8.4046207015,6.893668984,5.8306412028,8.073461174,7.495477569,5.42199620667,6.82334422,5.588273328,11.940891065,12.37838706,6.47813675725,6.723961096,7.7104134295,8.777617896,6.0609072685,9.478051453,7.7891329115,5.8102462945,BRCA
9.742178486,11.16747477,9.901093579,8.414155895,5.94716203467,6.839333325,6.880137937,6.52280070733,7.004026946,6.405103693,9.097803495,7.0237716935,5.803040518,10.43647761,9.462104032,7.365638144,6.4844522785,10.690873515,5.7781471465,9.9097649915,5.597352566,7.725027274,9.281583,6.99788344375,6.2253517025,7.491454547,12.35836419,5.961861317,10.97608812,5.0131917555,9.046251708,5.06185923325,7.03149253933,7.39109661233,5.69000583,9.905613067,5.4065248725,7.86039151,14.14434519,6.251819079,7.44773841,7.6978810125,6.600511826,8.32405877367,11.488952065,8.5916026615,5.066424254,11.04724001,9.477151683,4.833536883,7.6189136335,8.161427938,7.036891003,5.884185454,8.5559423875,7.454322173,5.67627119733,6.681556457,5.759562832,11.844809665,12.85954552,6.1333137935,6.9833301295,8.032064804,7.331121003,6.0148292565,9.584462465,8.0538339865,5.34095673,BRCA
9.453635543,10.8875331,9.391867114,8.570169323,6.439666078,5.852005861,6.310890502,5.97353429167,5.36773034,6.182896477,8.805566555,5.8833340945,5.657076342,9.173846456,9.131690517,7.0492517595,6.797392804,9.55983303,5.81841107,10.474128635,5.2990189695,7.423874623,8.368136601,6.815099268,5.7262030835,8.04982286,11.44665701,6.295957723,10.77184043,5.2467867805,9.54766629,5.55216961675,6.48994404067,7.502634959,5.726021414,9.850777208,5.87373270875,7.466076476,13.03513077,5.80517071,6.86771027567,6.124815836,6.966133735,7.881944064,10.647633511,7.95459820225,5.461734198,11.57472137,7.632470217,5.814429456,7.146158321,9.1174736295,6.709397913,5.3899325582,8.6535305615,5.901899413,5.46624411467,6.08299425167,5.101619875,11.310421865,12.22502371,5.9634582625,6.918713185,7.6419850555,7.282372907,5.334162259,9.0507705695,8.1418341,5.46625573,BRCA
