ID	5330	114	805	23236	115	112	5579	113	5578	5331	801	111	5332	6522	482	483	3776	480	3773	481	887	5582	389015	1080	6548	3710	85366	476	196883	478	477	3784	6752	6750	760	3708	3709	5613	2770	2771	4638	109	1131	3758	51806	108	107	3759	60	2520	3274	9992	815	115111	816	817	818	5566	2776	5567	5568	2778	496	2773	495	3772	810	54207	7430	3766	23439	808	91807	163688	DependentVariable
Instance1	7.476788978	5.645450388	13.59313376	6.8772890085	8.748277668	10.327292123	6.21136540967	7.377212971	8.688181342	5.876585242	13.11037161	6.614529956	6.9141724395	8.694898579	8.881298397	8.1654550638	6.16145302425	5.171511767	7.687839957	11.0075662667	5.398154738	5.313256056	5.504986385	6.094875369	11.49398064	11.35799469	6.059945345	11.74617161	10.97207892	6.305838886	7.573838635	5.593684478	8.897392558	4.936651187	10.963746465	10.99802289	9.844635599	8.2742311235	7.1915641815	11.95442182	9.50331156833	12.63069834	6.499212576	5.30742946	9.095911979	7.149597572	8.2081635635	9.543109718	14.7883179233	7.093605399	5.428620839	5.019047182	4.967873236	5.4707198845	6.3931703428	6.71763387475	8.533227316	6.36946717	9.668318219	5.4829326402	5.48205062	8.533866741	5.19952286625	8.056110832	5.37209128	5.32700572833	7.680836167	5.76895967625	12.41104094	5.980374532	4.840477407	12.33572539	5.158974417	5.118745153	Control
Instance2	7.453231788	5.65593226	13.5121695	6.8906417385	8.080472632	10.2384186075	6.479820979	7.013074525	9.433471275	6.036839159	12.75620088	5.841225451	7.100683958	9.011647369	8.993477034	7.6774776296	6.84217747675	5.404814027	8.0635897465	11.0786587633	5.254944744	5.115003321	5.447668014	5.648473532	11.84250171	12.08864757	5.301232095	11.7601478967	10.9073904	6.107327595	8.499737407	5.442418216	10.2159337	4.632736581	9.558696607	10.75503384	9.525335383	8.137035193	6.0573658185	11.95691889	9.09094023867	13.03258307	7.270111035	4.885295141	6.451092084	6.461320332	6.3425008425	9.992853784	13.8159086333	6.345898074	5.492262803	5.133410684	5.03365563	5.4168853535	6.9553527598	6.8818081325	8.715636586	6.0929297895	8.930930318	5.5428379012	5.804719114	8.84345400733	4.97059844425	8.621833133	5.726293954	5.55718197433	7.335080175	5.683806328	12.7347446	6.085982922	4.708480413	12.47764072	5.601779143	5.98658799	BRCA
Instance3	7.462177348	6.0290173	13.47944813	6.771545835	8.026856932	9.769915947	5.889051372	7.338293201	8.48506563	5.98687237	12.13760287	6.323194968	6.8982166245	8.99655902	8.935534242	7.590935683	6.14834214975	5.6687672635	7.5411638795	11.3381346567	5.117498954	5.434470814	5.811226239	5.766735111	12.09766027	12.01135666	5.641120592	12.3780996267	9.496554786	6.059188284	5.72110688	5.829450757	9.210598979	5.241660263	9.1578235905	11.137683	10.74066222	9.1235010805	5.457103785	11.84327345	9.01551201767	12.19349773	7.135045173	5.16627500133	8.606850376	6.767195028	7.5711783515	9.960697446	14.49928798	6.562361212	5.72110688	5.241660263	5.935819934	5.4676791125	8.109608713	6.405921396	8.2596790005	5.9034588485	9.213384421	5.4641368762	5.527329405	9.29076107	5.49771420075	8.38961104	4.894588914	5.16901226133	10.35235277	5.80557072675	12.91499054	5.672716149	4.991874681	12.54827894	5.391639926	5.757030749	BRCA
Instance4	7.601141445	5.876032641	13.35270561	7.226006717	8.120096744	10.3820872935	6.312672729	7.478529234	9.211511834	6.1476177	12.20536419	6.331145921	7.2768077175	8.696325232	9.524248408	7.1937672274	5.515255642	4.908661704	8.122344314	9.415136053	5.504788206	5.36790503	5.8832730605	5.749541809	12.00568429	11.97218475	5.377480603	12.0413844233	10.39270411	6.037388399	5.460424154	5.6207514905	10.56955686	4.766080198	9.7689666565	10.00164081	9.439182162	9.2078924525	5.725019338	11.56304622	8.53219426233	12.23565236	7.91055448	5.24335325567	9.664661106	6.763813641	7.0913602235	9.660094472	11.1284900313	6.816507311	5.646026713	4.868898162	5.198898037	5.3128771495	8.725184586	6.1456479	7.7082282335	6.323322532	7.435526765	5.1156792046	5.655216748	8.629147321	4.84879913725	8.480952861	5.89251929	5.57630847167	9.938977155	5.7287797825	13.25089354	6.715073541	5.229406468	12.76004735	5.150368004	6.492979261	Control
Instance5	6.773076963	5.824138541	13.37889296	6.848015995	8.28785217	9.671974648	7.50900425433	7.297193996	8.977409535	5.887775801	12.34682957	5.680472929	6.6548276045	8.854962736	8.886703411	7.6579137982	6.46361798775	5.407338246	7.70955379	11.0671163433	5.377654117	5.333791561	5.389626038	5.361953639	11.58443655	11.58766984	5.572595075	12.0522698633	9.358629843	6.192791506	7.181900437	5.89924090925	9.391609387	4.953045476	9.6715876845	10.864964	9.689574849	8.5157239865	6.8901006515	12.12850358	9.705586173	12.7347446	6.580602003	5.155994888	6.345898074	6.854560258	7.084991265	9.873075365	14.66759481	6.82610711	4.694341356	5.455665247	5.062220221	5.3210920245	6.9100805066	7.045711086	8.3252183155	6.52394041	9.924501194	5.466218321	6.407145055	9.35589447533	5.00883469925	7.944479462	5.676670267	5.83600056733	7.089109133	5.77402973325	12.63069834	6.233625068	5.636197729	12.45248586	6.198401453	4.93618003	BRCA
Instance6	7.658927519	6.352798794	13.71343219	6.727722821	8.529822044	9.753034207	6.98490046733	7.806535324	8.467749328	5.94872421	13.11510467	6.872247394	6.9752829565	9.269361142	8.792953849	8.0926699198	6.83636083575	5.3785945915	7.3480019195	12.1145166367	5.433553102	4.940884687	5.2582908375	5.409400483	11.98277091	12.06588572	5.930448326	12.5635974	10.16002932	6.2181085	6.847624679	5.5982912595	8.118475397	5.331285345	9.993060077	11.45443311	9.814991395	8.0343196725	6.5536864175	11.63993091	9.68830932967	12.65857307	6.603185402	5.414851157	5.930448326	6.543500233	6.50402659	8.015862602	15.0760746733	6.434299309	5.011016147	5.557510609	5.093825554	5.5402481545	6.3166102882	7.03324440275	8.4054699995	5.9174340255	10.54993411	5.6759717936	5.625863148	9.078168623	4.83149455975	8.556449653	5.727111263	5.58192336267	5.996451597	5.65779844775	13.74850791	5.488973851	4.721662605	12.66384721	5.612213331	5.660645761	BRCA
Instance7	6.111350232	5.779661087	13.29267684	7.4861886795	8.167494826	9.1297731835	6.81582852467	7.967285529	9.024558716	5.48205062	12.34260121	5.057462456	6.945356743	8.534916724	8.710342497	7.77673562	5.8790245935	5.4209960565	8.7631733915	8.83242227333	5.955365844	5.832707292	5.238663902	6.219367603	12.46971692	12.23463043	6.172733142	10.9018499343	9.341019005	7.481256805	5.682019293	6.073312922	10.70365297	5.761026747	9.670242546	9.557684409	7.511675823	8.079817226	5.366277458	11.48011881	9.12043218767	13.34505663	8.018076529	5.210608399	9.276724119	6.456482249	6.201503818	9.57720274	10.2940315303	5.981059894	4.694341356	5.268482349	5.754494213	5.0451309915	9.356122659	6.55286557675	7.7168387545	6.330484187	7.39744174	5.5322651396	6.430289978	8.46320594233	4.950710199	8.162543804	6.587706739	5.73416027667	10.40794251	5.56784485975	13.34320241	6.472451724	4.567828407	12.61750082	5.810964386	5.548136995	BRCA
Instance8	6.898937271	5.862458365	13.44200721	6.719520862	8.80888466	9.643814388	6.87117032933	7.667823176	8.419813926	6.202570157	12.57155186	6.091811548	6.5861642735	8.709033072	8.934251932	8.060705661	6.402266965	5.8222575895	7.980321915	11.6829085233	4.840729162	5.495064524	5.8402859655	5.826809832	11.41027128	11.37383049	6.040898593	11.77433084	9.812386363	6.47143593	7.766961362	5.740905809	7.778440428	5.305616048	10.896852955	10.66388964	9.583290187	8.116304847	6.2928801065	11.95442182	9.486682492	12.39966386	6.988971848	4.799409701	9.164543144	7.109938036	7.6188571805	10.4731124	14.9143649833	7.246980731	4.888756945	4.937828406	5.619127766	5.2916941845	7.580338669	6.064234489	8.729778512	5.9718598575	9.665460782	5.3094441946	5.233822166	8.875123686	5.1668107475	8.2669635	5.093191733	5.447555133	9.572823899	5.6048929665	12.46971692	6.182499261	4.908346081	12.74796537	5.224977213	5.655646098	Control
Instance9	7.321975714	5.813403636	13.70458133	6.995146243	8.17986074	9.557649091	6.13414385767	7.357466507	8.419971893	5.352274105	12.3148028	6.099511534	7.024481502	8.812948295	9.169130251	7.891337482	6.27881498175	6.229757997	7.3088950665	11.8796742633	4.948613986	5.606746643	5.479660845	6.000682441	11.72159494	11.74966846	6.299945779	12.3698481033	9.898586698	5.838328613	8.920911903	5.76130841175	8.290457955	4.720021333	10.349992835	10.78521972	10.67301333	9.095386554	6.2675959045	11.46383867	9.58901573033	12.05932765	8.215303806	5.05611545867	9.148261195	6.816347305	8.092918242	9.363303128	15.0102008533	6.649188353	5.178725843	5.496742949	5.662925563	5.3899418245	7.4789113804	6.4879534175	8.057131251	6.3825279205	9.303998235	5.291675395	5.844493149	9.29028807333	4.988887974	8.546914832	5.67716377	5.79584353833	8.367000914	5.87868274875	12.84191128	6.004732412	5.221694654	12.4865699	5.416680376	5.375570566	BRCA
Instance10	7.469827229	5.659004925	13.30755735	6.432879816	8.633940747	10.0619138165	6.39658479233	7.247645413	8.01888328	5.586623085	12.71572616	6.072647808	7.1430110225	8.976994451	8.786074471	7.6172088754	6.04559340875	5.5306956595	8.1757398045	11.8340178433	4.574191652	5.139972076	5.965974182	5.886678931	11.86526555	11.77144213	5.868644328	12.0528531	9.608828239	6.137304345	7.510370809	5.76176221	9.943115915	4.765549899	8.715547198	11.44285036	9.67905828	8.399665163	6.489380715	11.67867508	9.227921381	11.61491238	7.830675431	4.870451569	8.922124336	7.016310012	7.599297253	9.431320586	14.4683583733	6.924548653	4.987561048	5.396956849	4.482788153	5.1034738015	7.9155472442	6.59589787525	8.3082798515	6.3457281585	8.352640608	5.3589494338	5.913135501	8.55731348	5.2066546755	8.628081972	5.686228245	5.60547463267	9.331471853	5.6414643135	13.04989878	6.015923042	5.139972076	12.57561022	4.649642211	5.442621133	BRCA
