@relation thedata

@attribute 1431 real
@attribute 1737 real
@attribute 1738 real
@attribute 1743 real
@attribute 2271 real
@attribute 3417 real
@attribute 3418 real
@attribute 3419 real
@attribute 3420 real
@attribute 3421 real
@attribute 4190 real
@attribute 4191 real
@attribute 47 real
@attribute 48 real
@attribute 4967 real
@attribute 50 real
@attribute 5091 real
@attribute 5105 real
@attribute 5106 real
@attribute 5160 real
@attribute 5161 real
@attribute 5162 real
@attribute 55753 real
@attribute 6389 real
@attribute 6390 real
@attribute 6391 real
@attribute 6392 real
@attribute 8801 real
@attribute 8802 real
@attribute 8803 real
@attribute DependentVariable {BRCA,Control}

@data
9.60730722567,9.261978018,9.213761077,11.13050478,10.48441034,11.019667085,10.23494347,10.18798331,9.649456893,8.42649314,13.20549015,13.40233131,11.230597015,12.80969082,7.85701969767,9.83366143,8.02890448425,6.6011960975,8.17760709933,9.49066094,5.4847177185,12.12695617,5.2209212,11.154907255,12.2142175,10.3568056905,9.760229732,10.42417183,11.46641824,9.8912569875,Control
9.151714148,8.866630714,8.711943205,11.01654387,10.73217615,10.2259511465,10.94627781,9.300061432,9.83010422667,8.3328651035,12.88068749,13.61228456,11.114017935,11.98311306,7.62161351733,8.806639133,7.08243355375,6.243050775,7.58182517267,9.103209852,4.9360874755,12.06924173,4.713987651,10.560368665,12.08367055,9.82763426,9.655696684,10.28757997,11.36247141,8.635990554,BRCA
9.25147759833,8.82150385,8.729281802,10.76155147,10.72694212,9.924167319,11.71243039,9.228182036,9.84940806633,8.6949011815,12.78039731,13.82374193,10.554241405,10.95307261,7.43282185633,9.203617871,6.84818504575,4.9437518165,7.737379153,8.960697854,5.738222109,12.10963326,5.710676447,10.883063585,12.2091488,10.11292087,9.385178158,10.53019687,11.44245126,8.772234963,BRCA
9.232588409,9.233003119,8.239194094,10.91150268,11.19187368,9.0684602725,11.29402062,9.372702462,9.721645929,8.610329425,12.45547628,14.19932039,10.305768537,11.76088636,7.68856506567,8.922629835,7.30033758125,5.411271404,7.29196366133,9.709342822,5.4247326165,12.1006805,4.820703945,10.4176076465,11.84868564,10.43563763,9.478800518,10.9073904,11.93568728,8.3152486205,Control
9.41727851533,9.017637407,9.505246433,10.43516787,10.85687312,10.596267702,11.5761703,9.087722135,9.748032852,8.174366261,13.11936595,13.73376056,10.96348174,12.21001994,7.770744989,9.628364027,6.95938043775,6.487691694,8.07156570167,9.866278672,5.614453824,11.98934847,4.988243006,10.730971655,12.12695617,9.776279834,10.07437602,11.17329317,11.66672787,9.399717892,BRCA
9.32168994233,9.861979055,10.04101607,10.92385505,11.17329317,11.076686035,11.19478472,9.796177999,9.878700435,8.3622569065,13.34505663,13.43914135,11.296910235,12.16730219,7.380654728,10.13386823,7.2790413045,6.3510124755,7.67560415833,9.569818176,4.8087685705,11.62476132,4.463378554,11.431973905,11.61592857,9.6268401555,10.37262599,10.68798822,11.05952041,9.5144576625,BRCA
8.53965388867,8.347622614,7.325532861,10.56225939,11.35243538,8.4049364745,10.04541878,8.510330132,9.61188469567,7.960512329,11.94573106,14.24008548,10.5736402395,11.54965727,7.46480964633,7.853014942,7.44534149475,5.0486747065,7.10096244633,9.023671978,5.5418023855,12.045241,4.909786602,9.616722269,11.15682591,10.1547483045,9.020376578,10.52153201,12.12504541,7.130160958,BRCA
9.26427471233,8.893893904,9.130455455,10.39579682,10.4422907,10.760653466,10.18798331,9.097308662,9.84832115333,8.4252753125,13.15952927,13.43392773,11.078569405,11.50429776,7.32584489167,9.183164615,7.0305105925,6.034652891,7.17891887367,9.394463297,5.461571185,12.31194418,4.977979632,11.06002129,12.40276968,10.123027836,9.999683363,10.63211394,11.56134298,9.4873605265,Control
9.182602555,9.030143702,9.439182162,10.79293283,11.03700483,10.171859162,11.63993091,8.883499491,9.85530887867,8.4679029285,13.02515173,13.85125179,10.8379032,10.98643958,7.631815611,10.0579109,6.7835047855,5.1194799475,7.64453556567,10.1276143,5.403268465,11.94385185,5.789736585,11.04452459,12.33572539,10.0813852025,10.32819838,10.80070603,11.63567744,9.2732878295,BRCA
9.267483717,8.439811279,8.94941173,10.58265505,11.08759894,10.0849120045,10.59307853,9.854054544,9.83666000367,8.3482373285,13.02515173,13.57316849,10.79106908,12.4925881,7.75793094167,9.80023708,7.624444863,6.044721811,7.79989988667,9.420113456,5.077709411,11.58824628,5.834288528,11.007896885,12.00748646,10.4631639765,9.583172639,10.95648527,12.08630553,8.7661411365,BRCA
8.867682724,8.907237045,8.409445169,10.9933809,11.0443909,9.825005875,11.30129057,9.672182718,10.0000365223,8.79394399,13.26600764,13.44200721,11.37499915,12.15837941,7.88913812867,10.21036424,7.64305548225,6.777279282,7.67853256367,10.30739469,5.192264187,11.88529801,5.324280698,11.37470206,11.99074406,10.124282543,9.631113891,10.5503671,11.83377967,8.894543106,BRCA
