@relation thedata

@attribute 1739 real
@attribute 1741 real
@attribute 1742 real
@attribute 2897 real
@attribute 2898 real
@attribute 2899 real
@attribute 2900 real
@attribute 2901 real
@attribute 801 real
@attribute 805 real
@attribute 808 real
@attribute 83988 real
@attribute DependentVariable {BRCA,Control}

@data
5.629364816,6.06476571133,8.85288926,5.45914863433,5.14389293,4.33689681,5.507248571,6.390259793,13.11037161,13.59313376,12.33572539,9.87519434667,Control
5.62600922,6.266832976,8.71258815,5.48866839833,5.68503616675,4.778486368,5.672079654,6.41304026,12.75620088,13.5121695,12.47764072,10.3955654583,BRCA
4.919591852,6.51646028633,8.943878208,5.77145313467,5.38541054,5.447257868,5.676670267,6.541875363,12.13760287,13.47944813,12.54827894,10.631877336,BRCA
5.30196368,6.68863141433,8.818774784,6.30059630433,5.2453898775,4.435394156,4.863456876,6.355796501,12.20536419,13.35270561,12.76004735,10.428714425,Control
5.633294061,6.78317326,8.419687541,5.795395187,5.16207089225,5.185877691,5.349976695,6.076394081,12.34682957,13.37889296,12.45248586,10.6418520903,BRCA
5.577437325,6.559610877,7.431102924,5.289440425,5.19619348225,5.214330049,5.30196368,6.531424838,13.11510467,13.71343219,12.66384721,10.9695410167,BRCA
5.072332275,6.382674279,9.772562477,6.07674036233,5.0476802585,5.48205062,4.981180512,6.365014999,12.34260121,13.29267684,12.61750082,10.1034249417,BRCA
5.69600164,6.339117021,8.983991943,5.22531575733,5.0586196555,5.261917434,5.604820987,6.048874401,12.57155186,13.44200721,12.74796537,10.025326822,Control
5.753892801,6.65683526433,8.939638805,5.48386412833,5.27593029375,5.305251227,5.712603517,5.969594455,12.3148028,13.70458133,12.4865699,10.8651163833,BRCA
5.044406414,6.48289707067,9.017365988,6.75049318733,5.18470015175,5.048771569,6.090647705,6.069643769,12.71572616,13.30755735,12.57561022,10.0174249857,BRCA
6.157150477,6.37864912667,8.91139283,5.84987190033,5.06934056475,5.224977213,5.488652576,6.062214149,12.72208073,13.38150649,12.59449147,9.53574801633,BRCA
5.631549051,6.69205724367,8.491693915,5.416846144,5.16107644725,5.151586144,5.434637608,6.063778625,12.77087865,13.60583775,12.7232493,10.150175549,Control
5.620154746,6.34064834767,8.626522298,5.27432904233,5.136413995,5.082799703,5.281801394,5.448414727,12.97797754,13.47298527,12.52742331,11.0129479467,Control
5.580003175,6.360369755,9.406067387,5.95027385967,5.5027803985,5.211315238,5.538857248,6.511361788,12.99135537,12.16391545,13.2860567,10.3464670353,BRCA
5.920954969,6.49610685333,9.826628375,5.289244372,5.54851116875,5.292055848,5.39352882,6.444605472,13.22427159,12.44601199,13.16228672,10.084474187,BRCA
5.439300032,6.586059103,9.589941868,5.70802041367,5.37826363175,5.139767484,5.404810541,6.681523496,12.53522562,12.2076581,13.15138292,10.3439307583,BRCA
5.346435058,6.632675591,9.255879016,7.105988345,5.3290165685,5.316518,5.51286784,6.460542414,12.56790862,12.15610687,13.15138292,9.44173888567,BRCA
5.701972633,6.423369994,9.489206292,5.50039798633,5.594494205,4.969831133,5.549831826,6.098669702,12.61931219,12.43207997,13.08540943,10.21465569,BRCA
5.28356184,6.45055799267,9.71030757,5.73331585533,5.3777293845,5.350860747,5.529517425,6.349573719,12.52524557,12.39881323,13.04201932,10.0438750383,BRCA
5.676811285,5.97763488167,10.15138482,5.41323831033,5.26922363075,5.334149236,5.505264734,6.369994768,12.50816376,8.929717871,10.82365605,10.8896121387,BRCA
