@relation thedata

@attribute 1017 real
@attribute 1869 real
@attribute 5925 real
@attribute 6500 real
@attribute 6502 real
@attribute 7027 real
@attribute 8454 real
@attribute 8900 real
@attribute 898 real
@attribute 997 real
@attribute DependentVariable {BRCA,Control}

@data
9.26596478,5.763286242,8.976299993,8.3326087685,8.34029139833,10.489828235,8.851515697,6.796886882,5.7706733955,8.977123283,Control
8.958604237,6.058322584,7.958452847,8.2971822775,7.753678639,10.46698639,9.109152314,6.077889871,5.8681879535,8.975526388,BRCA
9.1433668585,6.031886566,8.409052632,8.6127798505,7.893025841,10.89809876,8.792189283,6.720350724,6.213232041,9.204339515,BRCA
7.7178678995,5.460424154,6.610216975,8.522296209,7.88025638267,10.14224707,9.609927196,6.183293584,5.99736739975,9.24955267,Control
9.123941273,6.053008806,8.022008655,8.478964386,7.56329023367,10.17761519,9.330659861,6.125780878,6.29992863125,9.07661596,BRCA
9.3759597995,5.770572224,9.286795183,8.648627771,7.44991218067,10.807258755,9.684319572,6.672712173,5.7160804985,8.935799405,BRCA
7.9728052855,6.146803484,8.555107826,8.47178547,8.50044386867,10.526885685,8.84970309,6.268944869,6.32124444525,7.995782871,BRCA
9.321425499,5.920180882,9.023671978,8.7601337405,7.73968605067,10.77234512,8.496295686,6.986072764,5.7012189585,8.756123553,Control
9.1526830635,5.598879718,8.717951507,8.403286026,8.04826253967,10.885151175,9.363686411,6.059891283,6.42728370275,9.897543398,BRCA
8.766958367,5.672857555,7.473200667,8.7247164775,7.581904447,9.9169571465,9.078305028,5.906897358,5.859119673,8.945386131,BRCA
8.5614408535,6.357820835,6.142419181,8.5155267275,7.51931651067,9.794661619,9.395936323,6.413717301,6.179762227,9.623726572,BRCA
8.893995041,5.853877943,9.062316786,8.653065744,7.925245959,10.79646675,9.151207569,6.364446037,6.16318161475,9.248236619,Control
9.195934583,5.687208569,8.997758931,8.538210579,7.91175728367,10.63857576,9.271043421,6.086619917,5.667146432,9.105896153,Control
9.7479615385,6.099827094,9.187897079,8.7809175425,7.741317719,11.152632775,9.785984134,7.790741294,6.11855449125,9.194000303,BRCA
9.3160147545,5.927310565,9.308988054,8.470445127,7.72902749733,11.52254988,9.682152382,6.853469023,6.4922561955,8.650083401,BRCA
9.532128788,6.0664182,8.652093075,8.661565791,8.02748141367,10.877554945,9.669098149,6.723391747,6.27371824275,9.563025162,BRCA
9.817272827,6.240701309,8.567082519,8.8643007825,8.148936998,11.10197649,9.695411499,6.401567006,6.19627768275,9.368283342,BRCA
9.1966010805,6.12918576,8.774162024,8.5207602765,8.09955012733,11.244230505,9.77763387,6.604779761,6.47813675725,9.369085347,BRCA
9.742178486,6.065072081,8.989423683,8.6142271055,8.09530966367,11.353999045,9.547357825,6.284297232,6.1333137935,9.61081314,BRCA
9.453635543,5.901899413,9.119292054,8.737638612,7.73442736867,10.4543565965,10.54330281,7.03100122,5.9634582625,9.343158574,BRCA
