@relation thedata

@attribute 10073 real
@attribute 10419 real
@attribute 10762 real
@attribute 11097 real
@attribute 11218 real
@attribute 1207 real
@attribute 129401 real
@attribute 22916 real
@attribute 23165 real
@attribute 23225 real
@attribute 23279 real
@attribute 23511 real
@attribute 23636 real
@attribute 25929 real
@attribute 348995 real
@attribute 4686 real
@attribute 4927 real
@attribute 4928 real
@attribute 50628 real
@attribute 51808 real
@attribute 53371 real
@attribute 55746 real
@attribute 57122 real
@attribute 5903 real
@attribute 6606 real
@attribute 6607 real
@attribute 6628 real
@attribute 6632 real
@attribute 6633 real
@attribute 6634 real
@attribute 6635 real
@attribute 6636 real
@attribute 6637 real
@attribute 7175 real
@attribute 79023 real
@attribute 79084 real
@attribute 79760 real
@attribute 79833 real
@attribute 79902 real
@attribute 8021 real
@attribute 8086 real
@attribute 81929 real
@attribute 8480 real
@attribute 8487 real
@attribute 9631 real
@attribute 96764 real
@attribute 9688 real
@attribute 9818 real
@attribute 9883 real
@attribute 9972 real
@attribute DependentVariable {BRCA,Control}

@data
9.933919621,9.954801649,6.28022878033,9.6648727675,6.21830228,11.39128671,7.2678836785,7.88145338567,10.53897001,6.645049976,9.944646595,8.948514067,9.4780677085,8.502256127,8.3668938445,8.059859689,10.65747949,6.766641794,10.56955686,8.7262823525,8.4982454305,10.70099474,9.872136606,5.945099216,5.39742070667,6.007076085,11.684749985,6.720624337,10.055954609,8.814022522,5.657219288,12.209047005,12.88816775,10.73458709,10.87230572,8.391438147,5.428358565,9.147091136,10.73828676,10.56852647,7.158562039,8.61174871767,7.571167906,8.8988118145,7.400200831,8.028322059,10.32181006,6.03436478667,9.1153257685,9.744439113,Control
10.151677561,10.218497415,6.28489948567,9.4416045875,5.989031828,11.78825759,7.1869489675,7.51004890567,10.4051391,7.623298306,10.06496539,9.07757757,9.602807458,7.293612175,8.921735544,8.25492364,9.904401726,6.824600342,11.03430052,9.1487491565,8.242744387,10.79163118,10.16400217,5.044843524,5.32178127867,5.720736808,11.82023805,7.177920594,10.175424864,9.640606977,6.25432535,12.264173295,13.01183005,10.82235197,10.78405837,8.299094802,5.27872929,8.649032592,10.96132689,10.58008449,6.991610063,7.884970577,7.305644941,8.418159714,7.6631158415,7.355551793,10.48239483,5.56283592867,9.331495089,9.026662535,BRCA
10.37435185,10.5992301,6.48209168833,9.7955411235,6.343279559,12.16828986,7.5858335005,7.94825784867,10.93899899,7.919118257,10.10125057,9.349613594,9.9134145385,8.268461442,9.1231107235,8.146621018,10.74842792,6.87867607,11.51045032,8.8381371785,8.419646614,10.97348951,10.14873431,5.90202005,5.45068488467,5.7851846285,12.218859,7.594476004,10.417757521,9.846936382,5.730783436,12.74662417,13.18602605,10.77184043,11.02156667,8.620110863,5.427422033,9.550160511,10.8492802,10.85124954,7.628593402,8.57418991167,7.90182937733,8.2055480525,7.834746884,7.853186531,10.63133194,5.945402415,9.184940914,9.755547386,BRCA
10.58836907,10.8737791,6.13564318433,8.725553334,5.36790503,12.17369752,6.0686045945,7.58612819967,10.4760984,8.215849806,9.560920839,9.614162807,9.7641065265,7.181105347,8.954544083,8.803470139,10.67862239,6.97341843633,10.98367433,9.5983797315,8.422447157,10.74842792,10.51689201,5.082373945,5.487377579,5.9529139315,12.086046165,7.774014657,10.4879662705,9.370829667,5.888141239,12.1206107,13.42453443,10.82887651,10.77639419,8.620477476,5.427275131,8.92187152,10.67254493,10.75691093,7.810926842,7.144783444,7.11799945933,7.6146781735,7.5634028845,7.947726236,10.62174996,5.71183285833,9.5489799265,8.789559014,Control
10.221315975,10.44217613,6.61995662867,9.273737981,5.931866956,11.93257475,7.5611171875,7.93509094333,10.45025788,7.766050346,9.716228343,8.571526197,9.8283234625,8.137965979,8.713297444,8.173353743,10.38135939,6.60734282267,10.77722677,9.481102987,8.644246817,10.51270618,9.863230401,6.183690582,5.86777327,5.43116504,11.749004515,7.643930351,9.874231894,9.998054828,6.370125583,12.374878825,12.65463721,10.12116474,10.58989012,7.96636287,5.2527386625,8.658658796,10.55491043,10.44585319,7.41187347,8.52278816767,7.382879181,8.486584658,7.9042128665,7.146520627,10.26227726,5.86548072367,8.7499691525,9.278322331,BRCA
9.633795492,10.4341634,6.74734580867,9.6473876935,6.418700692,11.60957135,8.0406116585,8.084937371,10.89604874,7.441390364,10.68029603,8.935534242,9.647092859,8.566416689,8.490716209,8.315298042,10.79163118,7.501134809,11.57672774,8.8815487895,9.349364842,11.02951865,10.58354379,6.835359227,5.624743402,5.88478683,11.405244945,7.912531798,9.615219629,9.46837006,5.880692411,11.00569676,11.93396179,10.79624673,10.38787223,8.379195446,5.6032496725,7.956508477,10.93414071,10.38522909,6.875169162,9.264684213,7.42526526267,8.326186141,7.9929258645,7.780443188,11.03904603,6.181169694,9.0253311545,10.41359385,BRCA
10.178739565,10.231911355,6.971693019,7.963427229,6.44340411,11.31587145,6.0253561645,7.31864934033,10.09113158,7.649114461,10.5411695,9.235907197,9.597454927,6.685313404,9.0898110315,9.040817876,10.10297665,6.583680554,10.67230625,9.1659985255,7.9662791415,10.09962433,10.09372163,5.28356184,5.460626855,5.5122503205,11.57380198,6.769246515,10.2713731135,9.915409278,5.354038858,11.490214785,13.82037647,10.55979796,10.55491043,7.56287418,5.164362489,8.740068382,10.12172813,10.19220376,7.580354917,7.412940477,6.680431951,7.3591739365,8.244454268,8.371843197,10.74125232,5.96643391133,10.0248169055,8.090034492,BRCA
10.25074087,10.15162717,6.54759325767,10.2476641185,5.582112807,11.98561971,8.0799720185,8.28694858433,10.49296002,7.04734514,10.05901354,8.527976511,9.7110048545,8.422412911,8.391776024,8.714478327,10.71990666,6.84616120133,10.72694212,8.16422841,8.654195741,10.71490255,10.10831572,5.455829609,5.391609704,6.069778112,11.90487657,7.087386262,9.8227303195,9.019494215,5.893733061,12.562482875,13.09148337,10.63068602,11.19977372,8.492254916,5.2181818955,9.838999467,10.87818911,10.23748518,6.930592839,8.57418226267,7.88850129767,9.053493894,7.847019682,7.588060825,10.09936791,5.60097907267,8.5971275445,9.660094472,Control
10.44289549,10.72126079,6.375129507,9.6269068455,6.271841744,12.15346979,8.1950312805,8.102910264,10.94214079,7.909294774,9.760949066,8.757432619,10.2074034015,8.651824084,8.726991346,8.472326439,10.92822987,6.846979965,11.15503025,8.789662224,9.104528772,11.14957584,10.40557791,6.048874401,5.49068751467,6.0459546495,11.970529085,7.848311718,10.1831160975,9.731989781,6.448203566,12.5355618,12.70456839,10.65349026,11.04774441,8.395192566,5.1391524905,9.600089973,10.81621191,10.45696041,7.685311433,8.92060182067,7.356748726,8.7701061745,7.605598727,7.829026784,10.39839664,6.13996439133,8.651042911,9.775001605,BRCA
10.235967185,10.306045464,6.488023506,9.087620074,5.813403636,11.8471671,7.0389208815,7.503244585,10.5220521,8.020912072,9.226822258,8.968033945,9.5666536195,7.786353156,8.9027815345,8.368136601,10.43232295,6.389484251,11.01620259,9.171950551,8.7062533825,10.73828676,9.923803275,6.021041727,5.48859383833,5.6700720455,11.70336494,7.091597036,10.4232455135,10.03012262,6.052030675,12.238261945,12.88068749,10.50407936,10.64603237,8.190097663,5.609726032,9.142611992,10.59585913,10.56852647,7.582877963,7.88713234333,7.65162541167,8.112613925,7.505618187,7.162394161,10.25455658,6.20494726733,9.284031921,8.632641862,BRCA
10.79562083,10.461675505,6.713243056,9.4877935725,6.13976173,11.976813,6.9314624695,7.79970309167,10.46181223,8.006874612,9.292000111,9.222372974,9.818578763,8.121573825,8.5542168845,8.627160965,10.52622073,6.452684887,11.20184229,9.157329163,8.677037688,11.22708057,10.38269998,6.309345038,5.62568286533,6.1513659055,11.64638017,7.105230531,10.2180718405,8.635646596,6.250587993,12.123937315,12.81545941,11.08759894,10.79887295,8.82991386,5.424684545,9.457525103,11.31587145,10.79293283,7.81250003,7.77724799867,7.52460701833,8.521723868,7.428802086,7.637423908,10.75081188,5.61092011767,8.4298445465,8.687254178,BRCA
9.9684356005,10.223474295,6.56370622733,9.7897153685,5.838328613,11.80861644,7.588864934,8.12538379433,10.56036654,6.914777148,10.07094309,8.291356205,9.6679097305,8.210063853,8.440677237,8.94526175,10.70804518,6.67226088033,10.93533103,8.741107955,8.874233892,10.75721104,10.46760584,5.967636237,5.47665000267,5.6823837905,11.625661435,7.591674041,10.257335515,9.073720587,5.695027274,12.533700195,13.06098469,10.3976482,11.00516506,8.660710041,5.373145696,9.271043421,10.59236386,10.39442548,6.716651865,8.399936504,7.41438813233,8.7856169255,7.696636917,7.371278148,10.262932,6.038152094,9.0057770885,9.755547386,Control
10.11402493,10.134824195,6.89339379867,9.609644114,5.814108966,11.74966846,7.385858514,7.94777078533,10.41307283,6.873816658,9.900180431,8.473788053,9.4793664585,8.121431366,8.230366588,8.413100175,10.61564829,7.06776618533,10.83272413,8.6023404515,8.692426296,10.94214079,10.38657417,5.768456458,5.483809238,5.903516441,11.53159418,7.412868569,9.8911802455,9.179325131,5.025484272,12.34653506,12.80741335,10.64055928,10.93858741,8.60193893,5.215337298,9.431613101,10.61251863,10.56377331,7.454877335,8.58775546467,7.808609232,8.649537995,7.6335652745,7.708516836,10.17277787,5.883568509,9.0490950775,9.838321965,Control
10.4281707,10.28155282,6.44285074967,10.2684293485,5.99379393,11.62934992,7.491036185,7.86579001867,10.86107549,8.21182884,10.42441069,9.476443016,9.335713559,8.731116297,8.021123619,8.634194938,10.43185304,7.528050522,10.83615712,7.5375974835,6.8058868985,11.03306523,10.54450111,5.434637608,5.14320456167,5.8466831775,11.900405455,7.03149755,10.350627979,8.184182491,5.301232095,12.190939155,12.53234503,10.89528011,10.89425716,8.69026092,5.5481047735,9.371407008,11.27673526,10.96223109,7.996531569,8.719877213,7.666812025,8.2346120725,7.1694392885,6.721137221,10.50921116,5.727254593,8.702210454,9.944778348,BRCA
10.492245895,10.46266074,6.41251149567,10.660615195,5.68566776,11.8295207,7.382495772,7.92189120167,10.85219028,8.521110748,10.5411695,9.123074542,8.8546680655,8.940211632,7.91332957,8.7754466,10.38874414,7.19143122567,11.57472137,7.4461365475,7.0921794195,11.05830992,10.54330281,5.197719213,5.077547085,6.1477640075,11.596109925,7.216336329,10.1494174885,9.428957399,4.702259784,11.091923185,12.12152875,11.52630619,11.12353964,8.545622018,5.5380908965,8.745221468,11.11778287,10.51325413,7.680255999,8.831702571,7.806351836,8.238517619,7.2985705445,7.772382418,10.7777528,5.908306372,9.5844076055,9.793246096,BRCA
10.527638255,10.559448475,6.11022297267,10.3128701505,4.795210185,11.92795395,7.640236619,7.704054153,10.8300717,8.312317023,10.07411507,9.088471,9.390792679,8.619102198,7.941049802,8.217813694,10.35884378,6.997489341,11.10392395,7.628050567,6.950345721,11.09848962,10.28660429,4.778749175,5.06845493067,6.113729239,12.35089878,6.90394547,10.3826481615,9.200470222,5.893308357,12.33433984,12.58650212,10.65863127,11.37070935,8.527351033,5.3960390905,9.696742033,11.33541843,10.86526952,7.87986062,8.39322552767,8.077182341,8.3865993725,7.335258382,7.235394693,10.76039169,5.65225244667,9.0653599655,9.540516092,BRCA
10.730720215,10.364759465,6.34199734433,10.175807248,5.688048317,12.05538931,7.5408424895,8.021174851,10.97955044,8.68863596,10.54993411,9.313099074,9.282241073,8.660014728,8.0620596875,8.266787858,10.52622073,7.12570578567,11.07544591,7.328256679,6.673638385,11.01303318,10.7780979,5.049425205,5.422572499,6.027980656,12.277163725,6.967344797,10.3627597125,8.17452767,5.439300032,12.263711105,12.8471739,10.9232534,11.23955693,8.392522568,5.3483684195,9.685204814,11.26378871,10.91921737,7.79246679,8.36016220033,7.96397256133,8.3917456235,7.4610238715,7.223039054,10.55686073,5.540239002,9.131055831,10.00201369,BRCA
10.744144,10.563024325,6.342114179,10.077023151,5.782219336,12.10871075,7.5258128505,7.97594459867,11.07201887,8.612961657,10.31880295,9.744775458,9.51464464,8.709412238,8.0192290835,8.794043061,10.87563823,6.915254259,11.27433609,7.4991580795,7.0380508525,10.99992623,10.49748292,5.562403668,5.14771792733,6.060362704,12.475071945,7.180110866,10.7617411185,8.517965696,4.844249122,12.496295565,12.72471214,10.93235154,11.2211885,8.719338441,5.1527800375,9.811896893,10.85440892,10.73881029,7.763878152,8.67060928633,7.91466323133,8.365964621,7.4277826515,7.704562712,10.54623399,5.702195218,9.1480814945,9.734062262,BRCA
10.70036432,10.465946615,6.41663102767,10.3100047505,5.80723335,12.05089371,7.7309844595,8.11810553467,10.50876069,8.807082076,10.32054705,9.511130543,9.4055344625,8.695994791,8.015208768,8.485971282,10.62776211,7.283181094,10.67386138,7.200782863,6.998502507,10.96869939,10.34930366,4.958159726,5.04884258833,5.750902375,12.121456355,6.608850353,10.498601419,7.928875304,4.8589896,12.377151645,12.70943395,10.68460862,10.93189375,8.421771492,5.3737958005,9.597866858,11.12692078,10.93816836,7.697282321,8.803648797,7.92980596633,8.5692768835,7.330975552,6.544273338,10.44034522,5.87472931033,8.6367287865,9.672500978,BRCA
10.822377505,10.68036075,6.11201536833,10.3490182955,5.255700175,11.81753744,6.28713931,7.85652075367,11.27762466,7.57557919,9.36270062,9.319763063,9.262046048,9.314283643,8.145928049,8.170802781,6.319586888,7.292038499,5.953737396,7.287718462,6.458489395,11.17748823,11.35464901,5.212385731,5.630739277,6.651174226,13.25966858,6.097511381,10.129139805,9.364802828,5.222467693,12.1397195,12.9597684,11.59799678,11.53100625,9.888621925,5.8327989795,10.7144776,11.49963678,10.64868139,8.105084975,8.30560416167,8.33272210267,9.011024092,7.842926264,8.231726545,10.78233917,6.35908817467,9.357835757,9.785984134,BRCA
