@relation thedata

@attribute 10235 real
@attribute 10411 real
@attribute 11069 real
@attribute 1398 real
@attribute 1445 real
@attribute 150 real
@attribute 151 real
@attribute 152 real
@attribute 2243 real
@attribute 2244 real
@attribute 2266 real
@attribute 2335 real
@attribute 25780 real
@attribute 2885 real
@attribute 3674 real
@attribute 3690 real
@attribute 54518 real
@attribute 5747 real
@attribute 5770 real
@attribute 5906 real
@attribute 5908 real
@attribute 6654 real
@attribute 6714 real
@attribute 7094 real
@attribute 7450 real
@attribute 9564 real
@attribute DependentVariable {BRCA,Control}

@data
6.829700439,9.235386689,7.241175503,10.9291550067,10.35004996,9.182165345,6.3034206,5.802224334,6.212296819,5.66197871,5.61663289,5.784851809,9.620316579,9.4954151895,5.361953639,6.147515948,10.69644187,9.55016911,11.09785784,7.005431822,6.582741757,8.001564595,6.75911734333,10.9484368,14.70026172,8.887952536,Control
7.132440219,8.739072693,6.635395722,10.8430461553,10.84346202,8.701446067,6.586994086,5.920184986,5.7937330178,5.223664671,5.08042485533,5.68055279233,9.802112873,9.5539178325,5.442455259,5.52873637,9.15231091,9.45642471,10.92233559,6.434568757,6.355006684,7.481398095,6.586005659,10.35004996,14.48484431,8.931846371,BRCA
6.44233236167,8.061480724,6.918270314,10.353336411,11.26946293,6.998762823,6.306978182,5.657931073,5.862260741,5.7185873855,5.12813079533,5.278519036,9.140447083,9.480270588,5.488973851,5.194176951,9.031467655,8.9981409465,10.94914844,6.699751273,6.466000385,7.228580927,7.22912163867,10.20981921,13.62992806,9.151968584,BRCA
6.82223412667,9.674898929,5.903768142,9.24789131367,11.31701417,8.31440325,7.10544008,5.4051304905,6.142895466,6.1111201375,5.394216664,5.20244744133,9.707333731,9.432546201,5.402254249,5.254944744,9.212168732,9.0133211855,10.74552751,5.6556447465,6.3700012095,6.648325671,6.91032494133,10.43742988,13.98232431,8.943878208,Control
5.95115512367,7.997322226,6.64810992,11.076519951,11.32409911,8.040674833,6.323240012,5.352728787,6.0545063174,5.524787686,5.16471474267,5.25964903267,9.642061229,9.66718229,5.256266489,5.476714818,9.432772131,9.0250253645,11.08348284,6.4308542,6.499527711,7.634958261,6.72839437467,9.987545106,13.44200721,8.86238252,BRCA
6.38529059,8.241317194,6.912892703,11.51028325,11.07168041,8.290457955,6.017538501,5.875564499,6.1325254104,5.8811445325,4.86237598533,5.707811796,9.990685863,9.9164802245,5.950883181,6.672712173,9.365546625,9.420287121,11.71457622,7.3002942325,6.8410633585,8.19601328,6.38912935567,10.55627639,14.1393823,9.615648544,BRCA
6.670813718,9.018235741,5.946152572,9.54237477033,11.3382407,6.545663883,6.013356873,5.335488925,5.8629718688,5.5239862235,5.183358411,6.4670477,9.908633222,9.167523377,5.323740468,5.418536788,9.0923747,8.8796586,10.92879244,7.2132301705,7.062352436,7.292025067,7.54701473933,10.32302692,13.74350963,9.176011741,BRCA
6.53086701167,7.568927286,7.211745052,10.4230262683,10.5789154,8.824028821,5.923036985,5.4765994725,6.2905934128,6.0018505655,5.73127573267,6.11171869767,9.333972157,9.1611827995,5.388371455,5.838328613,9.679942359,9.585335464,10.68230579,6.7375606535,6.2456860685,7.787382059,7.00963552967,10.49035982,13.93643461,8.83089633,Control
6.17138796367,8.057817296,7.451110377,10.3226626667,11.11718547,7.822253937,6.645158085,5.7251272775,5.777716958,5.5854962715,4.90385191767,5.79816158467,9.259696855,9.3657406255,5.151586144,5.40668228,8.805777017,9.2675642675,10.78374334,6.6237057305,6.516538676,6.878728789,6.85674479767,9.984080577,13.56248158,8.641980482,BRCA
6.79995732567,8.457730865,6.356941039,10.545324375,11.00749006,8.76269025,6.429578829,5.577341862,5.834084272,5.882017596,5.373245961,5.37743589167,8.958930467,9.70078824,5.384059522,5.411944154,9.878281298,8.984597332,11.13901746,6.458550254,6.496219087,7.4960371,6.973025285,10.50808719,13.90066922,8.799282532,BRCA
6.819022183,8.381933448,6.563429392,9.79179927967,11.20477915,8.197955209,6.509304419,5.6008039495,5.8878688452,5.589234893,5.10876104267,5.303385894,10.41191374,9.153599552,6.239603899,5.576228285,10.47980075,8.7160245685,10.57445661,6.367097734,6.813421843,6.507481989,6.89592443067,10.87277127,13.93264756,9.630226677,BRCA
6.62620438833,8.292046787,7.043905282,10.508302728,10.56738599,9.426946689,6.310163431,6.083677801,5.890793344,5.3609119885,5.33171452,5.616571363,9.563330297,9.5256586835,5.295182325,5.887897624,9.677226824,9.5799510855,10.69259831,6.6803573705,6.676402561,8.512524314,6.98144085767,10.38874414,14.84397331,8.536335742,Control
6.65612666467,8.768549192,6.758893179,10.776914439,10.51810261,9.479103779,6.717131883,6.063143518,5.9960739032,5.578027233,5.43919162867,6.18745509633,9.061938927,9.597360232,5.346257748,5.582263377,10.29322767,9.807955308,10.93430845,6.6358028665,6.4678002685,8.640083234,6.75905554167,11.16338255,14.65913186,8.699521377,Control
7.43063999967,9.672072194,7.051810165,10.0785233767,11.10704394,9.037369266,6.879586695,5.9105883185,5.8533394194,5.7407899085,5.244861722,5.540230241,8.181178507,9.06038523,5.917677146,4.840980873,9.777124244,9.6749751715,11.37859847,6.5600925975,5.7981775515,7.7584583,6.82951290367,11.32350252,14.26763347,9.481880707,BRCA
6.73612223267,8.577656473,7.751813702,10.273357482,11.19715849,8.20821134,6.82706041,5.514672098,6.6576685756,7.706848707,5.892500193,5.960731805,9.887921655,9.5800955565,5.234397132,4.788047896,9.8765404,9.2641454985,11.03430052,6.965484196,5.632718325,7.8511886,6.91208436433,10.42478333,14.45371146,9.246806572,BRCA
7.16314403933,8.823320364,7.293727115,9.657730528,11.16642377,8.240709209,6.688394134,5.4541574915,5.871486022,5.679065704,5.01693401867,5.30175675867,8.412983782,9.0393998015,5.887593047,5.364932404,10.03091577,9.278094081,11.22557215,6.4715114345,5.6294457825,7.192690117,7.22720437133,10.80365511,13.37610779,9.273365013,BRCA
7.053074466,8.913937397,7.642487009,10.1347274673,10.99617883,8.637042439,6.741335941,5.243644092,5.9806233382,5.594069333,5.221348673,5.298779371,8.059062012,8.9731778835,5.946152572,5.229790979,9.199280412,9.5786882385,11.6020262,6.023625171,5.676905305,7.688986551,7.35444662233,10.88922276,13.42739342,9.479871756,BRCA
6.85229716767,7.53348767,8.027423808,9.80282410467,11.05496734,8.539760899,6.813015157,5.639862964,6.2075168774,5.8824568005,6.427978353,5.62889739467,9.300742141,8.9213733295,6.109888752,5.69000583,10.26227726,9.21652246,10.92591806,6.459501324,5.8486648255,7.192172276,7.03736704367,10.80905688,13.31846094,9.229474442,BRCA
6.84680968067,8.069988244,7.845617261,9.86475183033,11.23824666,8.224798947,6.746585278,5.389578412,5.8517522696,5.8434161095,5.34856477533,5.63963242033,8.335882847,9.111304808,5.787648759,5.50954641,9.692319577,9.337026401,11.22643043,6.2166346505,5.862625222,7.574595656,7.07743364033,10.86047424,13.50983997,9.510275173,BRCA
6.90030710867,8.192984556,5.886130184,8.419348991,11.61491238,9.74789133,7.366302814,6.17752377,6.2169609176,5.783726554,5.01021263533,5.319722061,8.825707034,10.2970447,5.113545539,4.766875281,10.37511578,9.6546657745,7.591767528,5.5290771255,5.6300144245,8.480033951,6.94510312533,11.58959862,14.52512866,10.04737654,BRCA
