ID	10449	1892	3033	3032	3030	51102	5538	9374	DependentVariable
Instance1	9.952104605	11.94269603	12.97619003	9.643396765	10.55163644	7.160635067	11.60772112	6.9472505425	Control
Instance2	9.15231091	11.58443655	12.31303756	8.477557049	10.43684194	7.379223758	11.85055617	6.6562337785	BRCA
Instance3	9.437398961	11.54512148	12.7003986	9.318577337	10.87780964	7.219607154	11.88931963	6.208460147	BRCA
Instance4	9.476443016	12.14532727	12.45547628	8.469785393	11.03657221	6.8563280475	11.70152102	6.6690033245	Control
Instance5	10.05680742	11.81929108	12.83289551	9.531343017	10.24516082	7.7172501765	11.77183206	5.8743047445	BRCA
Instance6	9.671576946	11.50616141	12.2076581	9.872852273	10.458089	7.0917646085	12.21510531	6.6632091305	BRCA
Instance7	9.633368144	11.52066056	11.74088764	6.583763983	11.12425722	6.105749431	11.91053229	5.976756701	BRCA
Instance8	9.70471686	11.81218745	12.55220564	9.176148912	10.26349255	6.9230938875	11.74892461	6.9327400165	Control
Instance9	9.45453636	11.59869472	12.70768381	9.584681225	10.23245125	7.4328789325	12.07353083	6.265187564	BRCA
Instance10	10.27801993	12.03524768	12.61931219	9.186139703	10.66366508	7.6451880115	12.36769602	6.6490791865	BRCA
Instance11	10.22045122	12.27732381	12.35961925	9.2389308	11.0078229	7.5458327505	11.71457622	6.345784175	BRCA
Instance12	9.625197931	11.84033352	12.91155214	9.298361117	10.36324806	6.9977671885	11.7674087	6.196803621	Control
Instance13	10.00415062	12.59449147	12.95175557	9.721902842	10.6865533	7.3735323715	11.23348204	6.5198662215	Control
Instance14	8.280493715	11.63008747	12.67768778	9.204131621	10.31343892	7.489086528	10.53833958	6.734317271	BRCA
Instance15	9.166031944	11.47762688	12.53830178	9.810427489	11.39453251	6.9208945615	10.48239483	6.6949311365	BRCA
Instance16	8.717266109	11.75795051	12.59315889	9.300890825	10.20626383	7.3905215595	10.50876069	6.6031796155	BRCA
Instance17	8.408500779	11.86842336	12.54827894	9.202810181	10.09354338	7.585758967	10.31271881	6.7968839665	BRCA
Instance18	8.937153923	12.25692522	12.80095353	9.332652626	10.58354379	7.335393397	10.48357425	6.9924973185	BRCA
Instance19	8.497334055	12.09022832	12.5708958	9.161560926	10.38957787	7.0928622625	10.44381412	6.852426662	BRCA
Instance20	5.823692844	12.66850837	9.417146352	10.03057097	11.268855	7.059407419	8.723576586	7.282279667	BRCA
