ID	79644	1109	1577	3284	54490	3283	1312	6820	1576	1581	1583	8644	6783	3291	3290	3294	1589	3293	1588	3292	1586	1585	1584	51478	8630	10720	79799	54657	1551	54658	54659	54575	54576	54577	54578	54579	7923	1646	1645	1543	1545	412	10941	6716	6715	64816	9420	54600	6718	7365	51144	7364	7363	7367	7366	DependentVariable
Instance1	5.37574431	5.519645097	6.026142315	5.162704759	5.745513828	5.551986008	10.199895182	7.39423259233	5.081735071	5.019047182	7.930502474	13.78053775	5.468103682	7.247787805	9.65777508967	7.27123219	6.572931815	5.651059765	5.15709054133	7.224100886	5.499695432	5.626155278	4.7654509215	12.06237178	5.991017948	6.6481657865	5.218245385	4.917445181	5.264922245	4.845504173	5.73309076	4.989378887	5.316518	5.692518737	5.34774693033	5.533260613	9.708558488	7.0794282458	5.077255017	5.821079567	9.562295439	7.209651052	5.564691589	5.968558082	7.623042188	5.1516093565	5.927073476	5.048771569	9.815758405	5.057462456	11.82770003	7.321999924	6.04208923	5.67688054775	4.938324343	Control
Instance2	6.040460285	5.911818141	6.015254046	5.663779561	6.918449222	5.282820861	9.9770209485	7.080219934	5.119990277	5.862210374	7.070285	12.8554292	5.335400404	6.764178682	7.068728997	7.950032561	6.379383241	6.190817922	5.43543742333	6.331817721	5.214524337	5.59724157	4.8854495585	13.42222975	5.796955404	7.937870279	5.033900371	5.442455259	5.501288856	4.95444207	5.773212576	4.255773643	5.34066129	5.789606185	4.89087691633	4.569042829	10.19459101	6.9267507466	4.696429422	8.886611969	9.503697124	6.800385888	5.301232095	5.549369797	6.949333936	5.3758344395	5.394043544	5.420053896	10.1462129605	5.346080415	11.913543025	9.04325120967	4.716563977	5.59827444375	5.1072423805	BRCA
Instance3	5.434470814	6.040021845	5.190428437	5.270913157	5.001702332	5.707228834	10.598358996	7.235542349	4.806596392	5.995434345	7.580562199	10.86064494	5.823119603	7.438170414	5.702404908	9.603918899	6.362211787	5.403788568	5.38759982333	6.389313513	5.442952823	5.90202005	4.922826352	12.86342169	5.527329405	5.9412922905	4.7157349535	5.664561948	5.245658467	5.301049141	5.568952692	4.277092785	5.275017526	4.689178439	5.20032288667	5.629656239	10.31612343	5.7849735652	4.753299027	4.844123557	9.321038041	6.023760589	5.932280461	5.48205062	8.537035018	4.715631588	5.383800396	5.535750687	9.7177441945	4.428384769	11.93555904	7.92662426633	4.95623024	6.06882033	5.8333037745	BRCA
Instance4	4.868898162	6.006528756	5.203995173	5.677798027	5.460424154	5.273526379	9.758461361	7.10305779833	5.584068992	6.340211188	8.063854951	12.50103733	5.402254249	7.253991924	5.65916861833	9.000641691	7.080127653	5.927488357	5.510095752	7.036891003	5.574564199	6.381331506	4.3905643155	13.52808598	5.470383322	6.1921094465	4.9021860855	4.832651143	5.402254249	5.464840793	5.490579154	4.845002284	5.693773551	4.681187829	5.147294809	4.851263383	10.28695653	6.6181491636	4.876039551	7.345363384	10.09354338	6.360369215	5.062004299	5.91205775	9.052976298	5.1616151485	5.233822166	5.62000808	10.085094788	4.978894894	11.334466695	7.682566087	4.8851370905	6.086641113	4.908600668	Control
Instance5	6.407145055	5.572595075	5.567432314	5.406342144	5.185877691	5.518229233	10.292968008	7.49678391567	5.197326058	5.415666779	7.910194676	11.91738897	5.524354632	8.083640375	6.98727481867	10.57174817	6.603630517	5.577890454	5.59586093667	7.086616932	5.810386064	5.687908393	5.3791610015	13.00468928	5.6098519	5.8896958225	4.401800999	5.409060987	5.588723066	4.708756286	5.902080364	5.022158329	4.694341356	4.980952113	4.743827314	6.02414858	9.889405521	6.3932367372	5.166927545	6.454345052	8.8794769	6.210628123	5.518229233	5.470546015	6.900447596	5.041888608	5.744774144	4.854508448	9.820262273	5.671725924	11.734859075	6.35246380333	5.519435083	5.3441354815	5.2005104115	BRCA
Instance6	6.109888752	6.052356793	6.100931012	5.214330049	10.67589996	5.588872948	9.973521814	7.102286024	5.342529189	5.743764871	7.22451093	12.57220763	5.268482349	6.725540512	7.78200752633	7.830200053	5.770572224	5.831124321	5.10312416833	6.270627633	5.577437325	5.823119603	5.0492724515	12.21133327	6.750811228	10.6100650295	4.847091857	5.186075849	5.028139516	4.63288196	5.591867317	4.769786816	5.67695229	4.774802056	5.01757128133	5.688048317	9.439779534	7.0057374884	5.591867317	5.743764871	9.242996091	6.672712173	5.79064906	5.572291894	7.539955806	4.9272180185	5.413806667	5.291135005	10.3744482785	6.729624567	12.0985541	10.0165137127	5.5416179735	5.24320125275	5.3544884755	BRCA
Instance7	5.410418489	5.850631456	5.646674804	5.346080415	9.510754836	4.73770262	9.369944756	7.35432209967	4.649642211	5.836246857	8.641348343	12.89900003	5.744303238	8.809664544	5.747225222	7.269082544	6.742953157	5.455665247	5.64127889433	6.769246515	5.614644516	5.564234295	5.1441596575	13.69061737	5.42627419	10.034899063	4.800901095	4.547045185	5.072332275	5.229406468	5.197326058	4.189689145	5.51191964	5.129706745	5.09458734533	4.276931831	9.14242692	6.1647024626	4.574191652	5.981059894	10.55561035	6.612246051	5.98687237	5.567888595	9.570249982	5.4155921825	5.544509535	5.057462456	10.0252553475	5.391983545	11.531619695	9.33237919567	5.387177849	5.4831119085	5.1462816115	BRCA
Instance8	6.028906829	5.805041697	5.517599514	5.198308745	5.167931151	5.305616048	10.7434536345	7.32141161633	5.364932404	5.808263565	7.359993557	12.34859823	5.585722157	7.310024508	8.06822202767	8.77081346	6.240415109	5.388371455	5.60759746067	7.126784799	5.865554662	5.859479655	4.882252345	11.74803988	6.446550384	5.402536842	4.96422506	4.840729162	4.846005888	4.867045482	5.384232247	5.384232247	5.167931151	5.536217098	5.15894364167	4.937828406	10.00927618	6.661811901	4.693784032	5.859479655	10.31838495	6.769907663	5.341462114	5.167931151	7.620478507	5.2353643615	5.439466268	4.348143714	9.394676109	5.265109838	11.44760216	6.291945442	5.5091785575	6.5300702935	6.692204361	Control
Instance9	6.034089818	5.967059784	6.274732813	5.641409649	8.923536316	5.488973851	10.5473334345	7.47034702767	5.835425946	5.430796457	7.985615876	10.89668076	5.596496342	7.505535937	5.803413096	8.686046221	6.271841744	5.968442884	5.40751594967	6.688464074	5.39361462	6.089376987	5.0970489625	12.26010515	5.604153814	9.5456637855	4.6728027165	5.298485344	5.686368332	5.011910695	5.766072507	4.528802152	4.749683847	4.347200447	5.13439949667	5.582188094	10.68266132	5.8277763424	4.375364145	5.167931151	11.19831015	6.397679445	5.0188247	5.17573541	8.736318314	5.3230765195	5.886008211	5.221694654	9.764335427	5.836814906	11.877638085	9.392384844	5.2415956165	5.400347364	5.208036869	BRCA
