@relation thedata

@attribute 11224 real
@attribute 1915 real
@attribute 1933 real
@attribute 1936 real
@attribute 1937 real
@attribute 1938 real
@attribute 1964 real
@attribute 1965 real
@attribute 1967 real
@attribute 1968 real
@attribute 1973 real
@attribute 1974 real
@attribute 1975 real
@attribute 1977 real
@attribute 1978 real
@attribute 1981 real
@attribute 1983 real
@attribute 2107 real
@attribute 2197 real
@attribute 23521 real
@attribute 23708 real
@attribute 25873 real
@attribute 26986 real
@attribute 27335 real
@attribute 3646 real
@attribute 3921 real
@attribute 4736 real
@attribute 51121 real
@attribute 6122 real
@attribute 6123 real
@attribute 6124 real
@attribute 6125 real
@attribute 6128 real
@attribute 6129 real
@attribute 6130 real
@attribute 6132 real
@attribute 6133 real
@attribute 6134 real
@attribute 6135 real
@attribute 6136 real
@attribute 6137 real
@attribute 6138 real
@attribute 6139 real
@attribute 6141 real
@attribute 6142 real
@attribute 6143 real
@attribute 6144 real
@attribute 6146 real
@attribute 6147 real
@attribute 6152 real
@attribute 6154 real
@attribute 6155 real
@attribute 6156 real
@attribute 6157 real
@attribute 6158 real
@attribute 6159 real
@attribute 6160 real
@attribute 6161 real
@attribute 6164 real
@attribute 6165 real
@attribute 6167 real
@attribute 6168 real
@attribute 6169 real
@attribute 6170 real
@attribute 6171 real
@attribute 6173 real
@attribute 6175 real
@attribute 6176 real
@attribute 6181 real
@attribute 6187 real
@attribute 6188 real
@attribute 6189 real
@attribute 6191 real
@attribute 6192 real
@attribute 6193 real
@attribute 6194 real
@attribute 6201 real
@attribute 6203 real
@attribute 6204 real
@attribute 6205 real
@attribute 6206 real
@attribute 6207 real
@attribute 6208 real
@attribute 6209 real
@attribute 6210 real
@attribute 6217 real
@attribute 6218 real
@attribute 6222 real
@attribute 6223 real
@attribute 6224 real
@attribute 6227 real
@attribute 6228 real
@attribute 6229 real
@attribute 6230 real
@attribute 6231 real
@attribute 6232 real
@attribute 6233 real
@attribute 6234 real
@attribute 6235 real
@attribute 7311 real
@attribute 7458 real
@attribute 8661 real
@attribute 8662 real
@attribute 8663 real
@attribute 8664 real
@attribute 8665 real
@attribute 8666 real
@attribute 8667 real
@attribute 8668 real
@attribute 8669 real
@attribute 8890 real
@attribute 8892 real
@attribute 8893 real
@attribute 8894 real
@attribute 9045 real
@attribute 9349 real
@attribute 9669 real
@attribute DependentVariable {BRCA,Control}

@data
13.622229635,14.8276686267,11.3727575768,10.195511588,14.27247259,14.42029878,7.491517143,9.04464761,10.92212743,12.54698855,14.29545473,13.91614961,13.591191,5.3832028615,6.891088384,8.34459771725,8.30208090125,9.416836006,14.39776555,12.14106624,10.09588524,10.299519105,10.9912300055,12.42907592,14.31196895,10.2504743335,12.69066553,9.606305954,14.273766515,5.386389566,14.23655206,13.39071447,12.013203455,9.899104288,9.403247015,11.9398567175,12.0287549667,5.484329095,14.317608925,14.71052532,8.325372897,14.05962798,13.485500315,14.312714715,14.8110083,14.65913186,12.50694603,12.99461955,9.197647425,14.24905854,12.61421528,14.8574397,14.35837925,14.22362506,8.516429993,7.638336023,12.41967063,8.21091594067,9.760956855,14.64352734,7.6712628535,10.161404148,14.769346465,14.3269231,11.08432841,6.039214917,10.037491935,12.5567109367,14.66423422,14.53140294,14.73750669,13.296521865,14.333989405,5.817758343,14.33556484,14.28777857,8.3671903135,14.46406102,14.68689306,14.83944618,15.09455403,13.97885659,14.38798195,10.802858728,13.37174968,14.76041434,13.789307945,13.69550076,14.07822256,13.7976418,10.81670392,12.50103733,10.894268005,14.92253006,8.839242791,14.79865761,13.680641355,11.83377967,13.6339928875,12.172629433,10.8183627143,10.15199993,11.6039443047,6.537496642,13.0474759,12.96993872,12.79847895,12.71275703,12.33286882,8.84018084,9.40475260767,9.98739233,10.257176,8.011871746,9.7296095755,11.14476675,9.226388785,Control
13.744572705,15.0971201433,11.3482583653,10.3454194053,14.360868085,14.34873163,7.52201113033,9.062600116,10.63522863,12.41355925,14.23655206,13.78053775,13.51771248,5.478418359,6.950471695,8.3610623935,7.8618298665,9.444683034,14.49088818,12.35733627,10.28239959,10.6351119695,11.6021332365,12.12152875,14.40827668,10.146329171,11.7818988955,9.5786493515,14.43054269,5.355449107,14.06389305,13.62353635,11.9024278935,10.22996071,9.027201837,11.9399893655,11.9237896173,5.56730869,14.5266472,14.66897057,8.6958719975,13.85629375,13.52974483,14.553507715,14.9125985667,14.7141304,12.00568429,13.16637029,9.449448466,14.07116461,11.53140597,14.74286599,14.54282634,14.20597115,8.354559186,6.8983320455,11.77945684,8.324829797,9.652513715,14.58875125,8.063631743,10.000470651,14.800108325,13.88031822,10.5347341255,5.932095911,10.037797278,13.2348055833,14.69079602,14.59584327,14.89141327,13.723634955,14.292347115,5.166927545,14.5376428,14.277329135,7.082032104,14.68689306,14.75233937,14.75649535,15.01930687,14.02134875,14.59035656,10.4791884545,13.3027079533,14.81988894,13.4605581,14.24390588,14.3830917,14.11030021,11.03579075,12.0234322,10.766447547,14.5197155,9.431396543,14.91163964,13.697108495,12.90048482,13.60243687,12.4923649835,10.5934979117,10.55192478,11.8650927,6.529625831,13.53466038,12.90873886,13.14121392,12.63872105,11.92850738,8.44588509,9.410315636,10.26509376,10.52792683,8.206820391,8.768803475,10.83486626,9.627078354,BRCA
14.02310868,14.8456499633,11.7576236035,10.8292512067,14.87625081,14.65913186,7.46186956433,8.757715954,10.90549628,12.58650212,14.42653276,13.86848405,13.78998546,5.231526198,7.435172523,8.390530265,7.572178161,9.493294867,14.68689306,12.79680929,10.4054024,10.9505818295,12.0063066285,12.45678569,14.41536846,10.4684346385,12.553446685,9.787029772,14.462564775,5.379561399,14.50971905,13.74060563,12.394595936,10.57948592,9.827664684,12.5395563115,12.44686866,4.935722136,14.42039224,14.92253006,9.225029433,14.20597115,13.946350525,14.564174015,14.5342391233,14.92838699,12.64577331,13.65061427,10.07347253,14.40980552,12.62645517,15.04650697,14.69079602,14.33556484,8.858836661,7.936837409,12.49206041,8.92893517767,11.019239825,14.76848987,8.19297435,10.5205197085,14.76797458,14.52512866,10.7402537695,6.3501549105,10.4897213673,13.2241531233,14.56106625,14.680525785,15.15765011,13.674886375,14.688771895,5.93905684,14.7141304,14.525874365,8.072835856,14.93557532,14.95604237,14.76041434,14.95162692,14.12251745,14.751665665,11.245975866,13.7136097233,14.77756767,13.861277655,14.14988842,14.36402692,14.19099059,11.29220962,12.5850741,11.240544044,15.13382676,9.419149102,14.48484431,13.765286815,12.88068749,13.719770805,12.4580954695,10.746955612,10.43144566,12.26400334,6.8058617365,13.93643461,13.41290062,13.24869779,13.11936595,12.42339047,9.000521984,9.605456086,10.36162065,10.81229788,8.451284404,8.9926722345,11.42842837,9.549554206,BRCA
14.104354825,14.73717871,10.9728830287,10.1497594933,14.29372124,14.64352734,7.40046677867,9.881236778,10.30716697,12.32689017,14.24390588,14.02134875,12.77497238,5.0419966805,7.499688706,8.382971217,7.1905176805,9.660003315,14.43231028,12.72821502,10.23508114,10.9864665085,12.00629626,12.22228482,14.62098412,9.882382732,12.1613208765,9.2208475015,14.66517752,5.03343539,14.32452165,13.96294256,11.556060652,10.16761607,9.20788134,11.8197118705,11.97890506,5.45425958,14.706530255,14.50260592,8.950948185,13.46017433,12.99211328,14.56841299,14.87728595,14.46865842,12.20145783,12.87339418,10.33342405,14.011520535,12.33362227,14.67922443,14.20597115,14.05962798,9.403247015,6.376160238,12.42106423,7.74380755167,10.032856567,14.54282634,8.3353546785,10.639288144,14.78040143,14.14434519,10.29033719,6.368078342,9.64933525833,13.7230455933,14.76848987,14.65953424,14.81650173,14.09924312,14.066865485,5.833276737,14.61638775,14.01633132,6.828156093,14.69079602,15.06752912,14.72963536,15.09455403,13.96600025,14.7142796,10.833132375,13.53029059,14.79865761,13.83205083,14.43740197,14.64660991,13.95070399,10.82495499,13.146867,10.4620465075,11.73219511,8.914451988,14.89547873,13.64515005,13.56248158,13.9782802975,12.600960055,10.058004375,10.82735881,12.24473759,7.3949852685,13.85125179,12.58650212,13.53768073,12.93836212,11.52315285,7.56044963,9.76511732567,9.869682949,11.22557215,8.088365735,11.27569545,10.475222,9.93756918,Control
14.113374565,14.5769831767,11.7613527585,10.8404531327,14.7860798,14.89141327,7.92156834767,9.021133451,10.4297627,12.61750082,14.56668795,13.82037647,13.67421216,5.609549966,7.662759375,8.19236132175,7.5496504275,9.8337864465,14.85146139,12.99983714,10.04378642,11.097725446,12.39124224,12.69358176,14.42029878,10.4448508545,12.484585205,9.623822624,14.691974105,5.092134744,14.69079602,14.03142469,11.6867659935,11.47762688,9.511051455,12.3065495615,12.59001883,5.3484219645,14.562863755,14.82766698,9.3017661635,14.12251745,13.693772315,14.311711865,14.25592977,14.61638775,12.46516723,13.61588998,10.10988324,14.27589162,12.68497545,15.20465253,14.94673156,14.47325803,9.029260392,7.340079525,12.29242381,8.46444700567,10.180248771,14.50712381,8.2155396455,10.7193420105,14.765003935,14.46865842,10.5648826925,6.048174187,10.626569333,13.17585023,14.70026172,14.50556589,15.06752912,13.99790725,14.8781703,5.989826604,14.91163964,14.629290115,7.501273195,15.09455403,14.81650173,14.79427981,14.20597115,14.36402692,14.899729645,10.983560639,13.60197935,14.12961268,13.894844035,14.2201119,14.6085367,14.48484431,11.29402062,12.78312415,10.784970193,15.11026186,9.8051737385,14.14988842,13.74617703,13.06629278,13.502602855,12.460057356,10.7624211103,10.64364002,12.0634002333,6.4189299225,13.43573605,13.47298527,13.41082367,13.13613647,12.22131078,9.098072313,9.437464555,10.08429722,10.49650957,8.132963791,10.957744805,12.02547364,9.327744125,BRCA
13.32564765,14.7960459567,11.2250188382,10.719166474,14.933625205,14.94179249,7.66904226933,9.234303192,10.96132689,12.56435203,14.91431039,14.14434519,13.99263349,5.428588795,6.493499734,8.41952105375,8.06943447975,10.5444107025,13.70458133,12.40526256,10.22614155,9.7484526445,12.125769055,11.82768023,14.39263877,10.0969501995,12.069457609,8.6994084935,14.656063935,5.476714818,14.64660991,13.88031822,11.9172837995,10.01421619,9.194486708,12.050001867,11.784270435,5.4429952445,14.417960265,14.73750669,8.4453595005,14.70692253,13.06933386,14.270391855,14.8338817733,14.83944618,11.17150852,13.63244094,8.495156614,13.564595655,10.93858741,14.2201119,14.21563464,13.70221547,8.178840509,6.6673112525,11.03194774,9.17306395,8.568795022,13.65061427,8.0793881385,9.9613441605,14.458411955,13.27502674,10.5419470205,5.608945413,10.4335415497,11.9574252133,14.49643721,14.63618546,14.5376428,13.677992005,14.52995559,5.797863326,14.43231028,14.408070605,6.667889515,14.29545473,14.76343364,14.53323483,15.00532806,13.52808598,14.22847167,10.0771614655,12.3484049467,14.74286599,13.05018086,13.35514394,14.04737959,13.64744159,8.99655902,12.62461163,10.250568292,14.80269307,8.706601069,14.8574397,13.206743185,11.51840741,12.7402358212,11.990806906,11.922295839,10.49374317,12.5611553533,6.5841513705,13.53466038,13.0689563,12.69961914,12.6048903,12.12322914,9.768664506,9.678652418,10.4004902,10.37781545,8.582933341,9.0099259085,10.59849016,9.461459559,BRCA
13.823616805,14.55579721,10.2413184865,9.56486568933,13.387619085,14.44825283,7.812048658,10.27966894,9.285732293,11.89363345,14.04737959,14.06996075,12.001308,5.593019755,6.682577247,8.41313930575,7.39038211675,9.3180264925,14.2201119,11.72159494,10.08081124,9.6414505305,12.074281625,11.24502395,14.81202536,10.1364097915,11.860812671,8.64452584,14.20833607,4.628516204,13.6548665,13.99825372,11.812404781,9.429804827,9.096630254,11.3001359045,11.259339746,5.312179942,14.55379418,14.03833906,8.758644555,12.34480084,12.251276845,14.275858445,14.7312713,14.06389305,11.65493594,12.23602175,10.33811827,12.69591831,11.30008097,13.55093015,13.18452521,12.65463721,9.107923944,6.322286097,10.99163187,8.224426496,9.1651966345,13.91975024,7.304815357,10.4594044545,14.042340685,13.73376056,10.3837385185,5.552698347,9.06941014433,13.9407862433,14.80269307,14.167034365,14.81988894,14.099065465,13.354369595,5.682019293,14.29545473,13.397046395,5.8780288995,14.23655206,14.97508152,13.78304532,14.91431039,13.58717103,14.833283845,10.2873022255,13.23063829,14.79865761,13.475049795,14.63577141,14.50260592,12.06588572,10.92148787,12.17272761,9.8334458855,7.870921229,9.286039329,14.76041434,13.023498525,13.80946823,14.0088453075,12.0286608805,9.43685456867,11.32464765,11.7620672513,8.469538924,13.46667112,11.81348272,13.08056861,11.729846,11.11355354,7.170228349,9.52974179933,10.30631839,11.08484843,7.481256805,9.3178833355,6.256449903,10.50898594,BRCA
14.12069229,14.7432709367,12.0899744537,10.5793807023,14.658664095,14.67922443,7.684917063,8.729128822,10.93087057,12.82346582,14.1393823,14.02580012,13.63630348,5.2934412195,6.606446392,8.26782455825,7.63530847525,9.5718298135,14.77272825,12.83735302,10.14944265,10.6402444385,11.5678588975,12.3398473,14.29890208,10.4522655585,13.02396815,10.171483222,14.48906364,5.330209918,14.44825283,13.98649851,12.3598842795,10.55855491,9.342986415,12.2328146985,12.43555062,5.320072716,14.39031728,14.80850875,9.3790007295,13.88385421,14.226399985,14.66931696,14.54250311,14.95604237,12.57793866,13.29757193,9.768523916,14.36378596,13.0474759,15.06752912,14.91163964,14.42653276,8.314788419,8.007242083,12.73133712,8.29286407267,10.5475932,14.74875526,7.7536924895,10.4420117885,14.85008037,14.34873163,10.361792855,5.8778118675,10.649255668,12.70667848,14.55278737,14.79429825,15.20465253,13.84660278,14.92983043,5.115211455,14.70692253,14.48710829,8.299274479,15.15765011,14.89141327,14.78933242,14.65913186,14.11502538,14.78945957,10.7429406095,13.8266030633,14.3830917,13.868128,14.19099059,14.46865842,13.90556143,11.41782366,12.72627038,11.4905999285,15.01930687,8.8958862165,14.600699,13.69375863,12.34365079,13.74948887,12.3195024905,10.5092855047,10.02146624,11.4081303207,6.5946992415,13.42972648,13.35753005,13.0381217,12.89557628,12.08048622,8.833563055,9.558063798,10.55403266,10.27966894,7.476667486,8.8919766695,11.60364502,9.10411458,Control
14.126509595,14.3506539833,12.0844123267,10.9456358203,14.88386157,14.92253006,7.66442430367,8.943233566,10.78010524,12.62461163,14.99189227,13.85986526,13.77286407,5.6159439165,7.327824597,8.44736918625,7.991473406,10.0975863185,14.64352734,13.31590529,10.05292838,11.056702625,12.282941865,12.92639149,14.72492149,10.212736975,12.94419523,9.704661581,14.73699324,4.801431976,15.13382676,13.96600025,12.134490615,11.12517146,10.4422907,12.142881762,12.7219643467,5.3907956905,14.261164365,14.34873163,9.9186512875,14.33991264,13.79907808,14.554360275,14.1026978267,14.65913186,12.78228677,13.5121695,10.38738762,14.396685875,12.97619003,15.08137984,14.97508152,14.38765928,8.910148851,8.2251693605,12.60734656,8.701283299,10.665930855,14.64660991,8.3850581385,10.7514111825,14.76703151,14.41536846,10.368148667,6.3137878545,10.6348302493,13.2827284233,14.67555382,14.551965195,14.87065828,13.868957515,14.98307943,5.59156816,14.72963536,14.506684105,8.322835621,15.11026186,14.7141304,14.89141327,14.70323068,14.57543497,14.92190928,11.4341691735,13.6665179633,14.33042537,13.693872405,14.09890062,14.64104867,14.18524172,11.06412655,13.03029388,11.470756209,14.85146139,9.9101121475,14.29890208,13.85771228,12.86518429,13.5659501975,12.45364844,10.927534654,10.68061031,12.4028457067,6.9115197875,13.68255687,13.57316849,13.50983997,13.15952927,12.5506675,9.282324614,9.49577716333,9.837261744,10.51763522,8.36573313,9.488050984,12.19058871,9.095325232,BRCA
14.038266415,15.0375366233,11.4346712065,10.500358444,14.49582113,14.41297137,7.911450455,9.041249229,10.61251863,12.52393564,14.08054111,13.85125179,13.33778081,5.59106726,6.268944869,8.355856072,7.6060092145,9.7450547625,14.39776555,12.7232493,10.13386823,10.577378857,11.7534184995,12.47906411,14.36769016,10.294883467,12.323978318,9.5967356535,14.41877459,4.833030812,14.14434519,13.96294256,11.9591026,10.43684194,9.657506535,12.2397792725,12.2869053433,5.4186090105,14.559510175,14.59707808,8.9772930315,13.6548665,13.42166057,14.62461697,14.73111654,14.67256817,12.71693524,13.00770101,9.806066679,14.295074255,12.44183936,14.77272825,14.44825283,14.16199356,8.958930467,7.2407328395,12.6125864,8.347508984,9.914985133,14.43231028,8.2625920985,10.2060937805,14.79489944,14.13459319,10.5553543315,6.019839039,9.929626814,13.2937340567,14.72492149,14.654804885,14.95604237,13.940091655,14.414777965,5.388199225,14.53323483,14.439438795,7.7921308595,14.57543497,14.8317704,14.73750669,15.00968454,14.11030021,14.53815348,11.0375990315,13.3633085433,14.70026172,13.83685094,14.1393823,14.35837925,14.12961268,10.95619846,12.76703924,10.968513153,14.99189227,9.645905693,14.73243538,13.80406666,13.19114487,13.7775477425,12.58758093,9.98710882467,10.13612637,11.9663518167,6.7969048565,13.34981755,12.7295762,13.23871974,12.66642048,12.15346979,8.279449386,9.49202824933,10.11313043,10.80520803,7.620111894,10.4095887815,11.7674087,9.392784894,BRCA
