@relation thedata

@attribute 10000 real
@attribute 1154 real
@attribute 207 real
@attribute 208 real
@attribute 23368 real
@attribute 2885 real
@attribute 3376 real
@attribute 3561 real
@attribute 3565 real
@attribute 3566 real
@attribute 3597 real
@attribute 3635 real
@attribute 3716 real
@attribute 3717 real
@attribute 3718 real
@attribute 5266 real
@attribute 5267 real
@attribute 5290 real
@attribute 6198 real
@attribute 6464 real
@attribute 6654 real
@attribute 6655 real
@attribute 6714 real
@attribute 6778 real
@attribute 7297 real
@attribute 8431 real
@attribute DependentVariable {BRCA,Control}

@data
6.02664600925,8.069115572,9.746089281,7.466690585,10.66888523,9.4954151895,7.5649494475,5.474931823,5.0072306655,7.9598688595,12.43921023,7.745155171,11.04382723,8.378404463,4.963024656,7.630669612,5.379041481,6.685313404,10.80480483,9.15105029633,8.001564595,7.867620258,6.75911734333,9.701471572,11.21515091,5.011016147,Control
5.94776533325,7.667965061,9.68028616833,6.43012268,10.98935922,9.5539178325,7.891835239,5.808134829,4.7333277815,7.5780798575,12.26420808,7.742126034,9.540845393,7.325982508,5.442455259,10.12116474,5.682862067,7.098719371,10.83272413,8.42779587067,7.481398095,7.609956448,6.586005659,10.00164081,11.36612562,4.708480413,BRCA
5.52044016575,7.904606211,9.69256516467,6.416760061,11.22308177,9.480270588,8.165733327,5.90202005,5.313506773,7.6972575105,12.01701203,8.060129988,10.145837,7.458490947,5.531000265,9.215752072,5.332718001,6.212526175,10.9243451,8.45925672733,7.228580927,7.575257723,7.22912163867,10.53976977,11.54144891,5.249645622,BRCA
5.58777326775,9.707333731,9.98949733167,5.863140121,11.51613105,9.432546201,7.4345854795,5.702180478,5.4457486575,8.2079323255,11.94205636,8.06060289,7.64196344,6.114997467,5.259471408,8.367503347,5.407702206,5.584068992,11.19937192,7.73867912133,6.648325671,6.838009842,6.91032494133,10.64202486,11.88081762,4.978894894,Control
5.87271996825,9.580758442,9.506100771,6.860966288,11.09139921,9.66718229,7.859556644,6.125780878,4.9685946665,7.8440426925,11.89117053,7.919118257,10.16184396,7.364180901,5.426609659,11.71457622,5.31832701,7.405441727,10.47933595,8.10318445333,7.634958261,7.652900753,6.72839437467,10.10887108,10.88698849,5.291135005,BRCA
6.0241266485,9.275729428,9.688092646,7.477052175,10.66999253,9.9164802245,8.312147156,5.857863615,4.916242232,8.179923014,12.66269848,7.186711317,11.74013292,8.052107626,5.36773034,9.742208842,5.388199225,7.460253403,11.22643043,8.70127661067,8.19601328,8.522033306,6.38912935567,10.45090222,11.4712435,5.294814856,BRCA
5.88751933675,9.766537656,10.0480993307,6.742953157,11.69149721,9.167523377,7.2989102995,6.480390855,5.173542303,8.4037176925,11.30524968,8.082270314,8.66980731,6.705498046,5.891547537,8.547551166,5.814301269,6.662423158,11.68974045,8.36198243367,7.292025067,6.760091594,7.54701473933,10.14295619,12.03158587,5.046808884,BRCA
5.55851851825,7.846792788,9.436876068,6.689303092,10.33398861,9.1611827995,7.8993448145,5.052688948,5.2313828535,7.667921317,12.20355304,7.46131803,10.70365297,8.158535374,4.806596392,9.795139114,5.793122872,6.020263967,10.38915837,8.53051419067,7.787382059,7.907583411,7.00963552967,10.54158093,11.23283777,5.30196368,Control
5.650041658,9.912874791,9.58057105933,6.500527718,11.15889068,9.3657406255,7.927072787,5.463860485,4.865162184,7.6272357545,11.9729763,7.57557919,10.41875948,7.011789475,5.157459364,7.972134198,5.733497552,7.205282841,10.83540327,8.16926655967,6.878728789,7.65031782,6.85674479767,10.145837,10.99013608,4.984374307,BRCA
5.56331123875,8.207967411,9.75364579767,6.827314517,11.04825205,9.70078824,7.452412626,5.903768142,5.2729194505,8.3888894545,12.07584355,8.076790383,9.172928193,7.088605737,5.735326697,9.340818779,5.332718001,7.606018576,10.84783275,8.39504068233,7.4960371,6.965931792,6.973025285,10.21491439,11.51681803,5.396956849,BRCA
