ID	5427	5424	5425	5426	5981	5983	5982	57804	5984	5985	6117	6119	10714	5111	6118	DependentVariable
Instance1	7.168850407	7.558728975	12.66507944	7.905163024	8.7287213215	6.65416022267	6.4996565905	8.824450546	8.8069355085	7.105454747	10.83471386	10.66108355	7.2083497295	7.30666968733	11.61752958	Control
Instance2	7.041826475	7.88603356	12.99332148	7.56639873	8.46553658	6.803627506	6.4959528655	8.865378449	8.3511951665	7.5130075585	10.800436875	10.48441034	7.3078710955	7.18042006333	11.88379655	BRCA
Instance3	8.010949209	8.575114814	13.23568448	8.099283532	8.908217113	7.26523884267	7.0004963375	8.72987657	9.396101263	7.613135391	11.330452225	10.72737618	7.33191487	7.63223048933	12.02968073	BRCA
Instance4	7.627900667	9.123553123	13.52549699	8.251862414	8.594608411	6.47039307033	6.4544177505	9.24062507	8.859174667	7.7690752125	11.057611095	10.83441597	6.472480484	6.55166353833	12.38193096	Control
Instance5	7.098298285	7.821010387	12.73729283	7.31664612	8.8095545205	7.072920173	7.0312218105	8.91062109	8.74540583	7.403741513	10.93374845	10.45090222	7.2216641085	7.35432909133	11.96009799	BRCA
Instance6	7.395150919	8.467973436	12.65702034	8.336909437	8.81729114	7.68158217733	7.138537016	7.992656742	9.358156732	7.0064152045	11.641461875	9.132050545	7.523174648	7.408697217	11.54965727	BRCA
Instance7	6.452575359	8.346005182	13.63244094	7.690279365	7.738491062	6.54805513767	6.220650197	9.121676695	7.4871109445	7.0904318015	10.3458464955	10.38702135	6.6588492955	6.44602920733	12.52245777	BRCA
Instance8	6.995289824	7.539955806	12.59766508	7.956610113	8.303306849	6.93605146533	6.9810465865	9.20124246	9.1247667975	7.5927585855	11.06229666	10.88785292	7.325273656	8.02092389867	11.90810746	Control
Instance9	7.782983675	8.608200408	13.17297049	8.048106907	8.9257842175	7.65912161233	7.2222320135	8.811664588	9.70168359	7.7796863265	11.49735519	10.77226531	7.244781381	7.82590120133	11.92126273	BRCA
Instance10	6.840718531	8.45693048	12.92825655	7.391761545	8.7210455935	6.42676862133	6.8236640905	9.25541878	8.509561114	7.4371940695	10.656153568	10.47860813	7.099785483	7.315615812	12.52742331	BRCA
Instance11	7.713319706	8.833563055	13.07564465	8.622089465	8.906142604	6.23579617167	7.1596856165	9.427680085	8.8655786105	7.2999723835	10.87490854	10.35810202	7.463332523	7.19178534067	12.53830178	BRCA
Instance12	7.322110956	7.324543144	12.68199828	7.321637554	8.716427139	7.04973393733	6.8101934035	8.66980731	9.023735752	7.544617301	11.11875956	10.88129775	7.1852972805	7.66789353567	11.75528414	Control
Instance13	6.816699294	7.935107761	12.85738045	7.471189747	8.7854943965	7.14436357833	6.654977447	8.962058135	8.823484927	7.3703045175	11.29475415	10.4887367	7.4117681705	7.32601425833	11.64562254	Control
Instance14	7.518655368	8.689964021	12.86342169	8.892179346	8.3847614075	7.35023516733	6.4175965355	9.223423229	9.175989441	6.8935968215	10.666982815	10.55403266	7.4282706955	6.97591235933	12.03723816	BRCA
Instance15	7.750105877	8.354559186	13.11037161	9.091660914	8.774283818	7.31315444567	6.5949871565	8.538519855	8.9319577035	7.485098727	11.21590727	9.580042347	7.1613884155	6.763530312	11.80073018	BRCA
Instance16	7.91898414	8.464169074	13.0474759	8.511556122	8.604510827	7.21700452967	6.527756701	9.290952566	9.4157847835	7.527901723	10.39328649	10.64948099	7.2083211925	7.03874911367	12.21510531	BRCA
Instance17	7.949609524	8.292691032	12.87039849	8.772299004	8.409953035	7.43359077733	6.3941428145	9.547357825	9.4100818935	7.357071643	10.861074535	10.9447818	7.2727011495	7.10016706667	11.98277091	BRCA
Instance18	8.122958834	8.43825243	13.36098494	8.567443842	8.640800583	7.17986935967	6.803953256	9.443524356	9.2504395305	7.2299863925	10.620424425	11.12425722	7.070863253	7.13735669233	12.11639279	BRCA
Instance19	7.739039878	8.463423345	12.83366697	8.792042831	8.518554874	7.21428444467	6.553387789	9.524924191	9.283426389	7.224746219	11.17905754	10.84615266	7.409290949	7.301571066	11.90965135	BRCA
Instance20	8.140089864	8.591897347	13.50065522	6.664629054	8.0635175495	6.94060400367	6.348284926	9.717642636	7.388460416	6.330087624	10.585395104	9.955032716	7.6441090585	6.78827803233	9.074115449	BRCA
