@relation thedata

@attribute 10302 real
@attribute 10621 real
@attribute 11128 real
@attribute 11178 real
@attribute 171568 real
@attribute 2971 real
@attribute 2972 real
@attribute 2975 real
@attribute 2976 real
@attribute 4774 real
@attribute 4781 real
@attribute 4782 real
@attribute 4784 real
@attribute 5435 real
@attribute 5437 real
@attribute 5440 real
@attribute 5441 real
@attribute 5451 real
@attribute 55290 real
@attribute 55703 real
@attribute 55814 real
@attribute 661 real
@attribute 6617 real
@attribute 6618 real
@attribute 6619 real
@attribute 6621 real
@attribute 6741 real
@attribute 6908 real
@attribute 7702 real
@attribute 9328 real
@attribute 9329 real
@attribute 9330 real
@attribute DependentVariable {BRCA,Control}

@data
6.354210255,7.249542819,9.8043528365,8.048542898,7.18041707467,11.76010461,6.429788296,9.123953973,9.3794977665,10.90529319,13.11754819,7.26351767775,12.28491381,12.07353083,10.33896506,6.365977347,9.950818724,7.526344936,9.705835873,9.364594933,7.166266353,6.894093582,7.830351826,9.588143592,6.758890306,10.80972013,8.1776753015,9.808393548,8.8040351,9.885826425,6.167775011,9.633676921,Control
5.968327676,7.575484648,10.498619,8.324226826,7.50315837667,11.97796686,6.096958888,9.463289929,9.7692481155,10.78613914,13.77286407,7.0504082345,12.45954952,12.14356347,11.03103278,6.504704302,8.536044277,8.428131004,9.322694957,9.290140483,8.584681754,6.900809838,8.391956765,9.955032716,6.9730312335,11.34028702,7.710494314,10.0579109,8.416228701,10.38358581,6.004451531,9.326666054,BRCA
6.309299558,7.152236984,10.405535215,9.517187651,7.97371610967,11.93396179,6.653845768,9.211225868,10.0729522775,10.27226269,13.59313376,6.9872399495,12.45954952,12.38193096,11.02625388,6.401780305,8.618450775,8.225485975,9.846936382,9.591859431,7.359795947,6.986414135,8.1250787025,9.994474054,6.8526256135,11.33166731,7.864794796,10.09283678,8.94313831,10.69554175,6.411388639,9.709540992,BRCA
6.212477538,7.831847361,10.250042477,9.167669733,7.510065876,12.27732381,6.45384318267,9.133489757,9.789761567,9.754102959,13.88385421,7.4351241485,12.90226493,12.34948589,11.73846187,6.648325671,8.674016666,8.648007989,9.901093579,10.23508114,8.229877631,7.782574222,8.0741542715,10.16400217,6.8346491185,11.58420751,7.9528696475,9.728779829,8.186771816,10.70541664,5.73024,9.860714986,Control
6.377952839,7.400753782,10.208315995,8.380851855,7.962433783,11.85884755,6.60077118133,9.120018232,9.6398993905,11.4373387,13.78053775,7.47758997225,12.82483353,12.13760287,10.79386361,6.908516092,7.919118257,7.688427138,9.203152892,9.122466386,7.33624126,7.464221286,7.5598793545,9.687087433,6.929788091,10.69048718,7.712167334,9.633676921,8.7216983,10.58816676,6.474724508,9.686317169,BRCA
6.544273338,7.40164993,9.945088254,7.283507727,7.87121052,11.74226323,6.21045989,9.638916035,9.893822319,11.15153369,13.29267684,6.71220505525,12.18459653,10.92233559,9.875964751,5.738505243,7.686957644,6.28281565,8.903747151,9.056692662,7.261721494,7.002424408,7.635373995,9.565916578,7.132126297,11.38289162,8.2255549345,9.121838552,8.442778825,10.30263925,6.571643157,9.706155431,BRCA
5.660788354,7.827423888,10.7566257285,10.33515616,7.182888171,12.22921997,6.29347699767,9.035858332,9.9502237415,10.2886242,14.09444395,7.9509728615,12.83366697,12.15346979,11.62683849,6.973327498,8.661565351,9.420113456,9.401370811,10.36118197,8.523190576,6.992431746,8.562396638,10.18277954,7.415079649,12.00644716,7.7555833455,9.568545732,7.237356075,9.940893908,5.618834209,9.737214011,BRCA
5.911578492,6.932040865,9.119467449,8.106564412,6.99379720133,11.78564057,6.56170518933,8.902715114,9.3402805695,10.35054176,12.74918966,7.04859610125,11.94088626,12.42339047,11.02111204,7.098982487,8.961436038,7.237642883,9.442757511,9.30874921,6.486236204,7.064530251,7.476281923,9.879453495,7.325212193,10.52997735,8.021513207,10.09936791,8.695237972,9.689251596,5.873574072,9.430484502,Control
6.678428044,7.828646059,9.9593763655,8.217813694,7.78974217033,12.06768485,6.482152503,9.364802828,9.9057061345,11.44094715,13.64083637,7.06054501225,12.58797677,12.19349773,11.34089896,6.517673816,8.771812245,7.600286714,9.174913904,9.392951213,6.900568353,7.398275809,7.838067938,9.766537656,6.698244539,11.11027794,8.274441892,10.068557,8.78216373,10.79360354,6.407272544,9.836169177,BRCA
6.444771098,7.766597025,10.267476237,8.492254916,7.77215312133,12.00644716,6.200695205,9.225617845,9.695557962,11.19715849,13.50983997,7.4553169815,12.32274087,12.31595909,11.14633337,6.645878602,9.146391192,8.845098843,9.536660595,9.308419312,7.978740664,6.747357606,8.2817956955,9.936947469,7.187241445,11.05704424,8.0221203545,9.813452991,8.361528363,10.48635768,5.967693869,9.274011827,BRCA
