@relation thedata

@attribute 10454 real
@attribute 1147 real
@attribute 1385 real
@attribute 1386 real
@attribute 1432 real
@attribute 148022 real
@attribute 1845 real
@attribute 1846 real
@attribute 1848 real
@attribute 1849 real
@attribute 2002 real
@attribute 23118 real
@attribute 2353 real
@attribute 257397 real
@attribute 3551 real
@attribute 3725 real
@attribute 4205 real
@attribute 4208 real
@attribute 466 real
@attribute 4790 real
@attribute 4791 real
@attribute 4792 real
@attribute 4793 real
@attribute 5515 real
@attribute 5516 real
@attribute 5518 real
@attribute 5519 real
@attribute 5528 real
@attribute 5594 real
@attribute 5595 real
@attribute 5598 real
@attribute 5599 real
@attribute 5600 real
@attribute 5601 real
@attribute 5602 real
@attribute 5604 real
@attribute 5605 real
@attribute 5606 real
@attribute 5608 real
@attribute 5609 real
@attribute 5970 real
@attribute 6195 real
@attribute 6196 real
@attribute 6197 real
@attribute 6416 real
@attribute 6885 real
@attribute 7098 real
@attribute 7189 real
@attribute 7314 real
@attribute 7867 real
@attribute 8517 real
@attribute 9252 real
@attribute 9261 real
@attribute DependentVariable {BRCA,Control}

@data
6.76556701167,9.004698798,10.707890538,8.727649179,7.09994864525,8.990502651,12.65135565,7.713639689,9.368411083,6.089906589,9.719046985,6.0750662075,14.72004222,5.7827021795,7.1307406325,14.72492149,7.78313105,9.521659876,6.205212267,12.34771002,6.613275006,15.00532806,6.709066159,11.688477345,8.82094285433,12.47196608,8.486261975,7.96756283667,8.27215776867,11.634256725,7.03030591433,5.939777752,7.4995792045,7.621649748,6.7523535558,10.49127719,11.44994835,5.86129168933,5.85530403967,7.887344199,8.69026092,6.75911088,7.65857270567,6.52702968625,8.585478725,9.487800372,6.277029476,7.37822060033,14.001314075,10.72737618,10.2072374,7.256578464,7.3429582785,Control
6.67949367567,8.974945912,11.4528809893,7.390558334,6.60639379225,8.8269228395,12.87602003,7.9725748555,8.973347824,6.13986403,9.192268846,6.2352424805,13.75148289,6.0886892785,7.787354885,14.11502538,7.902708426,10.58265505,5.424931532,12.34109771,6.847355026,13.91249272,6.373840507,11.725137905,8.45745837133,12.56790862,7.037171767,7.44463675467,7.85669691467,11.27623323,7.157624222,5.0886580415,7.383968157,7.563421716,6.347242776,9.559434991,11.52169626,5.85702554217,6.054235957,7.798165773,8.669346719,6.746992115,7.51923145167,6.64235424625,8.106593131,9.4310771815,6.1753908245,7.05787236967,13.81882705,11.28922369,10.39985497,7.931104142,7.508147197,BRCA
7.13302304567,8.986710369,10.8440250817,7.432878264,6.58493097,8.854112445,12.21350534,8.42336365,8.7236802925,6.064587171,9.676230874,6.077757674,14.33042537,5.6822479045,7.4532495275,14.41297137,7.507995028,9.044121624,6.225935832,12.51631937,6.882157689,14.51605303,6.74855168667,11.639330205,8.297715334,12.66850837,6.469405549,7.775337819,8.11094053067,11.198356615,6.689778979,5.6701097255,7.0833900895,7.8060539105,5.84197348,9.65317699,11.72288448,5.82716031317,6.35618041933,8.166013814,9.073024297,7.136685014,7.197314467,6.2422901355,8.6701660175,8.9013859115,5.9744687035,7.01943370733,13.884698385,11.524772,10.04121461,7.428122563,7.067906808,BRCA
7.27747024367,8.742495656,11.337274206,6.4694836,6.0589973865,9.374046924,12.56946885,6.4582917475,8.5467491645,5.01682082,9.684192438,6.211699109,12.01436934,5.8913697235,7.4011955135,14.08054111,7.016310012,9.709937252,6.574181472,12.26985874,7.43686989633,14.35403309,6.91424652367,11.80875598,7.178084026,12.57347448,7.27396389367,7.15936184067,7.98209816267,11.274247985,7.046663354,5.7758281875,7.0038486335,6.9189611885,6.4393043462,9.580847928,11.42772678,5.05698450317,6.36100294267,8.473463378,7.67194989,7.5978930125,6.97936211167,6.33404855075,8.231806127,8.417672848,5.0089445615,6.46814411567,13.10949585,11.77058762,10.50969117,7.4437513505,7.5757878185,Control
6.68095800667,8.684828488,11.0490871027,7.558059277,6.730522711,9.049980109,12.40419699,8.0824437485,8.9107455465,6.188000892,9.981439248,6.0872080685,12.40857396,5.7240857145,7.5245616955,13.43392773,7.945504008,10.17606751,5.965559928,12.37603319,6.867992672,13.73047547,6.52162721267,11.458095575,8.52183209933,12.75620088,7.069555338,7.58979746267,7.82991936767,11.21839075,6.79859870533,5.704258658,6.931778481,8.1880407455,6.3743216144,9.966174165,11.8471671,6.07725681717,5.979395943,8.264326623,9.268495874,7.021079646,7.28840672033,6.76922237325,8.6043275615,9.2133861525,6.298171367,7.059741909,13.92393915,11.29922535,9.78258103,7.794648318,7.645516256,BRCA
6.273083892,9.33884841,10.8002004453,8.61053686,6.87151716925,8.959527725,12.89109452,9.518144322,8.7958369315,6.497057936,9.979768545,6.15580083,13.96600025,6.029552273,7.5689740425,13.80946823,8.516705752,9.550766562,6.478491062,12.87483063,6.82836121733,13.77694807,6.160625593,12.40345346,9.370871616,12.86342169,7.561705909,7.917623909,8.18650002,11.07534033,6.70524643733,6.517858181,7.4215310095,8.3174977465,6.511764621,10.23164154,11.5852209,7.15443493,5.98125183967,7.443878302,9.673230059,7.5246001185,7.361977291,7.19245125,8.9337864765,9.9163703245,6.4009452435,7.331943975,13.72048402,11.31140223,10.54285319,7.69743404,7.5964459115,BRCA
6.779059113,8.17437786,11.1354255073,6.689582656,6.362735412,8.833378894,13.23377623,7.717614527,9.2109085805,5.263890047,9.212867878,6.572961414,10.44201071,6.236986736,7.550193916,13.91249272,7.842729237,10.64474883,4.84060329,12.52075501,7.129972705,15.02279519,6.344653246,12.072677105,7.46461112133,12.04072818,6.68902141267,7.05650117433,8.451561107,11.151396135,7.32404088833,5.6011167705,6.239058915,6.747341416,5.495877927,8.977681421,11.16076662,5.4415442,6.79660585167,8.963388234,7.262755244,6.923040761,7.46619594767,6.5621458705,8.457614913,8.575344218,5.345123689,6.42166024533,13.157660585,11.77105209,10.10111594,7.844629794,7.3846532985,BRCA
7.020737198,8.824657385,10.258386433,8.441575941,7.0975611175,8.588742572,11.86752597,8.2197528715,8.501125356,5.865554662,9.290572499,6.095394251,14.08516788,5.7126180115,7.4520617975,13.96294256,7.642631408,8.670303166,6.691119292,12.20475003,6.370347138,14.22362506,6.20271008933,11.932399345,9.17209626933,12.30526243,7.08180120033,7.630858662,8.171538624,11.40345044,7.14839452233,5.401013329,6.487104221,7.762308173,6.3190254744,10.00443156,11.28922369,5.8607249385,5.93944441167,8.267911597,9.194320487,6.824884907,7.49696018667,6.575528975,8.519260169,8.9471097785,6.1474658955,7.018808194,14.498215135,11.03612228,10.4077487,7.921844917,7.097562405,Control
6.649348596,8.659854224,10.6759547673,7.598929252,6.41978303225,9.2449642545,12.44264168,8.864788033,9.3886960075,6.047457275,10.01823535,6.3311955985,14.82357723,5.505202515,7.530604743,14.44356588,7.29632232,8.626175475,6.507006194,12.42766909,7.15645079333,14.37348409,6.496869675,11.55756824,8.63116965933,12.62816419,6.71771492967,7.539110223,7.91861634733,10.99057863,6.63685147833,5.8779809975,6.9655385505,8.3694050275,6.1710283688,9.452231522,11.82274022,6.020187685,6.398579306,8.382668468,9.012625324,7.242305488,6.894570391,6.443440984,8.505661469,9.204869818,6.4335405075,7.05702786333,14.242274775,11.27393851,9.861979055,7.9904688245,7.4254276565,BRCA
7.04562845567,8.645245129,11.1110274023,6.79980331,6.2012063225,8.4216094845,12.83066776,8.0649007185,8.7461260365,5.372961888,9.726661428,6.2017657865,11.55023948,6.0411300525,7.6541093245,13.15952927,7.098982487,9.596921694,6.207019812,12.09766027,6.83844174133,13.54172225,6.537366551,11.593713005,8.44322777467,12.69546762,8.46005630567,7.42782175433,7.74245236133,11.551814785,6.691964128,5.5839936855,6.9279187635,7.524249938,6.6645194764,9.69476318,11.64681981,5.75900304267,5.92169088967,8.896605722,8.33670864,6.8978346455,6.81342298733,6.26822091,8.616861979,8.9430429875,5.4338499695,6.71155131933,13.80215118,11.09393927,10.22738163,8.0356480365,7.581342169,BRCA
6.73906535867,8.670710349,11.005151922,7.29034405,5.5612686795,8.644467415,12.5850741,7.4599929215,7.505336487,5.418705435,9.68790976,6.506414513,14.20597115,5.0222848205,7.53597724,14.17314893,6.186218877,8.155224442,5.564234295,12.2590489,7.168375022,13.43573605,6.53208433767,11.25085226,8.16934643067,12.7003986,8.21155236,7.76578908133,8.06297051567,11.573459625,6.87186987967,5.9065229025,7.8209172285,7.597317289,6.3734932246,9.736317839,11.94944384,5.63874470533,5.64379041867,8.324744376,8.687254178,7.288835508,7.09722914933,5.9896451145,7.974032126,8.596587527,5.561571382,6.56440695667,14.083072915,10.84003064,10.6073352,6.9194271435,7.82250581,BRCA
6.67560015067,8.807082076,10.78322175,8.450346395,6.791169903,8.9410095965,12.44726543,8.6213007865,8.893380673,5.968673272,9.524248408,6.132729324,14.15265365,5.6053692185,7.4402145165,13.87385551,7.641421617,9.539333865,6.167925508,12.38541089,6.57488857867,14.39776555,6.30944562733,11.817863435,8.800541064,12.31595909,7.38821850733,7.47167449833,8.197304519,11.32136754,6.80618221367,5.767601547,7.3186471095,8.0098633265,6.7192971842,9.990983614,11.38105635,5.63836021117,6.10103173667,8.037891629,8.875473781,7.194930658,7.64534915633,6.67480979075,8.704684954,9.0816140535,6.2340896,6.78874329567,14.491124715,11.04264453,10.68519142,7.9433269225,7.457900782,Control
6.53137599367,9.155780297,10.4041484903,8.394260237,6.935865955,9.0956836405,12.49153253,7.84222089,8.864748553,6.318954546,9.844219734,6.0027082745,14.61254488,5.678623081,7.3412959795,14.67256817,7.717524135,9.778192608,5.864874046,12.24889125,6.82571524133,14.10537413,6.83411040533,11.68167441,8.77440562733,12.40526256,8.586240551,7.97689047067,8.151507585,11.488573795,7.13682015067,6.1670985755,7.67532014,7.822857961,7.4496009772,10.29596436,11.33166731,6.10693756767,5.82446156933,7.957045617,8.978067698,6.833435745,7.42531964067,6.649787867,8.3498677015,9.1999885685,6.237572491,7.02586490967,14.375350355,11.0724812,10.55664043,7.443962143,7.747843835,Control
7.05252053933,9.260861404,10.5074705227,8.687726581,6.23780006725,8.889311524,11.89889998,8.0986462275,8.251533121,6.330742691,10.24378721,5.9528423095,13.61588998,5.949517696,7.5914915015,13.48222565,7.653026194,8.108238405,5.966252363,12.29388695,7.207652156,14.13459319,7.043476808,11.736023615,8.70510697067,12.89109452,6.82775403067,7.67746532633,8.08129530567,11.695521545,7.63109708367,5.967633391,8.0652644275,7.8440908905,6.4529665452,10.01433476,11.29445435,5.68339117333,6.17992307233,8.007981913,9.226388785,7.428771926,7.18948982933,6.13687965425,8.5569316505,8.733092931,6.4373989235,7.215576291,14.38538722,10.76712945,10.78787423,7.4277413705,8.0739560435,BRCA
7.01209387333,9.241179451,9.90083481867,8.685117683,6.155251749,8.573754578,12.27401999,7.0920435895,8.7714984645,6.137919084,9.913970625,6.2009150755,12.35733627,5.5721343885,7.946295334,13.17144427,8.24541143,9.473467881,5.488973851,12.41257918,6.73005362833,13.98232431,6.31386063533,11.7690989,8.474468248,12.63275562,7.51099557433,7.38802305667,7.95451796533,11.206231375,7.16731786533,5.329465727,7.6098380195,7.5531159175,6.5996740378,9.712540381,11.28106518,5.76476224117,6.406842111,7.711014946,8.761435816,7.665607022,7.22974910533,6.3478008495,8.5497894345,9.2660120735,6.249303584,6.78915135733,14.256090485,11.83915468,10.64411791,7.5290493795,7.467041959,BRCA
7.22201205233,9.022833232,10.2584479883,8.420129842,6.273689165,8.781924287,11.53735445,7.2787905755,8.9026152985,5.579701547,10.00415062,6.024113024,13.96294256,5.9976789215,7.791459439,14.09890062,7.364180901,9.134080446,5.661429849,12.40655986,6.90677295333,13.70909946,6.96648824367,11.54137497,8.202123709,12.76004735,6.629468797,7.40432172967,8.00665617633,11.49634678,7.513620188,5.656097949,7.0284721055,7.5935132445,6.4103000694,9.812386363,11.36168902,5.51281927767,6.318598458,7.832100626,8.629266563,7.3860315285,7.40587247233,6.2124689205,8.480919728,8.692934023,6.370558042,7.091595276,14.371791605,11.10921707,10.70804518,7.334669802,7.7812287505,BRCA
7.39735229933,9.175650046,10.0323493423,8.480952861,6.46315116575,9.2561154625,11.38730129,8.424245596,8.0854306625,5.96919151,10.22872886,5.8797644155,13.92451704,5.8526834815,7.9501379685,14.01211384,7.200950391,8.150027916,5.343595475,12.32574401,7.382294288,13.58466312,6.88625381767,11.71439964,8.527860513,13.06629278,6.60952083033,7.63460766867,7.86577453733,11.796022585,7.367541703,6.071716146,7.455521977,7.244024888,6.3663407464,9.916141133,11.42163372,5.7480082465,6.132790906,8.014301064,9.515749664,7.6297769445,7.49295514767,6.1028603775,8.4390426745,8.4734774435,6.2183765775,7.36477082733,14.532993875,11.01508764,10.68956587,7.6448167215,7.8494133085,BRCA
7.19601476967,9.44260202,9.692770319,8.212765231,6.3805448535,8.9141647275,11.4706641,7.3687454405,8.945498463,5.371568663,10.30881145,6.013518634,12.40276968,5.852284372,7.5558305855,13.34674991,6.776041872,8.700336649,5.782219336,12.39966386,7.144249486,13.75810714,7.059851597,11.698874855,8.05470427767,13.11037161,7.377204594,7.48674032467,8.01917131267,11.46459896,7.37085903833,6.259376137,6.6752901625,7.5582124195,6.4518559062,10.0322459,11.31587145,5.4970801105,6.31258353867,7.922348208,8.496794995,7.5643569095,6.76555037667,6.0448145055,8.551370553,8.580432115,6.0887305845,7.06833791633,14.528822965,11.49963678,10.59472841,7.6536816935,8.0462685015,BRCA
7.43260419933,8.973504462,9.570767933,8.550709395,6.522968526,9.0777368,11.33051934,7.609256218,8.812034044,6.2801264,10.45750942,6.1177243565,13.08977243,5.9427897325,7.8335949455,12.76004735,7.392920835,7.013297895,5.463697036,12.00382718,6.75150023233,12.88068749,7.14134063733,11.60967717,8.62611672467,13.12486126,6.93058673833,8.00883452333,7.890844983,11.5411915,7.474173093,6.1648761405,7.151868078,8.134159504,6.2563490298,9.833428205,11.57272404,5.73544914683,6.56668181467,8.115760429,9.61434228,7.519177108,7.20381425033,6.08165818225,8.655247477,8.5357374825,6.184436099,6.99678506233,14.343984755,11.05606207,10.6432567,7.7716617215,8.1239601125,BRCA
7.189092449,8.965922146,10.2933462963,9.242996091,6.65967948325,9.1051538585,12.11865571,7.4418007155,8.917194701,5.255700175,10.01669727,6.0495366965,8.405238411,5.560376996,7.9784806655,12.03663478,7.508688368,8.817064493,5.334149236,12.05629403,5.51821901167,10.54750216,6.82896955467,9.2723260095,9.02082982733,13.32349748,6.741190456,7.588837224,8.742530249,12.52079595,7.65359668867,5.593235253,7.830943777,7.835265585,6.6932167248,9.724718956,11.3119244,5.95434088933,5.459774314,9.015708527,9.315772892,7.7140739065,7.04919297067,6.424485401,8.821488149,7.348718546,6.7063430695,7.079701867,14.572620915,12.34771002,10.36475876,7.9021186325,7.935994932,BRCA
