ID	84284	27010	9054	79178	DependentVariable
Instance1	10.09896674	6.4746317545	6.173138744	6.205212267	Control
Instance2	9.27436716	6.688755905	6.77608941567	6.023649715	BRCA
Instance3	10.09517319	6.3697416885	6.92796459633	6.223234887	BRCA
Instance4	10.20019398	6.8502243795	7.113615558	5.776111392	Control
Instance5	10.257176	6.2325881455	7.00712668	5.645882653	BRCA
Instance6	9.435228075	6.926215236	6.912347766	6.483780011	BRCA
Instance7	9.672814749	6.6993253445	7.081297831	5.63866126	BRCA
Instance8	9.978925319	6.4724649375	6.59223761867	6.112601751	Control
Instance9	10.43894285	6.9532024205	6.80598756667	6.28540742	BRCA
Instance10	10.31437963	6.320289461	6.76159906767	6.687659557	BRCA
Instance11	10.33591539	6.6250058575	6.87975948633	6.840466774	BRCA
Instance12	9.992443121	6.8902599525	6.37019407	5.866667704	Control
Instance13	10.24862174	6.6697618155	6.606435629	6.785652306	Control
Instance14	9.541484409	6.7440224505	6.45752972467	6.629324286	BRCA
Instance15	9.735031788	6.974906572	6.40664331	5.497621346	BRCA
Instance16	10.04873245	6.692457312	6.54738937333	6.029679945	BRCA
Instance17	10.068557	6.5059289915	6.54123247467	6.528497576	BRCA
Instance18	10.16928652	6.6616934265	6.80955845433	6.529552075	BRCA
Instance19	10.59389087	6.7241740545	6.42033734467	6.789178633	BRCA
Instance20	8.28912106	6.6605981345	5.82007349333	5.797798494	BRCA
