@relation thedata

@attribute 1022 real
@attribute 11335 real
@attribute 126961 real
@attribute 2068 real
@attribute 2071 real
@attribute 25885 real
@attribute 2965 real
@attribute 2966 real
@attribute 2967 real
@attribute 2968 real
@attribute 3020 real
@attribute 3021 real
@attribute 4331 real
@attribute 51082 real
@attribute 5437 real
@attribute 5440 real
@attribute 653604 real
@attribute 7343 real
@attribute 8350 real
@attribute 8352 real
@attribute 8354 real
@attribute 8355 real
@attribute 8356 real
@attribute 8357 real
@attribute 8358 real
@attribute 84172 real
@attribute 8968 real
@attribute 9013 real
@attribute 9014 real
@attribute 9015 real
@attribute 902 real
@attribute 9533 real
@attribute DependentVariable {BRCA,Control}

@data
9.361681261,7.390049628,5.50383468,8.220113618,10.0776573,6.059945345,6.107234293,5.474931823,8.439499644,10.43957668,14.592922175,12.84903075,6.69676284,11.24585035,10.33896506,6.365977347,6.035630095,6.89133739275,6.922498552,5.002265111,6.468262051,5.802717488,5.478900032,5.957224679,5.805622164,7.330403606,5.507248571,8.34902027133,7.9988926865,6.21938280367,8.45525079,9.5565740325,Control
9.155780297,7.349076697,5.115003321,8.497094498,10.50841903,5.810964386,6.586162299,5.210049084,8.965352223,9.94572954,14.737138445,12.8865864,7.086882265,11.464696472,11.03103278,6.504704302,6.48510929,6.63711005125,5.915587375,5.605858198,6.093502736,5.776374632,4.584732512,5.46091556,4.998208198,8.102501307,5.810964386,8.49419396233,8.134060621,6.089878149,7.832012647,10.167654931,BRCA
9.394656215,7.388215462,5.407702206,8.892012333,10.71269919,6.241654902,6.582656103,5.664561948,8.580466923,10.27514127,14.75973063,12.77284039,6.839081327,11.549943721,11.02625388,6.401780305,6.165314669,6.88471708825,6.272308437,5.59156816,6.311708018,5.690704299,5.312711681,5.403788568,5.028581582,7.9527385875,6.056156059,8.171456546,7.830854584,6.16023407867,7.667131787,10.62316706,BRCA
9.99050151,7.49180836467,5.254944744,8.85164062,10.43052602,5.963942952,6.970019164,6.002540089,7.704562712,10.44466839,14.722206265,13.2433667,7.265055029,11.93111194,11.73846187,6.648325671,7.123296633,6.73656485675,6.629251419,4.910026549,6.217042247,5.776111392,5.579475285,5.391983545,4.893861206,7.9984599765,5.78869305,8.48510287033,8.2259509515,5.893285504,7.517316273,10.513492295,Control
9.627078354,7.32609602433,4.805822905,8.312657375,9.889641277,6.07093198,7.045217151,5.206341637,8.732388881,9.47543003,14.78905083,12.78963253,6.867961695,11.566212065,10.79386361,6.908516092,5.930034295,7.07141316575,6.391506215,5.718917257,5.866173125,5.908039034,5.249266367,5.391468086,5.014814152,8.015862385,5.749273627,7.722951479,8.101469808,6.31220146167,8.195898639,10.43283582,BRCA
9.01498366,7.11171711333,4.980495207,8.645353223,10.75975321,6.340656284,6.922969386,5.527329405,8.769772669,9.72642302,14.16263594,13.44437567,6.499332184,10.8946986805,9.875964751,5.738505243,5.943107442,6.98730767525,6.224296576,5.148742216,5.424175738,5.857863615,5.313256056,5.492182674,5.377480603,7.2078869845,5.673988298,8.34996221733,8.2193558725,6.310849161,8.0884774495,10.116303033,BRCA
9.547121611,8.66778678567,5.567888595,8.838495753,10.0173308,6.00034443,6.719438847,6.082580853,8.357575234,9.822443813,14.920806015,12.61604227,5.895672973,11.312399139,11.62683849,6.973327498,5.814301269,6.89760154625,6.046584505,6.239078755,6.430289978,6.883746426,5.337721125,5.579701547,5.920240442,8.7832744555,5.135259094,8.25724722233,9.5309941675,5.96834731867,7.0980443305,10.071555317,BRCA
9.825825817,7.44486383267,5.517599514,7.900747773,10.17798975,6.238171237,6.479895483,5.520745364,8.78938784,9.751904322,14.71973806,12.24439068,6.573196985,11.564517125,11.02111204,7.098982487,6.276594949,6.9809377205,6.664060114,5.741879005,5.996056084,5.943283297,5.767529834,5.745379368,5.467940713,6.9885442035,6.058647282,8.127165967,7.6093747255,6.14077220267,8.2150115435,10.1825281605,Control
10.15470456,6.78277451967,5.54798282,8.755431019,10.24019539,6.263509238,7.1126508515,5.082799703,8.620110863,9.751444107,14.902030635,13.07564465,7.327824597,11.68681288,11.34089896,6.517673816,6.011904408,6.9504892375,6.242988873,5.863264042,5.91379373,6.059891283,5.292976103,5.274272145,4.820703945,7.844957294,5.738099861,8.24282658067,8.029563126,6.175443102,8.2231503775,10.60652329,BRCA
9.154553037,7.81395140833,5.022158329,8.379801934,10.10676612,5.825538406,7.07342704,5.287630431,8.305344864,10.12301596,14.77735648,12.75620088,6.996504912,11.1421601825,11.14633337,6.645878602,6.582936515,6.9170906935,6.367550714,5.275576309,5.946971318,5.853503721,5.259094728,5.072117861,5.224977213,8.5009800015,6.021041727,8.18679204667,8.0926237145,6.10008358433,8.1149854775,9.9652216585,BRCA
