ID	51601	11019	DependentVariable
Instance1	8.18185050133	7.9239039265	Control
Instance2	8.15107455833	8.2388709415	BRCA
Instance3	8.320780629	8.756114572	BRCA
Instance4	7.49753854033	8.303488198	Control
Instance5	8.24818832733	9.0146978215	BRCA
Instance6	7.78551816533	7.5278613875	BRCA
Instance7	6.28000654033	8.7095739025	BRCA
Instance8	8.40761621267	8.34784432	Control
Instance9	8.21593068167	9.1409751655	BRCA
Instance10	7.92319154533	8.6400458295	BRCA
Instance11	7.990633157	8.1057419915	BRCA
Instance12	8.32793394367	8.0384248345	Control
Instance13	8.16128827433	8.2699588485	Control
Instance14	8.60229888867	6.499627922	BRCA
Instance15	7.90542457133	7.0843313495	BRCA
Instance16	8.52193107733	7.410963534	BRCA
Instance17	8.63310079933	6.6929756865	BRCA
Instance18	8.517938224	7.2276672325	BRCA
Instance19	8.814672509	6.9693968045	BRCA
Instance20	8.46799032	6.757854421	BRCA
