ID	5437	7702	5435	6621	661	171568	55290	6619	6908	11178	55814	55703	5440	11128	10621	5451	10302	6618	5441	6617	DependentVariable
Instance1	10.33896506	8.8040351	12.07353083	10.80972013	6.894093582	7.18041707467	9.705835873	6.758890306	9.808393548	8.048542898	7.166266353	9.364594933	6.365977347	9.8043528365	7.249542819	7.526344936	6.354210255	9.588143592	9.950818724	7.830351826	Control
Instance2	11.03103278	8.416228701	12.14356347	11.34028702	6.900809838	7.50315837667	9.322694957	6.9730312335	10.0579109	8.324226826	8.584681754	9.290140483	6.504704302	10.498619	7.575484648	8.428131004	5.968327676	9.955032716	8.536044277	8.391956765	BRCA
Instance3	11.02625388	8.94313831	12.38193096	11.33166731	6.986414135	7.97371610967	9.846936382	6.8526256135	10.09283678	9.517187651	7.359795947	9.591859431	6.401780305	10.405535215	7.152236984	8.225485975	6.309299558	9.994474054	8.618450775	8.1250787025	BRCA
Instance4	11.73846187	8.186771816	12.34948589	11.58420751	7.782574222	7.510065876	9.901093579	6.8346491185	9.728779829	9.167669733	8.229877631	10.23508114	6.648325671	10.250042477	7.831847361	8.648007989	6.212477538	10.16400217	8.674016666	8.0741542715	Control
Instance5	10.79386361	8.7216983	12.13760287	10.69048718	7.464221286	7.962433783	9.203152892	6.929788091	9.633676921	8.380851855	7.33624126	9.122466386	6.908516092	10.208315995	7.400753782	7.688427138	6.377952839	9.687087433	7.919118257	7.5598793545	BRCA
Instance6	9.875964751	8.442778825	10.92233559	11.38289162	7.002424408	7.87121052	8.903747151	7.132126297	9.121838552	7.283507727	7.261721494	9.056692662	5.738505243	9.945088254	7.40164993	6.28281565	6.544273338	9.565916578	7.686957644	7.635373995	BRCA
Instance7	11.62683849	7.237356075	12.15346979	12.00644716	6.992431746	7.182888171	9.401370811	7.415079649	9.568545732	10.33515616	8.523190576	10.36118197	6.973327498	10.7566257285	7.827423888	9.420113456	5.660788354	10.18277954	8.661565351	8.562396638	BRCA
Instance8	11.02111204	8.695237972	12.42339047	10.52997735	7.064530251	6.99379720133	9.442757511	7.325212193	10.09936791	8.106564412	6.486236204	9.30874921	7.098982487	9.119467449	6.932040865	7.237642883	5.911578492	9.879453495	8.961436038	7.476281923	Control
Instance9	11.34089896	8.78216373	12.19349773	11.11027794	7.398275809	7.78974217033	9.174913904	6.698244539	10.068557	8.217813694	6.900568353	9.392951213	6.517673816	9.9593763655	7.828646059	7.600286714	6.678428044	9.766537656	8.771812245	7.838067938	BRCA
Instance10	11.14633337	8.361528363	12.31595909	11.05704424	6.747357606	7.77215312133	9.536660595	7.187241445	9.813452991	8.492254916	7.978740664	9.308419312	6.645878602	10.267476237	7.766597025	8.845098843	6.444771098	9.936947469	9.146391192	8.2817956955	BRCA
Instance11	11.13855038	8.487841164	12.18094263	11.26765739	7.94040335	7.722346902	9.645469809	6.8100585525	9.676966886	7.363480204	6.360281414	9.409094477	6.755291951	9.7997208475	8.446464186	7.128126143	7.227811157	10.1723466	9.66947024	8.3309963405	BRCA
Instance12	11.28537059	8.734380341	12.08367055	10.67301333	6.76042431	7.330861195	8.97289446	6.9832696555	9.878403925	8.38961104	7.137147737	9.407990591	6.326074949	9.5382640275	7.066307529	7.236973576	6.508314253	9.423032438	8.91062109	7.4802312675	Control
Instance13	10.97608812	8.710471653	12.19128143	10.91021194	7.353303715	7.472307713	9.667227381	7.284517841	9.64691917	7.635901506	6.563429392	9.302502487	6.547978484	9.570559114	6.957917862	7.466833308	6.56544914	9.714864166	9.180550154	7.7476943415	Control
Instance14	11.73219511	9.363303128	12.38074251	11.19478472	7.190271935	7.62766303	9.531693909	6.545646509	10.21839405	8.799930061	6.693908988	9.363686411	6.114268757	9.711409994	6.41304026	7.941753554	5.868520868	10.47900747	9.410849402	7.6089198205	BRCA
Instance15	11.25995523	8.916223677	11.50362218	11.68668229	7.770583167	7.61842720033	9.420834547	7.3714070015	9.772562477	9.14693845	6.663028337	9.605924446	6.092128797	9.3314084195	7.032489697	7.959395068	5.631549051	9.995046727	8.426475613	7.574063618	BRCA
Instance16	11.67585684	9.164851081	12.54548466	11.17150852	7.011174481	7.577433657	10.02026505	6.831979564	10.26730203	9.948907821	7.509302192	9.544095621	6.016480301	9.6882536075	6.626516252	8.550055208	5.930625731	10.51648826	9.227195422	7.6034758595	BRCA
Instance17	11.58990637	9.534634151	12.57220763	11.24731951	7.218856528	7.87828070533	10.0322459	6.862000309	10.29166028	8.957966184	6.557621173	9.361450983	6.083857569	9.7609210625	6.338607704	8.568052181	5.549831826	10.50202152	9.319763063	7.4984698615	BRCA
Instance18	11.66436963	9.092810729	12.69228318	10.88922276	7.685521692	7.73119283	9.661938889	6.801980999	10.09627409	9.405897257	6.531931626	10.03976938	6.67359573	9.604040251	6.665624161	8.112857951	5.784903894	10.2800983	9.38991153	7.592630633	BRCA
Instance19	11.62683849	9.475125996	12.51339458	10.97395222	7.489448856	7.886893522	9.713610388	6.6826531905	10.30144507	8.921179767	6.152189124	9.607700708	6.104132849	9.2983458215	6.43304759	7.817720976	6.046584505	10.73313846	9.598481115	7.21206631	BRCA
Instance20	11.67585684	9.591550922	12.94317143	12.11321645	7.934385467	7.24501045767	10.04737654	7.094412382	8.402085935	9.424439853	8.657381985	10.34632843	7.371212794	9.332634508	7.880044356	8.85164062	5.244707519	11.11942121	9.391867114	6.9542046565	BRCA
