@relation thedata

@attribute 1644 real
@attribute 218 real
@attribute 220 real
@attribute 221 real
@attribute 222 real
@attribute 259307 real
@attribute 2805 real
@attribute 2806 real
@attribute 314 real
@attribute 3242 real
@attribute 4128 real
@attribute 4129 real
@attribute 4282 real
@attribute 5053 real
@attribute 6898 real
@attribute 8639 real
@attribute 9588 real
@attribute DependentVariable {BRCA,Control}

@data
6.023427942,6.49377991,10.673781165,6.55532521,7.21985370467,5.3139324875,9.713172168,10.97008092,5.85371405567,5.464840793,13.1577646,9.957331028,12.3345988,4.7150442715,9.590026107,7.755991017,13.55093015,Control
5.887288406,8.012835586,11.969121125,6.70539325,8.221370482,5.3868104,9.446732392,11.37383049,5.95068599267,5.36458228,11.8442763,9.304694199,12.81153531,5.3262521715,9.054591515,6.891604874,12.81400365,BRCA
5.312711681,7.897121091,11.543692005,5.9520009225,7.99531562067,5.5205412945,9.940893908,11.74755745,5.416089505,5.321216715,10.08093113,9.175325691,13.17478142,5.2800131335,9.576891081,5.697600956,12.65946978,BRCA
5.357737827,8.355550554,10.9735793315,6.112273416,7.63547782267,6.1854901165,10.41429442,11.92672973,5.668788356,5.602001935,12.02630394,9.215327395,13.52035475,5.060652638,8.895061065,6.781428977,12.65463721,Control
5.297935366,7.237929634,12.419934235,6.522064276,7.319924328,5.8195336145,9.570406539,11.56729791,5.51591128333,5.432300734,11.21616247,9.091145182,13.37355718,5.4159650265,7.445824194,6.491897679,13.05207472,BRCA
6.143337929,7.322516605,13.47778484,6.7644955215,8.604694593,6.2042813735,10.20351353,11.58210918,5.42458429367,5.260224473,12.05151325,9.616108215,12.01135666,5.340113991,10.6672848,6.680926028,12.92133986,BRCA
4.720021333,6.944393257,10.5644352525,6.24958932,8.44327070033,5.2726163765,10.3362558,11.50616141,5.55495371667,5.328236218,11.45071911,8.706030693,13.70221547,4.9609336325,10.9783031,5.197326058,12.44726543,BRCA
5.665912346,7.126784799,11.82649119,5.893283963,7.26190433267,5.680256454,9.869532589,11.31514972,5.285641028,5.77400374,11.60131362,9.515168153,13.24583793,5.4448314705,10.33226629,6.868270444,13.0288437,Control
5.620154746,6.989255759,11.30983503,6.10688938,8.58381873133,6.08065771,10.29228169,11.70655442,5.59741862067,5.708746799,10.5650833,9.690059592,13.42222975,5.2773139425,10.7819664,6.162699096,12.80365393,BRCA
5.154627002,7.191037308,10.2589970025,5.850080124,9.57564639733,5.6441686615,9.589230319,12.01315176,5.54518123533,5.853503721,12.30758799,9.835174498,13.49077697,5.0966711815,10.72311933,7.272958931,13.15586736,BRCA
5.47558044,7.408968939,11.329687575,6.2640646265,7.82566560567,6.1814092435,9.98368522,11.50362218,5.46557909033,6.535668564,11.8471671,9.678182465,12.97428108,5.313212157,8.361287094,7.019760631,13.01334802,BRCA
7.864930713,6.901292687,11.82766261,6.325598804,10.654760924,5.430295187,10.36525103,11.18215551,5.41561187333,8.213713165,12.07353083,9.684643931,13.10877685,5.063841559,11.60242527,7.364312244,13.20290364,Control
5.301049141,7.493217251,11.776292095,6.6684637565,7.723910518,5.4945647125,9.822925735,10.95100801,5.35367873133,5.955714558,13.074006,9.650594552,12.59868303,5.094726675,9.900855914,8.724992221,13.63244094,Control
5.511287161,8.381198053,11.72177862,6.097793866,10.775074747,5.927412341,10.42590328,12.46042141,5.67528823967,5.99379393,12.32769025,8.330638085,13.30220126,4.458417158,10.43324145,6.944100378,13.146867,BRCA
5.287261033,6.089535888,11.66778647,6.2382323125,9.45464799067,5.94260971,10.1079628,11.86567539,5.55647609967,5.869940017,11.71890753,7.922467146,12.22983432,5.34753873,11.36922669,6.771559209,13.53466038,BRCA
8.906275159,7.522544507,11.175740485,6.595907434,10.230830949,5.638618965,10.35624868,12.10567621,5.35918447167,7.680959203,11.58069917,8.546181736,13.2409799,5.390277857,9.534133176,6.607926227,13.02719506,BRCA
5.629437678,8.064569153,11.546869285,6.6272888075,9.43820420067,5.2232653195,10.16869754,12.41104094,5.48849556,5.744774144,11.77058762,7.790480663,13.16916718,5.226883424,12.46365343,6.536756683,12.88951828,BRCA
5.69836522,7.010447332,10.636796265,6.473916165,9.765289825,6.339948893,10.71990666,12.3239471,5.51950243167,6.241511903,12.07463999,7.790350329,13.591191,5.2169649115,12.49559531,7.418993406,13.46667112,BRCA
5.567584424,7.385001972,10.763373605,6.335985751,9.31578716567,5.379516066,10.27801993,12.12695617,5.39486254967,5.964751666,11.89968368,7.875812501,13.51771248,5.2637335585,12.08367055,6.22728441,12.89109452,BRCA
5.687628504,9.445243095,11.1898475635,6.594969646,8.094740531,5.186425375,10.15345105,12.11775357,5.812353617,5.451714936,11.75371412,8.978661219,13.06098469,5.1564890945,5.842294551,7.514519035,12.96206732,BRCA
