@relation thedata

@attribute 11285 real
@attribute 126792 real
@attribute 135152 real
@attribute 2131 real
@attribute 2132 real
@attribute 2134 real
@attribute 2135 real
@attribute 2137 real
@attribute 222537 real
@attribute 26035 real
@attribute 26229 real
@attribute 266722 real
@attribute 27087 real
@attribute 3340 real
@attribute 64131 real
@attribute 64132 real
@attribute 64579 real
@attribute 8509 real
@attribute 90161 real
@attribute 9348 real
@attribute 9394 real
@attribute 9653 real
@attribute 9953 real
@attribute 9955 real
@attribute 9956 real
@attribute 9957 real
@attribute DependentVariable {BRCA,Control}

@data
10.0452174,9.065295709,5.40889121,10.2159337,8.113994651,6.305838886,8.42596999,9.540036535,4.927435762,9.672708693,8.645353223,5.006535067,5.64470031067,9.988805779,5.38743233133,10.47450477,5.561487483,9.72642302,5.886616809,5.485757876,6.816123267,6.211991079,5.349976695,6.147515948,7.072001596,6.883746426,Control
9.821790372,10.0442852,4.856999696,10.01598683,7.996734945,6.708673956,8.3740029585,9.811543731,5.129706745,9.52215539,8.833650017,5.536838744,5.60053347433,10.41378687,5.455576395,10.82698558,4.752897783,9.719243827,5.54293944433,5.327517838,6.738163632,5.991981649,5.039150733,6.461320332,6.633253641,7.342610577,BRCA
10.12381139,10.44599799,4.757305356,10.20782,8.20481145367,7.693088114,8.3982756275,9.817175993,5.047245267,9.639657761,9.043219488,4.818404856,6.274922051,10.79360354,5.010151926,10.95031916,4.689178439,9.862320087,6.18879459933,5.418452458,6.928136739,6.119621392,5.59156816,6.294120428,5.79507289,7.661138762,BRCA
9.977022679,9.978925319,5.072117861,9.266119565,8.07227221567,7.824737826,8.2759531845,9.842350785,5.327517838,9.895348494,9.216237264,5.624840225,6.187349715,10.07327168,5.33062380267,11.09669228,5.01682082,9.931240244,5.651876002,4.968103714,6.408122185,5.833276737,5.651059765,6.54404145,5.520195335,8.306769331,Control
9.65797985,9.583431232,5.336650487,10.11112299,7.96538970233,7.355265468,8.165688715,9.354900115,5.473471368,9.007497661,8.807557082,5.452209317,6.35460133367,10.3384693,5.235982012,10.61911518,4.783209568,9.267454525,5.66778134033,5.678713683,7.158612528,6.771559209,6.233625068,6.782248418,5.272407006,6.712427693,BRCA
9.692040543,9.427564862,4.590130156,10.27172596,8.248512196,6.371476641,8.126753161,9.410229325,4.590130156,9.537485908,8.779588969,5.260224473,6.06149222333,9.948696154,5.49049895467,10.46800313,4.968564562,10.05145066,5.73733300333,5.617292053,7.356278363,6.5745221,5.479950992,5.934994833,6.358348455,6.789276463,BRCA
9.462599978,9.818422851,5.119575355,10.36865954,8.50027501933,7.569269157,9.3188222895,9.546152248,5.66903474,9.716228343,8.741240389,5.751283781,6.13844525467,8.670816552,5.72964412967,11.23629545,5.341462114,10.49310768,5.57094825667,5.721927133,6.90289097,5.057462456,5.66903474,7.900989228,7.126191115,8.22564262,BRCA
10.08912308,9.212168732,5.256643908,10.23716846,8.25266048567,6.511282713,8.507072263,9.263915348,5.634891802,9.451314737,8.581408802,4.942762263,6.20501534667,9.476250604,5.285613016,10.70897201,4.96879493,10.06632506,6.33799552367,5.293895772,6.986072764,5.917199751,5.435637968,6.854560258,5.884604788,7.263459649,Control
9.813452991,9.742709901,4.364995254,10.03108813,8.07049719333,7.096612713,8.437333965,9.14693845,5.596496342,9.746657544,9.015861818,5.531234258,6.060784778,10.49310768,5.46236404233,11.04007068,5.274272145,9.400164915,6.492407231,5.492022402,6.806714342,6.213158304,5.929560972,6.784409509,5.538934826,7.277987361,BRCA
10.32429902,9.808622811,5.442621133,9.914654631,7.934526444,6.934372381,8.446795081,9.733863196,5.312893162,10.28695653,9.324653748,5.550755441,6.108868184,10.44311479,5.10469275533,11.00228078,5.349269063,9.719654542,5.55324708167,5.190230876,5.9893725,6.54404145,5.894885198,6.566362814,5.790974804,7.573687183,BRCA
10.549732,10.0776573,5.139358212,10.52648484,8.36041015333,5.894218283,8.395673351,10.03976938,5.190823476,9.667879322,9.592032354,5.684125304,5.64300365867,10.22573799,5.11102755667,10.90371263,4.625306782,9.800868007,5.80901117833,5.214524337,6.324140596,6.241654902,6.068246908,7.376779013,7.126604139,7.961523672,BRCA
9.910778047,9.300593442,5.216077698,9.530953036,8.06819788567,6.046802747,8.413979492,8.884911618,5.287445744,9.746657544,8.350343781,4.991081033,7.59922670233,9.600610375,5.39145454,10.48083592,4.74887923,9.560027603,6.20341775133,4.65680675,6.747256891,6.392751561,5.947438964,7.133735933,7.282372907,7.330919398,Control
10.08289785,9.207185874,5.255888971,10.10583032,8.13754148767,6.29315491,8.096614775,9.091846003,6.019374585,9.575038625,8.537607783,5.088959125,5.91765520633,9.835174498,5.66291535167,10.42901989,4.822489599,9.811543731,5.792006288,4.928146734,7.020066336,6.045328972,6.030066347,6.741706713,5.698920794,6.864034824,Control
