@relation thedata

@attribute 10728 real
@attribute 1081 real
@attribute 1082 real
@attribute 120227 real
@attribute 134429 real
@attribute 147323 real
@attribute 15 real
@attribute 1583 real
@attribute 1584 real
@attribute 1585 real
@attribute 1586 real
@attribute 1588 real
@attribute 1589 real
@attribute 1591 real
@attribute 1594 real
@attribute 1621 real
@attribute 1644 real
@attribute 1733 real
@attribute 1734 real
@attribute 1735 real
@attribute 240 real
@attribute 2488 real
@attribute 2638 real
@attribute 2687 real
@attribute 3283 real
@attribute 3284 real
@attribute 3290 real
@attribute 3293 real
@attribute 389434 real
@attribute 3972 real
@attribute 4036 real
@attribute 4048 real
@attribute 4056 real
@attribute 4363 real
@attribute 438 real
@attribute 5122 real
@attribute 5409 real
@attribute 5443 real
@attribute 5641 real
@attribute 5740 real
@attribute 5742 real
@attribute 5743 real
@attribute 64174 real
@attribute 6528 real
@attribute 6770 real
@attribute 6916 real
@attribute 7054 real
@attribute 7166 real
@attribute 7173 real
@attribute 7252 real
@attribute 8029 real
@attribute 80765 real
@attribute DependentVariable {BRCA,Control}

@data
9.596479163,6.001696,5.899424146,8.640788217,5.615895347,4.896527677,5.072117861,9.177744123,4.9864844825,6.264916969,5.263890047,5.56133875533,6.520348088,4.310896376,6.260313286,5.704879743,5.47558044,5.11241662667,7.2864072205,6.707777125,6.98996384967,5.5114628315,5.398069207,8.959249336,5.305068782,5.398069207,8.04748584467,5.947438964,4.313881619,5.294263476,7.240841706,12.13262834,7.978332565,5.7403315635,5.511287161,5.0898275895,7.01892656,6.4536458925,9.93067222567,10.32073319,6.946759454,9.678145087,9.985949041,5.316518,5.972397868,9.60410892,5.1678288455,6.104971499,5.7404459635,4.879474508,8.247501672,7.274228807,BRCA
9.589014912,5.396785641,5.91922759,8.920353693,5.151586144,4.898101005,4.65680675,7.408841599,5.3912241155,5.981059894,5.664419727,5.494171808,6.475656937,5.538857248,6.677582676,5.961629839,7.864930713,5.038903814,8.4650907885,6.634452146,7.08651780333,5.270601513,5.159075364,8.066965207,6.598615041,5.241088186,7.52307281167,6.000457109,6.026031625,5.563166712,7.916358891,12.10196099,7.3663569765,6.468808278,5.089171051,5.2935752905,8.469561566,6.167923973,9.64808263,8.809238474,6.9211902895,9.0197711345,7.939463331,5.172938736,5.60940957567,9.793587511,5.5989541065,5.860721532,6.7434817425,5.179920282,7.059293418,6.741705437,Control
9.004235304,5.945567469,6.206091896,8.408500779,4.450633198,4.421396708,4.79482043,8.031385719,5.477321663,6.289378595,5.485435883,5.51675636433,6.140477679,4.773747658,6.185822575,5.572140279,5.301049141,5.65787139267,7.576600038,6.26697916,7.23393974633,5.0541479975,5.406172047,8.217813694,5.175436026,5.337364334,8.794511906,6.132068463,5.154627002,5.349622922,7.456890577,11.90041411,7.623942039,5.954452221,5.494264588,5.092971639,6.732544377,5.814478485,9.651258546,9.841556928,7.057542725,8.1763049215,7.040347606,5.546748832,5.093272339,9.41509797,5.5417165275,6.271981767,6.4854698055,5.49154148,7.08220527,6.329300501,Control
6.526777481,6.058593171,6.056481245,9.316316114,5.504788206,5.528892615,5.305068782,7.804520085,4.674861496,5.619861398,5.545359333,5.425696196,7.349106756,5.325000691,6.957163362,5.515077886,5.511287161,5.37747118433,6.362858678,6.256732941,7.62931334233,5.5704913555,5.793643135,8.375192737,5.349976695,5.729288494,6.503350174,6.942283201,5.776637824,5.619861398,8.332127343,12.03914706,7.802334999,6.426289003,5.731598207,5.14450078,6.775581064,5.9355579795,9.20198218633,8.731659403,6.3752950245,7.101106939,7.877531272,5.18190882,5.544046934,9.117877553,7.5803338885,6.234966481,7.7218067495,4.393283046,7.184977282,7.9648446665,BRCA
6.23156261,6.545354989,5.760760691,9.169368307,5.6227922,5.229790979,4.526932284,8.260238737,4.800635275,5.666480557,5.179522246,5.48049904433,7.162394161,5.268856586,7.191160718,5.722063796,5.287261033,5.63287180633,8.519754638,6.560642837,7.29797929567,5.640452122,5.603041174,7.936492374,5.12102706,5.603041174,6.509952234,6.300952509,5.224784328,5.718232318,9.474193224,12.52245777,6.7650150345,6.5496701375,5.564996371,5.5051363525,7.204060303,5.903309135,10.2963838407,8.866792965,6.431133099,7.913887503,7.182992972,5.342706958,5.16587171567,9.067401503,5.66740394,5.979917442,5.9498462955,5.156043878,7.023203016,7.3978880915,BRCA
6.808066835,5.923274739,6.078850631,9.427680085,4.408341912,5.342529189,5.097833303,8.323506447,5.3730539435,5.738235001,5.352627229,5.57420269633,6.805457319,5.51460459,6.99577033,5.520666802,8.906275159,5.761679771,6.748807505,7.038867218,7.49822873667,5.166733452,5.383541223,8.117774412,5.65306808,5.589622123,6.91971665333,6.661710859,5.647898183,5.882772183,8.262460319,12.30321003,7.7505878455,6.1912118145,5.428453347,5.428368446,6.116245828,6.81850367,9.045142019,9.181476004,6.8288194015,8.3071702885,7.63966833,5.492022402,5.77564101033,9.740911174,5.3806743205,6.422153617,6.5120183345,5.371568663,6.864684887,7.7033991025,BRCA
6.711154584,5.717684133,6.101719008,9.744775458,5.027254978,5.346435058,4.96994622,7.756141175,4.817268527,5.785165535,5.122477305,5.16198559333,7.054091788,4.923400286,6.886309693,5.66903474,5.629437678,6.19648137433,6.430058163,6.345454592,7.60142220633,5.475960936,5.414821571,7.952655534,5.376612718,5.460260315,6.394154058,7.145578432,5.503198645,5.310350345,9.271755462,12.01135666,7.61269829,6.414344893,6.335038012,5.0944024365,6.324365654,5.7376293825,8.98947832467,8.67912917,6.4781289705,8.881647653,7.606666382,5.364757352,5.400544516,8.792335721,5.8258654195,6.430582702,6.378283143,4.730112613,7.205698268,7.5724264675,BRCA
6.721991623,5.752087059,6.315698112,9.233003119,5.080243265,5.213649836,5.186670157,8.568812243,5.1865139995,5.810900139,5.123512303,5.743690292,6.076287179,6.044345618,7.403525772,5.617365526,5.69836522,5.50580685033,8.7830044785,6.617655251,6.864035794,5.195217959,5.520745364,8.298797049,5.50716927,5.817118769,7.705209556,6.390302791,5.36458228,5.687348561,9.271872157,12.12389031,7.486715924,6.313433729,5.55275458,5.081456674,8.26545228,6.263350646,9.19924028767,9.048535321,6.492779321,8.2186161485,7.39716361,5.259471408,5.59030937333,9.05386557,5.651027307,6.12918576,5.8461738105,5.099201823,6.627246137,7.3708999815,BRCA
6.960121065,5.701002294,6.142929669,9.729417293,5.234013847,5.009225385,5.000914074,7.962261434,5.133775527,6.116193835,5.335221732,5.583055926,6.225020007,4.944168843,7.267772494,5.662640784,5.567584424,7.99630663433,7.3196227575,6.338518569,7.050506867,5.346578426,5.522472662,8.317029418,5.553138713,5.639529738,6.22160426733,6.476872244,5.463697036,5.702942321,9.497054006,12.13262834,7.996402073,6.559060024,5.890939859,5.144879486,5.691890921,5.7407432605,9.36278187,9.318577337,6.479294683,7.295140337,7.951694331,5.238988625,5.60803917467,9.343330713,6.2426448815,6.192002396,6.79999295,5.28356184,6.108007529,8.241787591,BRCA
5.323740468,6.337002435,6.789276463,9.277171797,4.977521783,4.904256777,4.671880991,8.920026109,5.234068039,5.666764579,5.113545539,5.49712143033,7.100665295,4.726302606,6.750007239,4.686239521,5.687628504,5.094149974,7.198888021,6.174082407,7.659503861,5.286962666,5.537615426,9.320829383,5.244707519,5.636777762,7.87564522033,6.174082407,5.388199225,5.388199225,6.966133735,11.084503,8.395844332,5.823221401,5.178725843,4.8913213815,5.852005861,6.3361014115,8.08345934867,9.532570767,6.2996244015,8.313022268,8.549265941,5.088959125,5.75415646333,9.297908507,4.9996117075,7.069372226,5.743253889,4.817893448,6.573348488,7.6012275,BRCA
