@relation thedata

@attribute 11254 real
@attribute 126969 real
@attribute 204962 real
@attribute 23446 real
@attribute 340024 real
@attribute 348932 real
@attribute 51458 real
@attribute 54716 real
@attribute 55117 real
@attribute 57127 real
@attribute 57153 real
@attribute 6005 real
@attribute 60482 real
@attribute 6529 real
@attribute 6530 real
@attribute 6531 real
@attribute 6533 real
@attribute 6534 real
@attribute 6536 real
@attribute 6538 real
@attribute 6539 real
@attribute 6540 real
@attribute 6563 real
@attribute 6570 real
@attribute 6571 real
@attribute 6582 real
@attribute 80736 real
@attribute 8170 real
@attribute 9152 real
@attribute DependentVariable {BRCA,Control}

@data
5.768456458,8.637622132,5.06588596,11.21894615,5.331285345,5.461406798,6.001133,5.62576092033,5.27337129767,4.590429601,11.90810746,5.50383468,5.127232159,5.9351921825,6.106961344,5.768456458,6.513534664,5.323380202,6.500850989,6.114997467,6.764278222,7.569705873,6.529395814,6.0090461875,4.678374372,5.31165512067,9.37475958533,6.835548718,5.193979903,Control
6.120295558,8.447539034,5.028581582,11.274805115,5.091500179,5.488009811,5.327517838,5.512693792,5.252763136,5.244897759,12.06237178,5.119990277,5.609778043,5.856286743,5.865245331,5.296651267,5.722746919,5.70044752,5.81853895033,6.170531632,6.57376504,7.354075509,5.7333967435,6.0283817415,4.928146734,5.11299475667,9.95462042633,5.938057117,5.398154738,BRCA
6.009611007,9.172571974,5.572595075,11.32517537,4.933585915,5.527329405,5.976026323,5.10930094267,6.04030035,5.135874705,12.26224618,4.900397403,4.894588914,5.3477534515,5.819930778,6.045110507,6.045110507,6.223234887,6.170028363,6.018484655,5.823119603,7.585452943,5.737270032,6.337309544,4.991874681,5.21959765733,9.84120043033,5.914212446,5.455336468,BRCA
5.868397398,7.867373153,5.615748247,10.627914221,4.978894894,5.397812585,5.989826604,5.62948878067,5.50990679433,5.427950757,12.3148028,4.863456876,5.611623335,5.2701800755,5.838328613,5.574564199,6.350944152,6.269599511,6.403923036,5.372439586,5.767662245,7.855695631,5.9272369285,5.9487171785,4.700180125,5.19324693833,10.3978884893,6.060593939,5.515077886,Control
6.449359668,8.782524158,5.308895293,11.141169275,5.014814152,5.846249617,5.368603583,5.743107481,5.66717945833,5.546825987,12.21931837,4.753299027,5.193782829,5.2093270295,5.60541377,5.384232247,6.097300677,5.694748763,5.71526054667,5.567432314,5.887775801,7.6916757,6.3526485135,5.9308621315,5.287630431,5.48127610967,8.89000289367,5.808521004,5.561716584,BRCA
6.091917306,9.400164915,5.470383322,11.310981345,5.476714818,5.226326687,5.950883181,5.778198725,5.559406031,5.167128322,12.45804007,5.08535162,5.614718124,5.5673621845,5.614718124,5.453691444,6.448203566,5.541879718,6.02055141967,6.338964187,6.545354989,8.11790425,5.7156294625,6.1690446775,5.346435058,5.28269905433,9.40740918233,5.630093262,5.298302041,BRCA
5.630093262,6.86505622,5.42627419,10.621938286,5.009001383,5.51191964,6.371171674,5.613409385,5.46829707167,4.904497645,12.79680929,5.337721125,5.532793245,5.0847821665,5.84687641,5.438302209,6.162699096,6.420386078,5.98900522133,5.328236218,5.451550105,8.410834102,5.8788827235,5.9039758895,4.754902895,5.298810938,10.0708399377,5.857863615,5.491381137,BRCA
5.77400374,8.988642886,5.483018649,11.78482894,5.517599514,5.431465218,5.908579513,5.125380425,5.56641064433,5.380600673,12.01315176,5.593212758,4.937828406,5.6884574505,6.269599511,5.751417692,5.948315392,5.796890531,6.298770935,6.401140314,6.518460881,8.337132512,5.7651312615,6.003278972,5.479142629,5.536409134,9.345174169,5.418368122,4.96879493,Control
6.74994022,9.135248271,5.81109287,11.208263815,5.015037253,5.714802736,5.976026323,5.568093651,5.44818430667,5.082799703,12.30980751,5.244897759,5.210049084,5.4521769945,6.229881685,5.450725666,5.572973961,6.273521134,6.07696360667,6.134432096,5.210049084,7.53391589,6.08603641,6.1068277495,4.528802152,5.289983942,9.8854642,5.354744155,5.631258011,BRCA
6.268944869,8.947652369,4.953278335,11.67164045,5.181511332,5.828143626,6.161087152,5.24527302333,5.77867082433,4.671880991,12.3968015,4.596397442,5.279296008,5.098264803,5.921252584,5.546594509,5.598879718,5.464350722,6.37279699967,6.114997467,6.878728789,7.875228881,6.7010699,5.9919443845,4.596397442,4.91855735333,10.679539821,6.066687273,5.172738766,BRCA
