@relation thedata

@attribute 1676 real
@attribute 1677 real
@attribute 2021 real
@attribute 317 real
@attribute 329 real
@attribute 330 real
@attribute 331 real
@attribute 54205 real
@attribute 56616 real
@attribute 578 real
@attribute 581 real
@attribute 596 real
@attribute 598 real
@attribute 637 real
@attribute 638 real
@attribute 836 real
@attribute 839 real
@attribute 840 real
@attribute 841 real
@attribute 842 real
@attribute 9131 real
@attribute DependentVariable {BRCA,Control}

@data
9.322972846,6.6317994995,8.927171373,7.460673902,10.1203149015,9.50184663267,5.599623716,8.464342681,9.66376865267,7.353546324,7.63009585267,8.4944607845,9.8313225965,7.03937931067,6.636411191,7.931813168,6.92345301633,7.083131785,5.6639776582,7.924560768,8.00278287425,Control
9.80430441433,7.037503494,9.032239399,7.8219347,9.6275956935,9.90022641533,6.29655434,8.779925425,9.67173453233,7.709154696,7.28221449733,7.97569312475,9.2628993675,7.36277768733,7.378362328,8.1988449165,7.07794042367,6.56812056767,5.8528914586,7.7506065195,7.649322466,BRCA
9.66722047133,7.119152491,8.90942145,7.4969355985,9.7717912665,10.2655236773,6.416760061,8.42928237,10.061280153,7.285959595,7.63291516533,7.84053328475,9.6706944665,7.39390802233,7.699990757,8.03923302,7.46918469167,6.742243195,5.7897319854,8.1061247785,7.9148959525,BRCA
9.39768029933,6.902136378,8.942471345,7.949551686,9.477837206,10.2724422663,5.989826604,8.584211958,8.947098931,7.706567029,7.33493823133,7.5957045875,8.999297312,7.22347936333,7.611026873,8.049352819,6.32634649467,6.02132500833,5.6257131728,7.389583129,8.07382173625,Control
9.67330697167,6.377025189,9.022313104,7.4088003525,9.3861165135,9.404843943,6.56544914,8.435838088,9.598480897,7.072805548,6.91556020333,7.8450723755,9.819947042,7.344893544,7.357642445,8.040914571,7.89692416633,6.82370193433,5.7767472574,7.637528126,7.84642629725,BRCA
8.89733260433,6.7462971645,8.235058209,7.755466278,10.3317089185,9.51612918533,6.091917306,9.008765532,9.764654264,7.171104536,6.71227636133,7.89616385625,9.444171974,7.41519809933,6.668073461,8.276164252,7.233656492,7.27989135267,6.1557894346,8.5459358775,8.05816644525,BRCA
9.97309623267,6.2881816415,8.290457955,7.5815822955,10.214895946,10.4052109017,6.731933742,6.998198677,9.62734478367,8.025390316,7.38616007233,7.264331835,9.718924317,6.55666256233,6.725676834,8.3070644095,6.84991378233,5.90453458933,5.645039366,6.9179834015,7.59927294375,BRCA
9.03718650233,6.5533661775,8.674016666,7.645327129,10.0771995225,9.25162105967,6.140988854,8.819732939,9.90484931533,7.224100886,7.43240197667,8.05261194825,9.632114784,7.116277725,7.568224298,8.3666695385,7.61202263967,6.55264887533,6.1264922834,8.3320404855,7.7684468245,Control
9.358422347,6.632880865,9.449938467,7.8288732835,9.6996756995,9.76997316367,6.79103628,8.738583034,10.1125553033,7.662634777,7.18054352333,7.87109163775,9.7227322955,7.61039616467,7.246030653,8.288078818,7.38519951367,6.74719066733,5.8838277246,7.7930385845,8.112626364,BRCA
9.70737187733,6.6695634235,9.224352127,7.5688881555,9.526270562,8.98711892533,6.177724116,8.85611511,9.67441553833,7.521759667,7.481413311,8.23267903825,9.564546958,6.96601306267,8.865378449,7.806017873,7.39794265367,6.62840186333,5.7581840748,7.6247556515,7.70610909575,BRCA
8.76886181,6.934380171,9.322345697,7.7410235595,9.181680732,9.10786861,6.25333282,9.025071112,9.516970034,8.001071937,7.20416888733,7.66150020625,8.478052396,6.963748587,7.475938321,8.021098551,6.832498371,6.53836224367,5.3816807882,8.198860636,7.94755243525,BRCA
8.949474907,6.92664681,8.742748263,7.693481461,9.602668372,9.64187447267,6.249355857,8.530173307,9.65477411667,7.075187974,6.94434709133,7.69919135975,9.3012466535,7.32208299633,7.158612528,8.158617651,7.565516657,6.42023459533,6.0308489854,7.692121379,8.288520101,Control
8.91830832267,6.6713305865,9.113026582,7.5169319435,9.748937848,8.950697414,6.358963769,8.84381204,9.63480180867,6.998762823,7.12759723067,8.09596774125,9.2475715835,6.91536080067,7.079461116,8.264536249,7.122464248,7.00966433967,5.9638642464,7.8122716905,8.2300230585,Control
8.54817031567,7.0811017145,9.382440909,7.2583026115,9.3641773755,8.831709234,6.810768024,9.447156147,9.85358193433,7.578601249,7.73389730333,8.2876995905,10.160659071,6.671794109,7.957785672,7.961727034,6.463330176,6.98279924833,6.0564723368,8.7262881565,7.78760867125,BRCA
8.93271200033,7.1032022225,8.424209469,7.491349902,9.745757925,9.59777171733,6.819320511,8.66705043,9.60715770333,7.602329794,6.94164396633,7.76711974975,8.9891806855,7.95391026267,6.924132926,8.3844099225,6.59203376567,7.15190720767,5.9408978668,8.6813768815,8.137553745,BRCA
9.04826869333,7.20994475,9.292000111,7.314781926,9.24265747,8.328009681,6.387332919,9.108133102,10.0739834023,7.869811465,7.79771900533,7.94296329425,9.423520902,7.15183151733,8.502872693,8.1522695415,6.74366960767,6.96118783033,5.9484693628,8.248373031,7.9327317965,BRCA
8.354139225,7.35871524,9.354762404,7.439190284,9.106913703,8.109536,6.924400193,9.377341303,10.336595389,7.647370504,7.605231151,8.49738614725,10.2211742005,7.28907497567,9.118734206,8.071465941,6.54477670467,6.80342487867,5.7945629282,8.6068554675,7.91450619325,BRCA
8.76855890367,6.720818415,9.245874202,7.49765713,9.221711435,8.50859886567,6.65900091,9.400581223,9.968173959,7.625345612,7.74259440933,8.0343733815,9.52090632,7.62046501267,8.349901664,8.4046207015,6.35519581733,6.42300723233,5.8306412028,8.073461174,8.18153330225,BRCA
7.991196569,7.03899017,9.77458988,7.365638144,9.2950823285,7.88922588267,6.207605557,9.046251708,10.276027292,7.659783886,7.86039151,8.36146716375,10.1528186875,7.44773841,8.520521573,8.161427938,6.83335750433,7.21039357867,5.884185454,8.5559423875,8.1419902945,BRCA
